"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"DC INDUSTRIE","A1001007T-ETUDE DE FAISABILITE TECHNICO-ECONOMIQUE POUR UN NOUVEAU CONCEPT DE LIT CONFORT ARTICULE DESTINE AU MARCHE DES SENIORS","55,466 €","27,500 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"DEBORDE OLIVIER","installation solaire photovoltaïque raccordée au réseau","173,023 €","13,860 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"DE BRAQUILANGES Thierry","Centrale photovoltaïque connectée au réseau","483,797 €","60,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"DE CASTELBAJAC Stéphane","Installation solaire photovoltaïque raccordée au réseau","189,338 €","18,900 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"D'ECHALLENS & Co","Veille : accompagnement commercial et marketing","182,392 €","37,491 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"63","Conception et diffusion de modes d'organisation du travail innovateurs et plus productifs"
"DECROIX JEAN-FRANCOIS","Centrale photovoltaïque connectée au réseau","124,620 €","44,800 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"DELTAWATT","DELTACONSO Expert","695,434 €","340,763 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"DISTILLERIE DU PEYRAT","Installation solaire photovoltaïque raccordée au réseau","177,282 €","18,690 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"DOMUS ARS","Centrale photovoltaïque connectée au réseau d'une puissance de 55.35 kWc","792,841 €","82,080 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"DUMONTET Patrice","Installation solaire photovoltaïque raccordée au réseau","204,451 €","18,810 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL ARCHEREAU","Installation photovoltaïque raccordée au réseau","160,399 €","16,200 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,,
"EARL Baudouin","Centrale photovoltaïque connectée au réseau d'une puissance de 34,58 kWc","179,384 €","17,290 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL Breuil Tizon","Centrale photovoltaïque raccordée au réseau de 35,1 kWc","171,821 €","17,550 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL BRILLET","Installation solaire photovoltaïque raccordée au réseau","132,334 €","11,970 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL BROUILLET","Installation solaire photovoltaïque raccordée au réseau","197,253 €","16,720 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
