"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"CONSEIL REGIONAL DE LA GUADELOUPE","CERTIFICAT D'INITIATION NAUTIQUE 802-3","33,902 €","28,817 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / GOURBEYRE / GOURBEYRE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","PCM/CIN (permis de conduire les moteurs : certificat d'initiation nautique) / 702-12 ","132,948 €","113,006 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / GOURBEYRE / GOURBEYRE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","programme régional d'apprentissage 2007/2008-CFA OGEC Jean Belloc","393,888 €","245,795 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / GOURBEYRE / GOURBEYRE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Programme régional d'apprentissage 2008/2009 - CFA OGEC Jean Belloc ","457,782 €","192,612 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / GOURBEYRE / GOURBEYRE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","CAPA Travaux paysagers / 701-10","178,973 €","152,127 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / LAMENTIN / LAMENTIN","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Certificat de spécialisation  conduite de productions en agriculture biologique et commerciale  / 701-5","62,065 €","52,755 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / LAMENTIN / LAMENTIN","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Perfectionnement et réactualisation des connaissances dans les métiers du commerce et de la distribution / 815-10","70,404 €","59,844 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / LAMENTIN / LAMENTIN","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","perfectionnement et réactualisation des connaissances en bureautique et secrétariat / 814-7","70,827 €","60,203 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / LAMENTIN / LAMENTIN","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Brevet de capitaine 200 pêche - module 1,2,3,4 et CRO / 702-27","73,760 €","62,696 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / LES SAINTES / TERRE-DE-HAUT","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","préparation au concours d'entrée aux instituts de formation en soins infirmiers / 716-5","28,875 €","24,544 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / SAINTE-ROSE 2E  CANTON / DESHAIES","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Accompagnement au développement de projet personnel (ADP) / 721-4","96,240 €","81,804 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / VIEUX-HABITANTS / VIEUX-HABITANTS","Programme Opérationnel FSE 2007-2013","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"CONSEIL REGIONAL DE LA GUADELOUPE","brevet professionnel  productions horticoles  / 701-6","125,749 €","106,887 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / BASSE-TERRE / VIEUX-HABITANTS / VIEUX-HABITANTS","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"FORMATES","LUTTE CONTRE L'ILLETTRISME 2008-2009","82,500 €","49,500 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE","Programme Opérationnel FSE 2007-2013","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"GRETA de Grande-Terre","LUTTE CONTRE L'ILLETTRISME 2008-2009","84,000 €","50,400 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE","Programme Opérationnel FSE 2007-2013","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association Plénitude  Formation","Lutte contre l'illettrisme 2008 - 2009","74,250 €","44,550 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / ANSE-BERTRAND / PORT-LOUIS","Programme Opérationnel FSE 2007-2013","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CONSEIL REGIONAL DE LA GUADELOUPE","accompagnement au développement de projet personnel (AD2P) / 721-1","158,654 €","134,856 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / ANSE-BERTRAND / PORT-LOUIS","Programme Opérationnel FSE 2007-2013","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"CONSEIL REGIONAL DE LA GUADELOUPE","certificat d'initiation nautique (CIN) / 702-9 ","21,258 €","18,069 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / ANSE-BERTRAND / PORT-LOUIS","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CENTRE LES HIBISCUS AGA-NDG","LUTTE CONTRE L'ILLETTRISME 2008 - 2009","165,000 €","99,000 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / GRAND-BOURG / GRAND-BOURG","Programme Opérationnel FSE 2007-2013","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CONSEIL REGIONAL DE LA GUADELOUPE","accompagnement au développement de projet personnel (AD2P) / 821-13","119,981 €","101,983 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / GRAND-BOURG / GRAND-BOURG","Programme Opérationnel FSE 2007-2013","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"CONSEIL REGIONAL DE LA GUADELOUPE","Préparation au concours d'entrée à l'école d'éducateur spécialise 816-23","23,100 €","19,635 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / GRAND-BOURG / GRAND-BOURG","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","remise à niveau métiers de l'hôtellerie et de la restauration / 817-16","22,089 €","18,776 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / GRAND-BOURG / GRAND-BOURG","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","brevet capitaine 200 pêche - modules 1,2,3,4 / 702-24","74,007 €","62,906 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / LA DESIRADE / LA DESIRADE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Brevet capitaine 200 pêche + modules 1,2,3,4 CRO / 702-20","92,417 €","78,555 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / LA DESIRADE / LA DESIRADE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","CIN / 702-23","39,091 €","33,227 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / LA DESIRADE / LA DESIRADE","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"AIR CARAIBES INDUSTRIES","Démardhe Compétences","153,589 €","70,651 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / LES ABYMES 1ER CANTON","PO FSE MARTINIQUE","64","Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
"CONSEIL REGIONAL DE LA GUADELOUPE","programme régional 2008/2009 des formtions initiales du secteur social-AGFTS","797,242 €","651,556 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / LES ABYMES 1ER CANTON","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IODE - INITIATIVES ET ORIENTATIONS POUR LE DEVELOPPEMENT DE L'EMPLOI","LUTTE CONTRE L'ILLETTRISME 2008 - 2009","82,500 €","49,500 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / LES ABYMES 5E  CANTON","Programme Opérationnel FSE 2007-2013","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGFBP - ASSOCIATION GUADELOUPEENNE DE FORMATION DE BASE ET PROFESSIONNELLE","Lutte contre l'illettrisme 2008-2009","89,400 €","53,640 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / MORNE-A-L'EAU 1ER CANTON","Programme Opérationnel FSE 2007-2013","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CONSEIL REGIONAL DE LA GUADELOUPE","BAC pro technicien vente et conseil-qualité en produits alimentaires / 701-20","214,255 €","182,117 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / PETIT-CANAL / PETIT-CANAL","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Brevet professionel responsable d'exploitation agricole (BP REA) / 701-9","144,615 €","122,923 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / PETIT-CANAL / PETIT-CANAL","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","CS tourisme vert, accueil et animation en milieu rural / 701-18","88,535 €","75,255 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / PETIT-CANAL / PETIT-CANAL","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","Accompagnement au développement de projet personnel (AD2P) 721-2","158,654 €","134,856 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / POINTE-A-PITRE / LE MOULE","Programme Opérationnel FSE 2007-2013","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"CONSEIL REGIONAL DE LA GUADELOUPE","accompagnement au développement de projet personnel (AD2P) / 721-8","506,318 €","430,370 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / POINTE-A-PITRE / LES ABYMES","Programme Opérationnel FSE 2007-2013","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"CONSEIL REGIONAL DE LA GUADELOUPE","ASSISTANT DE VIE / 816-3","56,132 €","47,712 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / POINTE-A-PITRE / LES ABYMES","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","attestation de capacité professionnelle de transports publics routiers de marchandises / 713-6","25,611 €","21,769 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / POINTE-A-PITRE / LES ABYMES","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","BAPAAT option sports nautiques / 717-20","86,810 €","73,789 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / POINTE-A-PITRE / LES ABYMES","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","CQP - AMSIN 2007-2008 (Certificat de qualification professionnelle - agent de maintenance et de service des industries nautiques)","85,440 €","72,624 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / POINTE-A-PITRE / LES ABYMES","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"CONSEIL REGIONAL DE LA GUADELOUPE","diplôme d'état d'auxiliaire de vie sociale (D.E.A.V.S) / 716-10","128,366 €","109,111 €","FONDS SOCIAL EUROPEEN","GUADELOUPE","GUADELOUPE / POINTE-A-PITRE / POINTE-A-PITRE / LES ABYMES","Programme Opérationnel FSE 2007-2013","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
