"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"IMPRIMERIE GATUSSO"," CTP MAGNUS","6,135 €","2,638 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE HENRI","FLUX APOGEEX","5,102 €","2,194 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE LES PRESSES DE LA TARASQUE","CTP","1,534 €",660 €,"FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE LES PRESSES DE LA TARASQUE","MAITRISE CADRATIN","6,308 €","2,712 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE LES PRESSES DE LA TARASQUE","MAITRISE DU LOGICIEL IMPOSITION","5,391 €","2,318 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE LES PRESSES DE LA TARASQUE","MAITRISE PRESSE OFFSET","15,512 €","6,670 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE LES PRESSES DE LA TARASQUE","PERFECTIONNEMENT PRESSE OFFSET","5,203 €","2,237 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE PERFECTA","MAITRISE NOUVELLE GENERATION DE PRESSE","9,537 €","4,101 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE ROUBAUD","LOGICIEL ALICE","3,745 €","1,610 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE ROUBAUD","LOGICIEL DYNAGRAM","2,041 €",878 €,"FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
