"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"Les Petits Débrouillards Auvergne","UniverCités","30,232 €","10,067 €","FEDER ","AUVERGNE","AUVERGNE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"LIMAGRAIN VERNEUIL HOLDING","Recherche de marqueurs moléculaires pour les céréales Blé et Maïs","1,088,919 €","544,460 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"LIMAGRAIN VERNEUIL HOLDING","Territoires, Agriculture et Alimentation en Auvergne","347,659 €","156,447 €","FEDER ","AUVERGNE","AUVERGNE",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"LOGOLEXIE","Développement d'un outil d'enregistrement et de transcription multiformat et multilingue des interventions orales ","255,144 €","100,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"LPO AUVERGNE","Améliorer nos connaissances sur la faune vertébrée terrestre d'Auvergne et les faire partager","362,500 €","145,000 €","FEDER ","AUVERGNE","AUVERGNE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Lycée Claude Mercier","Aide à la mise en place de la Plate-forme Technologique Forbois@uvergne sur le site du Mayet de Mont","108,419 €","32,526 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Lycée Claude Mercier","Aide à la mise en place de la Plate-forme Technologique Forbois@uvergne sur le site du Mayet de Mont","281,060 €","70,000 €","FEDER ","AUVERGNE","AUVERGNE",,"3","Transfert de technologie et amélioration des réseaux de coopération..."
"Maison d'enfants les Ecureuils","Installation d'une chaufferie bois pour deux bâtiments d'accueil d'enfants","101,583 €","24,380 €","FEDER ","AUVERGNE","AUVERGNE",,"41","Energie renouvelable: biomasse"
"Maison de retraite d'Arlanc","Installation d'une chaudière bois","540,000 €","129,600 €","FEDER ","AUVERGNE","AUVERGNE",,"41","Energie renouvelable: biomasse"
"METABOLIC EXPLORER","Aide au partenariat technologique dans le cadre du programme ISI Bio2Chem.","62,990 €",,"FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"METABOLIC EXPLORER"," Analyse de la faisabilité scientifique, technique et de l'intérêt économique de nouveaux bioprocédés de bioconversion de molécules de la chimie de commodité.","263,647 €",,"FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"METABOLIC EXPLORER","Extension des moyens de recherche et développement","1,481,632 €","296,326 €","FEDER ","AUVERGNE","AUVERGNE",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"METABOLIC EXPLORER","Projet de développement  : équipement pour l'unité de production pilote","3,804,400 €","270,000 €","FEDER ","AUVERGNE","AUVERGNE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
