Liste des organismes bénéficiaires du Volet national du Fonds social européen en France,,,,,,,,,
"Nota bene : ces données concernent les projets pour lesquels le concours des Fonds européens a été approuvé en comité de programmation
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),Campagne audiovisuelle sur les fonds européens,"900,000 €","600,000 €",FONDS SOCIAL EUROPEEN,999,,Programme opérationnel national Fonds social européen,,
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),"Conception, création graphique et impression de manuels de procédure pour la mise en oeuvre du PO 07/13","129,168 €","129,168 €",FONDS SOCIAL EUROPEEN,999,,Programme opérationnel national Fonds social européen,,
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),Consignes de saisie MP,"200,000 €","200,000 €",FONDS SOCIAL EUROPEEN,ILE-DE-FRANCE,,Programme opérationnel national Fonds social européen,86,Evaluation et études; information et communication
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),Factures de publication d'un appel à candidatures - Volters,"2,800 €","2,800 €",FONDS SOCIAL EUROPEEN,ILE-DE-FRANCE,PARIS / PARIS / PARIS-15E_ARRONDISSEMENT-15E_CANTON,Programme opérationnel national Fonds social européen,,
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),Forfaitisation des coûts indirectes / Rôdl,"77,142 €","77,142 €",FONDS SOCIAL EUROPEEN,ILE-DE-FRANCE,PARIS / PARIS / PARIS-15E_ARRONDISSEMENT-15E_CANTON,Programme opérationnel national Fonds social européen,,
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),Marché achat de prestation de contrôle de service fait du programme Objectif 3 à gestion directe du volet national -DGEFP,"155,480 €","155,480 €",FONDS SOCIAL EUROPEEN,999,,Programme opérationnel national Fonds social européen,,
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),Marché de communication grand public,"900,000 €","600,000 €",FONDS SOCIAL EUROPEEN,,,Programme opérationnel national Fonds social européen,,
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),Marché plate-forme Fseweb - KLEE,"159,068 €","159,068 €",FONDS SOCIAL EUROPEEN,ILE-DE-FRANCE,PARIS,Programme opérationnel national Fonds social européen,,
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),"Marché relatif à l'achat de prestation d'appui à la gestion, au suivi et au contrôle des opérations complémentaires programmées au titre du volet central du DOCUP FSE Objectif 3","63,866 €","63,866 €",FONDS SOCIAL EUROPEEN,999,,Programme opérationnel national Fonds social européen,,
Délégation générale à l'emploi et à la formation professionnelle (DGEFP),Marché relatif à l'examen des descriptifs de système de gestion et de contrôle dans le cadre de laprogrammation 2007-2013 du FSE,"155,480 €","155,480 €",FONDS SOCIAL EUROPEEN,999,,Programme opérationnel national Fonds social européen,,
