"name_des_begunstigten","bezeichnung_des_vorhabens","jahr_der_bewilligung","jahr_der_abschliessenden_restzahlung","gewahrte_betrage","gezahlte_gesamtbetrage"
"QUBIC Beratergruppe fﾟr Qualitﾊt und
Organisationsentwicklung GbR","Betrieblicher Demografieexperte",2008,,103757.01,
"Stadt Oldenburg","EFA - ExistenzgrﾟndungsAgentur fﾟr Frauen",2007,,100992.02,
"BUPNET GmbH","HSM - Health and Social Service Management",2008,,100641,
"hpcom GmbH","Facility Management",2008,,100635.89,
"Volkshochschule und Musikschule gGmbH","Gastrokraft Kombi",2008,,97994.25,
"Bildungswerk ver.di Region Braunschweig","SoDie Soziale Dienstleistungen Hauswirtschaft und Pflege",2009,,97052.77,
"RKW Niedersachsen GmbH","Demografierobuste KMU durch neue Lernformen",2008,,95417.58,
"Handwerkskammer fﾟr Ostfriesland","Lehrgﾊnge der ﾟberbetrieblichen Ausbildung",2008,,94804,
"BUPNET GmbH","Yogalehrerin",2008,,89311.22,
"ProZept e.V.","Fﾟhrungskrﾊfteentwicklung fﾟr Frauen - Drei F",2008,,84267.74,
"REHOLAND gemeinnﾟtzige Gesellschaft fﾟr Recycling,
Holzbearbeitung und Landschaftspflege","Qualifizierung wohnungsloser Menschen mit Mitteln des ESF",2008,,81018,
"ProZept e.V.","PEDEMO",2008,,77697.02,
"Landkreis Leer","Regionales Entwicklunsgkonzept (REK) FIFA",2008,,71985,
"Wirtschaftsfﾚrderung Wesermarsch GmbH","QualiMare",2009,,67833.5,
"Landwirtschaftskammer Niedersachsen","Lehrgﾊnge der ﾟberbetrieblichen Berufsausbildung",2008,,61257.07,
"Zeit & Service Beschﾊftigungsfﾚrdergesellschaft mbH Herr
Heinz May","QualiMare",2009,,58168.85,
"Berufsbildungs- und Beschﾊftigungs- gesellschaft Landkreis
Peine mbH","STARTklar",2007,,56913.68,
"Diakonisches Werk Friesland- Wilhelmshaven e.V.","Qualifizierungsprojekt fﾟr Langzeitarbeitslose mit multiplen Vermittlungshemmnissen",2008,,46093.53,
"Bildungszentrum des Einzelhandels Niedersachsen","Lehrgﾊnge der ﾟberbetrieblichen Berufsausbildung",2009,,37620,
"Verein Niedersﾊchsischer Bildungs- initiativen e.V.","WERBEN-WIRKEN-WETTBEWERB",2008,,35783.01,
"Gebr. Gropengieﾧer GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Kanalbauer",2008,,12603.93,
"Hermann Bettels Tief- und Straﾧenbau GmbH & Co.KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Rohrleitungsbauer",2009,,12232.97,
"N.Norrenbrock Zimmerei GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Zimmermann",2008,,11814.5,
"Bischof Bau GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2009,,11700.73,
"Bauunternehmung Heinrich Hockmann","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2008,,11254.12,
"Hermann Bettels Tief- und Straﾧenbau GmbH & Co.KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Industriekaufmann",2009,,11134.2,
"Hermann Kassens Bauunternehmung GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2008,,11065.04,
"Mﾟller Immobilien","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Immobilienkaufmann",2008,,10841.04,
"bfw - Unternehmen fﾟr Bildung","QualiMare",2009,,10707.08,
"Bildungszentrum des Einzelhandels Niedersachsen","Lehrgﾊnge der ﾟberbetrieblichen Ausbildung",2008,,10260,
"Autocentrum Engin GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kfz -
Mechatroniker",2009,,9776.93,
"Axel Freund","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fliesenleger",2009,,9609.58,
"Autoservice Andreas Kampsen","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kfz-
Mechatroniker",2009,,9205.63,
"Brillux GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Kaufmann im Groﾧ- und Auﾧenhandel",2009,,9183.97,
"E&W Anlagenbau GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Konstruktionsmechaniker Fachrichtung Stahl- und Metallbau",2008,,9027.84,
"Uwe Scharnhorst Tief- und Straﾧenbau GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Straﾧenbauer",2009,,8989.66,
"Sales Mediadesign Janine Folkerts","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Mediendesignerin Digital und Printmedien",2008,,8897.2,
"Eintracht Hildesheim v. 1861 e.V.","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Sport-
und Fitnesskaufmann",2008,,8852.81,
"Piller Industrieventilatoren GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Industriekauffrau",2008,,8775.87,
"Trend-Mﾚbel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
im Einzelhandel",2009,,8748.99,
"Reisebﾟro Bredemeier","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Reiseverkehrskauffrau",2009,,8625.73,
"DLD Nord West GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
im Einzelhandel",2008,,8564.4,
"Bﾊckerei Ralf Kﾟnne e.K.","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Bﾊckerei-
Fachverkﾊuferin",2008,,8414.49,
"glasARENA GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
fﾟr Bﾟrokommunikation",2008,,8347.83,
"Com.Plett GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2008,,8339.33,
"Autohaus Kﾟhl GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - KfZ-Mechatroniker",2008,,8338.08,
"Richard Steckel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Zimmerer",2008,,8299.53,
"RL Vertriebs- und Montage GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Zimmermann",2008,,8290.14,
"Heino Frerichs GmbH Bauunternehmen","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2009,,8262.08,
"Georg Janssen GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2009,,8241.45,
"LOMATEC GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Metallbauer",2009,,8161.39,
"LOMATEC GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Feinwerkmechaniker",2009,,8148.2,
"Bauunternehmen Hans-Dieter Solbach","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2008,,8104.22,
"VRM Hotel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Hotelfachfrau",2008,,8068.28,
"VRM Hotel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Hotelfachfrau",2008,,8068.28,
"VRM Hotel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Hotelfachmann",2008,,8068.28,
"PComplett GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkauffrau",2009,,8037.02,
"VRM Hotel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Hotelfachmann",2008,,8001.6,
"Reiner Pogrzeba","Beratung zur Grﾟndung eines Unternehmens im Bereich
Ingenieur-Bﾟ ro fﾟr reale und virtuelle Trainings",2009,,8000,
"Sommerfeld AG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Mechaniker fﾟr Land- und Baumaschinen",2009,,7996.24,
"Restaurant Romantico","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Restaurantfachmann",2008,,7944.36,
"Bﾊckerei und Konditorei Brﾟne Meyer Inh. Markus Meyer","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾊckereifachverkﾊuferin",2008,,7830.2,
"Autohaus Gebrﾟder Bormann GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - KfZ-
Mechatroniker",2008,,7800.74,
"Autohaus Gebrﾟder Bormann GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - KfZ-
Mechatroniker",2008,,7800.74,
"PComplett GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2009,,7798.36,
"Turn- und Sportfﾚrdergesellschaft mbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Sport-
und Fitnesskauffrau",2009,,7704.85,
"K. H. Suhr Holzbau","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Zimmermann",2009,,7580.39,
"Ulrich Hamann","Beratung bezﾟglich der Erstellung eines Grﾟndungs- und Finanzier
ungskonzeptes",2009,,7500,
"Theater am Aegi GmbH & Co.KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Fachkraft
fﾟr Veranstaltungstechnik",2009,,7472.58,
"IKN IT - Service Soltau/Hannover GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fachinformatiker Systemintegration",2009,,7431.51,
"IKN IT - Service Soltau/Hannover GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fachinformatiker Systemintegration",2009,,7431.51,
"IKN IT - Service Soltau/Hannover GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fachinformatiker Systemintegration",2009,,7431.51,
"IKN IT - Service Soltau/Hannover GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Informatikkauffrau",2009,,7431.51,
"Erhard Schorfheide e.K.","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Speditionskaufmann",2008,,7429.14,
"AS Schneider Haustechnik GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Anlagenmechaniker in Sanitﾊr-, Heizungs- und Klimatechnik",2008,,7410.93,
"Kﾟche 3000 Mennen GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Kaufmann im Einzelhandel",2008,,7347.98,
"Stephanswerk Wohnungsbausgesellschaft mbH Osnabrﾟck","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Immobilienkauffrau",2009,,7287.54,
"American Base","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -Einzelhandelskauffrau",2008,,7275.05,
"Chili Peppers Food Service GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2008,,7269.42,
"notebooksbilliger.de AG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2009,,7240.37,
"Herbold Menze Mﾚbeltranslogistik GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Fachkraft
fﾟr Mﾚbel-, Kﾟchen- und Umzugsservice",2008,,7219.08,
"Fa. Peter Szalek","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokaufmann",2008,,7210.65,
"Hotel Am Badepark A. & D. Warmerdam GbR","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Restaurantfachfrau",2009,,7201.26,
"hpcom GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2009,,7075.06,
"Seat-Autohaus Bruno Meyer","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kfz-
Mechatroniker",2008,,7005.26,
"Schlosserei Joachim Kﾊlz","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Metallbauer - Konstruktionstechnik",2008,,6799.09,
"Weserhotel AG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Koch",2009,,6797.13,
"Bundeslehranstalt Burg Warberg e.V.","Lehrgﾊnge der ﾟberbetrieblichen Berufsausbildung",2008,,6786.9,
"Malermeister Jﾚrg Aschmis","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maler und Lackierer",2009,,6785.89,
"Das Neue Autohaus Gﾚttingen-Ost GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - KfZ-
Mechatroniker",2008,,6726.33,
"OMG-Internet-GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fachinformatiker - Anwendungsentwicklung",2008,,6720.94,
"BSH Systemhaus GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2008,,6702.43,
"HD Dach u. Dﾊmmungs GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2008,,6669.61,
"Reisebﾟro Ferientraum","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Reiseverkehrkauffrau",2008,,6659.9,
"Malermeisterbetrieb Helmut Marxhausen","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maler
und Lackierer",2008,,6638.33,
"HELMA Eigenheimbau AG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bauzeichner",2008,,6569.69,
"Bockelmann Haustechnik GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Anlagenmechaniker Sanitﾊr-, Klima- und Heizungstechnik",2008,,6541.38,
"Reisebﾟro Schriever","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Reiseverkehrskauffrau",2008,,6520.28,
"B&K Autohaus Norden GmbH i.G.","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kfz-
Mechatroniker",2009,,6516.03,
"Ludger Sieve Heizung-Klima-Sanitﾊr","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2008,,6482.56,
"Karo Sports GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Sport-
und Fitnesskaufmann",2008,,6479.54,
"Elektro Burlage","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Elektroniker, Fachrichtung: Energie- und Gebﾊudetechnik",2009,,6475.49,
"MTV 1862 e.V. Vorsfelde","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Sport-
und Fitnesskauffrau",2008,,6435.49,
"Straﾧenbau-Tiefbau Szymanski & Hotopp GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Straﾧenbauer",2008,,6431.33,
"Fuhrberger Zimmerei GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Zimmerer",2008,,6420.52,
"Siede & Partner Bauunternehmung GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2009,,6366.51,
"Mﾚbel Schulte","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
fﾟr Bﾟrokommunikation",2008,,6364.66,
"Muhle und Osterloh GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Tischler",2008,,6331.68,
"Ihmann Landschlachterei GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fleischereifachverkﾊuferin",2008,,6320.92,
"Autohaus Schwedhelm","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kfz-
Mechatroniker",2008,,6176.65,
"Malerei - Olaf Behrens","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maler
und Lackierer",2008,,6163.2,
"Preuschoff Martin","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Glaser",2008,,6143.44,
"PComplett GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2009,,6081.9,
"PComplett GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2009,,6081.9,
"Autohaus Gebrﾟder Bormann GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Automobilkaufmann",2008,,6059.64,
"Bloemer. Ihr Maler. GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maler
und Lackierer",2009,,6047.53,
"Gustav Gerstenkamp","Beratung zur Neugrﾟndung einer Zahnarztpraxis",2009,,6000,
"Heidi Krumme","Soccer World Exhibition",2009,,6000,
"Hotel & Restaurant Schr�der�s Sch�ne Aussicht","F�rderung von Auszubildenden aus Insolvenzbetrieben - K�chin",2008,,5984.69,
"Autohaus Riemann GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Kraftfahrzeugmechatroniker",2009,,5982.74,
"Fliesen- und Baddesign","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Fliesen-,
Platten- und Mosaikleger",2008,,5973,
"Friedhelm Groﾧe Feinmechanik & Anlagenbau","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Feinwerkmechaniker",2008,,5971.2,
"LOMATEC GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Industriekauffrau",2009,,5945.98,
"LOMATEC GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Feinwerkmechaniker",2009,,5941.37,
"LOMATEC GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Feinwerkmechaniker",2009,,5941.37,
"LOMATEC GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Feinwerkmechaniker",2009,,5941.37,
"LOMATEC GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Feinwerkmechaniker",2009,,5941.37,
"LOMATEC GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Feinwerkmechaniker",2009,,5941.37,
"Birgit Bﾚschen, Friseurmeisterin","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Friseurin",2008,,5928.37,
"Juwelier Wieting am Markt Stadtmﾟller GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
im Einzelhandel",2009,,5907.18,
"Hirsch & Schulze Elektrotechnik GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Elektrotechnikerin",2008,,5892.98,
"Moresco Logistic GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
fﾟr Spedition und Logistikdienstleistungen",2008,,5879.4,
"FISSER Heizung und Sanitﾊr","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Anlagenmechaniker fﾟr Sanitﾊr-, Heizungs- und Klimatechnik",2008,,5819.99,
"Gasthof Martini","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kﾚchin",2008,,5808,
"Weserhotel AG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Hotelfachfrau",2008,,5797.29,
"Weserhotel AG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Hotelfachmann",2008,,5797.29,
"Klaus Dunkhase GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Anlagenmechaniker fﾟr Heizung-, Sanitﾊr- und Klimatechnik",2008,,5794.85,
"Werner Lott KfZ- und Industriebedarf GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Kaufmann im Groﾧ- und Auﾧenhandel",2009,,5790.71,
"Stadtsportbund Hannover e.V.","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2009,,5790.06,
"Peters- Kfz Bosch Car Service","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kfz -
Mechatroniker",2009,,5759.84,
"Robert Clemens Metallbau GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Metallbauer / Konstruktionstechnik",2009,,5701.2,
"VRM Hotel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Hotelfachfrau",2008,,5672,
"Hotel & Restaurant Schr�der�s Sch�ne Aussicht","F�rderung von Auszubildenden aus Insolvenzbetrieben -
Restaurantfachfrau",2008,,5634.58,
"Zum Bﾊckerstﾟbchen, Inh. Wenke Raszat","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fachverkﾊuferin im Lebensmittelhandwerk, Fach Bﾊckerei,",2009,,5618.89,
"Bﾊckerei und Konditorei Brﾟne Meyer Inh. Markus Meyer","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Bﾊcker",2008,,5550.16,
"VRM Hotel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Hotelkauffrau",2008,,5546.64,
"Nebeling GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Anlagenmechaniker fﾟr SHK",2008,,5514.54,
"VRM Hotel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Restaurantfachfrau",2008,,5500.8,
"Uwe Lﾟhn Baugeschﾊft GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2008,,5493.06,
"N.Norrenbrock Zimmerei GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokaufmann",2009,,5490.05,
"Metallverarbeitung Birgit Meyer","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Konstruktionsmechaniker fﾟr Feinblechbautechnik",2009,,5447.49,
"Hartema GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2008,,5424.35,
"Zum Bﾊckerstﾟbchen, Inh. Wenke Raszat","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fachverkﾊuferin im Lebensmittelhandwerk, Fach Bﾊckerei,",2009,,5408.88,
"ARCHE Systemtechnik GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemelektroniker",2008,,5299.82,
"Intercoiffure Marc Hanisch","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Friseurin",2008,,5283.17,
"LB Linderner Betonwerk GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2008,,5236.4,
"Hermann Kassens Bauunternehmung GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2008,,5219.57,
"Krieg GmbH, Hoch- und Tiefbau","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2008,,5177.44,
"HAUS & GRUNDEIGENTUM Service GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokaufmann",2008,,5174.77,
"Firma Flockstar","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Einzelhandelskauffrau",2008,,5165.82,
"Cornelius. Das Strandrestaurant","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kﾚchin",2008,,5164.7,
"Brendel Irmlind / accentifashion City Center","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Kaufmann im Einzelhandel",2008,,5140.98,
"Dogan GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Verkﾊuferin",2008,,5089.25,
"Kawasaki-Shop Wendt GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kfz-
Mechatroniker - Zweirad",2008,,5050.67,
"Regionssportbund Hannover e.V.","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Sport-
und Fitnesskaufmann",2009,,5023.21,
"GSH Grafschafter Splitt Handel GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokaufmann",2008,,5002.19,
"Fachin Systemhaus GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fachinformatiker, Fachrichtung Systemintegration",2009,,4986.26,
"Heiko Hallmann Kﾟchen-Hausgerﾊte-Lﾟftungstechnik","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Systemelektroniker",2009,,4968.87,
"Garten- und Landschaftsbau P.- K. Rebohl","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Gﾊrtner",2009,,4941.43,
"barwinske mood marketing GmbH & Co.KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Veranstaltungskauffrau",2009,,4930.44,
"Elektro Muﾧwessels GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2008,,4923.83,
"OKB Opitz Kreatives Bauen","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Maurer",2008,,4916.16,
"Josef Laumann","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Tischler",2009,,4905.9,
"Hotel Am Badepark A. & D. Warmerdam GbR","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Koch",2009,,4851.66,
"Fritzen & Co. Baustoffe GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Groﾧ-und
Auﾧenhandelskaufmann",2008,,4846.9,
"Kathrin Weitzer","Beratung zur Neugrﾟndung des Unternehmens Art of Hair GmbH",2009,,4800,
"Maik Vahle","Beratung zur ﾆbernahme einer tﾊtigen Beteiligung bei der Franke
& Schulre GmbH",2009,,4800,
"Landgasthof Dinkgrﾊve","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Koch",2009,,4769.98,
"PComplett GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2009,,4769.32,
"PComplett GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2009,,4769.32,
"Hanjo Bﾊhr","Beratung zur ﾆbernahme eines Unternehmens voraussichtlich aus
de m Bereich Handel/Instandsetzung von KfZ etc.",2009,,4750,
"workstation Hannover GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2009,,4690.37,
"Norda Spedition GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Fachkraft
fﾟr Lagerlogistik",2008,,4681.22,
"B & K Autohaus Norden GmbH i.G.","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokauffrau",2009,,4615.3,
"Gartengestaltung Gerrit Brﾟna","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Gﾊrtner",2008,,4595.59,
"Maximilians","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Koch",2009,,4556.3,
"Friedhelm Horstmann Garten & Technik","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Gﾊrtner
(Galabau)",2008,,4551.68,
"Schwertransport-Logistik Thomas Borkowski","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Kaufmann fﾟr Spedition und Logistikdienstleistung",2009,,4537.93,
"arko Franchisepartner Bettina Dreyer","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
im Einzelhandel",2008,,4495.64,
"MEDISTAR Praxiscomputer GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - IT-
Systemkaufmann",2009,,4488.6,
"Tischlermeister Holm Gervink","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Tischler",2009,,4430.11,
"Weber am Markt GmbH & Co. KG","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
im Einzelhandel",2008,,4424.99,
"IKN IT - Service Soltau/Hannover GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Fachinformatiker Systemintegration",2009,,4365.79,
"Firma Haberland, Inh. Roelof Meeuw","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Anlagenmechaniker fﾟr Heizung-, Sanitﾊr- und Klimatechnik",2008,,4346.52,
"Autohaus Nippon GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kfz-
Mechatroniker",2008,,4324.78,
"imm-professional","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Kauffrau
im Einzelhandel",2009,,4291.6,
"Salon ""Papilotta"" Inh. Luise Jeschke","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Friseurin",2009,,4270.07,
"mobiltec GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Fachkraft
fﾟr Veranstaltungstechnik",2009,,4238.43,
