"name_des_begunstigten","bezeichnung_des_vorhabens","jahr_der_bewilligung","jahr_der_abschliessenden_restzahlung","gewahrte_betrage","gezahlte_gesamtbetrage"
"Wilken GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Konstruktionsmechaniker",2007,2008,,2125
"Autohaus Gebrﾟder Bormann GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - KfZ-
Mechatroniker",2008,2009,,2027.82
"Elektrotechnik Kathmann GmbH & Co. KG","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Elektroniker Energie- und Gebﾊudetechnik",2007,2008,,1937.5
"Fito Kraftfahrzeugtechnik GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Bﾟrokaufmann",2007,2009,,1937.5
"Helmuth Bruns","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Landwirt",2007,2008,,1937.5
"Profimatic GmbH & Co.KG","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Groﾧ- und Auﾧenhandelskaufmann",2007,2009,,1937.5
"Textilreinigung Potthast","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Textilreiniger",2007,2009,,1937.5
"Tischlerei Weeken GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Bau- und Mﾚbeltischler",2007,2008,,1937.5
"Zimmerei Jan-Dieter Wemken","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Zimmerer",2007,2009,,1937.5
"Hanseatic Computer","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen - IT-
Systemkaufmann",2008,2009,,1865.84
"Buchholz Gﾟnter Fleischerei","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Fleischer",2007,2008,,1750
"Dachdeckermeister Georg Engelhardt","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Dachdecker",2007,2009,,1750
"Hotel Aquarius","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Hotelfachmann",2007,2009,,1750
"Landhaus Marx","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Koch",2007,2009,,1750
"Restaurant am See Betriebsgesellschaft mbH i.G.","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Hotelfachfrau",2008,2009,,1750
"Textilreinigung Holtmann Inh. Michael Holtmann","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Textilreinigerin",2008,2009,,1750
"vitapark fitness am Drﾚmling Unikat-Wellness GmbH und Co.
KG","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Sport- und Fitnesskaufmann",2007,2009,,1750
"Getrﾊnke Westermann","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Kaufmann im Einzelhandel",2008,2008,,1648.6
"Events well done GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Veranstaltungskauffrau",2008,2009,,1620.1
"Marno Tiede","Beratung zur Neugrﾟndung eines Unternehmens im Bereich
Einzelhandel und Freizeitsport",2009,2009,,1600
"Tischlerei Eckelmann Bau- und Mﾚbeltischlerei","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Tischler",2008,2009,,1577.39
"Bau-Elemente-Team GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Dachdecker",2007,2009,,1562.5
"BJ Baustoffagentur und Vertriebskontor","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Groﾧ- und Auﾧenhandelskauffrau",2007,2009,,1562.5
"Cafe Trocadero","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Fachkraft im Gastgewerbe",2007,2008,,1562.5
"Hermann Dachbau GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Dachdecker",2008,2008,,1562.5
"Hotel Steimker Hof","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Hotelfachfrau",2007,2009,,1562.5
"Immobilienbﾟro Bootsmann","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Kaufmann fﾟr Bﾟrokommunikation",2007,2009,,1562.5
"International Hairstyling Franco Golluscio","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Friseurin",2007,2009,,1562.5
"mGm Vertriebsdienstleistungen Mark Grinus Marketing","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Servicefachkraft im Dialogmarketing",2007,2008,,1562.5
"Walter Spille GmbH Bedachungen Holzbau","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Zimmerer",2007,2008,,1562.5
"Christians GmbH","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Verkﾊufer",2008,2008,,1457.57
"Aral Center Alfeld Hamed Riazi","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Einzelhandelskauffrau",2007,2009,,1375
"DTN Jeans & More Yossef Amjad","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Kauffrau im Einzelhandel",2007,2009,,1375
"Gartenbau Wolfgang Claas","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Zierpflanzengﾊrtner",2007,2009,,1375
"Henning Aumund","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Landwirt",2007,2008,,1375
"Internationale Spedition GmbH Bernd Jasper","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Berufskraftfahrer",2007,2009,,1375
"La Bodega S","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Fachkraft im Gastgewerbe",2007,2009,,1375
"Norbert Lﾟbbers","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Landwirt",2007,2009,,1375
"Restaurant ""Bei Bodo""","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Restaurantfachfrau",2007,2009,,1375
"Harmonie Veranstaltungshaus","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Koch",2008,2009,,1333.52
"Harmonie Veranstaltungshaus","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Koch",2008,2009,,1333.52
"SNV Sand- & Natursteinvermittlung Ltd.","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokaufmann",2008,2009,,1284.24
"Deniz Reisen Inh. Vahide Yﾚyen","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Reiseverkehrskauffrau",2008,2008,,1281.44
"Mon-u-Log","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Bﾟrokaufmann",2008,2008,,1222.02
"Bassumer-Beschichtungs-Betriebe","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Maler und Lackierer",2007,2009,,1187.5
"Engelbert Kuhmann Schinkenfabrikation","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen - Fleischer",2008,2009,,1187.5
"F.-J. Dﾟsing Bﾊckerei - Gaststﾊtte","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Bﾊckerin",2007,2009,,1187.5
"Friseursalon Kolle","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Friseurin",2007,2009,,1187.5
"Hotel Schwarzer Adler","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Restaurantfachmann",2007,2009,,1187.5
"Kruse, Jann Planbau Bau- und Malerbetrieb","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Maurer",2007,2009,,1187.5
"Lﾟpke-Holzbau","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Ausbaufacharbeiter",2007,2009,,1187.5
"Mister Q","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Restaurantfachfrau",2007,2008,,1187.5
"Mister Q Speisen & Getrﾊnke GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Fachmann fﾟr Systemgastronomie",2007,2008,,1187.5
"Seifert Metallverarbeitung GmbH & Co. KG","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Zerspanungsmechaniker",2007,2009,,1187.5
"Textil-Blumenfeld GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Kauffrau im Einzelhandel",2007,2009,,1187.5
"Restaurant-Steakhaus ""bei Franz""","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben - Fachkraft
im Gastgewerbe",2008,2009,,1072.74
"A & G Computer GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen - IT-
Systemkaufmann",2007,2009,,1000
"b. i. g. Sicherheit GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -Fachkraft fﾟr Schutz und Sicherheit",2007,2009,,1000
"Bﾊckerei Meyer Jﾚrg Meyer","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen - Bﾊcker",2007,2009,,1000
"BUSS GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Feinwerkmechaniker",2007,2009,,1000
"Clubgaststﾊtte Hannover 96","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Koch",2007,2009,,1000
"Enja Gastro GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Restaurantfachfrau",2007,2008,,1000
"Huthmann GmbH","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Gebﾊudereiniger",2008,2009,,1000
"Johannes Meyer und Jan-Bernd Meyer GbR","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Kraftfahrzeugmechatroniker",2008,2009,,1000
"Matulla GmbH & Co. KG","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Anlagenmechaniker fﾟr Sanitﾊr-Heizungs- und Klimatechnik",2007,2008,,1000
"Meemann Bedachungen","Fﾚrderung von zusﾊtzlichen betrieblichen Ausbildungsplﾊtzen -
Dachdecker",2007,2009,,1000
"American Base","Fﾚrderung von Auszubildenden aus Insolvenzbetrieben -
Einzelhandelskauffrau",2008,2009,,991.42
"Region Hannover","Pro-Aktiv-Center Region Hannover",2008,,5979667.04,
"Landkreis Emsland","Pro-Aktiv-Center Emsland",2008,,3097192.5,
"Landkreis Osnabrﾟck","Pro-Aktiv-Center Landkreis Osnabrﾟck",2008,,3083810,
"BuS GmbH Berufsbildungs- und Servicezentrum des
Osnabrﾟcker Handwerks GmbH","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2007,,3016244.4,
"Stadt Wolfsburg","Jugendwerkstatt Wolfsburg",2008,,2964198.33,
"Caritasverband fﾟr den Landkreis Helmstedt","Caritas-Jugendwerkstatt ""Holzwurm""",2008,,2897579.07,
"Landkreis Hildesheim","Pro-Aktiv-Center Hildesheim",2008,,2699272.77,
"Handwerkskammer Hannover Fﾚrderungs- und
Bildungszentrum","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2008,,2661187.87,
"Labora gemeinnﾟtzige GmbH","Jugendwerkstatt Hildesheim",2008,,2470576.43,
"IdeenExpo GmbH","IdeenExpo 2009",2008,,2400000,
"Stadt Braunschweig","Jugendwerkstatt Braunschweig",2008,,2326561.17,
"Pro Beruf GmbH","Jugendwerkstatt Hannover",2008,,2202951.69,
"Landkreis Aurich","Pro-Aktiv-Center im Landkreis Aurich",2008,,2186093.4,
"Arbeits- und Sozialberatungsgesellschaft e.V.","ASG - Jugendwerkstatt zur Berufsvorbereitung",2008,,2065015.02,
"Stadt Osnabrﾟck","Jugendwerkstatt Dammstraﾧe",2008,,2022585.23,
"Volkshochschule Oldenburg","Oldenburger Jugendwerkstatt",2008,,1972556.07,
"Caritasverband f.d. Diﾚzese Hildesheim e.V.","CJS - Jugendwerkstatt Ritterstraﾧe",2008,,1889533.42,
"Landkreis Hameln-Pyrmont","Pro-Aktiv-Center",2008,,1865055.38,
"Werk-statt-Schule e. V.","Jugendwerkstatt / Produktionsschule der Werk-statt-Schule -
Schﾟler und Schﾟlerinnen aus dem berufsbildenden Bereich",2008,,1856679.79,
"Caritasverband f.d. Diﾚzese Hildesheim e.V.","CJS - Jugendwerkstatt SiDRA",2008,,1808127.54,
"Landkreis Cloppenburg","Pro-Aktiv-Center (PACE)",2008,,1780167.86,
"Handwerkskammer Oldenburg","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2008,,1688832.96,
"Stadt Oldenburg","Pro Aktiv Center Oldenburg",2008,,1642746.2,
"Ev.-luth. Kirchenkreis Hameln-Pyrmont Jugendwerkstatt
Hameln","JALP Jugendarbeitslosenprojekt",2008,,1616411.84,
"Landkreis Diepholz","PACE",2008,,1584473.88,
"Landkreis Leer","Pro-Aktiv-Center",2008,,1572831.72,
"Stadt Gﾚttingen","Pro-Aktiv-Center Gﾚttingen",2008,,1567775,
"Handwerkskammer Hannover","Lehrgﾊnge der ﾟberbetrieblichen Berufsausbildung",2009,,1561956,
"Stadt Osnabrﾟck","PACE",2008,,1559180.99,
"Oldenburgische IHK Projektfﾚrderung GmbH","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2007,,1550620.21,
"Stadt Wolfsburg","Pro-Aktiv-Center Wolfsburg",2008,,1471700,
"Landkreis Schaumburg","Pro-Aktiv-Center Schaumburg",2008,,1460431.44,
"Diakonie Hannover-Land","Jugendwerkstatt Burgdorf",2008,,1448919.82,
"Handwerkskammer fﾟr Ostfriesland","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2007,,1417272.33,
"Internationaler Bund e.V. Sﾟdniedersachsen","Jugendwerkstatt Hann. Mﾟnden",2008,,1396931.47,
"Labora gemeinnﾟtzige GmbH","Jugendwerkstatt Peine",2008,,1384120.49,
"Diakonie gGmbH","Jugendwerkstatt Wolfenbﾟttel - Schulpflichterfﾟllung in der
Jugendwerkstatt",2008,,1362145.3,
"Landkreis Gifhorn","PACE Gifhorn",2008,,1328666,
"IHK Osnabrﾟck-Emsland","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2008,,1324704,
"Landkreis Schaumburg","Jugendwerkstatt Hﾟlshagen (Schulpflichterfﾟllung)",2008,,1292829.58,
"KVHS Norden gGmbH","Jugendwerkstatt Bau/Hauswirtschaft",2008,,1289000,
"Landkreis Nienburg/Weser","Pro-Aktiv-Center des Landkreises Nienburg",2008,,1277648.01,
"KVHS Norden Lehr- und Werkhof Norden","Lehr- und Werkhof Norden",2008,,1276059.5,
"Landkreis Grafschaft Bentheim","Pro-Aktiv-Center Grafschaft Bentheim",2008,,1260683.74,
"Sozialdienst kath. Mﾊnner e.V. Friesoythe (SKM)","Jugendwerkstatt Sozialer Briefkasten Friesoythe",2008,,1257187.49,
"Landkreis Vechta","Pro-Aktiv-Center (PACE)",2008,,1242763.11,
"Pro Beruf GmbH","Fahrradwerkstatt und Malereibetrieb",2008,,1230884,
"Landkreis Gﾚttingen","Pro-Aktiv-Center Landkreis Gﾚttingen",2008,,1219982.45,
"Ex & Job Soziale Dienstleistungen e. V. Jugendwerkstatt
Wunstorf","Jugendwerkstatt Wunstorf",2008,,1211642.43,
"FreiPro GmbH","Qualifizierung wohnungsloser Menschen in Freistatt",2008,,1208784.53,
"Landkreis Northeim","Pro-Aktiv-Center",2008,,1197529.27,
"Diakonie Hannover-Land","Jugendwerkstatt Roter Faden",2008,,1191677.17,
"Jugendwerkstatt Gifhorn","Jugendwerkstatt",2008,,1168919.28,
"Landkreis Goslar","Pro-Aktiv-Center",2008,,1158436.4,
"Kreisvolkshochschule Holzminden","Pro-Aktiv-Center Holzminden",2008,,1119383.8,
"Landkreis Oldenburg","Pro-Aktiv-Center",2008,,1112706.87,
"Jugendwerkstatt Caritasverband Peine","Jugendwerkstatt Caritas Peine",2008,,1108193.54,
"Stadt Salzgitter","Pro-Aktiv-Center",2008,,1107985.54,
"Ev. (Jugend-) Werkstatt Garbsen gem GmbH","Jugendwerkstatt Garbsen",2008,,1105513.63,
"Pro Beruf GmbH","Jugendwerkstatt Vahrenheide",2008,,1103433,
"Handwerkskammer Oldenburg","Lehrgﾊnge der ﾟberbetrieblichen Berufsausbildung",2009,,1098115.89,
"Landkreis Wolfenbﾟttel","Pro-Aktiv-Center",2008,,1078000,
"IHK Projekte Hannover GmbH","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2007,,1071936.77,
"Stadt Braunschweig","Pro-Aktiv-Centrum Braunschweig",2007,,1049180.49,
"Gemeinde Schortens","Qualifizierung von Jugendlichen im Bereich Holz, Metall, Haus-
wirtschaft, Erreichung Hauptschulabschluﾧ, Schulpflichterfﾟllung",2008,,1025798.06,
"Landkreis Peine","Pro-Aktiv-Center-Peine",2008,,1025271.5,
"Lernstandort Noller Schlucht gGmbH","Lernstandort Noller Schlucht",2008,,1020169.81,
"Stadt Einbeck","Jugendwerkstatt Einbeck",2008,,1011886.2,
"Diakonische Beratungsdienste Goslar gGmbH Herr Peter
Reimann","Jugendwerkstatt",2008,,988067.94,
"Werkstﾊtten Stadtkirchenverband Hannover gGmbH","Werkstatt Sﾟd",2008,,984747.19,
"Werk-statt-Schule e.V.","Jugendwerkstatt Freistil, Bereich SchﾟlerInnen im berufsbildenden
Bereich",2008,,982590.6,
"Werkstﾊtten Stadtkirchenverband Hannover gGmbH","Werkstatt Linden",2008,,956355.87,
"Bildungswerk Niedersﾊchsischer Volkshochschulen GmbH","Lehndorfer Jugendwerkstatt",2008,,935106.98,
"Ev.-luth. Kirchenkreis Emden","Jugendwerkstatt Emden",2008,,934010.51,
"Volkshochschule und Musikschule gGmbH","Berufliche Qualifizierung ﾊlterer Langzeitarbeitsloser",2008,,930322.19,
"Kreisvolkshochschule Holzminden","Jugendwerkstatt Holzminden",2008,,919558.77,
"Handwerkskammer Braunschweig-Lﾟneburg-Stade","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2007,,909337.6,
"Stadt Salzgitter","Jugendwerkstatt JOB",2008,,901230,
"Beratung, Kommunikation und Arbeit Gesellschaft fﾟr soziale
& berufliche Integration e. V.","Jugendwerkstatt Projekt 1",2008,,898568.61,
"Jugend- und Bildungshaus Tettenborn e.V.","Hauptschul-Werkstatt-Projekt",2008,,895800.02,
"Gesellschaft fﾟr Arbeits- und Berufsfﾚrderung Sﾟdnieder-
sachsen mbH","Jugendwerkstatt - Struktur -",2008,,891314.34,
"Jugendfﾚrderwerk Vechta e.V. als Rechtstrﾊger des BDKJ,
LV Oldenburg","Jugendwerkstatt Vechta",2008,,890601.64,
"Beschﾊftigungsfﾚrderung Gﾚttingen kAﾚR","Jugendwerkstatt WaAL",2008,,886002.01,
"Werkgemeinschaft Die Brﾟcke Bramsche GmbH","Jugendwerkstatt ""DIE BRﾆCKE"" Bramsche",2008,,881850,
"Stadt Northeim","Umweltwerkstatt Stadt Northeim - Arbeiten und Lernen",2008,,875741.18,
"Verbund Ausbildung Ostfriesland e.V","VAO III",2008,,866488.07,
"Gemeinde Harsum","Jugendwerkstatt Harsum / Sarstedt",2008,,866402.15,
"Handwerkskammer Braunschweig-Lﾟneburg-Stade","Lehrgﾊnge der ﾟberbetrieblichen Berufsausbildung",2009,,856570,
"Handwerkskammer Osnabrﾟck-Emsland","Lehrgﾊnge der ﾟberbetrieblichen Berufsausbildung",2008,,847080,
"Caritas-Sozialwerk Vechta GmbH","Jugendwerkstatt Lohne",2008,,833113.7,
"Industrie- und Handelskammer fﾟr Ostfriesland und
Papenburg","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2007,,832261.16,
"Kreisvolkshochschule Aurich","Jugendwerkstatt I",2008,,829704.02,
"Belmer Integrationswerkstatt e.V.","Jugendwerkstattprogramm",2008,,828476.32,
"Gemeinnﾟtzige Initiative Jugendarbeitslosigkeit e. V.","Jugendwerkstatt 1912-Schule",2008,,821477.16,
"Handwerkskammer Hildesheim-Sﾟdniedersachsen","Regionale Anlaufstelle (RAS) fﾟr individuelle Weiterbildung",2008,,819849.98,
"Landkreis Ammerland","Pro-activ-center - Job.Ammerland",2008,,816077.65,
"Kreisvolkshochschule Aurich","Jugendwerkstatt II",2008,,807385.67,
"Beratung, Kommunikation und Arbeit Gesellschaft fﾟr soziale
& berufliche Integration e. V.","Jugendwerkstatt - Projekt 2",2008,,801317.3,
"A + W Bildungszentrum","Jugendwerkstatt I: Gemﾟsebau/Renovierung/Bau 2008 - 2010",2008,,798400,
"Beratung, Kommunikation und Arbeit Gesellschaft fﾟr soziale
& berufliche Integration e. V.","Jugendwerkstatt - Projekt 3",2008,,796795.12,
"Anstalt Bethel/Diakonie Freistatt","Jugendwerkstatt Weyhe",2008,,794937.17,
"Landkreis Nienburg/Weser","Jugendwerkstatt Nienburg, Maﾧnahme fﾟr Schﾟlerinnen und
Schﾟler aus dem berufsbildenden Bereich",2008,,793676.6,
"Arbeed gGmbH","Teilhabe durch Qualifizierung und Arbeit - Programm
""Qualifizierung wohnungsloser Menschen""",2008,,791663.46,
"Beschﾊftigungsfﾚrderung Gﾚttingen kAﾚR","Jugendwerkstatt Holz-Metall (HoMe)",2008,,781744.14,
"Flecken Salzhemmendorf","Jugendwerkstatt Salzhemmendorf",2008,,771407.07,
"Volkshochschule Delmenhorst gGmbH","Jugendwerkstatt Delmenhorst",2008,,762733.84,
"Kath. Kirchengemeinde St. Andreas","Jugendwerkstatt Haus Don Bosco",2008,,762463.43,
"Volkshochschule u. Musikschule Friesland-Wittmund gGmbH","Jugendwerkstatt Wittmund",2008,,762065.3,
"Werkstatt Georgsmarienhﾟtte gGmbH","Jugendwerkstatt Georgsmarienhﾟtte",2008,,761031.66,
"Hannoverimpuls GmbH","Grﾟnderinnen-Consult Hannover",2007,,752700.6,
"Diakonisches Werk Oldenburg Jugendhilfe gGmbH","Jugendwerkstatt Damme",2008,,748333.92,
"Sozialdienst kath. Frauen und Mﾊnner e.V. Lﾚningen","Jugendwerkstatt Sozialer Briefkasten Lﾚningen",2008,,746074.79,
"VHS Meppen gGmbH","VHS Jugendwerkstatt",2008,,740721.39,
"SOS-Mﾟtterzentrum Salzgitter","Jugendwerkstatt im SOS-Mﾟtterzentrum",2008,,735207.47,
"Synodalverband Sﾟdliches Ostfriesland","Jugendwerkstatt des Synodalverbandes IV",2008,,729707.31,
"Gemeinde Wardenburg","Jugendwerkstatt Gemeinde Wardenburg",2008,,714288.69,
"Kolping-Berufshilfe gGmbH","Kolping-Jugendwerkstatt",2008,,713577.91,
"A + W Bildungszentrum","Jugendwerkstatt II: Metall / Verkauf / Bﾟro",2008,,712404.79,
"Diakonisches Werk Stadtverband Hannover e.V. SINA","Jugendwerkstatt Bﾟroservice",2008,,708521.15,
"Kreisvolkshochschule Wesermarsch GmbH","Restaurant und Service, Kﾟche, EDV",2008,,704436.3,
"Kreisvolkshochschule Wesermarsch GmbH","Holz, Garten, Landschaft Jugendwerkstatt Meyershof",2008,,703488.57,
"WISA (Wir sorgen fﾟr Arbeit) gGmbH","Jugendwerkstatt II",2008,,701925.92,
"Handwerkskammer Hannover","Lehrgﾊnge der ﾟberbetrieblichen Ausbildung",2008,,696590.5,
"Bildungswerk Niedersﾊchsischer Volkshochschulen gGmbH","Jugendwerkstatt Diepholz",2008,,694423.71,
"Arbeitskreis Schule Rhauderfehn e.V.","Jugendwerkstatt I - Holzwerkstatt und Gartenbau",2008,,685985.1,
"Emder Ausbildungsgesellschaft mbH & Co. KG","Modellprojekt - Umschulung in Industrieberufen in Kooperation mit
der Zeitarbeit",2008,,684587.16,
"Grenzlandheim e.V.","Jugendwerkstatt Emlichheim",2008,,667958.69,
"RegionalVerbund fﾟr Ausbildung e.V.","40 zusﾊtzliche Ausbildungsplﾊtze fﾟr marktbenachteiligte
Jugendliche",2009,,667745.45,
"Arbeiterwohlfahrt Region Hannover e.V.","Jugendwerkstatt ""Nadelﾚhr""",2008,,664775.82,
"Landkreis Osterode am Harz","Pro-Aktiv-Center",2008,,660000,
"Grafschafter Beschﾊftigungs- und Qualifizierungsgesellschaft
mbH","GBQ-Jugendwerkstatt",2008,,657113.42,
"Bildungswerk der Niedersﾊchsischen Wirtschaft gGmbH","Produktionsschule Jade Arbeit",2008,,652374.79,
"Stadt Osterode am Harz","Jugendwerkstatt der Stadt Osterode am Harz",2008,,651773.14,
"IHK Projekte Hannover GmbH","Verbesserung der Ausbildungsplatzsituation in der IHK-Region
Hannover",2007,,647011,
"WISA (Wir sorgen fﾟr Arbeit) gGmbH","Jugendwerkstatt I",2008,,639949.68,
"Arbeitskreis Schule Rhauderfehn e.V.","Jugendwerkstatt II - Metallwerkstatt und Baubereich",2008,,635124.94,
"Neue Arbeit Delmenhorst gGmbH","Qualifizierung in Kﾟche und Hauswirtschaft",2008,,630961.35,
"Albert-Schweitzer-Familienwerk e.V. - Jugendwerkstatt
Steimke -","Jugendwerkstatt Steimke",2008,,630777.73,
"Handwerkskammer Hildesheim-Sﾟdniedersachsen","Lehrgﾊnge der ﾟberbetrieblichen Berufsausbildung",2009,,627330,
"Volkshochschule Papenburg gGmbH","SALZ-systemische Arbeitsmarktintegration-Lernen fﾟr die Zukunft",2008,,611418.97,
"BuS GmbH Berufsbildungs- und Servicezentrum des
Osnabrﾟcker Handwerks GmbH","CREA - Qualifizierung zur Vorbereitung einer Grﾟndung in der
Kreativwirtschaft",2007,,573133.61,
