"Type","Name des Begünstigten","Bezeichnung des Vorhabens","Jahr der Bewilligung / Jahr der Restzahlung","Gewährte Beträge","Bei Abschluss des Vorhabens gezahlte Gesamtbeträge"
"Standardvorhaben","Diakoniewerk Westsachsen gGmbH","250860130B Altenpflegeheim Wettiner Straﾧe",2008,"36.360,00  EUR",
"Standardvorhaben","Diakoniewerk Westsachsen gGmbH","250860134A Bethlehemstift Hohenstein-Ernstthal",2008,"110.880,00  EUR",
"Standardvorhaben","Diakoniewerk Westsachsen gGmbH","250860135C Heinrichshof",2008,"38.160,00  EUR",
"Standardvorhaben","Diakoniewerk Westsachsen gGmbH","250860136C Bethelehemstift Hohenstein Ernsthal Technik",2008,"38.160,00  EUR",
"Standardvorhaben","Diakoniwerk Westsachsen gGmbH","250860137A Altenpflegeheim Haus Elisabeth",2008,"39.600,00  EUR",
"Standardvorhaben","Stadtmission Chemnitz e. V.","250860140A Projekt Treffpunkt DZ",2008,"38.145,20  EUR",
"Standardvorhaben","GAB Glauchau mbH","250860151A Mitarbeiter Soziale M�bel-Werkstatt",2008,"34.580,00  EUR",
"Standardvorhaben","Glauchauer Berufsfﾟrderung e. V.","250860161B Hilfskraft Kitas",2008,"38.160,00  EUR",
"Standardvorhaben","Glauchauer Berufsfﾟrderung e. V.","250860163B Mitarbeiter Schlosskomplex",2008,"38.160,00  EUR",
"Standardvorhaben","AZL Ausbildungszentrum Lichtenstein gGmbH","250860170B Mitarbeiter Umweltbereich",2008,"36.360,00  EUR",
"Standardvorhaben","AZL Ausbildungszentrum Lichenstein gGmbH","250860171B Unterstﾟtzung Sportprojekt",2008,"36.360,00  EUR",
"Standardvorhaben","AZL Ausbildungszentrum Lichtenstein gGmbH","250860172A Unterstﾟtzung Anlaufprojekt",2008,"36.360,00  EUR",
"Standardvorhaben","DAETZ-Centrum Lichtenstein GmbH","250860180B Museumsp�dagogin",2008,"61.514,50  EUR",
"Standardvorhaben","Volkssolidarit�t Kreisverband D�beln e.V","250862120A Helfer Begegnungsst�tte in D�beln",2008,"38.520,00  EUR",
"Standardvorhaben","Volkssolidarit�t KV D�beln e. V.","250862122A Begegnungsst�tte Gallbergstra�e 3, Hartha",2008,"36.720,00  EUR",
"Standardvorhaben","Gemeinde Obercunnersdorf","250867000B Gr�nbereich/Au�enanlagenpflege",2008,"36.180,00  EUR",
"Standardvorhaben","SV Horken Kittlitz e. V.","250867030A Betreuung von Kindern und Jugendlichen",2008,"69.960,00  EUR",
"Standardvorhaben","Waldh�us�l e. V.","250867040A Mitarbeiter in der Erfinderkiste",2008,"69.138,00  EUR",
"Standardvorhaben","Gesellschaft zur Arbeitsfﾚrderung, Beschﾊftigung und Strukturentwicklung der Beschﾊftigten der ""Robur-Werke-GmbH"" mbH","250867050B Feuerwehrchronik und Haumeister",2008,"75.600,00  EUR",
"Standardvorhaben","Gesellschaft zur Arbeitsfﾚrderung, Beschﾊftigung und Strukturentwicklung der Beschﾊftigten der ""Robur-Werke-GmbH"" mbH","250867052B Einpflege der Vermieterstammdaten",2008,"83.520,00  EUR",
"Standardvorhaben","Gesellschaft zur Arbeitsfﾚrderung, Beschﾊftigung und Strukturentwicklung der Beschﾊftigten der ""Robur-Werke-GmbH"" mbH","250867053A Kinderbetreuung in Kindertagesstﾊtten",2008,"83.520,00  EUR",
"Standardvorhaben","Gesellschaft zur Arbeitsfﾚrderung, Beschﾊftigung und Strukturentwicklung der Beschﾊftigten der ""Robur-Werke-GmbH"" mbH","250867054B Ortsverschﾚnerung",2008,"112.320,00  EUR",
"Standardvorhaben","Gesellschaft zur Arbeitsfﾚrderung, Beschﾊftigung und Strukturentwicklung der Beschﾊftigten der ""Robur-Werke-GmbH"" mbH","250867055B Organisation/Koordination v. zusﾊtzlichen kulturellen Projekten und Veranstaltungen in der Gemeinde Groﾧschﾚnau, OT Watersdorf",2008,"84.960,00  EUR",
"Standardvorhaben","Gesellschaft zur Arbeitsfﾚrderung, Beschﾊftigung und Strukturentwicklung der Beschﾊftigten der ""Robur-Werke GmbH"" mbH","250867056B Aufbau und Qualifizierung von Kooperationen zwischen Kindereinrichtungen, Sportvereinen und kommunalen Entscheidungstrﾊgern",2008,"83.520,00  EUR",
"Standardvorhaben","Arbeitslosenkreisverband Lﾚbau-Zittau e.V.","250867071B ﾅffentlichkeitsarbeit und Chronik",2008,"38.921,92  EUR",
"Standardvorhaben","Landratsamt Mittlerer Erzgebirgskreis","250868030B Koordination des Trainings- und Wettkampfbetriebs",2008,"108.583,20  EUR",
"Standardvorhaben","Lebenshilfewerk Mittleres Erzgebirge e. V.","250868150A Projekte in Werkst�tten f�r Behinderte",2008,"38.130,64  EUR",
"Standardvorhaben","Ev.-Luth. Kirchenbezirk Fl�ha; Kirchl. Erwerbsloseninitiative Zschopau","250868221A Mitarbeiter f�r die Kleiderkammer",2008,"12.260,00  EUR",
"Standardvorhaben","Allgemeiner Behindertenverband Freistaat Sachsen e. V.; Landesgesch�ftsstelle","250868230A zus�tzliche Sozialhelfer",2008,"38.160,00  EUR",
"Standardvorhaben","Tourismusverein Spielzeugdorf Kurort Seiffen e. V.","250868270B zusﾊtzliche Oeffentlichkeitsarbeit",2008,"36.360,00  EUR",
"Standardvorhaben","Volkssolidarit�t Wurzen e. V.","250869000A Mitarbeiterin in der Begegnungsst�tte",2008,"115.200,00  EUR",
"Standardvorhaben","Gemeinde Falkenhain","250869010B Bereich Umwelt, Ordnung und Sauberkeit",2008,"72.720,00  EUR",
"Standardvorhaben","Falkenhainer Sportverein 1898 e. V.","250869020B Unterst�tzung Vereinsarbeit und �bungsleiter",2008,"86.400,00  EUR",
"Standardvorhaben","Tiergehege Dornreichenbach e. V.","250869030B Helfer im Tiergehege",2008,"86.400,00  EUR",
"Standardvorhaben","Kulturstiftung Schlo� Heyda","250869070B MA Kulturstiftung",2008,"72.720,00  EUR",
"Standardvorhaben","Kreisverband der Volkssolidarit�t Leipziger Land/Muldental e. V.","250869110A Seniorenbetreuung",2008,"75.024,00  EUR",
"Standardvorhaben","Kreisverband der Volkssolidarit�t Leipziger Land/Muldental e. V.","250869111A Pflegerische Hilfskr�fte Schlo� Kita Trebsen",2008,"75.024,00  EUR",
"Standardvorhaben","Kreisverband der Volkssolidarit�t Leipziger Land /Muldentalkreis e. V.","250869112A Seniorenbetreuung Betreutes Wohnen Grimma",2008,"75.024,00  EUR",
"Standardvorhaben","Kreisverband der Volkssolidarit�t Leipziger Land/Muldental e. V.","250869114A P�dagogische Hilfskraft im Kinder- und Jugendhaus Naunhof",2008,"73.224,00  EUR",
"Standardvorhaben","Diakonisches Werk im Kirchenbezirk Grimma e. V.","250869120A pﾊdagogische Unterstﾟtzung im Kinder- und Jugendhaus Grimma",2008,"74.820,00  EUR",
"Standardvorhaben","Stadtverwaltung Naunhof","250869130A Hilfskraft Kinder- und Jugendbetreuung",2008,"72.720,00  EUR",
"Standardvorhaben","Stadtverwaltung Naunhof","250869132B Pflege der Sportst�tten",2008,"106.560,00  EUR",
"Standardvorhaben","Stadtverwaltung Naunhof","250869138B Gartenbauhelfer",2008,"225.360,00  EUR",
"Standardvorhaben","Caritas Altenpflegeheim St. Hedwig ","250869150A Hilfe bei Betreuung dementer Bewohner",2008,"76.320,00  EUR",
"Standardvorhaben","AWO Senioren- und Sozialzentrum gGmbH Sachsen-West","250869160A Helfer Wohnheime H�fgen/Wurzen",2008,"109.728,56  EUR",
"Standardvorhaben","AWO Senioren- und Sozialzentrum gGmbH Sachsen-West","250869161A Helfer Seniorenzentrum Muldental",2008,"76.320,00  EUR",
"Standardvorhaben","Stadtverwaltung Brandis","250869200C Instandhaltung Wanderwege u. Grﾟnanlagen",2008,"221.760,00  EUR",
"Standardvorhaben","Landratsamt Landkreis Leipzig","250869250B MA Biotoppflege",2008,"178.513,92  EUR",
"Standardvorhaben","Internationaler Johann-Gottfried-Seume-Verein ""Arethusa""","250869330B Tourimuskoordinator",2008,"44.192,20  EUR",
"Standardvorhaben","Gesellschaft Schloss Colditz e. V.","250869500B Veranstaltungshelfer",2008,"32.400,00  EUR",
"Standardvorhaben","Gemeindeamt Schleife","250870001A Mitarbeiter im Sorbischen Kulturzentrum",2008,"60.679,20  EUR",
"Standardvorhaben","F�rderverein Glasmuseum e.V. Wei�wasser","250870030B Kindgerechtes Museum",2008,"37.980,00  EUR",
"Standardvorhaben","Frauennetzwerk Harmonia e. V.","250870060B Aufbau einer Kommunikationszentrale fﾟr in Not geratene Menschen",2008,"36.180,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Boxberg O.L.","250870071B Mitarbeiter im Bereich Sicherheit und Ordnung",2008,"376.336,80  EUR",
"Standardvorhaben","Kreativ-Gemeinschaft Lausitz e. V.","250870080C Gartenbauhelfer",2008,"48.240,00  EUR",
"Standardvorhaben","Stattrand gGmbH","250870110A Gruppenunterst�tzende Dienstleistung f�r Kinder und Jugendliche",2008,"36.180,00  EUR",
"Standardvorhaben","DRK Kreisverband Wei�wasser e. V.","250870130C Begleiter von straff�llig gewordenen Jugendlichen bei der Ableistung von Sozialstunden",2008,"69.678,00  EUR",
"Standardvorhaben","Diakonie Sozialstation Niesky e. V.","250870180A Altenbetreuung",2008,"74.160,00  EUR",
"Standardvorhaben","Fﾚrderverein Schullandheim Reichenwalde e. V.","250870200C Zusﾊtzliche und offene Freizeitbetreuung im Schullandheim Reichenwalde",2008,"112.140,00  EUR",
"Standardvorhaben","Haus der Begegnung e. V.","250870210A Anlage und Pflege eines Streichelgeheges, Ausbesserungsarbeiten am ""Haus der Begegnung""",2008,"194.400,00  EUR",
"Standardvorhaben","BSVS Sachsen e. V.","250870362A Betreuung und Hilfe fﾟr blinde und sehbehinderte Menschen, um ihnen den Alltag zu erleichtern",2009,"40.860,00  EUR",
"Standardvorhaben","Daubitzer Bisonzuchtverein","250870420B Ansprechpartner und Aufsicht im Bisongehege",2009,"37.980,00  EUR",
"Standardvorhaben","Daubitzer Karnevalsverein e. V.","250870430B Ansprechpartner und Aufsicht in der Forst Village Ranch",2009,"37.980,00  EUR",
"Standardvorhaben","F�rderverein F�rst-P�ckler-Region e. V.","250870501B F�rderverein F�rst-P�ckler-Region e. V.",2008,"36.180,00  EUR",
"Standardvorhaben","F�rderverein F�rst-P�ckler-Park Bad Muskau e. V.","250870600B Touristeninformation",2008,"215.560,00  EUR",
"Standardvorhaben","Stadtsportbund Plauen e. V.","250871010B Unterst�tzung der ehrenamtlich t�tigen in Sportvereinen und Versch�nerung der Sportanlagen",2008,"731.880,00  EUR",
"Standardvorhaben","Stadtsportbund Plauen e. V.","250871011B Unterst�tzung ehrenamtlicher �bungsleiter",2008,"405.000,00  EUR",
"Standardvorhaben","ALSO Plauen e. V.","250871060A sozialer Projektbegleiter",2008,"41.400,00  EUR",
"Standardvorhaben","Deutsches Innovationszentrum f�r Stickerei e. V.","250871090B �ffentlichkeitsarbeit",2008,"41.760,00  EUR",
"Standardvorhaben","Unikat e. V.","250871152B Holzwerkstatt",2008,"43.200,00  EUR",
"Standardvorhaben","Unikat e. V. ","250871153B Chronik/Archiv",2008,"43.200,00  EUR",
"Standardvorhaben","Stadtverwaltung Gro�enhain","250872010B Veranstaltungen im Seniorentreff Alleeg�sschen, Jugendfeuerwehr, Digitalisierung bestand Museum Alte Lateinschule, Erfassung Baumbestand und Sta�enschilder, Datenerfassung und Auswertung zus�tzlicher Informationen",2008,"237.673,80  EUR",
"Standardvorhaben","Stadtverwaltung Gro�enhain","250872011B administrative Hilfskr�fte, technische Hilfskr�fte",2008,"377.640,00  EUR",
"Standardvorhaben","Soziales Hilfswerk Mitteldeutschland e. V.","250872040B Abwicklung des erh�hten Beratungsaufkommens",2008,"78.480,00  EUR",
"Standardvorhaben","Freizeitinsel Riesa-Gro�enhain e. V.","250872060A Arbeit mit Kindern und Jugendlichen",2008,"79.920,00  EUR",
"Standardvorhaben","Gemeinde Sch�nfeld","250872070C Schloss- und Parkkomplex Sch�nfeld",2008,"172.800,00  EUR",
"Standardvorhaben","Gemeinde Zeithain","250872090B Traditionspflege sowie Kultur- und Heimatrecherche",2008,"86.400,00  EUR",
"Standardvorhaben","Gemeinde Zeithain","250872091C Unterhaltung vorhandener touristischer Rad- und Wanderwege entlang der Elbe und Gohrischheide",2008,"172.800,00  EUR",
"Standardvorhaben","Gemeinde Zeithain","250872092A Projekte in Kindertagesst�tten",2008,"172.800,00  EUR",
"Standardvorhaben","Sportclub Riesa e. V.","250872121B Streetworker",2008,"238.320,00  EUR",
"Standardvorhaben","Sportclub Riesa e. V.","250872122B Streetworker",2008,"117.360,00  EUR",
"Standardvorhaben","Diakonie Riesa-Gro�enhain gGmbH","250872162A Mitarbeiter im Migrationsdienst",2008,"39.960,00  EUR",
"Standardvorhaben","Verein Gohrisch-Heide, Jacobsthal/Bahnhof e.V.","250872170B Betreuung von Haus- und Wildtieren ",2008,"39.960,00  EUR",
"Standardvorhaben","Gemeinde Tauscha","250872180C Bauhof",2008,"91.440,00  EUR",
"Standardvorhaben","Gemeinde Thiendorf","250872191A Projekte in Kindertagesst�tten",2008,"91.440,00  EUR",
"Standardvorhaben","Gemeinde Thiendorf","250872192C Bauhof",2008,"91.440,00  EUR",
"Standardvorhaben","Gemeinde Ebersbach","250872210C Mitarbeiter Bauhof",2008,"161.920,00  EUR",
"Standardvorhaben","Gemeinde Ebersbach","250872211C Unterstﾟtzung des Ehrenamtes",2008,"43.200,00  EUR",
"Standardvorhaben","Kreisfeuerwehrverband Riesa-Gro�enhain e.V.","250872230B Traditionspflege und Ausbildungsvereinheitlichung",2008,"39.960,00  EUR",
"Standardvorhaben","ASB Ortsverband Riesa e.V.","250872330B Alltagsgestalter/Sozialarbeiter in der Begegnungsstﾊtte Zeithain ",2008,"39.960,00  EUR",
"Standardvorhaben","Gemeinde Zabeltitz","250872340B Bﾟrokraft fﾟr das Projekt ""Barockgarten"" ",2009,"43.272,00  EUR",
"Standardvorhaben","Technisches Denkmal Neumann-M�hle Schauanlage Neumannm�hle e. V.","250873000B touristische Betreuer im Museum",2008,"62.060,00  EUR",
"Standardvorhaben","Stadt Neustadt in Sachsen","250873010B Vorbereitung, Durchfﾟhrung und Nachbereitung von Sonderaustellungen des Stadtmuseums",2008,"38.520,00  EUR",
"Standardvorhaben","Stadt Neustadt in Sachsen","250873011B Beratung von Vereinen und Interessengruppen �ber Freizeitm�glichkeiten im Sportforum",2008,"99.315,36  EUR",
"Standardvorhaben","Stadtverwlatung Neustadt in Sachsen","250873012B Organisationsmitarbeiter",2008,"54.146,52  EUR",
"Standardvorhaben","Evangelischer Schulverein Pirna e. V.","250873020B Verwaltungskraft",2008,"36.720,00  EUR",
"Standardvorhaben","Gro�e Kreisstadt Sebnitz","250873030B Mitarbeiter f�r G�stebetreuung und Kulturarbeit",2008,"209.534,53  EUR",
"Standardvorhaben","BFZ gGmbH","250875000B Unterstﾟtzung und Betreuung der Zwickauer Sportvereine",2008,"1.166.400,00  EUR",
"Standardvorhaben","BFZ gGbmH","250875001B Begleitung und Betreuung von Schul- und Hortkindern auf dem Schulweg sowie w�hrend der unterrichtsfreien Zeit",2008,"194.400,00  EUR",
"Standardvorhaben","BFZ gGmbH","250875002C Vorbereitung, Durchf�hrung und Nachbereitung von Projekten in der offenen Kinder- und Jugendarbeit sowie bei den Jugendfeuerwehren",2008,"427.680,00  EUR",
"Standardvorhaben","BFZ gGmbH","250875003C Schaffung zusﾊtzlicher Freizeitangebote fﾟr Kindergarten- und Hortkinder",2008,"656.640,00  EUR",
"Standardvorhaben","BFZ gGmbH","250875004A Migrationszentrum, Stadtteilb�ro Eckersbach, Behindertenf�hrer f�r den neuen Landkreis Zwickau, Internetportal f�r das Projekt Selbsthilfenetz",2008,"194.400,00  EUR",
"Standardvorhaben","BFZ gGmbH","250875005B Dokumentation leestehender Immobilien und Brachfl�chen sowie Bestandserhaltung von Kulturgut",2008,"116.640,00  EUR",
"Standardvorhaben","Besch�ftigungsf�rderung Zwickau gGmbH","250875006B Sachbearbeiter/Museumsmitarbeiter/G�rtner",2008,"529.200,00  EUR",
"Standardvorhaben","ASB Kreisverband Zwickau e. V.","250875010A Sozialbetreuung/Freizeitgestaltung",2008,"37.400,00  EUR",
"Standardvorhaben","ASB Dienste fﾟr Generationen gGmbH","250875020A Sozialbetreuung/Freizeitgestaltung fﾟr und mit Senioren",2008,"37.400,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875048A Diakonie Stadtmission Zwickau e. V.: Aufbau und Begleitung von ﾟbungswerkstﾊtten im Rahmen des Projekts ""Lebensmeisterschaft""",2008,"38.880,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875062A Seniorenbetreuung im Verein Freundliche Nachbarn e. V.",2008,"38.880,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875064A Projekt AIDS-Hilfe Westsachsen",2008,"38.880,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875067B Fﾚrderverein Musischer Schlossberg",2008,"43.200,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875068B Projekt Haus-, Wohnungs- und Grundeigent�mer Westsachsen",2008,"38.880,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875069B Projekt Zwickauer Handballclub",2008,"38.880,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875070B Projekt Schulgartenfﾟrderverein",2008,"38.880,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875071B Projekt B�ndnis f�r Demokratie und Toleranz",2008,"38.880,00  EUR",
"Standardvorhaben","BFZ Zwickai gGmbH","250875072B Betreuung in der Kindertagesst�tte St. Nepomuk",2008,"34.560,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875076A Heranf�hren chronisch psychisch kranker Erwachsener an Besch�ftigung und Arbeit",2008,"38.880,00  EUR",
"Standardvorhaben","BFZ Zwickau gGmbH","250875085C Gr�n- und Parkanlagen�berwachung",2008,"34.560,00  EUR",
"Standardvorhaben","Besch�ftigungsf�rderung Zwickau gGmbH","250875088C Schaffung von Aufenthalts- und Erholungsbereichen/Nachgestaltung der W�stung Rappendorf",2008,"172.800,00  EUR",
"Standardvorhaben","Besch�ftigungsf�rderung Zwickau gGmbH","250875089C ""Oeffentliches Gr�n"" in P�hlau, Schlosspark Planitz, am Schwanenteich, Brandener Stra�e",2008,"172.800,00  EUR",
"Standardvorhaben","Beschﾊftigungsfﾟrderung Zwickau gGmbH","250875090B Oeffentlichkeitsarbeit im Tiefbau-, Garten- und Friedhofsamt",2008,"77.760,00  EUR",
"Standardvorhaben","Besch�ftigungsf�rderung Zwickau gGmbH","250875091C Sanierungs- und Erhaltungsma�nahmen an baulichen Anlagen/Friedh�fen",2008,"103.680,00  EUR",
"Standardvorhaben","Stadtverwaltung Hartenstein","250876000B Touristik-Hilfskraft",2008,"43.200,00  EUR",
"Standardvorhaben","WVS Wohnungsverwaltungsgesellschaft- und Sanierungs mbH Langenweiﾧbach","250876030B Gartenbauhelfer",2008,"37.800,00  EUR",
"Standardvorhaben","WVS Wohungsverwaltungs- udn Sanierungsgesellschaft Langenweiﾧbach","250876031B Koordinator ""Demografischer Wandel""",2008,"39.600,00  EUR",
"Standardvorhaben","WVS Wohnungsverwaltungs- und Sanierungsgesellschaft Langenwei�bach","250876032B Umzugskoordinator und Mieterbetreuer im Rahmen des Umbaus ""an der alten Sch�ferei""",2008,"39.600,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Langenweiﾧbach","250876090A Kinder- und Jugendbetreuung im Jugendhaus",2008,"43.200,00  EUR",
"Standardvorhaben","Sprach-Bildungs- und Beratungszentrum Zwickau e. V. (SBBZ)","250876110B Betreuer des Freizeitzentrum Wilkau-Haﾧlau",2008,"37.800,00  EUR",
"Standardvorhaben","Sprach-, Bildungs- und Beratungszentrum Zwickau e. V. (SBBZ)","250876120A Pﾊdagogische Hilfskraft fﾟr das Indianercamp Silverstreet",2008,"39.600,00  EUR",
"Standardvorhaben","HOT ABS mbH","250876130C Verbesserung der Infrastruktur im Bereich der Kirchengemeinde Lichtenstein",2008,"28.800,00  EUR",
"Standardvorhaben","HOT ABS mbH","250876131B Helfer Ev. Mittelschule Gersdorf",2008,"28.800,00  EUR",
"Standardvorhaben","Martin-Luther-King-Zentrum fﾟr Gewaltfreiehit und Zivilcourage e. V.","250876150B Mitarbeiter Bibliothekprojekt",2008,"39.600,00  EUR",
"Standardvorhaben","Reitsportverein Wei�bach e. V.","250876160A Mitarbeiter Projekt Verein-Schule",2008,"37.268,50  EUR",
"Standardvorhaben","SG 48 Schﾚnfels e. V.","250876210B Kinder- und Jugendbetreuer",2008,"39.600,00  EUR",
"Standardvorhaben","Kﾚthener Beschﾊftigungs- und Arbeitsfﾚrderungsgesellschaft mbH - KﾚBeG","250878020A Beratung und Betreuung von Jugendlichen in Jugendbegegnungsstﾊtten",2008,"217.728,00  EUR",
"Standardvorhaben","Qualifizierungs- uns Strukturfﾚrderungsgesellschaft mbH","250883084B Koordinator Tuorismus",2008,"35.412,22  EUR",
"Standardvorhaben","Caritasverband Madgeburg e. V. ","250884033A Betreuung Bahnhofsmission",2008,"39.420,00  EUR",
"Standardvorhaben","Bildungsvereinigung Arbeit und Leben in Sachsen-Anhalt e. V.","250884060A Betreuer Migranten",2008,"35.460,00  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst","250890000B Filmvorfuehrer",2008,"28.800,00  EUR",
"Standardvorhaben","Frauengruppe Geratal","250893071A Jugendbetreuer",2008,"25.200,00  EUR",
"Standardvorhaben","Frauengruppe Geratal ","250893072A Kinder- und Jugendbetreuer",2008,"30.519,45  EUR",
