"Type","Name des Begünstigten","Bezeichnung des Vorhabens","Jahr der Bewilligung / Jahr der Restzahlung","Gewährte Beträge","Bei Abschluss des Vorhabens gezahlte Gesamtbeträge"
"Standardvorhaben","Landratsamt Sﾚmmerda","(250896011C) Unterstﾟtzung des Kreiswegewarts",2008,"44.497,80  EUR",
"Standardvorhaben","Landratsamt Sﾚmmerda","(250896012B) Unterstﾟtzung des Kreiswegewarts",2008,"44.571,10  EUR",
"Standardvorhaben","Landratsamt Sﾚmmerda","(250896013B) Veranstaltungshelfer",2008,"53.957,16  EUR",
"Standardvorhaben","Verwaltungsgemeinschaft ""Gramme-Aue""","(250896020C) Pflege von Grﾟnflﾊchen",2008,"44.724,60  EUR",
"Standardvorhaben","Verwaltungsgemeinschaft Gramme-Aue","(250896030C) MA im Bereich Pflege der Grﾟnanlagen",2008,"44.390,52  EUR",
"Standardvorhaben","Stadtverwaltung S�mmerda","(250896040B) Helfer im Rahmen der Stadtimagepflege",2008,"60.588,00  EUR",
"Standardvorhaben","Stadt S�mmerda","(250896041A) Helfer in einem  offenen Jugendtreff",2008,"55.692,00  EUR",
"Standardvorhaben","Verwaltungsgemeinschaft Strau�furt","(250896050C) Ortsbildpflege ",2008,"47.534,40  EUR",
"Standardvorhaben","Verwaltungsgemeinschaft K�lleda","(250896060C) Reinigung und Instandsetzung von Uferabbr�chen, Gr�nanlagen und Pflegearbeiten die keine kommunale Pflichtaufgabe sind",2008,"89.182,80  EUR",
"Standardvorhaben","Netzwerk Regenbogen e. V.","(250896070B) Lagerverwalter im Rahmen der S�mmerdaer Tafel",2008,"34.296,00  EUR",
"Standardvorhaben","ProMo Beschﾊftigungsgesellschaft mbH","(250897000C) Pflege der Grﾟnanlage",2008,"85.050,00  EUR",
"Standardvorhaben","PRoMo Beschﾊftigungsgesellschaft mbH","(250897001B) Kauffrau fﾟr Tourismus",2008,"24.749,50  EUR",
"Standardvorhaben","ProMo Beschﾊftigungsgesellschaft mbH","(250897002B) Besucherbetreuung im Trabiparadies",2008,"23.100,00  EUR",
"Standardvorhaben","Evangelische Kirchengemeinde Meuselwitz-Reichenbach / OL","(280863110C) Erhalten, sichern und Beseitigen von alten Grabdenkm�lern, attraktivere Gestaltung der kirchlichen Friedh�fe ",2008,"36.180,00  EUR",
"Standardvorhaben","BiG-Bildungszentrum in Greifswald gGmbH","2. Phase: ""Ausbildungs-Service-Zentrum""",2008,"205.115,99  EUR",
"Standardvorhaben","BAS Brandenburg an der Havel Arbeitsfﾚrderungs- und Strukturentwicklungsgesellschaft mbH","250822051B (Orientierungshelfer)",2008,"76.680,00  EUR",
"Standardvorhaben","Johanniter-Unfall-Hilfe e.V. Regionalverband Brandenburg-Nordwest","25082210A (Betreuungskrﾊfte)",2008,"69.480,00  EUR",
"Standardvorhaben","Diakonisches Werk Elbe-Elster e.V.","250824010A Sozialhelferin (Behindertenarbeit)",2008,"43.478,28  EUR",
"Standardvorhaben","Arbeitsfﾚrderungsgeselllschaft ""Elbe-Elster"" mbH","250824057C (Gartenbauhelfer)",2008,"112.821,00  EUR",
"Standardvorhaben","Landkreis Elbe-Elster","250824063B Verkehrserziehung",2008,"53.394,12  EUR",
"Standardvorhaben","Amt Emsterland","250824250B Hausmeistergehilfe",2008,"46.153,44  EUR",
"Standardvorhaben","Sport- und Gesundheitszentrum Frankfurt (Oder) e.V.","250825170C unterstﾟtzende Hilfskraft",2008,"42.480,00  EUR",
"Standardvorhaben","Caritasverband fﾟr das Erzbistum Berlin e.V.","250825400B Verkaufskraft",2008,"38.880,00  EUR",
"Standardvorhaben","Stadt Perleberg","250830100A ",2008,"141.791,64  EUR",
"Standardvorhaben","Familienberatungszentrum e. V.","250834060A Projektmitarbeiter ""Begr��ungspaket""",2008,"86.400,00  EUR",
"Standardvorhaben","Tﾚrpiner Forum e.V.","250835000A Kulturleiter ",2008,"28.080,00  EUR",
"Standardvorhaben","Amt Treptower Tollensewinkel - Gemeinde Altenhagen OT Phillipshof","250835022A Aufbau aktiver Freizeitgestaltung",2008,"41.232,24  EUR",
"Standardvorhaben","Amt Treptower Tollensewinkel - Gemeinde Wildberg","250835024A Jugend-, Frauen- und Altenhilfe ",2008,"41.232,24  EUR",
"Standardvorhaben","Amt Treptower Tollensewinkel - Gemeinde Wolde","250835025C Park- und Naturpflege Gemeinde Wolde",2008,"41.232,24  EUR",
"Standardvorhaben","Amt Treptower Trollensewinkel- Gemeinde T�tzpatz","250835029C Aufwertungsarbeiten zur Verbesserung des Gew�sserschutzes ",2008,"41.232,24  EUR",
"Standardvorhaben","Mﾟritz-Sportclub Waren e.V.","250839020A Betreuer fﾟr Behindertensport",2008,"30.600,00  EUR",
"Standardvorhaben","Landschaftspflegeverband ""Mecklenburger Endmor�ne"" e.V.","250839090C Mitarbeiter touristische Infrastruktur",2008,"38.325,15  EUR",
"Standardvorhaben","Landschaftspflegeverband Mecklenburger Endmor�ne e.V.","250839091C Mitarbeiter touristische Infrastruktur",2008,"31.199,67  EUR",
"Standardvorhaben","Barther Qualifizierungs- und Beschﾊftigungsznetrum e. V. ","250841273B  Mitarbeiter Sportstﾊttenpflege",2008,"33.300,00  EUR",
"Standardvorhaben","Amt Anklam-Land","250842034C Gemeindehelfer",2008,"43.560,00  EUR",
"Standardvorhaben","Sozialarbeit-Vorpommern gGmbH","250842041A Projektorganisator im Familienzentrum",2008,"30.600,00  EUR",
"Standardvorhaben","Evangelische Kirchengemeinde Spantekow ﾟber das evangelische Pfarramt Spantekow","250842050A Gemeindehelfer fﾟr Kinder-, Jugend- und Altenarbeit",2008,"34.200,00  EUR",
"Standardvorhaben","Amt Anklam-Land","250842060A Gemeindehelfer",2008,"43.560,00  EUR",
"Standardvorhaben","Amt Anklam-Land","250842070A Organisation von Dorf- und Traditionsfesten",2008,"43.560,00  EUR",
"Standardvorhaben","Gemeinde Koserow c/O Amt Usedom Sﾟd","250842080B Hallenwart",2008,"50.941,80  EUR",
"Standardvorhaben","Amt Lubmin fﾟr die Gemeinde Lubmin","250842110B Gemeindehelfer",2008,"50.699,16  EUR",
"Standardvorhaben","Amt Lubmin fﾟr die Gemeinde Lubmin","250842112B Gemeindehelfer",2008,"50.699,16  EUR",
"Standardvorhaben","Amt Lubmin fﾟr die Gemeinde Lubmin","250842113B Gemeindehelfer",2008,"50.699,16  EUR",
"Standardvorhaben","Gemeinnﾟtzige Regionalgesellschaft Usedom-Peene mbH","250842121B Mitarbeiterin Stadt Anklam-Museen",2008,"34.200,00  EUR",
"Standardvorhaben","Erzgebirgischer Posamentierverein e. V.","250856010B Aufbau einer Schauwerkstatt",2008,"66.474,00  EUR",
"Standardvorhaben","Stadt Jﾚhstadt","250856050B Wanderwegewart und Denkmalpflege",2008,"89.496,00  EUR",
"Standardvorhaben","SEG - Sozialbetrieb Erzgebirge GmbH","250856060B Kommunaler Helfer",2008,"216.000,00  EUR",
"Standardvorhaben","SEG - Sozialbetrieb Erzgebirge GmbH","250856061C Soziale M�bel- und Haushaltswarenb�rse",2008,"74.520,00  EUR",
"Standardvorhaben","Familienzentrum Annaberg e. V.","250856110A Betreuungshilfe und Kleiderb�rse",2008,"79.200,00  EUR",
"Standardvorhaben","Verein zur Betreuung Angehﾚriger Demenzkranker e. V.","250856120B Koordination",2008,"37.100,00  EUR",
"Standardvorhaben","Alte Brauerei e. V.","250856140B Kinder- und Jugendbetreuung",2008,"43.200,00  EUR",
"Standardvorhaben","ERN - Energie Ressourcen Netzwerk GmbH","250856150B Aufbau einer kommunalen Energieleitstelle",2008,"104.133,60  EUR",
"Standardvorhaben","Zweckverband Naturpark ""Erzgebirge/Vogtland""","250856160C Moorschutz ehemals Kreis Annaberg",2008,"43.200,00  EUR",
"Standardvorhaben","Gemeinde B�renstein","250856180B zus�tzliche Arbeiten im Bauarchiv",2008,"44.415,00  EUR",
"Standardvorhaben","Malteser Hilfsdienst e. V.","250856200A Mitarbeiter W�rmestube",2008,"39.960,00  EUR",
"Standardvorhaben","BSV Gelenau e. V.","250856210B zusﾊtzliche Betreuungsangebote im Sportverein",2008,"38.160,00  EUR",
"Standardvorhaben","WSC Erzgebirge Oberwiesenthal e. V.","250856220B Skiarenawart",2008,"34.020,00  EUR",
"Standardvorhaben","Stadtverwaltung Geyer","250856240B Verbesserung der touristischen Infrastruktur",2008,"90.671,04  EUR",
"Standardvorhaben","Stadtverwaltung Geyer","250856241B Weiterentwicklung touristischer Angebote / Touristeninformation",2008,"45.335,52  EUR",
"Standardvorhaben","Stadtverwaltung Geyer","250856242B Hilfskraft im Heimatmuseum",2008,"44.076,20  EUR",
"Standardvorhaben","Naturschutzzentrum Erzgebirge gGmbH","250856280B Umweltbildungs-Helfer ",2008,"36.360,00  EUR",
"Standardvorhaben","Fﾚrderverein Schloss Schlettau e. V.","250856300B Museumsmitarbeiter",2008,"36.360,00  EUR",
"Standardvorhaben","Fremdenverkehrsverein Annaberg-Buchholz e. V.","250856320B Serviceassistent im Tourismusbereich/Wanderwegewart",2008,"86.400,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Raschau-Markersbach","250857001B Helfer - Verbesserung von Freizeitanlagen",2008,"91.087,20  EUR",
"Standardvorhaben","Backhaus Schlema","250857040B Vorbereitung und Durchf�hrung von Backveranstaltungen",2008,"39.960,00  EUR",
"Standardvorhaben","Tr�gerverein ""Jenaplanschule im Erzgebirge e.V.""","250857060A Kreativangebote f�r Sch�ler, Pflege der Schulhomepage",2008,"38.160,00  EUR",
"Standardvorhaben","Tr�gerverein Jenaplanschule im Erzgebirge e. V.","250857061B Betreuung der Schulbibliothek, Unterst�tzung bei der Betreibung der Sch�lercaf�",2008,"76.320,00  EUR",
"Standardvorhaben","Naturschutzbund Deutschland LV Sachsen","250857080B Erarbeitung und Durchfﾟhrung von Angeboten zur Umweltbildung",2008,"38.160,00  EUR",
"Standardvorhaben","Stadtverwaltung Aue","250857092B Schulbegleitung",2008,"90.671,04  EUR",
"Standardvorhaben","Stadtverwaltung Aue","250857093B Ganztagsbetreuung der Schﾟler der MS Aue-Zelle",2008,"90.671,04  EUR",
"Standardvorhaben","Stadtverwaltung Aue","250857096B Stadthelfer",2008,"47.368,80  EUR",
"Standardvorhaben","Stadtverwaltung Aue","250857097B Galeriebetreuer",2008,"47.368,80  EUR",
"Standardvorhaben","Heimatverein Wildbach e. V.","250857100B Aufbau und Gestaltung des Dorfmuseums, Mithilfe bei Erstellung der Ortschronik",2008,"39.960,00  EUR",
"Standardvorhaben","FC Concordia Schneeberg e. V.","250857110A Integrative Betreuung von Kindern und Jugendlichen im Freizeit- und Breitensportbereich",2008,"38.160,00  EUR",
"Standardvorhaben","Neust�dtler Sportverein Schwarz-Gelb","250857120B Kinder- und Jugendbetreuer",2008,"78.120,00  EUR",
"Standardvorhaben","Ev.-freik. Gemeinde Aue-Lauter K.d.�.R.","250857180A Leiterin der Kleiderkammer",2008,"39.960,00  EUR",
"Standardvorhaben","Verein zur beruflichen fﾚrderung von Frauen on Sachsen e. V.","250857211B Hilfskraft zur Herstellung von individuellen textilen Hilfsmitteln",2008,"39.960,00  EUR",
"Standardvorhaben","WSE Wirtschafts-Service Erzgebirge GmbH","250857241B Kinder- und Schulbetreuung in der Kinderb�cherei und Grundschulen der Stadt Schneeberg",2008,"77.700,00  EUR",
"Standardvorhaben","WSE-Wirtschafts-Service Erzgebirge GmbH","250857245B zusﾊtzl. Kinder- und Jugendbetreuung",2008,"39.960,00  EUR",
"Standardvorhaben","WSE Wirtschafts-Service Erzgebirge GmbH","250857247B Unterstﾟtzung der Heimatfestvorbereitung",2008,"38.850,00  EUR",
"Standardvorhaben","WSE Wirtschafts-Service Erzgebirge GmbH","250857248B Koordinierungsarbeiten f�r die touristische Vermarktung des St�dtebundes Silberberg",2008,"37.100,00  EUR",
"Standardvorhaben","WSE Wirtschafts-Service Erzgebirge GmbH","250857249B Betreuer Kreativbereich",2008,"39.960,00  EUR",
"Standardvorhaben","AWO Erzgebirge gGmbH","250857260A Betreuungshelfer im Freizeitzentrum Crazy",2008,"38.160,00  EUR",
"Standardvorhaben","LPV ""Westerzgebirge"" e. V.","250857270C Landschaftspfleger",2008,"159.840,00  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst e. V.","250857280B Mobiler Filmvorf�hrer im Raum Aue-Schwarzenberg",2008,"39.960,00  EUR",
"Standardvorhaben","Gemeinde Zschorlau","250857290B Mitarbeiter Bibliothek",2008,"86.400,00  EUR",
"Standardvorhaben","SG Nickelhﾟtte Aue e. V.","250857310B ﾆbungsleiter",2008,"39.960,00  EUR",
"Standardvorhaben","Verein der Freunde und Fﾚrderer der Schule fﾟr geistig Behinderte Schwarzenberg e. V.","250857320A Begleitperson",2008,"39.960,00  EUR",
"Standardvorhaben","WSE Wirtschafts-Service-Erzgebirge GmbH","250857350B Unters�tzung ""Verein mit Kind""",2008,"39.960,00  EUR",
"Standardvorhaben","WSE Wirtschafts-Service Erzgebirge GmbH","250857353B Handwerklicher Helfer",2008,"39.960,00  EUR",
"Standardvorhaben","Sportverein Auerhammer e. V.","250857370B Kinder- und Jugendbetreuer",2008,"38.160,00  EUR",
"Standardvorhaben","KSV ""Treue Freundschaft"" Johanngeorgenstadt e. V.","250857390B Besucherbetreuung",2008,"42.120,00  EUR",
"Standardvorhaben","DJH Lvb. Sachsen e. V.","250857400B Organisationsmitarbeiter",2008,"42.120,00  EUR",
"Standardvorhaben","Museumsbahn Sch�nheide e. V.","250857470B Aufarbeitung hist. Schienenfahrzeuge",2008,"79.920,00  EUR",
"Standardvorhaben","Sport und Freizeit Johanngeorgenstadt e. V.","250857510B Mitarbeiter Bibliothek",2008,"42.120,00  EUR",
"Standardvorhaben","Kreisjugendring Erzgebirge e. V.","250857530A Betreuung JuKu Schneeberg",2008,"78.810,00  EUR",
"Standardvorhaben","Sportverein Burkau e. V.","250858190B Kinder-, Familien- und Seniorenbetreuer",2008,"80.280,00  EUR",
"Standardvorhaben","Sozialer Kultur- und Bildungsverein K�nigswartha e. V.","250858240A Helfer im Senioren-, Frauen-, Kinder- und Jugendtreff",2008,"82.440,00  EUR",
"Standardvorhaben","Kulturhistorischer Verein ""Alter Fritz""","250858300B Objektbetreuung Museum",2008,"39.240,00  EUR",
"Standardvorhaben","Motorsportfreunde Valtental e. V.","250858320B Koordinatoren �ffentlichkeitsarbeit",2008,"73.179,60  EUR",
"Standardvorhaben","TSV 90 Neukirch e. V.","250858330B Projektbetreuer",2008,"77.930,00  EUR",
"Standardvorhaben","Gemeindeverwaltung Cunewalde","250858353B Rad und Wanderwegwart",2008,"36.720,00  EUR",
"Standardvorhaben","FV ""Kinderinsel"" Gro�dubrau e. V.","250858380A p�dagogische Hilfskr�fte",2008,"183.620,95  EUR",
"Standardvorhaben","FV ""Kinderinsel"" Gro�dubrau e. V.","250858381C haustechnische Hilfskr�fte",2008,"69.732,68  EUR",
"Standardvorhaben","Naturschutzzentrum ""Oberlausitzer Bergland"" e. V.","250858390B Umwelthelfer",2008,"103.386,25  EUR",
"Standardvorhaben","Sorbisches National-Ensemble GmbH","250858410B Ankleiderin",2008,"38.080,00  EUR",
"Standardvorhaben","Mehrgenerationenhof ""Neukirch"" e. V.","250858420B Helfer im Tagestreff",2008,"62.288,00  EUR",
"Standardvorhaben","Gemeinde Radibor","250858480C Naturwacht",2008,"137.932,56  EUR",
"Standardvorhaben","Gesellschaft Bﾟrger & Polizei e.V.","250858560A Kriminalprﾊvention",2008,"41.220,00  EUR",
"Standardvorhaben","VbFF Sachsen e. V.","250859020A Projektkoordination Burg Scharfenstein",2008,"38.160,00  EUR",
"Standardvorhaben","VbFF Sachsen e. V.","250859021B ﾆberarbeitung Kinderfﾟhrer",2008,"40.608,00  EUR",
"Standardvorhaben","VbFF Sachsen e. V.","250859022B Schulclubs",2008,"40.608,00  EUR",
"Standardvorhaben","Verein Chemnitzer Gew�lbeg�nge e. V.","250859030A B�rokraft/Projektkoordination",2008,"43.200,00  EUR",
"Standardvorhaben","Stadtmission Chemnitz","250859060A Selbsthilfeladen Lichtblick",2008,"42.618,30  EUR",
"Standardvorhaben","Deutsches Rotes Kreuz, Kreisverband Chemnitzer Umland e. V.","250859070A Kinder-Jugendtreff Club 95",2008,"42.552,00  EUR",
"Standardvorhaben","Deutsches Rotes Kreuz, Kreisverband Stadt Chemnitz","250859071A Seniorenbegegnungsst�tte Bruno Granz",2008,"43.200,00  EUR",
"Standardvorhaben","Gemeinn�tzige regionale Aufbaugesellschaft mbH (TGR)","250859080A Integrationshelfer",2008,"84.938,88  EUR",
"Standardvorhaben","Gemeinn�tzige Regionale Aufbaugesellschaft mbH (TGR)","250859082B Projekt Fremde werden Freunde u.a.",2008,"43.200,00  EUR",
"Standardvorhaben","Gemeinn�tzige Regionale Aufbaugesellschaft mbH (TGR)","250859083B Projekt M�bellager",2008,"43.200,00  EUR",
"Standardvorhaben","Gemeinn�tzige Regional Aufbaugesellschaft mbH (TGR)","250859084B MA Verwaltung Amt 67",2008,"43.200,00  EUR",
"Standardvorhaben","Gemeinn�tzige Regional Aufbaugesellschaft mbH","250859086B Projekt im B�rgermeisteramt",2008,"43.200,00  EUR",
"Standardvorhaben","Gemeinn�tzige regionale Aufbaugesellschaft mbH (TGR)","250859087A Projekte in Kinderg�rten",2008,"1.296.000,00  EUR",
"Standardvorhaben","Gemeinn�tzige Regionale Aufbaugesellschaft mbH (TGR)","250859088B Projekt Amt 66 Chronik und historisches Schriftgut",2008,"43.200,00  EUR",
"Standardvorhaben","S�chsicher Kinder- und Jugendfilmdienst e. V.","250859091B Filmlager/Disposition",2008,"42.552,00  EUR",
"Standardvorhaben","S�chsicher Kinder- und Jugendfilmdienst e. V.","250859092B Filmp�dagogik",2008,"36.560,00  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst e. V.","250859093B Gro�projekte",2008,"38.160,00  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst e. V.","250859094B Pressearbeit",2008,"37.960,00  EUR",
"Standardvorhaben","S�chsischer Kinder- und Jugendfilmdienst e. V.","250859095B Schnittechnik",2008,"38.160,00  EUR",
"Standardvorhaben","Chemnitzer Tafel e. V.","250859110A Logistik ",2008,"40.980,00  EUR",
"Standardvorhaben","Selbsthilfe 91 e. V.","250859120A Wohnprojekt fﾟr wohnungslose Menschen",2008,"42.120,00  EUR",
"Standardvorhaben","Selbsthilfe 91 e. V.","250859121A Seniorenbegegnungsst�tte Treff im Wind",2008,"42.120,00  EUR",
"Standardvorhaben","Selbsthilfe 91 e. V.","250859122A Projekt fﾟr Arbeit Lichtblick",2008,"42.552,00  EUR",
"Standardvorhaben","Selbsthilfe 91 e. V.","250859123A Beschﾊftigungsprojekt Kreativwerkstatt",2008,"42.552,00  EUR",
"Standardvorhaben","RAGH e. V.","250859140A Betreuung Projekte Haus der Begegnung",2008,"84.240,00  EUR",
"Standardvorhaben","Kinder-, Jugend- und Familienhilfe e. V. Chemnitz","250859150A Kinder-Jugendclub KASCH",2008,"42.252,00  EUR",
"Standardvorhaben","Kinder-, Jugend- und Familienhilfe e. V. Chemnitz","250859155A Kinder-Jugendhaus Compact",2008,"42.552,00  EUR",
"Standardvorhaben","Arthur e. V.","250859160B Technische Projektarbeit ",2008,"43.200,00  EUR",
"Standardvorhaben","Sozialverband VdK Sachsen e. V.","250859170B Erstellung von Wegweisern fﾟr behinderte Menschen",2008,"43.200,00  EUR",
"Standardvorhaben","Sozialverband VdK Sachsen e. V.","250859171B Erstellung Wegweiser fﾟr behinderte Menschen Bautzen",2008,"26.880,00  EUR",
"Standardvorhaben","Netzwerk Kultur- und Jugendarbeit e. V.","250859180A Unterstﾟtzung Aufgaben Dachverband",2008,"42.552,00  EUR",
"Standardvorhaben","Neue Chemnitzer Kunsth�tte e. V.","250859210B Museumshelfer",2008,"168.408,00  EUR",
"Standardvorhaben","Solaris Fﾚrderzentrum fﾟr Jugend und Umwelt gGmbH Sachsen ","250859220A Betreuer integrative Arbeit",2008,"38.178,00  EUR",
"Standardvorhaben","Solaris Fﾚrderzentrum fﾟr Jugend und Umwelt gGmbH Sachsen","250859221A BetreuerIn Migrantenprojekte",2008,"38.178,00  EUR",
"Standardvorhaben","Solaris Fﾚrderzentrum fﾟr Jugend und Umwelt gGmbH Sachsen","250859222A Projektleiter familienorientierte Bildung",2008,"36.378,00  EUR",
"Standardvorhaben","Solaris F�rderzentrum f�r Jugend und Umwelt gGmbH","250859223B Anleiter fr�hzeitige berufliche Orientierung",2008,"149.112,00  EUR",
"Standardvorhaben","Solaris F�rderzentrum f�r Jugend und Umwelt gGmbH Sachsen","250859224B �ffentlichkeitsarbeit Kosmonautenzentrum",2008,"36.378,00  EUR",
"Standardvorhaben","Kunstverein Laterne Chemnitz e. V.","250859230B Nachlasssch�tzer regionale K�nstler",2008,"42.552,00  EUR",
"Standardvorhaben","Jugendberufshilfe Chemnitz e. V.","250859240A Anleiter Jugendhilfe",2008,"85.104,00  EUR",
"Standardvorhaben","Selbsthilfe Wohnprojekt Further Stra�e e. V.","250859250A Erlebnisp�dagogische Freizeiten",2008,"40.752,00  EUR",
"Standardvorhaben","Selbsthilfe Wohnprojekt Further Stra�e e. V.","250859251A Freizeit- und Kreativp�dagogische Angebote in Schulprojekten",2008,"42.552,00  EUR",
"Standardvorhaben","Stadtmission Chemnitz e. V.","250859280A Lebensberatungsstelle",2008,"43.180,66  EUR",
"Standardvorhaben","Stadtmission Chemnitz e. V.","250859281A Kindergartenbetreuungshelfer KiGa Arche Noah und KiGa Regenbogen",2008,"82.501,20  EUR",
"Standardvorhaben","Stadtmission Chemnitz e. V.","250859282A Projekt Haltestelle",2008,"43.180,92  EUR",
"Standardvorhaben","Stadtmission Chemnitz e. V.","250859283B Projekt offene Kirchen",2008,"151.928,28  EUR",
"Standardvorhaben","Stadtmission Chemnitz e. V.","250859284B Projekt KISS",2008,"43.180,96  EUR",
"Standardvorhaben","Universit�tssportgemeinschaft Chemnitz e. V.","250859290B Eislaufen und Sportkabinett",2008,"43.200,00  EUR",
"Standardvorhaben","BUND Landesverband Sachsen e. V.","250859300B Fﾚrderung der Umweltbildung",2008,"43.200,00  EUR",
"Standardvorhaben","SV Bernsdorf e. V.","250859320B zusﾊtzliche Schul- und Kindergartenbetreuung",2008,"43.200,00  EUR",
"Standardvorhaben","Frauenverein FACT e. V.","250859330B Leitung B�cherhaus",2008,"43.200,00  EUR",
"Standardvorhaben","Frauenverein Fact e. V.","250859331B Fahrer B�cherbus",2008,"43.200,00  EUR",
"Standardvorhaben","Frauenverein FACT e. V.","250859337B Patientenlotse",2008,"190.800,00  EUR",
"Standardvorhaben","Neue Arbeit Chemnitz e. V.","250859340A Sozialbetreuung",2008,"43.200,00  EUR",
"Standardvorhaben","Neue Arbeit Chemnitz e. V.","250859341B Computerkabinett",2008,"43.200,00  EUR",
"Standardvorhaben","Katholische Pfarrgemeinde St. Joseph","250859350B Aufarbeitung Zeitgeschichte",2008,"38.841,00  EUR",
"Standardvorhaben","Natur Hof Chemnitz e. V.","250859370C Arten- und Biotopschutz",2008,"214.200,00  EUR",
"Standardvorhaben","Tanzensemble Chemnitz e. V.","250859380B Mitarbeiter Kost�mfundus",2008,"43.200,00  EUR",
"Standardvorhaben","Naturschutzbund Deutschland, Regionalverband Erzgebirge e. V.","250859390B zus�tzliche �ffentlichkeitsarbeit NABU",2008,"42.552,00  EUR",
"Standardvorhaben","Naturschutzbund Deutschland, Regionalverband Erzgebirge e. V.","250859392B Streuobstwiesenprojekt",2008,"42.552,00  EUR",
"Standardvorhaben","Klinke e. V.","250859410A Queerbeet Senioren",2008,"84.240,00  EUR",
"Standardvorhaben","Deutsches Spielemuseum e. V.","250859420B Technikhilfen",2008,"85.104,00  EUR",
"Standardvorhaben","S�chsische Herzinitiative Landesverband der Herzinitiative e. V.","250859460B erg�nzende Angebote zur gesundheitlichen Aufkl�rung",2008,"172.800,00  EUR",
"Standardvorhaben","Gemeinn�tzige regional Aufbaugesellschaft mbH","250859472B Naturschutzprojekt",2008,"172.800,00  EUR",
"Standardvorhaben","Gemeinn�tzige regionale Aufbaugesellschaft mbH (TGR)","250859473B Mitarbeiter Verwaltung Amt 48",2008,"302.400,00  EUR",
"Standardvorhaben","Kindervereinigung Chemnitz e. V.","250859480A Personal in Kinder- und Jugendfreizeiteinrichtungen",2008,"83.304,00  EUR",
"Standardvorhaben","Vereinigung Solidar- und Lebenshilfe Chemnitz e. V.","250859561A B�rgertreff Flemmingstra�e",2009,"82.440,00  EUR",
"Standardvorhaben","Vereinigung Solidar- und Lebenshilfe Chemnitz e. V.","250859562A B�rgertreff Lebensfreude",2009,"42.120,00  EUR",
"Standardvorhaben","Stadtverband der Geh�rlosen Chemnitz e. V.","250859591A Sozialprojekt amb. Dienste",2009,"43.200,00  EUR",
"Standardvorhaben","HOT ABS mbH","250860000C Umweltverbessernde Tﾊtigkeiten Gemeinde Callenberg Falken",2008,"57.600,00  EUR",
"Standardvorhaben","HOT ABS mbH","250860001C umweltverbessernde Tﾊtigkeiten Hohenstein-Ernstthal",2008,"230.400,00  EUR",
"Standardvorhaben","HOT ABS mbH","250860002C umweltverbessernde T�tigkeiten Pfarramt Limbach K�ndler",2008,"28.800,00  EUR",
"Standardvorhaben","HOT ABS mbH","250860003A veranstaltungsbetreuende Tﾊtigkeiten Gemeinde Callenberg Falken",2008,"28.800,00  EUR",
"Standardvorhaben","HOT ABS mbH","250860005B Betreuungsaufgaben in Niederfrohna",2008,"57.600,00  EUR",
"Standardvorhaben","HOT ABS mbH","250860006B Archiv, Kultur, Tourismus Stadt Hohenstein Ernstthal",2008,"201.600,00  EUR",
"Standardvorhaben","HOT ABS mbH","250860007A Betreuungsaufgaben in Ev. Luth. Pfarramt Lichtenstein u.a.",2008,"28.800,00  EUR",
"Standardvorhaben","Diakonisches Werk Kirchenbezirk Glauchau e. V.","250860010A Betreuung Haus Zuversicht",2008,"110.880,00  EUR",
"Standardvorhaben","Stadtverwlatung Limbach-Oberfrohna","250860031B Hausmeisterhelfer bei zusﾊtzlichen Projekten",2008,"46.985,96  EUR",
"Standardvorhaben","IWS Integrationswerk gGmbh Westsachsen","250860050A Hort Euro Grundschule",2008,"25.440,00  EUR",
"Standardvorhaben","IWS Integrationswerk gGmbH Westsachsen","250860051B KITA und Schulprojekte",2008,"76.320,00  EUR",
"Standardvorhaben","IWS Integrationswerk gGmbH Westsachsen","250860052A Mehrgenerationenhaus",2008,"86.820,00  EUR",
"Standardvorhaben","IWS Integrationswerk gGmbH Westsachsen","250860053A Kindermuseum Ph�nomenia",2008,"80.169,34  EUR",
"Standardvorhaben","IWS Integrationswerk gGmbH","250860054A Kita Gesau",2008,"49.680,00  EUR",
"Standardvorhaben","IWS Integrationswerk gGmbH Westsachsen","250860055A AusbildungsF�rderzentrum Langenwei�bach",2008,"48.400,00  EUR",
"Standardvorhaben","IWS Integrationswerk gGmbH Westsachsen ","250860056A Freizeit- und Bildungsbereich Lichtentanne",2008,"51.600,00  EUR",
"Standardvorhaben","Regionalmarketing und Tourismusverein Chemnitzer Land e. V.","250860060B Weiterentwicklung Tourismus",2008,"35.697,52  EUR",
"Standardvorhaben","Kreiskrankenhaus Rudolg Virchow gGmbH","250860091B Info Point ",2008,"64.440,00  EUR",
"Standardvorhaben","Sﾊchsischer Kinder- und Jugendfilmdienst e. V.","250860100B Filmvorfﾟhrer Landkreis Zwickau",2008,"39.600,00  EUR",
"Standardvorhaben","Arbeitslosenstree HALT Hohenstein-Ernsthal e. V.","250860110A Beratung von Arbeitslosen/Bﾟrgerberater",2008,"38.160,00  EUR",
"Standardvorhaben","Kontaktlinse Glauchau e. V.","250860120A Begegnungsstﾊtte",2008,"36.360,00  EUR",
