name_des_begunstigten,bezeichnung_des_vorhabens,jahr_bewilligung,jahr_projektende,gewahrte_betrage,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,fund_type,currency,uri
Stiftung Alten Eichen von 1596,Bildungsförderung und berufliche Kompetenzerweiterung für gering qualifizierte Mütter im Kopernikusquartier,2009,2010,"5.251,72",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
TUS Huchting von 1904 e. V.,Übungsleiter/-innen Ausbildung,2009,2009,"7.350,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Umut e. V. c/o Ali Kozulcali,Perspektive für türkische Mädchen und Jungen,2008,2009,"9.944,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Universität Bremen,ABO für die Zukunft,2008,2011,"1.351.959,47",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Universität Bremen,OPTI-QUA,2009,2011,"536.929,09",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Universität Bremen,Vermeidung von Ausbildungsabbrüchen in der Stadt Bremen 2009 - 2011,2009,2010,"98.061,95",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Universität Bremen,Zukunftsorientierte Kompetenzen für Fachkräfte aus Kindertageseinrichtungen,2008,2010,"422.959,89",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Universität Bremen,Vermeidung von Ausbildungsabbrüchen in der Stadt Bremerhaven,2009,2010,"",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
"Verbund Bremer Kindergruppen ""zusammen groß werden"" e.V.",Familiennetzwerk und offene Beratung,2008,2010,"314.218,44",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein Bremische Straffälligenbetreuung,Soziale Arbeit mit Partnerinnen von Inhaftierten,2008,2009,"10.000,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein Bremische Straffälligenbetreuung,Selbsthilfeförderung bei Frauen von Inhaftierten,2009,2010,"10.000,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein für Recycling u. Umweltschutz Bremen-West e.V.,Bremen produktiv-integrativ Verein für Recycling / Recycling-Börsen Bremen,2008,2010,"996.512,90",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein Nachbarschaftshaus Bremen e.V.,PC-Qualifizierungskurs für Frauen,2008,2009,"3.150,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein zur Förderung akzeptierter Jugendarbeit e.V. Vaja,Übergang Schule / Beruf im Kopernikusquartier,2008,2009,"9.598,84",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein zur Förderung akzeptierter Jugendarbeit e.V. Vaja,Integrationsprojekt für Jugendliche in Arbergen / Mahndorf,2008,2009,"9.997,06",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein zur Förderung akzeptierter Jugendarbeit e.V. Vaja,Übergang Schule/Beruf im Kopernikusquartier,2009,2010,"9.672,13",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein zur Förderung akzeptierter Jugendarbeit e.V. Vaja,Integrationsprojekt für Jugendliche in Arsten-Nord,2008,2009,"9.715,28",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Verein zur Förderung der Gesundheit von Frauen und Kindern e.V.: Frauengesundheitszentrum,Fit für den Job!,2008,2009,"9.714,70",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Fitmachen für den Arbeitsmarkt II- Alltagsbewältigung,2008,2009,"10.000,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Bremen produktiv-integrativ WaBeQ / Wohnumfeldverbesserungsmaßnahmen,2008,2010,"1.412.233,75",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Internationaler Frauentreffpunkt,2009,2010,"7.215,64",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Mietertreff - Förderung der Selbsthilfekompetenzen von Bewohnern,2008,2009,"10.000,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Kreativkurs für Bewohner/innen,2008,2009,"2.636,40",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Frauennetzwerk zur Unterstützung der Integration von Migrantinnen,2008,2009,"10.000,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Bremen produktiv-integrativ WaBeQ / Bauteilewiederverwendung,2008,2010,"167.158,05",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Bremen produktiv-integrativ WaBeQ / Bike Points,2008,2010,"1.183.010,79",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,"""Deine Chance"" -",2009,2011,"557.114,35",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Mietertreff,2009,2010,"9.999,91",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WABEQ - Waller Beschäftigungs- und Qualifizierungsgesellschaft mbHg,Gestaltung des sozialen Umfeldes,2009,2009,"9.908,71",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Wilde Bühne e. V. Soziokulturelles Forum für ehemals drogenabhängige junge Menschen,Theaterstück mit ehemaligen Drogenabhängigen,2009,2010,"10.000,00",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Wirtschafts- und Sozialakademie der Arbeitnehmerkammer Bremen gGmbH,KomQua,2008,2010,"771.679,97",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Wirtschafts- und Sozialakademie der Arbeitnehmerkammer Bremen gGmbH,KomQua,2008,2010,"1.850.793,23",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Wirtschafts- und Sozialakademie der Arbeitnehmerkammer Bremen gGmbH,PfleKomp,2008,2010,"187.870,78",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
Wirtschafts- und Sozialakademie der Arbeitnehmerkammer Bremen gGmbH,Online-Service- und Media-Center,2008,2010,"730.458,88",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WiSoAk - Wirtschafts- und Sozialakademie der Arbeitnehmerkammer Bremen gGmbH,Weiterbildungsverbund (Innowei),2008,2009,"1.727.280,40",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WiSoAk - Wirtschafts- und Sozialakademie der Arbeitnehmerkammer Bremen gGmbH,"""Schulverbund der Altenpflegeschulen in Bremen""",2008,2011,"935.538,48",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
WiSoAk - Wirtschafts- und Sozialakademie der Arbeitnehmerkammer Bremen gGmbH,ikö-Bremen,2008,2010,"582.200,12",,ESF,EUR,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
