asse,beneficiario,operazione,anno,totale_importo_pubblico_approvato,erogazioni_al,fund_type,currency,uri
I,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",AGENTE DI VIAGGI AZIONE DI FORMAZIONE CONTINUA SUL LAVORO PER INTERMEDIARI TURISTICI,2007,"53.507,32","34.961,94",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",JAVA MOBILE APPLICATION DEVELOPER,2007,"144.153,24","78.135,31",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Università Popolare delle Alpi Dolomitiche (UPAD),Associazioni e responsabilità sociale: il bilancio di missione.,2007,"101.925,85","75.922,91",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Università Popolare delle Alpi Dolomitiche (UPAD),IL TRAINER DEL BENESSERE: FORMAZIONE E SVILUPPO PROFESSIONALE,2007,"87.249,30","85.665,91",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Comitato Paritetico Edile per la Formazione e la Sicurezza per la Provincia Autonoma di Bolzano,CANTIERE SICURO,2007,"197.859,98","39.572,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Comitato Paritetico Edile per la Formazione e la Sicurezza per la Provincia Autonoma di Bolzano,INNOVAZIONE,2007,"450.000,00","90.000,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Digiform S.a.S. di Iob Alessandro & C.,"Migrazione a software ""Open Source"" per la gestione delle informazioni e per la grafica.",2007,"12.867,01","10.991,79",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,KVW Bildungsreferat,Corso base di formazione per Assistente Domestico - Vipiteno,2007,"70.298,40","14.059,68",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,KVW Bildungsreferat,Formazione per operatore socio- sanitario - Brunico - 1. ANNO,2007,"100.352,28","20.070,46",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,KVW Bildungsreferat,Fare carriera tramite mentoring femminile - Brunico,2007,"63.304,42","12.660,88",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,KVW Bildungsreferat,Formazione per operatore socio- sanitario - Bressanone - 2. ANNO,2007,"90.407,00","85.421,74",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,LVH-Bildung und Service,Handcraft 2007 - sviluppo d’impresa tramite un'offensiva di formazione rivolta ai collaboratori,2007,"435.201,34","232.056,41",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Landesberufsschule für Handwerk und Industrie Bozen,JUNIOR ASSISTANT MANAGER,2007,"163.160,96","128.081,57",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,"Landesberufsschule für Handel, Handwerk und Industrie ""Chr. J. Tschuggmall"" Brixen - Scuola professionale provinciale per il commercio, l'artigianato e l'industria ""Chr. J. Tschuggmall"" di Bressanone",Consulente per arredamenti,2007,"75.438,09","63.884,11",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,INDUSTRIETECHNIK S.R.L.,INDUSTRIETECHNIK MANAGEMENT 2007,2007,"54.770,80","10.954,16",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Monier,LAFARGE SALES 2007,2007,"110.368,00","22.073,60",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Sapa Profili,GENESIS 2007,2007,"184.939,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Iveco,IVECO CUSTOMER SERVICE 2007/8,2007,"331.050,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Memc,MEMC POLY SYLICON 2007,2007,"169.868,00","169.868,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Acciaierie Valbruna,VALBRUNA SAFETY 2007,2007,"100.364,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,SE.I. SERVIZI INDUSTRIALI s.r.l.,MAINTENANCE COMPETENCE,2007,"99.281,00","79.424,80",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Markas Service,MARKAS BUSINESS DEVELOPMENT 2007,2007,"115.436,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,ESTFELLER SRL,ESTFELLER INNOVATION,2007,"68.852,00","13.770,40",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,GKN Sinter Metals,FIT FOR JOB 2008,2007,"130.820,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,ALPI S.P.A.,ALPI PULL SYSTEM,2007,"70.878,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,STI di Balzzama A. & Co.,STI INFORMATION TECNOLOGY 2007,2007,"53.060,00","10.612,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Isolcell,Isolcell Integrated Process 2007- 2008,2007,"119.800,80","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Apparatebau srl,APPARATEBAU ROBUST PROCESS,2007,"157.080,00","31.416,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Loacker,EDV 2008,2007,"60.024,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Landesberufsschule Schlanders - Scuola professionale provinciale di Silandro,Corso di formazione per la progettazione e la realizzazione,2007,"183.690,68","113.429,17",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,KVW Bildungsreferat,Formazione per assistenti amministrative - 1° ANNO- Merano,2007,"95.078,24","19.015,65",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Sportler AG,Programma per la qualificazione nella professione per dipendenti,2007,"170.732,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Verlagsanstalt Athesia,Formazione professionale continua per un futuro con protezione del mercato,2007,"83.028,83","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,EcoEducation,ESPERTO IN SISTEMI DI ENERGIA RINNOVABILE E RISPARMIO ENERGETICO,2007,"62.010,20","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Computer3000,GRUPPO 3000 GREEN CLIMBER 2007,2007,"68.513,20","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Röchling Automotive Leifers,ROECHLING PRODUCTION 2007,2007,"125.518,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,C.L.S. Consorzio Lavoratori Studenti,OPEN - Tecnici informatici per migrazione verso free software,2007,"109.464,87","85.261,43",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,eurac,Corsi di mediazione linguistica avanzata professionale,2007,"50.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,C.T.M. - Centro di tecnologia e management,PMI @ KMU Le Piccole e Medie imprese in Educational Training Educational Training,2007,"574.879,20","188.475,66",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,CTM ALTROMERCATO SCARL,Piano formativo interaziendale per Ctm altromercato 2007/2008,2007,"37.978,71","15.760,35",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Confcooperative Bolzano Societá cooperativa,Trainer di imprese cooperative,2007,"101.547,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,FERCAM,"FERCAM: progetto di formazione a banda larga ""Excellence in Service 360°""- Rafforzare l'economia del terziario in Sudtirolo aumentando le competenze del servizio",2007,"201.248,08","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Würth Phoenix,Formazione Microsoft Dynamics AX,2007,"113.143,04","90.514,43",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Autoindustriale,Sviluppo di competenze innovative per un management moderno,2007,"89.590,06","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,SBB- Weiterbildungsgenossenschaft,Formazione continua per il futuro,2007,"400.534,74","285.797,07",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Bildungshaus Schloß Goldrain,Office Management. Corso di formazione per donne in cerca di un lavoro a part-time.,2007,"133.542,49","62.171,42",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Casa di Cura Privata Villa Melitta srl,Sviluppo delle competenze dei collaboratori della Casa di Cura Privata Villa Melitta,2007,"115.416,00","23.083,20",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Abteilung 24 - Ripartizione 24 (Sozialwesen-Servizio Sociale),Sviluppo di competenze di controlling per collaboratrici e collaboratori nelle aziende sociali,2007,"86.081,44","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,CSS,"SISTEMA DI FORMAZIONE CONTINUA CHE SVILUPPI UN SISTEMA INTEGRATO DI SICUREZZA E QUALITA' DEL LAVORO, CON INTERVENTI FORMATIVI MIRATI A STIMOLARE ATTITUDINI MOTIVAZIONALI E ACCRESCERE COMPETENZE PROFESSIONALI",2007,"42.328,92","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Autonomer Südtiroler Gewerkschaftsbund - ASGB,Innovazione formazione dei collaboratori per ASGB,2007,"46.147,01","13.841,28",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Leitner,Piano formativo 2007-2008 per il gruppo Leitner,2007,"124.885,01","124.885,01",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Satzzentrum GMBH,Controllo e Qualificazione II,2007,"77.117,96","61.694,36",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Landesrettungsverein Weisses Kreuz ONLUS,Mano in Mano I,2007,"143.119,34","68.067,22",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Caritas Dioezese Bozen - Brixen / Caritas Diocesi Bolzano- Bressanone,Formazione per l’accompagnamento di persone malate terminali e/o gravi e persone in lutto,2007,"31.858,10","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,CSR - Corporate Social Responsability (Sicurezza lavoro - Ambiente),2007,"348.246,41","182.923,98",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Abteilung 22.0 - Landhaus 6,ROSA: Il suo ruolo nel contesto sociale. Formazione continua per lo sviluppo di competenze di adulti coadiuvanti nei servizi innovativi ed sociali dei masi agricoli altoatesini,2007,"32.077,23","18.951,12",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Rail Traction Company,Formazione e abilitazione del personale di condotta treni,2007,"190.161,35","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",Women@Work In Office or Sales Ausbildungslehrgang für eingewanderte Frauen,2007,"298.387,16","231.767,19",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",GUIDA E ACCOMPAGNATORE TURISTICO Over 50 PER PERSONE CON ESIGENZE SPECIALI,2007,"152.894,77","74.341,39",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",MIGRANT WORKERS,2007,"73.560,98","45.039,29",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",DIRIGENTE SPORTIVO Over 50,2007,"150.000,00","132.379,94",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Scuola Professionale ?Luigi Einaudi?,"Promozione di pari opportunità di accompagnamento al mondo del lavoro attraverso la formazione e l'orientamento di giovani immigrati Progetto ""ioPoi""",2007,"350.000,00","330.786,44",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Associazione GEA Verein per la solidarietà femminile contro la violenza,LA VIOLENZA DI GENERE- METODOLOGIE DI LAVORO CON DONNE CHE SUBISCONO VIOLENZA,2007,"36.206,40","19.144,95",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,LVH-Bildung und Service,CNA and APA together: misura di qualifica rivolta a donne nell’artigianato - women empowerment,2007,"170.352,84","84.932,80",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,"Landesberufschule für Handel und Grafik ""Johannes Gutenberg"" Bozen - Scuola professionale provinciale per il commercio e le arti grafiche ""Johannes Gutenberg "" di Bolzano",Per donne - ritorno nel lavoro,2007,"97.887,02","75.519,13",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Kard. Nikolaus Cusanus Akademie,Competenze interculturali - in dialogo con altre culture,2007,"39.293,02","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Lessing-Hochschule zu Meran - Trägerverein: Meraner Universitaetsgesellschaft,Corso di base assitenza famigliare per immigranti,2007,"88.244,98","50.828,72",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Associazione Donne - Nissà,Orientamento e mentoring per donne straniere,2007,"148.588,60","134.975,05",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,ALPHA & BETA (Bolzano),Miglioramento delle competenze linguistiche delle/ degli infermiere/i contrattiste/i d’opera o dipendenti da cooperative sociali,2007,"28.737,43","28.737,43",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Volkshochschule Urania Meran,Competenze di base per l’economia in Val Passiria - corso di reinserimento lavorativo per donne,2007,"150.000,00","30.000,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,C.T.M. - Centro di tecnologia e management,La via per Manager di successo: imparare da persone con esperienza con il Cross.Mentoring,2007,"70.409,17","14.081,83",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,Migliorare lo stage orientativo: un percorso di accompagnamento individuale,2007,"65.856,00","57.059,33",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Bildungshaus Schloß Goldrain,Partecipare attivamente alla vita pubblica e politica. Corso di formazione per donne dinamiche e motivate in posizioni chiave.,2007,"73.974,10","39.766,44",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Bildungshaus Schloß Goldrain,Corso di Management strategico per donne in carriera,2007,"62.567,90","35.513,54",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,ADES Arbeitskreis der Experten für Sicherheit,"DA PROFESSIONISTA A TRAINER, COME SVILUPPO DELL'ATTIVITÀ PROFESSIONALE",2007,"39.972,16","34.320,64",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Red Oddity,The Woman in Tech,2007,"250.000,00","213.342,61",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Kantea,Esperta in contabilità e controllo di gestione,2007,"244.522,60","209.159,47",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Cedocs,Formazione per occupati over 50,2007,"211.068,00","42.213,60",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,E. C. I. P. A.,Enterprise-EUROPEAN BUSINESS GAME 2007-2008,2007,"87.170,41","53.745,34",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Cooperativa sociale Casa bimbo - Tagesmütter,Corso di formazione per Tagesmutter rivolto a donne autoctone e donne immigrate nella zona di Salorno e della Comunità Comprensoriale Oltradige-Bassa Atesina,2007,"185.939,30","37.187,86",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
II,Kaos,Laboratorio per la carriera - nuovi percorsi professionali per donne,2007,"151.109,80","146.556,49",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Università Popolare delle Alpi Dolomitiche (UPAD),Formare per risocializzare: percorsi di sviluppo integrato delle competenze di base,2007,"75.290,30","58.326,45",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Consis,"Progetto ""Alba e le altre"" - Formazione e inserimento lavorativo di donne escluse dal mondo del lavoro",2007,"74.404,38","57.648,82",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,KVW Bildungsreferat,Rientro nel mondo del lavoro - Merano,2007,"71.880,05","14.376,01",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Abteilung 20 Deutsche und ladinische Berufsbildung - Ripartizione 20 Formazione professionale tedesca e ladina,Che cosa so fare? Che cosa voglio? Di che cosa ho bisogno? Un corso formativo preparatorio per il reinserimento nel mondo lavorativo per persone con difficoltà psicosociali,2007,"230.056,19","152.212,15",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Wieland Martin,Ritorno nel Mondo del lavoro,2007,"196.357,59","196.357,59",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Landesverband Lebenshilfe für Menschen mit Behinderung ONLUS,Nueva - utenti valutano: formazione base per persone con handicap per qualificarsi evaluatori professionali,2007,"332.557,47","282.597,21",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,C.L.S. Consorzio Lavoratori Studenti,"Percorso formativo individualizzato e accompagnamento al lavoro attuato con l'Azienda dei Servizi Sociali e con la Ripartizione Lavoro della Provincia Autonoma di Bolzano, per il (re)inserimento di persone svantaggiate per avanzata età e per carente qualificazione “RELOAD”",2007,"158.396,50","126.717,20",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Volkshochschule Urania Meran,Inclusione al lavoro per persone svantaggiate,2007,"242.829,28","48.565,86",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,MIDA Modello per l'inserimento dell'alunno disabile in azienda,2007,"40.725,37","38.797,05",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Independent,Independent 2007 - Corso di informatica e multimedialità per persone con disabilità anche gravi finalizzato all'inserimento lavorativo nel settore informatico e amministrativo,2007,"300.000,00","300.000,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,Strumenti per il mantenimento mirato: percorso formativo e di sensibilizzazione alla figura del tutor aziendale,2007,"41.506,98","8.529,45",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
III,"Associazione ""La Strada - Der Weg""",LAB,2007,"87.031,71","45.467,57",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",OLYMPIA-OPERATORE TURISTICO SPORTIVO (Corso Triennale di Qualifica Professionale per Giovani Sportivi),2007,"299.984,83","187.662,31",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",OLYMPIA - TECNICO TURISTICO SPORTIVO Qualifica professionale di II livello per giovani ad alto potenziale agonistico,2007,"99.996,20","59.255,89",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",ESPERTO IN WEB-MARKETING PER IL TURISMO,2007,"250.000,00","208.393,88",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",A.S.E.F. L'ATTIVAZIONE DEL SELF EMPOWERMENT NELLA FORMAZIONE DEGLI ALLIEVI,2007,"169.958,40","58.145,56",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Scuola Professionale ?Luigi Einaudi?,Tecnico dell’impiantistica elettronica dell’autoveicolo,2007,"100.000,00","95.465,16",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Fondazione Gustav Mahler - Musica e Gioventú,Corsi di alto perfezionamento musicale dell’Accademia Gustav Mahler,2007,"200.000,00","172.989,38",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Landeshotelfachschule ""Kaiserhof"" Meran - Scuola provinciale alberghiera ""Kaiserhof"" di Merano",Corso per gestione di servizi turistico-ricettivi - secondo anno 07/08,2007,"167.138,87","125.453,70",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Landeshotelfachschule ""Kaiserhof"" Meran - Scuola provinciale alberghiera ""Kaiserhof"" di Merano",Corso per gestione di servizi turistico-ricettivi - primo anno 07/08,2007,"146.859,39","114.933,56",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Landesberufsschule für Handel, Handwerk und Industrie ""Chr. J. Tschuggmall"" Brixen - Scuola professionale provinciale per il commercio, l'artigianato e l'industria ""Chr. J. Tschuggmall"" di Bressanone",Tecnica di rete (IFTS) - secondo anno,2007,"102.234,96","90.831,56",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Landesberufsschule für Handwerk und Industrie Bozen,"Formazione per tecnici informatici ramo sviluppazione e applicazione ""Software Developer"" - secondo anno",2007,"157.861,14","138.862,94",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Landesberufsschule für Handwerk und Industrie Bozen,"Formazione per tecnici informatici ramo sviluppazione e applicazione ""Software Developer"" - primo anno",2007,"152.896,95","131.204,90",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Landesberufsschule für Gast- und Nahrungsmittelgewerbe ""E. Hellenstainer"" Brixen - Scuola professionale provinciale alberghiera ed alimentare ""E. Hellenstainer "" di Bressanone",Corso di preparazione per l´esame di maturitá -alimentazione e teconologia dei viveri,2007,"100.000,00","60.918,04",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Abteilung 20 Deutsche und ladinische Berufsbildung - Ripartizione 20 Formazione professionale tedesca e ladina,Attuazione dell’apprendistato di secondo livello,2007,"199.860,00","187.490,82",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Abteilung 20 Deutsche und ladinische Berufsbildung - Ripartizione 20 Formazione professionale tedesca e ladina,Moduli professionalizzanti all’ interno dei 4. anni specializzanti,2007,"169.924,93","125.838,44",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
