"asse","nominativo_del_beneficiario","denominazione_dell_operazione","importo_finanziamento_pubblico_dell_operazione","fund_type","currency","uri"
"ASSE IV – Valorizzazione delle risorse naturali e culturali per l’attrattività e lo sviluppo","Provincia di Brindisi","Archivi della Provincia di Brindisi in Rete","216.678,80","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrovie del Sud Est","Acquisizione materiale rotabile FSE","35.284.316,19","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrovie del Gargano","Acquisizione materiale rotabile FDG","9.177.857,47","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrovie del Sud Est","Impianto di segnalamento e sicurezza relativo al sistema dell'Area Salentina","11.925.069,14","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrovie del Sud Est","Soppressione PL San Pietro Vernotico","68.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrovie del Sud Est","1 Lotto di intervento di fornitura e posa in opera di sistemi a particolare valenza ambientale","5.014.048,97","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrovie del Sud Est","Interramento linea ferroviaria FSE in agro di Adelfia","5.256.220,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrotramviaria","Soppressione PL Via Giovinazzo - Ferrovia Bari Barletta","774.345,48","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrovie del Sud Est","Realizzazione a particolare valenza ambientale atti a ridurre l’ inquinamento provocato da rumore lungo tratti saltuari della linea ferroviaria Sud Est 2 Lotto – 1 Stralcio","9.863.285,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrovie del Sud Est","Rinnovo e potenziamento del materiale rotabile a servizio della rete FSE","11.418.874,75","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE V – Reti e collegamenti per la mobilità","Ferrotramviaria","Fornitura n.2 elettrotreni attrezzati con SCMT per circolazione su RFI, fornitura di n.6 carrozze da destinare alla composizione n.6 elettrotreni FERROTRAMVIARIA","15.124.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","ArtigianCass","Aiuti de minimis alle micro e piccole imprese del settore artigianato (det.1188 06/11/2008)","6.247.671,50","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","ArtigianCass","Aiuti de minimis alle micro e piccole imprese del settore artigianato (det.980 05/09/2008)","3.977.741,78","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","ArtigianCass","Aiuti de minimis alle micro e piccole imprese del settore artigianato (det.1080 11/12/2009)","14.590.192,19","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","CO.FIDI PUGLIA ARL","Fondo di Garanzia PMI - Det. N.115 del 15/12/2009","13.150.861,07","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","COFIDI Commercianti di Capitanata Società Coperativa","Fondo di Garanzia PMI - Det. N.116 del 15/12/2009","3.748.433,71","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Artingianfidi Società Coperativa ARL","Fondo di Garanzia PMI - Det. N.117del 15/12/2009","6.163.403,62","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Cooperativa Artigiana di Garanzia di Bari - Soc.Coop.ARL","Fondo di Garanzia PMI - Det. N.118 del 15/12/2009","4.839.811,18","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Società di Garanzia fra commercianti","Fondo di Garanzia PMI - Det. N.119 del 15/12/2009","5.834.214,10","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","FIDINDUSTRIA Bari","Fondo di Garanzia PMI - Det. N.120 del 15/12/2009","3.729.524,73","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","EUROFIDI Puglia","Fondo di Garanzia PMI - Det. N.120 del 15/12/2009","978.169,35","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","CO.FI.MA Cooperativa Fidi Massafra","Fondo di Garanzia PMI - Det. N.120 del 15/12/2009","353.546,07","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","CONFIDI del Levante - Consorzio di garanzia collettiva fidi","Fondo di Garanzia PMI - Det. N.120 del 15/12/2009","21.706,17","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","CNA Copertaiva Artigiana di Garanzia di Credito AR.L.","Fondo di Garanzia PMI - Det. N.121 del 15/12/2009","3.881.094,59","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","L'Artigiana - Cooperativa Artigiana di Garanzia di Lecce - Soc. Coop. AR.L.","Fondo di Garanzia PMI - Det. N.122 del 15/12/2009","7.299.235,41","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Consorzio ASI Bari","Consorzio ASI Bari - Lavori di ripristino del raccordo ferroviario consortile","655.181,54","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Consorzio ASI Bari","Consorzio ASI Bari - Realizzazione di n. 10 rotatorie e chiusura dei varchi tra le carreggiate di viale De Blasio","586.801,75","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Comune di Cellino San Marco","Comune di Cellino San Marco - Opere di urbanizzazione primaria nel PIP - 1° Stralcio","142.352,15","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Comune di Melendugno","Comune di Melendugno - Completam. infrastrutturale delle aree artigianali ed infrastrutturali di Borgagne","161.541,82","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Comune di Trepuzzi","Comune di Trepuzzi - Completamento infrastrutture Area PIP","670.823,92","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Comune di Scorrano","Comune di Scorrano - Urbanizzazione area PIP (Primo Stralcio Funzionale)","821.642,69","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Comune di Taviano","Comune di Taviano - Realizzazione Infrastrutture Area PIP (Primo Stralcio Funzionale)","708.770,03","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VI – Competitività dei sistemi produttivi e occupazione","Comune di Ascoli Satriano","Comune di Ascoli Satriano - Realizzazione Rete Telematica nell'Area Industriale di Ascoli Satriano","807.101,36","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Puglia Sviluppo","SIP003/2009 Organismo Intermedio per l'attuazione dei Regimi di Aiuto","900.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Regione Puglia","Organizzazione seduta CDS del 29.05.2009","4.949,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Regione Puglia","Pubblicazione Avviso di Gara AT misure PO 2000-2006 Servizio Controllo di Gestione - AUDIT","13.337,64","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Regione Puglia","Spese gara AT AdG PO FESR 2007-2013","10.198,08","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","1_Azione a supporto della Attività delle Aree Vaste – Innovapuglia","488.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","2_Prosecuzione azione a supporto delle Attività delle Aree Vaste","265.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","AT per le attività di controllo di II livello al PO 2000-2006 (DGR 111-09)","415.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","AT agli Assessorati Sviluppo Economico ed Ecologia su Energia e Ambiente (DGR 111-09)","408.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","AT Attività di controllo di I livello sulle operazioni finanziate dal POR 2000-2006 (DGR 111-09)","160.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","AT Assessorato Sviluppo Economico per la gestione aiuti alle imprese (DGR 111-09)","60.500,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","AT ai Responsabili di Misura POR 2000-2006 (DGR 111- 09)","242.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","Prosecuzione AT ai Responsabili di Misura Serv. Agr.","792.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Puglia Sviluppo","SIP 004 AT al PO FESR 2007-2013","75.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Puglia Sviluppo","SIP 001 AT PON Ricerca e Competitività","60.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Puglia Sviluppo","SIP 002 Supporto promozione produzione Energia da Fonti Rinnovabili","60.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Regione Puglia","Servizio di Catering per incontro RP - Mise","1.375,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Innova Puglia","Prosecuz. AT RRdMM POR 2000-2006 Assessorato Svil. Econom.","60.760,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
"ASSE VIII – Governance, capacità istituzionali e mercati concorrenziali ed efficaci","Regione Puglia","INP009/2009 AT e Monitoraggio Start Up Azioni Linea 1.5 PO FESR 2007-13","160.000,00","ERDF","EUR","http://www.regione.puglia.it/web/packages/progetti/POFESR/documenti/ElencoBeneficiariFESR_Regione_Puglia.pdf"
