"codice_programma","codice_identificativo_operazione","codice_locale_intervento","titolo","cup","fonte_inclusione_rendicontazione","asse","ob_spec","ob_op","denominazione","cf_p_iva","provincia_sede_legale","comune_sede_legale","indirizzo_sede_legale","totale_impegni_beneficiario","totale_pagamenti","fund_type","currency","uri"
"2007IT051PO003.4.i1.1","SI_2_614","3.08/9.2.5/1191","LINGUINFORMAT","G73D06000 610009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ICS A. UGO",80020780823,"Palermo","Palermo","VIA E. ARCULEO, 39","16.274,40","16.274,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_615","3.08/9.2.5/1192","NATURA E AMBIENTE","C83D06000 260009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","CTP G.B.GRASSI PRIVITERA",80019460825,"Palermo","Partinico","Via P.pe Umberto, 305","18.424,40","18.424,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_616","3.08/9.2.5/1193","GUIDA NATURALISTICA DEL LAGO ROSAMARINA","E43D06000 440009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. MONS. AGLIALORO",87002060827,"Palermo","Caccamo","Via Giov. XXIII","17.698,52","17.698,52","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_617","3.08/9.2.5/1194","ADDETTO ASSISTENTE ALLA MODELLISTICA NAVALE","G73D06000 750009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","OSSERV. CONTRO LA DISP. SCOL. MONTECUCCIO 1",80014540829,"Palermo","Palermo","VIA G. DI MARTINO, 48","18.946,26","18.946,26","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_618","3.08/9.2.5/1195","LA FOTOGRAFIA DIGITALE","C83D06000 270009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","CTP G.B.GRASSI PRIVITERA",80019460825,"Palermo","Partinico","Via P.pe Umberto, 305","17.921,90","17.921,90","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_619","3.08/9.2.5/1196","ASSISTENTE RESTAURATORE NELL'AMBITO DEL PATRIMONIO AUTOMOBILISTIC O¿","G73D06000 760009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","OSSERV. CONTRO LA DISP. SCOL. MONTECUCCIO 1",80014540829,"Palermo","Palermo","VIA G. DI MARTINO, 48","18.429,80","18.429,80","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_620","3.08/9.2.5/1197","ALFABETIZZAZION E INFORMATICA PER L'ECDL","F33D06000 270009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. GUGLIELMO II",97165530821,"Palermo","Monreale","Via B. D'Acquisto, 33","16.638,07","16.638,07","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_621","3.08/9.2.5/1198","LINGUA E CIVILT¿ ARABA","G73D06000 620009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ICS A. UGO",80020780823,"Palermo","Palermo","VIA E. ARCULEO, 39","16.208,40","16.208,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_622","3.08/9.2.5/1199","DISEGNO TECNICO CON IL PC: IL CAD","F33D06000 280009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. GUGLIELMO II",97165530821,"Palermo","Monreale","Via B. D'Acquisto, 33","17.527,07","17.527,07","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_623","3.08/9.2.5/1200","PASSI INIZIALI DI INFORMATICA","H83D06000 200009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. GIOVANNI XXIII - C.T.P.",81001070887,"Ragusa","Modica","Via Fabrizio, s.n.","15.463,27","15.463,27","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_624","3.08/9.2.5/1203","CONOSCENZE INFORMATICHE: INTERNET E POWER POINT","H83D06000 210009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. GIOVANNI XXIII - C.T.P.",81001070887,"Ragusa","Modica","Via Fabrizio, s.n.","15.979,20","15.979,20","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_625","3.08/9.2.5/1204","VERSO L'ECDL","H53D06000 210009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. 2¿ C.D. G. CARUANO",82000660884,"Ragusa","Vittoria","Via A. De Gasperi, 1","18.478,98","18.478,98","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_626","3.08/9.2.5/1205","RESTAURARE LA PIETRA","H83D06000 220009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. GIOVANNI XXIII - C.T.P.",81001070887,"Ragusa","Modica","Via Fabrizio, s.n.","14.378,58","14.378,58","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_627","3.08/9.2.5/1206","RICAMARE: UN'ARTE DA DIFENDERE E TUTELARE","H83D06000 230009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. GIOVANNI XXIII - C.T.P.",81001070887,"Ragusa","Modica","Via Fabrizio, s.n.","16.045,04","16.045,04","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_628","3.08/9.2.5/1207","LA COMUNICAZIONE ARTISTICA","H83D06000 240009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. GIOVANNI XXIII - C.T.P.",81001070887,"Ragusa","Modica","Via Fabrizio, s.n.","15.632,64","15.632,64","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_629","3.08/9.2.5/1209","EMOZIONARSI PER EMOZIONARE","H53D06000 220009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. 2¿ C.D. G. CARUANO",82000660884,"Ragusa","Vittoria","Via A. De Gasperi, 1","16.300,45","16.300,45","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_630","3.08/9.2.5/1210","L'ARTE DEL RICAMO COME RECUPERO DELLE TRADIZIONI","H53D06000 230009","professionale I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. 2¿ C.D. G. CARUANO",82000660884,"Ragusa","Vittoria","Via A. De Gasperi, 1","18.410,08","18.410,08","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_631","3.08/9.2.5/1211","ANCORA INFORMATICA: ACCESS ED EXCEL","H83D06000 250009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. GIOVANNI XXIII - C.T.P.",81001070887,"Ragusa","Modica","Via Fabrizio, s.n.","15.871,65","15.871,65","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_632","3.08/9.2.5/1212","INGLESE 2¿ LIV.","H53D06000 240009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","C.T.P. 2¿ C.D. G. CARUANO",82000660884,"Ragusa","Vittoria","Via A. De Gasperi, 1","17.420,23","17.420,23","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_633","3.08/9.2.5/1213","SEE YOU SOON","J33D06000 230009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","XIV I.C. C.T.P. SIRACUSA",93039350892,"Siracusa","Siracusa","Via Tucidide, 5","16.753,39","16.753,39","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
