"Priority","Registrační číslo projektu","Název příjemce","Název projektu","Rok alokace/Rok finální platby","Alokovaná částka","ERDF","Celková částka proplacená při konci projektu"
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00504","MĚSTO TŘEBÍČ","Rekonstrukce památky dům Blahoslavova 77 v Třebíči a zřízení židovského muzea","2008 - ","8,808,923 Kč","8,094,686 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00535","Městys Jedovnice","Camping po celý rok","2008 - ","3,673,556 Kč","3,375,998 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00549","Lázně Hodonín","Technické zhodnocení Lázní Lednice","2008 - ","2,256,684 Kč","2,073,893 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00480","ta fabrika, s.r.o.","Vybudování stylového konferenčního centra ta fabrika v Humpolci","2008 - ","47,990,000 Kč","40,791,500 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00438","Petr Slezák","První bobová dráha na jižní Moravě","2008 - ","13,485,254 Kč","11,462,466 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00412","Olga Míková","Do penzionu Havírna za odpočinkem","2008 - ","5,038,625 Kč","4,282,831 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00551","Realinvest, spol. s r. o.","Penzion Rytířsko-III.etapa","2008 - ","3,579,696 Kč","3,042,742 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00455","Petr Skoupil","Výstavba multifunkčního ubytovacího komplexu","2008 - ","17,958,466 Kč","15,264,696 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00477","AGROFRUKT, družstvo","Ubytování na hipo,cyklo a pěší stezce","2008 - ","11,184,143 Kč","9,506,522 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00409","Vladka Pysková","Restaurant a penzion Rumburak","2008 - ","21,821,842 Kč","18,548,566 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00429","HAMIDO s.r.o.","Penzion Černý sklep","2008 - ","8,142,644 Kč","6,921,247 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00581","Statutární město Jihlava","Poznejte Gustava Mahlera","2008 - ","8,222,148 Kč","7,555,488 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00541","NASPA a.s.","HOTEL NA PIVOVARU JEVIŠOVICE","2008 - ","50,000,000 Kč","42,500,000 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00448","Město Žirovnice","Revitalizace zámeckého pivovaru - Knoflíkářské muzeum","2008 - ","38,695,520 Kč","35,558,167 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.1.00/02.00435","Luboš Solnař","Penzion a rybářská bašta V Údolíčku","2008 - ","12,156,905 Kč","10,333,370 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00572","Kulturní zařízení města Pelhřimova, příspěvková organizace","Podpora rozvoje cestovního ruchu na Pelhřimovsku","2008 - ","1,386,298 Kč","1,273,895 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00506","MĚSTO POLNÁ","Prezentace a propagace významných turistických atraktivit města Polné","2008 - ","565,757 Kč","519,885 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00537","Židovská obec Brno","Brno židovské","2008 - ","2,358,524 Kč","2,004,618 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00578","Mikroregion Kahan dso","S KAHANEM ZA PERMONÍKY","2008 - ","1,017,712 Kč","935,195 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00567","Jihomoravský kraj","Propagace cestovního ruchu v JMK prostřednictvím turistických rodinných pasů","2008 - ","4,722,218 Kč","4,339,335 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00519","Lázně Hodonín","Poznejte lázně v srdci Jižní Moravy","2008 - ","2,319,400 Kč","2,131,529 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00414","Horácko - ekologický mikroregion","Dalešická přehrada - klenot mikroregionu Horácko","2008 - ","598,456 Kč","549,933 Kč","554,856 Kč"
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00454","GOLF BRNO a.s.","Zažij golfový život - propagace golfové turistiky v Jihomoravském kraji","2008 - ","3,156,660 Kč","2,683,161 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00470","Statutární město Brno","Brněnské architektonické stezky","2008 - ","3,307,245 Kč","3,039,090 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00426","Jihomoravský kraj","Propagace jižní Moravy jako kongresové a incentivní destinace budoucnosti aneb Připraveni na 100 %!","2008 - ","9,999,712 Kč","9,188,925 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00466","Statutární město Brno","Brno - město budoucnosti - Informační a propagační materiály města Brna","2008 - ","1,706,625 Kč","1,568,250 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00471","MĚSTO TŘEŠŤ","Rozvoj marketingových a propagačních aktivit města Třeště v oblasti cestovního ruchu","2008 - ","1,836,092 Kč","1,687,220 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00484","Vysočina Tourism, příspěvková organizace","Zkvalitnění marketingu turistické nabídky kraje Vysočina","2008 - ","9,990,000 Kč","9,180,000 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00543","Region Slovácko","Realizace propagační kampaně a marketingu produktů regionu Slovácko v období 2009-2010","2008 - ","8,790,857 Kč","8,078,085 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00554","MĚSTO HAVLÍČKŮV BROD","Za krásami a historií Havlíčkova Brodu","2008 - ","624,514 Kč","573,878 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00485","Vysočina","Vítejte na Vysočině","2008 - ","6,229,875 Kč","5,724,750 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00509","Svazek obcí Mezihoří","Vítejte u nás - rozvoj cestovního ruchu SO Mezihoří","2008 - ","1,456,106 Kč","1,338,043 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00579","Statutární město Jihlava","Turisté, vítejte v Jihlavě!","2008 - ","5,997,536 Kč","5,511,251 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00474","Místní akční skupina Boskovicko PLUS, o.s.","Kam na Boskovicku?","2008 - ","1,849,121 Kč","1,699,193 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00545","ZO ČSOP ADONIS","TVORBA A PROPAGACE PRODUKTŮ, REALIZACE MARKETINGOVÉ KAMPANĚ V TURISTICKÉ OBLASTI PÁLAVA A LVA","2008 - ","7,343,212 Kč","6,747,816 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00538","Město Slavkov u Brna","Přijďte poznat víc - Slavkov - Austerlitz","2008 - ","7,862,494 Kč","7,224,995 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00518","Westernové městečko Boskovice s.r.o.","Vítejte v Sand City ve Westernu Boskovice","2008 - ","2,575,200 Kč","2,188,920 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00557","Evropské centrum pro eko agro turistiku, CZ","Stezky dědictví - rozvoj cestovního ruchu prostřednictvím regionální gastronomie","2008 - ","3,472,753 Kč","2,951,652 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/02.00447","Mikroregion Pernštejn","Vyšlápněte si k nám! Zajištění komplexní propagační kampaně pro nově vzniklý Mikroregion Pernštejn","2008 - ","4,344,563 Kč","3,992,301 Kč",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00939","Vysočina","Kulturní a přírodní dědictví Vysočiny","2010 – "," 6,382,500 Kč "," 5,865,000 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00933","Vysočina","Mediální kampaň turistického regionu Vysočina","2010 – "," 9,242,942 Kč "," 8,493,514 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00980","Město Znojmo","Objevte Znojmo","2010 – "," 3,476,840 Kč "," 3,194,934 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00966","Vysočina Tourism, příspěvková organizace","Marketing turistické nabídky kraje Vysočina","2010 – "," 9,250,000 Kč "," 8,500,000 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00943","Svazek obcí ""Modré Hory""","Turistický produkt Modré Hory","2010 – "," 4,405,775 Kč "," 4,048,550 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.001002","Muzeum města Brna, příspěvková organizace","Najdi Špilberk","2010 – "," 4,256,171 Kč "," 3,911,076 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00950","Centrála cestovního ruchu - Jižní Morava","Netradiční místa pro netradiční setkání","2010 – "," 7,282,319 Kč "," 6,691,861 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00945","MUZEUM BOSKOVICKA","Návštěvnické služby objektů architektonického dědictví na Boskovicku","2010 – "," 1,133,698 Kč "," 1,041,777 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00962","Město HODONÍN","Hodonín pokaždé jinak","2010 – "," 712,590 Kč "," 654,812 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00970","Centrála cestovního ruchu - Jižní Morava","Zaujměme NOVĚ zahraniční destinace","2010 – "," 9,829,009 Kč "," 9,032,062 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00936","Mikroregion Kuřimka","Po stopách zrušené železnice Kuřim - Veverská Bítýška","2010 – "," 2,444,215 Kč "," 2,246,035 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00938","Vysočina","Muzea a galerie na Vysočině on-line","2010 – "," 8,880,000 Kč "," 8,160,000 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00985","MĚSTO NOVÉ MĚSTO NA MORAVĚ","Destinace cestovního ruchu Novoměstsko","2010 – "," 3,495,291 Kč "," 3,211,889 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00949","Česká média spol. s r.o.","""Kam jedeš?"" - Propagace výletů po méně známých destinacích Jižní Moravy","2010 – "," 4,764,566 Kč "," 4,049,881 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00983","Jihomoravský kraj","Marketingová propagace Jihomoravského kraje ve východní Evropě","2010 – "," 9,250,000 Kč "," 8,500,000 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00984","AKCIOVÝ PIVOVAR DALEŠICE, a.s.","Jihozápadní Morava - jedinečná turistická destinace","2010 – "," 853,500 Kč "," 725,475 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00998","Obec MUTĚNICE","Mutěnice - vinařská obec","2010 – "," 627,427 Kč "," 576,555 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00959","Město Ledeč nad Sázavou","Putujeme za krásami regionu Ledečska","2010 – "," 1,230,197 Kč "," 1,130,452 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00986","Statutární město Jihlava","Stříbrné pomezí","2010 – "," 2,303,338 Kč "," 2,116,581 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00953","Mikroregion Velkomeziříčsko - Bítešsko","Podpora cykloturistiky v Mikroregionu Velkomeziříčsko-Bítešsko","2010 – "," 305,250 Kč "," 280,500 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.01005","Masarykovo muzeum v Hodoníně, příspěvková organizace","POZNÁVEJME KRAJ PREZIDENTA MASARYKA A VELKOMORAVSKÝCH SLOVANŮ","2010 – "," 2,006,218 Kč "," 1,843,552 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.01007","Dobrovolný svazek obcí Lomnicko","Křížem krážem Lomnickem","2010 – "," 830,515 Kč "," 763,176 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00941","Místní akční skupina Boskovicko PLUS, o.s.","Krajem pověstí a bájí aneb Pověsti a pohádky od Svitavy, od Svratky","2010 – "," 1,730,951 Kč "," 1,590,603 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00937","Regionální muzeum v Mikulově, příspěvková organizace","Vybavení expozic Regionálního muzea v Mikulově multimediálními průvodci","2010 – "," 4,273,147 Kč "," 3,926,675 Kč ",
"Priority axis 2 - Development of sustainable tourism","CZ.1.11/2.2.00/06.00964","Statutární město Brno","Divadelní svět Brno - mezinárodní divadelní festival","2010 – "," 9,577,103 Kč "," 8,800,581 Kč ",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00358","MĚSTO MORAVSKÉ BUDĚJOVICE","Komplexní úpravy veřejného prostranství na ul. Tovačovského sady","2008 - ","6,531,585 Kč","6,001,594 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00391","MĚSTO BYSTŘICE NAD PERNŠTEJNEM","Modernizace atletického stadionu Bystřice nad Perštejnem","2008 - ","18,607,379 Kč","17,097,523 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00278","Občanské sdružení  BILICULUM","Rekonstrukce a rozšíření kapacit zařízení sociální péče - Centrum sociálních služeb Mikulov","2008 - ","12,397,789 Kč","11,392,563 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00322","MĚSTO TELČ","Modernizace vybavení základních škol v Telči","2008 - ","3,776,385 Kč","3,469,959 Kč","3,514,246 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00360","MĚSTO HAVLÍČKŮV BROD","Dětské hřiště Kalinovo nábřeží","2008 -","1,758,855 Kč","1,616,136 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00257","STŘED","STŘED - centrum prevence a pomoci","2008 - ","10,119,359 Kč","9,298,245 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00290","MĚSTO TŘEBÍČ","Víceúčelové hřiště v areálu ZŠ Týnská, Třebíč","2008 - ","4,643,593 Kč","4,266,799 Kč","4,126,070 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00242","Město Polná","Komplexní obnova Karlova náměstí v Polné a jeho bezprostředního okolí","2008 - ","10,977,174 Kč","10,086,455 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00336","MĚSTO HAVLÍČKŮV BROD","Dětské hřiště Jihlavská","2008 - ","5,417,150 Kč","4,977,587 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00305","Město Humpolec","Regenerace veřejného prostranství sídliště Smetanova v Humpolci","2008 - ","9,135,000 Kč","8,393,760 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00397","Město Havlíčkův Brod","Areál veřejných sportovišť Plovárenská, Havlíčkův Brod","2008 - ","6,839,765 Kč","6,284,767 Kč","6,797,357 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00250","MĚSTO BLANSKO","Úpravy zahrady u MŠ Údolní Blansko","2008 - ","3,674,724 Kč","3,376,773 Kč","3,665,220 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00385","Město Letovice","Modernizace učeben a laboratoří fyziky a chemie","2008 - ","1,725,501 Kč","1,585,596 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00219","Oblastní charita Vyškov","Vybudování domu Chráněného bydlení pro mentálně postižené ve Vyškově - ""OSTROV JISTOTY""","2008 - ","5,191,003 Kč","4,770,110 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00368","Město Světlá nad Sázavou","Rekonstrukce zimního stadionu na víceúčelové zařízení","2008 - ","65,884,606 Kč","60,538,541 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00331","Nemocnice Blansko","Digitalizace Nemocnice Blansko","2008 - ","31,671,024 Kč","29,103,103 Kč","31,671,024 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00398","Město Havlíčkův Brod","Novostavba zázemí pro konání kulturních akcí a požární zbrojnice v místní části Suchá","2008 - ","7,879,166 Kč","7,239,828 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00313","Město Ivančice","Obnova Parku na Réně - komunikace a technické prvky","2008 - ","1,937,533 Kč","1,780,436 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00023","Město HODONÍN","Rekonstrukce areálu letního koupaliště - II. etapa","2008 - ","58,015,176 Kč","53,307,625 Kč","58,014,722 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00341","Město KYJOV","SPORTOVNÍ AREÁL ZŠ DR. JOKLÍKA","2008 - ","11,546,275 Kč","10,610,090 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00304","MĚSTO BYSTŘICE NAD PERNŠTEJNEM","Revitalizace veřejných prostranství v centru Bystřice nad Perštejnem","2008 - ","52,111,252 Kč","47,882,796 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00281","Základní škola náměstí Republiky ","Zkvalitnění vzdělávacího procesu Základní školy, Znojmo, náměstí Republiky 9","2008 - ","4,600,000 Kč","4,227,027 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00395","CENTRUM PRO RODINU HODONÍN","Rozšíření kapacity Centra pro rodinu Hodonín","2008 - ","19,817,317 Kč","18,210,508 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00309","Město DUBŇANY","Sportovní centrum Želva","2008 - ","19,493,896 Kč","17,913,310 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00326","MĚSTO TELČ","Rekonstrukce veřejného prostranství - dvůr polikliniky","2008 - ","4,729,054 Kč","4,345,325 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00259","MĚSTO MIKULOV","G-centrum, Mikulov","2008 - ","22,326,315 Kč","20,516,073 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00357","MĚSTO VYŠKOV","Nástupní místo podchodu - Vyškov","2008 - ","16,073,229 Kč","14,769,994 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00253","Město Slavkov u Brna","ZŠ Tyršova - Víceúčelové sportoviště","2008 - ","5,051,753 Kč","4,642,151 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00229","Město VESELÍ NAD MORAVOU","PANSKÝ DVŮR","2008 - ","25,303,134 Kč","23,251,528 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00314","RC model klub Brno","Sportovní modelářské centrum Budkovice","2008 - ","9,697,532 Kč","8,911,245 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00234","MĚSTO BOSKOVICE","Rekonstrukce a modernizace koupaliště v areálu volnočasových aktivit Červená zahrada v Boskovicích","2008 - ","34,996,396 Kč","32,158,851 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00220","Městská nemocnice Hustopeče, příspěvková organizace","Obnova přístrojového vybavení Městské nemocnice Hustopeče","2008 - ","10,500,000 Kč","9,648,649 Kč","10,098,397 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00348","MĚSTO HAVLÍČKŮV BROD","Tělocvična u základní školy v Sadech","2008 - ","17,683,512 Kč","16,248,621 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00362","MĚSTO MORAVSKÉ BUDĚJOVICE","Rekonstrukce MŠ Šafaříkova v Moravských Budějovicích","2008 - ","10,286,973 Kč","9,452,259 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/01.00258","Město Znojmo","Regenerace historického jádra města Znojma","2008 - ","47,472,600 Kč","43,623,470 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00361","Obec Velká Losenice","Zkvalitnění a rozšíření služeb knihovny a IC ve Velké Losenici","2008 - ","3,235,212 Kč","2,972,898 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00280","Základní škola a Mateřská škola Nová Říše příspěvková organizace","Škola hrou","2008 - ","2,708,233 Kč","2,488,646 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00214","MĚSTYS BRANKOVICE","Komplexní modernizace vybavení ZŠ Brankovice v návaznosti na realizaci ŠVP","2008 - ","8,810,389 Kč","8,096,033 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00237","OBEC POLNIČKA","Zkvalitnění činnosti školských zařízení v Polničce","2008 - ","6,967,449 Kč","6,402,521 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00246","Městys Měřín","Zkvalitnění podmínek pro výuku na ZŠ Měřín","2008 - ","12,543,824 Kč","11,526,757 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00266","MĚSTO JAROMĚŘICE","Vestavba odborných učeben PC","2008 - ","6,541,715 Kč","6,011,306 Kč","6,348,253 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00211","Město Kamenice nad Lipou","Rekonstrukce sportovního areálu Základní školy Kamenice nad Lipou","2008 - ","6,817,308 Kč","6,264,553 Kč","6,745,283 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00311","Městys Doubravice nad Svitavou","Víceúčelové hřiště v Doubravici nad Svitavou","2008 - ","2,223,653 Kč","2,043,357 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00285","OBEC HAMRY NAD SÁZAVOU","Víceúčelové školní hřiště Hamry nad Sázavou - objekt šaten","2008 - ","7,341,000 Kč","6,745,784 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00332","Obec Bílovice nad Svitavou","Modernizace ZŠ v Bílovicích nad Svitavou","2008 - ","2,976,621 Kč","2,735,273 Kč","2,946,896 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00286","Betánie - křesťanská pomoc","Villa Martha-Domov důstojného stáří (Hrušovany u B.)","2008 - ","22,888,427 Kč","21,032,609 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00236","OBEC OSOVÁ BÍTÝŠKA","Centrum kultury, sportu a zájmových činností","2008 - ","29,893,001 Kč","27,469,244 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00363","Obec Košetice","Rekonstrukce a regenerace fotbalového hřiště Košetice","2008 - ","3,174,866 Kč","2,917,444 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00095","Město Přibyslav","Sportovní hřiště pro Základní školu Přibyslav","2008 - ","11,255,210 Kč","10,342,625 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00376","Městys Luka nad Jihlavou","Dokončení revitalizace náměstí v Lukách nad Jihlavou","2008 - ","2,312,653 Kč","2,125,141 Kč","2,312,653 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00347","OBEC DALEČÍN","Park volného času v obci Dalečín","2008 - ","5,546,640 Kč","5,096,912 Kč","5,078,895 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00308","Diakonie ČCE - středisko v Myslibořicích","Zkvalitnění a rozšíření služeb Domova na zámku v Myslibořicích","2008 - ","10,694,343 Kč","9,827,234 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00301","Obec Bořitov","Knihovna-centrum komunitivního života Bořitov","2008 - ","2,316,722 Kč","2,128,880 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00345","OBEC DALEČÍN","Rekonstrukce náměstí v Dalečíně","2008 - ","5,547,726 Kč","5,097,910 Kč","4,825,507 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00287","MĚSTO RÁJEC - JESTŘEBÍ","Kulturní centrum Rájec - Jestřebí","2008 - ","24,494,819 Kč","22,508,753 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00312","Obec Suchohrdly","Přístavba MŠ Suchohrdly - pavilon česko-rakouského partnerství","2008 - ","8,569,471 Kč","7,874,649 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00364","Městys Nosislav","Kulturní centrum Nosislav","2008 - ","7,122,500 Kč","6,545,000 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00387","Městys Černá Hora","Centrum, info., knihovnických a doprovodných služeb mikroregionu","2008 - ","10,824,848 Kč","9,947,158 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00275","Městys Opatov","Projekt výstavby víceúčelového hřiště v městysi Opatov","2008 - ","2,679,407 Kč","2,462,158 Kč","2,670,851 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00350","Obec Lužice","Revitalizace veřejného prostranství v obci Lužice","2008 - ","10,971,886 Kč","10,082,274 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00292","Obec Ořechov","Multifunkční sportoviště (Ořechov)","2008 - ","16,369,947 Kč","15,042,654 Kč","14,517,795 Kč"
