Registra_n√ _√slo projektu,»adatel,N_zev projektu,"Celkovª,zp_sobilª,v_daje,(K_)","Dotace,RR,(K_)","Z,toho,dotace,EU,(K_)",Datum ukon_en√ projektu,"Celkem,vyplaceno,ze,SF,po,ukon_en√,projektu,(K_)"
CZ.1.13/5.1.00/01.00001,Region_ln√ rada regionu soudr_nosti Severov_chod,Administrace a hodnocen√ projekt_ 2007,"2,267,048.00","2,267,048.00","1,926,990.80",29.02.08,"1,485,363.08"
CZ.1.13/5.1.00/01.00002,Region_ln√ rada regionu soudr_nosti Severov_chod,Monitoring a evaluace 2007-002,"1,476,986.00","1,476,986.00","1,255,438.10",29.02.08,"1,179,531.19"
CZ.1.13/5.1.00/01.00003,Region_ln√ rada regionu soudr_nosti Severov_chod,"Organizace MV, VRR 2007","135,309.00","135,309.00","115,012.65",29.02.08,"67,942.46"
CZ.1.13/5.1.00/01.00004,Region_ln√ rada regionu soudr_nosti Severov_chod,Kontroly 2007,"1,237,450.00","1,237,450.00","1,051,832.50",29.02.08,"981,417.40"
CZ.1.13/5.1.00/01.00005,Region_ln√ rada regionu soudr_nosti Severov_chod,Audit 2007,"324,278.00","324,278.00","275,636.30",29.02.08,"267,319.93"
CZ.1.13/5.1.00/01.00006,Region_ln√ rada regionu soudr_nosti Severov_chod,"Tvorba, _√zen√ a realizace programu 2007","9,813,563.00","9,813,563.00","8,341,528.55",28.03.08,"8,252,746.13"
CZ.1.13/5.1.00/01.00007,Region_ln√ rada regionu soudr_nosti Severov_chod,Informov_n√ a publicita 2007,"2,565,641.00","2,565,641.00","2,180,794.85",29.02.08,"1,892,908.05"
CZ.1.13/5.1.00/01.00008,Region_ln√ rada regionu soudr_nosti Severov_chod,Technickª zajiàt_n√ funkce _O 2007,"16,031,943.00","16,031,943.00","13,627,151.55",28.03.08,"11,571,683.61"
CZ.1.13/1.1.00/01.00009,PARDUBICKı KRAJ,Modernizace silnice 11/315 Lanàkroun - Tatenice,"210,163,178.10","194,400,939.74","178,638,701.38",17.12.10,
CZ.1.13/1.1.00/01.00010,Kr_lovªhradeck_ kraj,P_elo_ka silnice 111/3012 - _pice,"26,738,569.57","24,733,176.00","22,727,783.34",29.01.10,
CZ.1.13/1.1.00/01.00011,Kr_lovªhradeck_ kraj,Rekonstrukce a R»K silnice M/303 - __st 2.,"53,217,115.00","49,225,828.99","45,234,545.56",30.10.09,
CZ.1.13/1.1.00/01.00012,Kr_lovªhradeck_ kraj,Modernizace silnice II/308 - Kr_lova Lhota,"23,994,389.57","22,194,809.99","20,395,230.80",19.12.08,"20,361,345.56"
CZ.1.13/1.1.00/01.00013,PARDUBICKı KRAJ,Modernizace silnice II/322 - obchvat Chvaletic,"195,779,944.00","181,096,448.20","166,412,952.40",29.08.10,
CZ.1.13/1.1.00/01.00014,Kr_lovªhradeck_ kraj,Modernizace silnice 11/316,"66,766,976.00","61,759,451.99","56,751,928.86",19.07.09,"56,751,928.85"
CZ.1.13/1.1.00/01.00015,Kr_lovªhradeck_ kraj,"Silnice M/295 Vrchlab√ reg. ze_ OP-22, ""B 1""","22,357,484.80","20,680,673.44","19,003,862.08",31.10.08,"19,003,862.08"
CZ.1.13/1.1.00/01.00016,Kr_lovªhradeck_ kraj,Silnice M/324 Doln√ P_√m,"53,366,732.72","49,364,227.71","45,361,722.76",30.04.09,"45,361,722.75"
CZ.1.13/1.1.00/01.00018,Kr_lovªhradeck_ kraj,Silnice II/295 Rekonstrukce regul. zdi U Velvety,"42,523,035.00","39,333,805.98","36,144,578.48",23.12.09,
CZ.1.13/1.1.00/01.00019,Kr_lovªhradeck_ kraj,Modernizace silnice 111/32419,"35,972,572.00","33,274,628.99","30,576,686.10",27.02.09,"29,670,291.67"
CZ.1.13/1.1.00/01.00020,Kr_lovªhradeck_ kraj,Rekonstrukce silnice NI/2956 Vrchlab√-L_nov,"103,950,358.36","96,154,081.47","88,357,804.60",10.09.09,"59,707,959.22"
CZ.1.13/1.1.00/01.00021,Kr_lovªhradeck_ kraj,Rekonstrukce most_ Kr_lovªhradeckªho kraje,"101,456,425.59","93,847,193.66","86,237,961.74",31.12.09,
CZ.1.13/1.1.00/01.00022,Libereck_ kraj,"Libàt_t - rekonstrukce mostu ev._. 28311-1,2","10,194,767.00","9,430,158.93","8,665,551.44",31.05.09,"8,665,550.31"
CZ.1.13/1.1.00/01.00023,Libereck_ kraj,111/25915 Bezdªz,"11,618,754.00","10,747,347.36","9,875,940.83",13.02.09,
CZ.1.13/1.1.00/01.00024,Libereck_ kraj,111/28621 V√chov_ nad Jizerou,"17,855,398.40","16,516,243.37","15,177,088.50",31.05.09,
CZ.1.13/1.1.00/01.00025,Libereck_ kraj,111/26314 Prysk-Pr_che_,"24,155,315.00","22,343,665.98","20,532,017.39",30.01.10,
CZ.1.13/1.1.00/01.00026,Libereck_ kraj,II/592 Chrastav_ - dopravn√ _eàen√ v centru m_sta,"63,473,169.00","58,712,681.00","53,952,193.35",15.09.09,
CZ.1.13/1.1.00/01.00027,Libereck_ kraj,Ml/2634 Valte_ice - Kozly,"22,450,665.00","20,766,865.01","19,083,065.13",13.02.09,
CZ.1.13/1.1.00/01.00028,Libereck_ kraj,"Chotyn_, mosty ev._. 2715-4 a ev._.2711-5","10,062,962.32","9,308,239.53","8,553,517.40",20.09.09,
CZ.1.13/1.1.00/01.00029,Libereck_ kraj,Liberec - p_estavba k_i_ovatky I/35 a Ml/2784,"103,491,326.31","95,729,476.29","87,967,626.86",15.12.10,
CZ.1.13/1.1.00/01.00030,Libereck_ kraj,I M/29065 Ponikl_ - Jilem,"10,500,763.00","9,713,205.07","8,925,647.90",13.02.09,
CZ.1.13/1.1.00/01.00031,Libereck_ kraj,Ml/2634 a Ml/2636 Kozly,"17,772,400.00","16,439,470.00","15,106,540.00",13.02.09,
CZ.1.13/1.1.00/01.00032,Libereck_ kraj,111/0143 Burany,"12,109,733.00","11,201,503.00","10,293,273.02",30.12.08,
CZ.1.13/5.1.00/03.00033,Region_ln√ rada regionu soudr_nosti Severov_chod,Administrace a hodnocen√ 2008,"3,278,000.00","3,278,000.00","2,786,300.00",31.01.09,"1,705,846.29"
CZ.1.13/5.1.00/03.00034,Region_ln√ rada regionu soudr_nosti Severov_chod,Monitoring a evaluace 2008,"9,130,000.00","9,130,000.00","7,760,500.00",31.01.09,"783,556.54"
CZ.1.13/5.1.00/03.00035,Region_ln√ rada regionu soudr_nosti Severov_chod,"Organizace MV, VRR 2008","270,000.00","270,000.00","229,500.00",31.01.09,"157,701.46"
CZ.1.13/5.1.00/03.00036,Region_ln√ rada regionu soudr_nosti Severov_chod,Kontroly 2008,"1,515,000.00","1,515,000.00","1,287,750.00",31.01.09,"192,618.07"
CZ.1.13/5.1.00/03.00037,Region_ln√ rada regionu soudr_nosti Severov_chod,Audit 2008,"500,000.00","500,000.00","425,000.00",31.01.09,"7,650.00"
CZ.1.13/5.1.00/03.00038,Region_ln√ rada regionu soudr_nosti Severov_chod,"Tvorba, _√zen√ a realizace programu 2008","3,480,000.00","3,480,000.00","2,958,000.00",31.01.09,220196.01
CZ.1.13/5.1.00/03.00039,Region_ln√ rada regionu soudr_nosti Severov_chod,Technickª zajiàt_n√ funkce _O 2008,"27,035,000.00","27,035,000.00","22,979,750.00",31.01.09,"14,992,098.90"
CZ.1.13/5.1.00/03.00040,Region_ln√ rada regionu soudr_nosti Severov_chod,Informov_n√ a publicita 2008,"10,255,000.00","10,255,000.00","8,716,750.00",31.01.09,"3,167,252.85"
CZ.1.13/5.1.00/03.00041,Region_ln√ rada regionu soudr_nosti Severov_chod,Person_ln√ zajiàt_n√ programu 2008,"33,962,331.00","33,962,331.00","28,867,981.35",31.01.09,"23,191,325.58"
CZ.1.13/5.1.00/03.00542,Region_ln√ rada regionu soudr_nosti Severov_chod,Administrace a hodnocen√ projekt_ 2009,"3,383,000.00","3,383,000.00","2,875,550.00",31.01.10,
CZ.1.13/5.1.00/03.00543,Region_ln√ rada regionu soudr_nosti Severov_chod,Monitoring a evaluace 2009,"5,552,000.00","5,552,000.00","4,719,200.00",31.01.10,
CZ.1.13/5.1.00/03.00544,Region_ln√ rada regionu soudr_nosti Severov_chod,Kontroly 2009,"800,000.00","800,000.00","680,000.00",31.01.10,
CZ.1.13/5.1.00/03.00545,Region_ln√ rada regionu soudr_nosti Severov_chod,Audit 2009,"400,000.00","400,000.00","340,000.00",31.01.10,
CZ.1.13/5.1.00/03.00546,Region_ln√ rada regionu soudr_nosti Severov_chod,Technickª zajiàt_n√ funkce _O 2009,"15,931,000.00","15,931,000.00","13,541,350.00",31.01.10,
CZ.1.13/5.1.00/03.00547,Region_ln√ rada regionu soudr_nosti Severov_chod,Person_ln√ zajiàt_n√ programu 2009,"36,949,000.00","36,949,000.00","31,406,650.00",31.01.10,
CZ.1.13/5.1.00/03.00548,Region_ln√ rada regionu soudr_nosti Severov_chod,"Organizace MV, VRR 2009","415,000.00","415,000.00","352,750.00",31.01.10,
CZ.1.13/5.1.00/03.00549,Region_ln√ rada regionu soudr_nosti Severov_chod,"Tvorba, _√zen√ a realizace programu 2009","870,000.00","870,000.00","739,500.00",31.01.10
CZ.1.13/5.1.00/03.00550,Region_ln√ rada regionu soudr_nosti Severov_chod,Informov_n√ a publicita 2009,"4,200,000.00","4,200,000.00","3,570,000.00",31.01.10
CZ.1.13/2.2.00/02.00056,M_sto P_elou_,Sportovn√ are_l Zâ Smetanova P_elou_,"44,653,851.42","38,999,999.99","35,837,881.45",12.11.09
CZ.1.13/2.2.00/02.00079,M_sto Svitavy,Z_kladn√ infrastruktura pro volno_asovª aktivity,"84,720,041.00","42,500,000.01","39,054,732.61",31.05.10
CZ.1.13/2.2.00/02.00081,M_sto Litomyàl,Kryt_ plaveck_ bazªn v Litomyàli,"130,000,000.00","65,000,000.00","59,730,775.00",10.02.11
CZ.1.13/2.2.00/02.00101,M_STO CHRASTAV∞,M_sto Chrastav_ - Rekonstrukce objektu _.p. 407 na Centrum volnocasov_ch aktivit,"17,142,898.50","15,857,181.10","14,571,463.71",15.12.09
CZ.1.13/2.2.00/02.00111,M_sto Poli_ka,Rozà√_en√ pr_myslovª zÄny v Poli_ce -1.etapa,"17,091,750.60","15,382,574.74","14,135,347.04",06.12.10
CZ.1.13/2.2.00/02.00116,"Orlicko_steck_ nemocnice, a.s.",Centrum pro v_asnou diagnostiku a lª_bu kardiovaskul_rn√ch chorob v podorlickª oblasti,"24,993,900.00","23,119,356.57","21,244,814.15",31.03.09
CZ.1.13/2.2.00/02.00130,M_sto Chlumec nad Cidlinou,Ob_anskª centrum Chlumec nad Cidlinou,"30,570,274.84","28,277,504.21","25,984,733.59",31.12.09
CZ.1.13/2.2.00/02.00152,M_sto Jarom__,Are_l sportovn√ch a volnocasov_ch aktivit v Jarom__i,"91,817,591.42","76,117,817.41","69,946,269.23",30.04.10
CZ.1.13/2.2.00/02.00158,M_sto Hronov,Revitalizace centra m_sta Hronova,"64,477,053.26","59,641,274.19","54,805,495.21",28.02.10
CZ.1.13/2.2.00/02.00169,M_sto Turnov,Bazªn V_àinka - plav_n√ v Turnov_ pro vàechny a bez p_ek__ek,"24,846,481.00","22,982,990.00","21,119,504.31",31.03.10
CZ.1.13/2.2.00/02.00194,M_sto Jablonec nad Nisou,Rozvoj volno_asov_ch aktivit v lokalit_ ulice _elakovskªho v Jablonci nad Nisou,"23,237,466.13","20,913,719.51","19,218,023.52",18.12.09
CZ.1.13/2.2.00/02.00209,M_sto Chrudim,Rekonstrukce Kl_àtern√ch zahrad a Zlatª stezky v Chrudimi,"22,809,029.98","19,387,675.48","17,815,734.16",29.01.11
CZ.1.13/2.2.00/02.00213,M_sto Vrchlab√,P_√stavba a stavebn√ _pravy kulturn√ho domu St_elnice,"29,081,729.29","26,900,599.58","24,719,469.89",20.01.10
CZ.1.13/2.2.00/02.00216,M_sto Lomnice nad Popelkou,Revitalizace z_mku v Lomnici nad Popelkou,"53,473,470.00","49,462,958.99","45,452,448.80",20.02.11
CZ.1.13/2.2.00/02.00222,M_STO DOKSY,Revitalizace parku a d_tsk_ch h_ià_ k volno_asovªmu vyu_it√,"9,067,216.23","8,387,175.01","7,707,133.79",07.08.09,
CZ.1.13/2.2.00/02.00240,M_sto Rychnov nad Kn__nou,Sportovn√ a relaxa_n√ centrum Rychnovsk_,"153,611,320.01","142,090,471.00","130,569,622.00",31.01.11,
CZ.1.13/2.2.00/02.00262,M_sto Trutnov,Spole_enskª centrum Trutnovsk_ pro kulturu a voln_ _as,"476,892,137.87","190,756,855.15","176,450,091.01",29.10.10,
CZ.1.13/2.2.00/02.00263,Pardubick_ kraj,Metodicko-vzd_l_vac√ st_edisko _st√ nad Orlic√,"30,044,838.52","27,791,475.62","25,538,112.74",03.03.10,
CZ.1.13/2.2.00/02.00267,Pardubick_ kraj,Modernizace p_√strojovªho vybaven√ Vysokom_tskª nemocnice,"9,838,375.70","9,100,497.51","8,362,619.33",30.04.09,"8,354,031.77"
CZ.1.13/2.2.00/02.00311,M_sto Skute_,Multifunk_n√ sportovn√ hala Skute_,"84,745,850.34","36,368,137.04","33,420,164.18",28.01.11,
CZ.1.13/2.2.00/02.00329,M_sto Vysokª M_to,Centrum soci_ln√ch slu_eb Vysokª M_to,"62,759,122.00","58,052,186.99","53,345,252.92",31.08.10,
CZ.1.13/2.2.00/02.00337,M_sto Novª M_sto nad Metuj√,Za kr_sami a histori√ _eskªho Betlªma I.Revitalizace centra m_sta spojen_ s histori√ _eskªho Betlªma,"98,465,209.74","91,080,319.00","83,695,428.27",29.11.10,
CZ.1.13/2.2.00/02.00342,Pardubick_ kraj,Modernizace d_tskªho domova rodinnªho typu v Holic√ch,"25,152,370.74","23,265,942.92","21,379,515.11",03.12.09,
CZ.1.13/2.2.00/02.00355,"Z_kladn√ àkola, Liberec, U âkoly 222/6, p_√sp_vkov_ organizace",V√ce__elov_ park v are_lu M_stskªho Stadionu Liberec,"5,353,572.00","4,952,054.10","4,550,536.20",15.08.09,
CZ.1.13/2.2.00/02.00364,Masarykova m_stsk_ nemocnice v Jilemnici,Obnova a dopln_n√ p_√strojov_ch technologi√ 1 - s EU k vyàà√ kvalit_ zdravotn√ pª_e,"49,961,899.28","46,214,756.15","42,467,613.75",28.02.11,
CZ.1.13/2.2.00/02.00366,M_sto Jilemnice,Regenerace a revitalizace Masarykova n_m_st√ v Jilemnici,"24,205,043.13","22,245,502.46","20,441,813.07",26.02.10,
CZ.1.13/2.2.00/02.00374,"Nemocnice Jablonec nad Nisou, p.o.",Nemocnice Jablonec nad Nisou - Magnetick_ rezonance,"46,543,870.21","43,053,072.13","39,562,282.49",31.07.09,
CZ.1.13/2.3.00/02.00050,M_sto Kopidlno,V√ce__elov_ sportovn√ hala Kopidlno,"32,035,687.47","29,633,010.91","27,230,334.35",30.11.09,
CZ.1.13/2.3.00/02.00051,M_sto Opo_no,Obnova zelen_ a rozà√_en√ parkovac√ch ploch na Kupkov_ n_m_st√,"4,193,648.26","3,858,138.49","3,545,316.85",30.07.09,"3,545,316.85"
CZ.1.13/2.3.00/02.00054,Obec Rabàtejnsk_ Lhota,Modernizace a rozà√_en√ ve_ejnªho sportovn√ho are_lu v Rabàtejnskª Lhot_,"7,860,079.00","7,270,572.99","6,681,067.07",15.01.10,
CZ.1.13/2.3.00/02.00055,Obec Starª M_sto,Sportovn√ are_l Starª M_sto,"19,967,878.00","16,473,499.35","15,137,847.98",31.03.10
CZ.1.13/2.3.00/02.00061,Obec Osik,Rekonstrukce sportovn√ho are_lu v obci Osik,"13,769,767.00","12,369,766.99","11,366,819.85",31.12.09
CZ.1.13/2.3.00/02.00067,OBEC PLAVı,P_√stavba sportoviàt_ »S Plav_,"8,454,093.69","7,820,036.65","7,185,979.62",31.01.09
CZ.1.13/2.3.00/02.00068,M_sto Bystrª,Multifunk_n√ d_m - kulturn√ a spole_enskª centrum,"25,397,172.00","23,492,383.26","21,587,595.43",15.01.11
CZ.1.13/2.3.00/02.00083,OBEC JENIâOVICE,"Komunikace, zpevn_nª plochy a ve_ejn_ zele_ v centru obce Jeniàovice","5,519,389.00","5,105,434.40","4,691,480.25",30.09.09
CZ.1.13/2.3.00/02.00084,Obec _ernilov,Kulturn√ a spolkov_ d_m _ernilov,"12,962,609.31","11,990,413.61","11,018,217.91",20.12.09
CZ.1.13/2.3.00/02.00087,M_STO STR∞» POD RALSKEM,Rekonstrukce a modernizace àkoln√ho h_iàt_ ve Str__i pod Ralskem - 2. __st,"20,008,579.56","18,507,936.08","17,007,292.61",30.10.09
CZ.1.13/2.3.00/02.00103,Obec Podhorn√ _jezd a Vojice,Regenerace ve_ejn_ch prostranstv√ a rozà√_en√ ob_anskª vybavenosti v obci Podhorn√ _jezd a Voiice,"9,651,738.00","8,927,857.64","8,203,977.29",30.11.09
CZ.1.13/2.3.00/02.00119,M_sto Teplice nad Metuj√,V√ce__elovª sportoviàt_ m_sta Teplice nad Metuj√,"24,224,757.41","22,407,900.60","20,591,043.78",28.02.10
CZ.1.13/2.3.00/02.00129,M_sto Duba,"Jaro, lªto, podzim, zima v zahrad_ je v_dycky prima.","2,928,149.00","2,708,537.60","2,488,926.44",22.05.09
CZ.1.13/2.3.00/02.00134,M_sto »andov,Rekonstrukce a dostavba objektu Koruna v »andov_ u _eskª L√py,"36,566,877.00","33,824,361.00","31,081,845.25",31.12.10
CZ.1.13/2.3.00/02.00139,Obec Lov_ice,Stavebn√ _pravy na objektu _.p.85 v Lov_ic√ch,"7,310,546.00","6,762,255.05","6,213,964.10",15.04.10
CZ.1.13/2.3.00/02.00173,Obec _ist_,Revitalizace centra obce,"23,033,516.00","12,306,859.00","11,309,175.82",31.12.11
CZ.1.13/2.3.00/02.00185,Obec Neko_,Rekonstrukce centra volnocasov_ch aktivit v Neko_i,"17,696,850.54","16,369,586.74","15,042,322.95",30.11.10
CZ.1.13/2.3.00/02.00187,Obec Doln√ _ermn_,Revitalizace kulturn_ sportovn√ho Are_lu zdrav√ Doln√ _ermn_,"13,433,894.53","12,426,351.85","11,418,809.82",31.12.09
CZ.1.13/2.3.00/02.00195,Obec _erven_ Voda,Smute_n√ s√_ v _ervenª Vod_,"10,567,432.17","9,774,873.92","8,982,316.57",31.12.09
CZ.1.13/2.3.00/02.00218,M_stys Ml_zovice,Revitalizace ve_ejn_ch prostranstv√ m_stysu Ml_zovice,"3,165,022.77","2,927,643.66","2,690,267.15",31.01.11,
CZ.1.13/2.3.00/02.00227,SVAZEK OBCí NOVOBORSK∞,Volno_asovª are_ly,"28,455,365.00","26,321,212.00","24,187,059.68",31.12.10,
CZ.1.13/2.3.00/02.00238,OBEC P_N_íN,Revitalizace centr_ln√ __sti obce P_n_√n,"2,232,721.00","2,065,266.59","1,897,812.54",24.10.08,
CZ.1.13/2.3.00/02.00255,M_sto He_man_v M_stec,Multifunk_n√ centrum v He_manov_ M_stci,"42,852,870.00","39,638,904.36","36,424,939.15",05.04.11,
CZ.1.13/2.3.00/02.00264,Pardubick_ kraj,Modernizace d_tskªho domova rodinnªho typu v Doln√ _ermnª,"43,126,442.73","39,891,959.51","36,657,476.31",03.03.10,
CZ.1.13/2.3.00/02.00265,Obec St__ery,Centrum integrovan_ch slu_eb pro obec St__er,"29,093,205.12","26,911,214.72","24,729,224.34",31.05.11,
CZ.1.13/2.3.00/02.00275,OBEC NOV∞ VES NAD NISOU,"Nov_ Ves nad Nisou - are_l TEPRBERK, _prava ve_ejnªho prostranstv√","2,810,210.00","2,599,425.72","2,388,661.47",31.12.09,
CZ.1.13/2.3.00/02.00286,Obec V√t_zn_,Regenerace historickªho centra Hunt√_ova,"19,805,672.72","18,320,247.25","16,834,821.80",31.12.09,
CZ.1.13/2.3.00/02.00314,Obec N_m_√ce,Sportovn√ are_l N_m_ice,"5,893,229.74","5,451,237.49","5,009,245.26",15.12.09,
CZ.1.13/2.3.00/02.00328,M_STO JABLONN÷ V PODJEâT_Dí,Rekonstrukce b_valªho kina v Jablonnªm v Podjeàt_d√ na spole_enskª centrum,"22,032,396.45","20,377,150.97","18,724,949.60",09.04.10,
CZ.1.13/2.3.00/02.00343,Obec _eskª He_manice,Revitalizace centra volno_asov_ch aktivit _eskª He_manice,"5,070,251.00","4,689,981.76","4,309,712.97",31.07.09,
CZ.1.13/2.3.00/02.00347,Obec Doln√ Radechov_,V√ce__elovª obecn√ centrum Doln√ Radechov_,"6,483,856.86","5,997,567.56","5,511,278.31",30.06.09,"5,511,278.31"
CZ.1.13/2.3.00/02.00352,M_stys Pecka,Zâ Pecka - àkola pro budoucnost,"5,635,975.01","5,213,276.88","4,790,578.75",30.11.09,
CZ.1.13/2.3.00/02.00358,Pardubick_ kraj,Integra_n√ centrum pro podporovan_ _ivot Domova na z_mku Bystrª,"26,897,589.14","24,880,269.85","22,862,950.67",31.10.09,
CZ.1.13/2.3.00/02.00369,Obec Slatina nad Zdobnic√,Sportovn√ a oddechov_ are_l ve Slatin_ nad Zdobnic√,"16,499,798.86","15,262,313.84","14,024,828.95",31.03.10,
CZ.1.13/2.3.00/02.00376,Obec Bernartice,Are_l pro volno_asovª aktivity Bernartice,"7,903,520.00","7,310,756.00","6,717,992.00",27.11.09,
CZ.1.13/3.1.00/02.00042,Anenskª slatinnª l_zn_ a.s.,"L_zn_ B_lohrad - L_ze_sk_ resort STROM »IVOTA (""p_vab modern√ch l_zn√"")","318,757,020.40","159,378,510.20","135,471,733.67",01.08.09,"135,471,733.67"
CZ.1.13/3.1.00/02.00043,Galeria Grand s.r.o.,P_√stavba a stavebn√ _pravy hotelu Grand v Hradci Kr_lovª,"36,815,743.00","22,089,445.80","18,776,028.93",27.03.09,"18,775,853.64"
CZ.1.13/3.1.00/02.00045,ZOO Dv_r Kr_lovª a.s.,Safari Kemp,"74,628,915.48","29,851,566.19","27,612,698.72",30.07.10,
CZ.1.13/3.1.00/02.00047,M_sto Poli_ka,Centrum Bohuslava Martin_ v Poli_ce,"23,605,007.74","21,834,631.68","20,064,256.14",31.12.10,
CZ.1.13/3.1.00/02.00048,M_sto Svitavy,Informa_n√ centrum a kav_rna Oskara Schindlera,"23,172,528.39","9,269,011.34","8,573,835.49",15.01.10,
CZ.1.13/3.1.00/02.00053,BRET CZ a.s.,Renovace a nov_ v_stavba sportovn√ho a rekrea_n√ho are_lu,"46,733,330.55","28,039,998.32","23,833,998.57",18.06.09,"23,833,998.44"
CZ.1.13/3.1.00/02.00058,Eva Palmov_,Rekonstrukce centr_ln√ho parkoviàt_ Studenov v_etn_ vybudov_n√ z_vorovªho parkovac√ho systªmu,"7,280,842.15","4,368,505.28","3,713,229.49",30.09.09,
CZ.1.13/3.1.00/02.00065,"Eastem Star, s.r.o.",Vybudov_n√ penzionu se z_zem√m v Martinic√ch,"63,631,923.48","38,179,153.97","32,452,280.86",31.01.11,
CZ.1.13/3.1.00/02.00069,MEGAPROMOTIONs.r.o.,Hotel APLAUS Litomyàl,"37,749,656.00","18,874,828.00","16,043,603.80",28.02.09,"16,043,603.80"
CZ.1.13/3.1.00/02.00080,M_sto T_emoànice,Berlov_ v_penka v T_emoànici,"19,877,783.86","18,386,950.05","16,896,116.27",29.08.10,
CZ.1.13/3.1.00/02.00092,Muzeum v_chodn√ch _ech v Hradci Kr_lovª,P_√stavba Muzea v_lky 1866 na Chlumu,"33,779,329.42","31,245,879.71","28,712,430.00",31.03.10,
CZ.1.13/3.1.00/02.00102,VANE International s.r.o.,REKREA_Ní a sportovn√ ARE∞L OB_I SUD JAVORNíK,"194,379,326.00","116,627,587.81","99,133,449.66",31.07.11,
CZ.1.13/3.1.00/02.00109,M_sto Skute_,Muzeum obuvi a kamene ve Skut_i,"15,613,374.36","14,442,371.27","13,271,368.19",31.03.10,
CZ.1.13/3.1.00/02.00112,M_sto Chrudim,Rekrea_n√ lesy Podh_ra,"16,082,398.53","13,670,038.52","12,561,679.84",29.06.10,
CZ.1.13/3.1.00/02.00118,M_sto Chrudim,Muzeum barokn√ch soch - rekonstrukce kostela sv. Josefa v Chrudimi,"64,944,717.00","42,668,679.06","39,209,385.73",29.06.11,
CZ.1.13/3.1.00/02.00127,KLIFI spol. s r.o.,Zkvalitn_n√ ubytovac√ch kapacit v Zamberku vybudov_n√m hotelu se z_zem√m,"88,747,542.60","36,384,981.21","30,927,234.03",30.11.11,
CZ.1.13/3.1.00/02.00128,Hotel Jezerka s.r.o.,"HOTEL JEZERKA - dostavba kongresovªho centra a ubytovac√ho bloku ""C""","89,440,000.00","44,720,000.00","38,012,000.00",31.12.10
CZ.1.13/3.1.00/02.00137,Tom_à Hostinsk_,Vybudov_n√ PENSIONU U ZVONU v Rychnov_ nad Kn__nou,"13,413,600.00","8,048,160.00","6,840,936.00",30.01.10
CZ.1.13/3.1.00/02.00142,GREENGOLF Pardubice as.,"V_stavba vodn√ho sv_ta a rozà√_en√ ubyt.kapacit pro kongres, turistiku are_lu Lesopark Kun_tick_ Hora","100,400,000.46","35,139,999.99","29,868,999.98",31.12.09
CZ.1.13/3.1.00/02.00156,M_sto Moravsk_ T_ebov_,H_ebe_skª d_ln√ stezky,"10,631,000.00","9,831,720.01","9,034,553.56",31.12.10
CZ.1.13/3.1.00/02.00168,STATUT∞RNí M_STO LIBEREC,Rekonstrukce p_√stupovª komunikace k horskªmu hotelu Jeàt_d a do Sportovn√ho are_lu Jeàt_d,"57,793,832.95","53,459,295.47","49,124,757.99",26.11.10
CZ.1.13/3.1.00/02.00174,M_sto _st√ nad Orlic√,Ubytovac√ za_√zen√ pro aktivn√ turistiku na Tichª Orlici,"28,912,106.40","11,564,842.56","10,697,479.36",31.05.10
CZ.1.13/3.1.00/02.00176,M_sto Kr_l√ky,Vojenskª muzeum Kr_l√ky,"76,837,386.08","71,074,581.59","65,311,777.67",31.07.10
CZ.1.13/3.1.00/02.00177,Marie H_jkov_,V_stavba rodinnªho penzionu se skl__skou d√lnou a trvalou expozic√ v turistickª lokalit_ Orlickª Z_ho_√,"4,612,620.17","2,767,572.10","2,352,436.28",31.10.09
CZ.1.13/3.1.00/02.00190,Sdru_en√ obc√ Orlicko,Objekt informa_n√ho a soci_ln√ho z_zem√ Ly_a_skª b__eckª oblasti Bukov_ hora - Such_ vrch,"9,593,159.00","8,825,706.26","8,110,109.37",31.12.09
CZ.1.13/3.1.00/02.00205,RM CAPITAL & CONSULTING s.r.o.,Modernizace a p_estavba chaty Bed_ichov _.e. 1721,"6,601,903.92","4,882,758.77","4,150,344.94",28.02.09
CZ.1.13/3.1.00/02.00224,M_STO DOKSY,Zlepàen√ infrastruktury CR v oblasti M_chova jezera -rekonstrukce centr_ln√ho parkoviàt_,"11,911,246.00","11,017,902.55","10,124,559.10",07.08.09
CZ.1.13/3.1.00/02.00228,M_STO _ESK∞ LíPA,_esk_ L√pa v evropskªm p_smu textilu,"14,039,257.00","12,986,312.72","11,933,368.44",31.10.10
CZ.1.13/3.1.00/02.00235,"Spole_n_ Cidlina, o.s.",Turistick_ informa_n√ s√_ Novobyd_ovsko a Chlumecko,"9,603,197.00","8,881,992.99","8,161,831.42",28.02.10
CZ.1.13/3.1.00/02.00243,B_√zky s.r.o.,Rozà√_en√ are_lu Hotel B_√zky pro zajiàt_n√ komplexn√ch slu_eb cestovn√ho ruchu,"19,882,896.00","11,929,736.99","10,140,276.45",30.06.09
CZ.1.13/3.1.00/02.00246,"MIDOSBRNO, spol. s r.o.",MODERNIZACE A ROZâí_ENí PROSTOR ? PENZION SPORT,"20,846,263.00","12,507,757.00","10,631,593.44",17.10.11
CZ.1.13/3.1.00/02.00253,M_stys _ern_ D_l,Rozvoj doprovodnª infrastruktury cestovn√ho ruchu v _ernªm Dole,"22,301,409.18","20,628,803.47","18,956,197.78",31.12.09
