Ref. No,Organisation Name,Project Title,Year Approved,Total Grant Approved,Year Completed,Total Paid Amount,Currency
Sustainable Competitiveness Program,,,,,,,
4639,Clarity Business ...,Clarity Business ...,2008,"9,400.00",,"4,045.00",STG
4641,Breezemount Elect...,LoO 08/1400 Breez...,2009,"45,250.00",,0,STG
4642,Teemore Engineeri...,Teemore Engineeri...,2007,"9,206.00",,"4,281.00",STG
4649,Emerald Lawns (Ir...,Loo No - 71042 - ...,2008,"9,662.00",,"9,591.00",STG
4654,Stirling Film and...,Stirling Film and...,2008,"9,184.00",,"3,375.00",STG
4657,Crossen Engineeri...,Crossen Engineeri...,2007,"9,139.00",,"4,737.00",STG
4659,Mid Ulser Reprodu...,Loo - 71152 - Mid...,2008,"9,182.00",,"3,595.00",STG
4839,Williams Industri...,L00 - 80856 - Wil...,2008,"9,065.00",,0,STG
4854,Tesab Engineering...,LoO 08/1394 Tesab...,2009,"8,864.00",,"6,300.00",STG
4855,Lir-Med Ltd,LoO 81464 Lir-Med...,2009,"75,000.00",,0,STG
4860,Frontier Energy L...,LoO 08/0761 Front...,2008,"8,809.00",,"3,681.00",STG
4862,LAMBOUR PRECISION...,LAMBOUR PRECISION...,2008,"9,108.00",,"1,413.00",STG
4865,Purifry Ltd,LoO 08/1145 Purif...,2009,"8,775.00",,0,STG
4875,Oakfield Cabinets...,LoO07/0938 Oakfie...,2008,"8,763.00",,"5,195.00",STG
4877,PRECISION PROCESS...,PRECISION PROCESS...,2008,"8,745.00",,0,STG
4880,"PAUL, JAMES & REU...","PAUL, JAMES & REU...",2008,"8,659.00",,"4,371.00",STG
4888, CRAWFORD CONTRAC...,CRAWFORD CONTRACT...,2008,"8,450.00",,0,STG
4890,ROBINSON & MCILWA...,RMI UK,2008,"8,304.00",,"7,903.00",STG
4894,SPORTS MERCHANDIS...,SPORTS MERCHANDIS...,2008,"8,284.00",,"3,145.00",STG
4905,BUSHMILLS HOTEL L...,BUSHMILLS HOTEL L...,2008,"8,283.00",,0,STG
4911,J W KANE PRECISIO...,J W KANE PRECISIO...,2008,"8,233.00",,0,STG
4916,Telecoms Policy U...,NI Broadband Fund...,2009,"1,992,500.00",,"171,452.26",STG
4918,Rmedia Ltd,Rmedia Ltd,2008,"8,218.00",,"5,503.00",STG
4920,WORLD FURNITURE (...,WORLD FURNITURE (...,2008,"8,191.00",,0,STG
930,BASKETS GALORE LI...,BASKETS GALORE LI...,2008,"8,167.00",,0,STG
4932,Carnroe Supplies ...,Carnroe Supplies ...,2008,"8,089.00",,"8,089.00",STG
4937,Eamon Campbell,Eamon Campbell (L...,2008,"8,083.00",,0,STG
4942,SAMUEL LAMONT & S...,SAMUEL LAMONT & S...,2008,"8,032.00",,"8,032.00",STG
4955,PAUL & ALISON LAV...,PAUL & ALISON LAV...,2008,"7,496.00",,"1,910.00",STG
4965,Blue Quadrant Ltd...,Blue Quadrant Ltd...,2007,"7,615.00",,"4,017.00",STG
4966,Miller Hospitalit...,Miller Hospitalit...,2008,"7,265.00",,0,STG
4968,BHB FIRE & SPECIA...,BHB FIRE & SPECIA...,2007,"7,420.00",,0,STG
4971,CR COFFEE HOUSES ...,CR COFFEE HOUSES ...,2007,"7,010.00",,"7,010.00",STG
4973,TRAVAN PRECISION ...,TRAVAN PRECISION ...,2008,"6,955.00",,0,STG
4974,Forth Data Manage...,LoO - 70599 Forth...,2007,"6,846.00",,"6,548.00",STG
4982,Todd Chart Agency...,Todd Chart Agency...,2009,"7,117.00",,"3,260.00",STG
4986,BLAKELY MCCARTNEY...,BLAKELY MCCARTNEY...,2009,"6,777.00",,0,STG
4987,Mourne Country Me...,Mourne Country Me...,2007,"6,727.00",,0,STG
4992,Datum Tool Design...,LoO 80295 Datum T...,2008,"6,585.00",,"6,495.00",STG
994,Aidan Kelly T/A M...,LoO 70259 Aidan K...,2007,"6,492.00",,"5,710.00",STG
4995,Robert and Anna S...,LoO 80661 Robert ...,2008,"6,401.00",,0,STG
4996,Allpipe Engineeri...,ALLPIPE ENGINEERI...,2008,"6,425.00",,"5,125.00",STG
5016,GRP Systems Limit...,LoO 08/1098 GRP S...,2008,"6,071.00",,"2,055.00",STG
5018,Northern Ireland ...,NI Autumn Campaig...,2009,"266,675.70",,0,STG
5019,Northern Ireland ...,Christmas Campaig...,2009,"98,376.94",,0,STG
5022,Northern Ireland ...,ROI Autumn Campai...,2009,"431,419.06",,0,STG
5023,Northern Ireland ...,ROI Spring Campai...,2009,"1,359,560.55",,"1,289,467.45",STG
5024,Northern Ireland ...,NI Spring Campaig...,2009,"881,658.03",,"798,056.03",STG
5028,Northern Ireland...,Valentines Campai...,2009,"58,048.86",,0,STG
5031,TES (NI) Limited,LoO 08/0172 TES (...,2008,"5,950.00",,"5,518.00",STG
5032,Greenhill Kitchen...,070987 Greenhill ...,2008,"6,199.00",,"2,488.00",STG
5038,Mckenna Precision...,81144 Mckenna Pre...,2009,"5,928.00",,0,STG
5039,Sam & Lorna Robin...,LoO 08/0746 Sam &...,2008,"5,850.00",,"5,850.00",STG
5040,Mr Paul Quinnell,LoO 08/0579 Mr Pa...,2008,"5,766.00",,"4,146.00",STG
994,Aidan Kelly T/A M...,LoO 70259 Aidan K...,2007,"6,492.00",,"5,710.00",STG
4995,Robert and Anna S...,LoO 80661 Robert ...,2008,"6,401.00",,0,STG
4996,Allpipe Engineeri...,ALLPIPE ENGINEERI...,2008,"6,425.00",,"5,125.00",STG
5016,GRP Systems Limit...,LoO 08/1098 GRP S...,2008,"6,071.00",,"2,055.00",STG
5018,Northern Ireland ...,NI Autumn Campaig...,2009,"266,675.70",,0,STG
5019,Northern Ireland ...,Christmas Campaig...,2009,"98,376.94",,0,STG
5022,Northern Ireland ...,ROI Autumn Campai...,2009,"431,419.06",,0,STG
5023,Northern Ireland ...,ROI Spring Campai...,2009,"1,359,560.55",,"1,289,467.45",STG
5024,Northern Ireland ...,NI Spring Campaig...,2009,"881,658.03",,"798,056.03",STG
5028,Northern Ireland...,Valentines Campai...,2009,"58,048.86",,0,STG
5031,TES (NI) Limited,LoO 08/0172 TES (...,2008,"5,950.00",,"5,518.00",STG
5032,Greenhill Kitchen...,070987 Greenhill ...,2008,"6,199.00",,"2,488.00",STG
5038,Mckenna Precision...,81144 Mckenna Pre...,2009,"5,928.00",,0,STG
5039,Sam & Lorna Robin...,LoO 08/0746 Sam &...,2008,"5,850.00",,"5,850.00",STG
5040,Mr Paul Quinnell,LoO 08/0579 Mr Pa...,2008,"5,766.00",,"4,146.00",STG
81,Sol-Air Environme...,LoO 07/1150 Sol-A...,2008,"5,000.00",,0,STG
5083,Fleming Agri-Prod...,LoO 08/0408 Flemi...,2008,"5,000.00",,"4,910.00",STG
5085,Sperrin Metal Pro...,LoO 08/0906 Sperr...,2008,"5,000.00",,0,STG
5098,FORTH & FOYLE NI ...,FORTH & FOYLE NI ...,2008,"5,000.00",,0,STG
5133,Millar Savoury Fo...,LoO 08/0010 Milla...,2008,"4,680.00",,0,STG
5139,ICT Awareness,ICT Awareness,2007,"1,063,000.00",,"416,235.67",STG
5178,Envirowise,07/08 Envirowise,2007,"315,000.00",,"256,695.45",STG
5185,Loretta Gallagher...,LoO 80992 Loretta...,2008,"4,639.00",,0,STG
5216,Telecoms Policy U...,logon-ni,2009,"3,876,109.00",,"909,760.45",STG
5220,Sustainable Energ...,Offshore Wind and...,2009,"286,057.00",,"262,337.00",STG
5257,3M United Kingdom...,Project 3/II Deve...,2007,"130,138.00",,"38,373.60",STG
5258,Trade Mouldings L...,1/I : Development...,2007,"5,230.00",,"3,770.00",STG
5260,NI Screen Commiss...,LoO 08/0183 North...,2008,"3,422,385.00",,"2,431,590.00",STG
5261,Design Developmen...,Design Service,2007,"4,300,000.00",,"1,130,855.52",STG
5267,McCloskey Interna...,Project Jaw 12/1...,2008,"231,469.00",,"185,358.79",STG
68,Almac Discovery L...,Almac Discovery L...,2008,"6,108,000.00",,"1,943,982.30",STG
5270,Warner Chilcott U...,Warner Chilcott U...,2007,"1,765,392.00",,"563,890.17",STG
5272,Project 1/11 10G/...,Project 1/11 10G/...,2008,"249,955.00",,"169,430.60",STG
5276,Icemos Technology...,Project #2 : Conf...,2008,"250,000.00",,"220,727.49",STG
5277,McCloskey Interna...,13/11: Project Co...,2008,"230,650.00",,"200,766.31",STG
5279,Tyrone Bricks Lim...,Project 3/11 Deve...,2007,"151,510.00",,"105,508.72",STG
5280,Consilium Technol...,5/11 Development ...,2007,"201,433.00",,"152,851.59",STG
5281,RFD Beaufort Ltd,Project 5/11 Mari...,2007,"250,000.00",,"206,354.80",STG
5286,Norbrook Laborato...,5/11 Development ...,2007,"212,481.00",,"84,914.05",STG
5291,3M United Kingdom...,Project 2/11 No7 ...,2007,"110,969.00",,"77,800.76",STG
5297,Finrone Ltd,Project 2/11,2007,"230,379.00",,"177,370.13",STG
5306,Axellis Medical T...,Project 3/11,2008,"249,361.00",,"100,546.18",STG
5309,The Queens Univer...,HEIF 2,2007,"1,353,987.00",,"388,003.59",STG
5312,Controlled Electr...,Project 3/11 Vide...,2008,"249,940.00",,"179,065.86",STG
5313,Bombardier Aerosp...,Bombardier Aerosp...,2007,"98,915.00",,"80,293.88",STG
17,Kainos Software L...,Project 3/11 Spee...,2007,"168,814.00",,"100,472.10",STG
5327,McLernon Computer...,Mclernon Computer...,2007,"154,500.00",,"75,610.88",STG
5328,Replify LTD,Replify Compete 1...,2007,"95,000.00",,"62,609.39",STG
5347,Andor Technologie...,Andor Technologie...,2008,"250,000.00",,"93,120.52",STG
5348,John Thompson & S...,John Thompson & S...,2007,"15,000.00",,"11,046.68",STG
5349,Heat Energy & Ass...,Heat Energy & Ass...,2007,"165,433.00",,"51,494.18",STG
5354,ICS Computing Ltd...,Project 9/11 Soft...,2008,"197,000.00",,"59,829.89",STG
5357,Bombardier Aerosp...,ST272 Bombardier ...,2007,"102,408.00",,"17,267.40",STG
5358,Trade Mouldings ;...,Project 1/11 Deve...,2008,"36,852.00",,"30,114.40",STG
5363,Pollock Lifts Lim...,Project 5/11 2 Me...,2008,"86,926.00",,"47,985.98",STG
5368,QM3 Innovation,Project 1/1: Duke...,2008,"15,000.00",,"14,750.00",STG
5380,Macrete Ireland L...,Project 6/11 Deve...,2008,"200,325.00",,"49,527.71",STG
5381,Andor Technology ...,Andor Technology ...,2008,"112,008.00",,"53,712.82",STG
5385,Valpar Industrial...,Valpar Industrial...,2007,"14,328.00",,"10,874.69",STG
5386,Evron Foods Ltd,Project 11/11 Glu...,2007,"66,509.00",,"49,677.08",STG
387,Sensor Technology...,Sensor Technology...,2007,"81,424.00",,"49,073.72",STG
5388,Crossbows Optical...,Project 6/11 Meta...,2007,"50,218.00",,"28,803.95",STG
5396,Crossen Engineeri...,Project 1/11 Reco...,2008,"105,636.00",,"13,245.56",STG
5397,SB Chemicals Ltd,SB Chemicals,2007,"15,000.00",,"11,248.50",STG
5398,Crossen Engineeri...,Project 1/1 Recon...,2007,"8,425.00",,"3,937.69",STG
5400,Wilson's Country ...,Wilson's Country ...,2008,"15,000.00",,"11,644.50",STG
5403,Electro Automatio...,Project 1/1 The B...,2008,"13,266.00",,"10,436.77",STG
5404,CK International ...,CK International ...,2008,"8,990.00",,"7,304.76",STG
5408,Wireless Fibre Sy...,Wireless Fibre Sy...,2008,"15,000.00",,"12,000.00",STG
5422,Industrial Resear...,Industrial Resear...,2008,"14,985.00",,"8,848.35",STG
5424,Advanced Sensors ...,Project 1/1 Water...,2008,"11,704.00",,"8,430.00",STG
5427,Lucid Interactive...,Project 1/1 Lucid...,2008,"10,087.50",,"5,905.00",STG
5430,TG Eakin Ltd,TG Eakin Ltd (Com...,2008,"13,324.00",,"9,803.35",STG
5439,Silansys Semicond...,Silansys Semicond...,2007,"10,000.00",,"7,346.12",STG
5441,Tyrone Fabricatio...,Tyrone Fabricatio...,2007,"15,000.00",,"9,745.00",STG
468,Redrock Engineeri...,Project 5/1: TH29...,2008,"15,000.00",,"3,811.43",STG
5469,NI Screen Commiss...,LoO 08/0185 North...,2008,"7,079,226.00",,"5,272,651.00",STG
5470,Smiley Monroe,Smiley Monroe (Co...,2008,"12,900.00",,"9,034.91",STG
5472,Potter Cowan & Co...,Project 1/1 To de...,2007,"11,360.00",,"9,166.41",STG
5474,Turbine Developme...,Turbine Developme...,2008,"11,300.00",,"6,450.00",STG
5476,Anaeko,NISINE,2009,"15,000.00",,0,STG
5478,PPI Ltd,PPI Ltd (Compete ...,2008,"11,868.00",,"3,886.48",STG
5485,B9 Energy,Global Wind Allia...,2009,"249,400.00",,"27,744.96",STG
5488,NI Electricity,Smart Grids Scopi...,2009,"15,000.00",,"15,000.00",STG
5494,NC Engineering (H...,NC Engineering (H...,2008,"15,000.00",,"7,034.40",STG
5519,WD Meats,WD Meats 06/04/20...,2007,"96,452.00",,"93,922.00",STG
5531,BMC Engineering L...,05/03/2008 BMC En...,2008,"27,869.00",,"3,473.00",STG
5557,Nicobrand Ltd,Nicobrand Ltd,2007,"13,806.00",,"8,287.00",STG
5559,Moore Concrete Pr...,Project 3/1 Devel...,2008,"14,367.00",,"9,204.66",STG
5560,Collaborative Net...,Collaborative Net...,2008,"50,000.00",,"1,931.70",STG
61,Collaborative Net...,Collaborative Net...,2007,"80,000.00",,"55,554.24",STG
5566,Muldoon Transport...,Project 3/I: Proj...,2008,"13,712.00",,"9,710.14",STG
5580,Moyfab Engineerin...,Project 3/1: Auto...,2008,"13,349.00",,"7,532.09",STG
5582,Omiino Ltd (Compe...,Omiino Ltd,2008,"14,550.00",,"9,350.00",STG
5583,Norbrook Laborato...,Project 6/11,2007,"219,404.00",,"35,077.38",STG
5585,DETI - European P...,LED - Selection P...,2009,"39,509.10",,"39,477.76",STG
5587,Mivan Ltd,Project 1/1: Miva...,2008,"7,803.00",,"5,289.00",STG
5592,James Leckey Desi...,Project 7/11 Kit ...,2008,"228,694.00",,"84,772.67",STG
5593,Cocoon (Europe) L...,Cocoon (Europe) L...,2007,"45,000.00",,"38,552.19",STG
5594,Radius Plastics L...,Project 3/1 Stuct...,2008,"7,713.00",,"2,309.00",STG
5596,Cool It Refrigera...,Cool It Refrigera...,2007,"45,000.00",,0,STG
5603,B9 Energy,B9 Energy CN10103...,2008,"15,000.00",,"15,000.00",STG
5620,Bombardier Aerosp...,ST271 Next Genera...,2008,"2,248,148.00",,"536,499.56",STG
5621,CONTROLLED ELECTR...,CONTROLLED ELECTR...,2008,"149,790.00",,"128,244.88",STG
5638,Wireless Fibre Sy...,ST291 Wireless Fi...,2008,"374,000.00",,"178,917.59",STG
5640,Energy Markets,Common Arrangemen...,2009,"40,000.00",,"40,000.00",STG
5644,University of Uls...,Project Title: Oc...,2008,"75,707.00",,"19,958.36",STG
5645,Valpar Industrial...,6/I Valpar Indust...,2008,"14,931.00",,"10,494.14",STG
5648,S B Chemicals,7/11 Food Industr...,2008,"179,688.00",,"70,800.55",STG
5653,Sustainable Energ...,Sustainable Energ...,2009,"69,650.00",,"69,648.98",STG
5654,Linton & Robinson...,LINTON & ROBINSON...,2008,"14,494.00",,"12,871.00",STG
5656,Northern Ireland ...,ROI Gateway Campa...,2009,"1,152,090.06",,0,STG
5660,University of Uls...,POC3A Nanoscale S...,2008,"81,316.00",,"34,989.91",STG
5661,University of Uls...,PoC 2A: Glutathlo...,2008,"74,343.00",,0,STG
5662,University of Uls...,University of Uls...,2008,"1,211,101.00",,"167,146.40",STG
5663,Francis Collins B...,Project SMN108-01...,2008,"31,278.00",,"27,235.25",STG
5664,FSL Electronics L...,FSL Electronics L...,2008,"105,884.00",,"8,981.68",STG
5665,Traffic Observati...,SMNI07-015 MIDS A...,2007,"44,903.25",,"37,680.58",STG
5666,O'Kane Poultry,O'Kane Poultry Co...,2008,"15,000.00",,"12,056.71",STG
5667,University of Uls...,Personalised Medi...,2008,"77,000.00",,0,STG
668,Crew mouldings Lt...,SMNI08-004-Innova...,2008,"45,000.00",,"24,712.48",STG
5669,Ion Technologies ...,Ion Technologies ...,2008,"11,533.00",,"8,663.63",STG
5670,Finlay Hydrascree...,Finlay Hydrascree...,2008,"70,409.00",,"55,301.36",STG
5675,IBC Trading Ltd,SMNI07-003-Guitar...,2007,"25,095.00",,"18,341.70",STG
5676,Limvady Gear,Limavady Gear (Co...,2008,"235,239.00",,"106,646.56",STG
5679,J Wilson Agricult...,SMN107-005-Eco Fr...,2007,"43,070.25",,"31,856.26",STG
5681,Northern Ireland ...,NI SCREEN 07/08,2007,"2,500,000.00",,"2,077,176.00",STG
5682,NI Screen 060927,NI Screen 060927,2007,"1,400,000.00",,"1,351,431.00",STG
5685,DETI Sustainable ...,Renewable Electri...,2009,"90,050.00",,"80,055.00",STG
5690,Muldoon Transport...,Muldoon Transport...,2008,"138,467.00",,"101,155.96",STG
5691,Moyle Engineering...,SMN107-012-Develo...,2007,"42,596.25",,"37,431.88",STG
5692,Huhtamaki (Lurgan...,Huhtamaki (Lurgan...,2008,"97,808.00",,"38,320.78",STG
5697,QM3 Innovation Lt...,QM3 Innovation Lt...,2008,"231,936.00",,"42,925.90",STG
5700,Mr Jarlath Quinn,SMNI07-034-Free-s...,2008,"37,481.25",,"35,105.10",STG
5701,Redrock Engineeri...,Redrock Engineeri...,2008,"235,000.00",,"23,344.44",STG
708,Sanyx Internation...,SMNI07-036- The d...,2008,"45,000.00",,"26,725.59",STG
5711,Worldclass.com,SMNI08-003-Worldc...,2008,"45,000.00",,"16,113.75",STG
5715,CashTrail,SMNI08-013-Fundvi...,2008,"45,000.00",,"45,000.00",STG
5717,PoC 37A Queens Un...,Diagnostic Kits t...,2008,"65,312.00",,"34,809.73",STG
5719,InspecVision Ltd,SMNI08-001-3D Ben...,2008,"36,856.50",,"11,772.20",STG
5724,"CapnaDSP ECIT, Sc...",SMNI08-012-OwenFP...,2008,"37,154.25",,"10,919.67",STG
5729,Arttoo Innovation...,SMNI07-047-Intell...,2008,"38,356.50",,"30,139.28",STG
5731,Trade Mouldings L...,Trade Mouldings L...,2008,"6,440.00",,"4,460.00",STG
5735,Telestack Ltd,090083 - Telestac...,2009,"18,325.00",,"13,702.00",STG
5736,Yellow Jersey Com...,SMNI07-018-Online...,2007,"44,250.00",,"23,435.63",STG
5741,D-Stone Ltd,SMNI08-010-Stone ...,2008,"45,000.00",,"10,972.09",STG
5744,Devine and Associ...,SMNI07-046-Protot...,2008,"42,787.50",,"35,003.50",STG
5746,Soltex Global Ltd...,SMNI07-048-Remove...,2008,"45,000.00",,"14,646.23",STG
5747,EEIPS 2009/10,EEIPS 2009/10,2009,"1,740,000.00",,"327,387.57",STG
5750,Tony Mooney / The...,SMNI07-027-theone...,2008,"45,000.00",,"42,834.60",STG
752,Business Informat...,Business Informat...,2009,"320,000.00",,"206,366.25",STG
5763,Yaxeka,SMNI07-028-Cdotdo...,2008,"44,370.75",,"30,842.45",STG
5768,EOverl Ltd,SMNI07-009-Enterp...,2007,"44,287.50",,"43,296.96",STG
5769,Queens University...,A Sustainable Mar...,2008,"81,973.00",,0,STG
5770,Queens Univeristy...,PoC17A Applicatio...,2008,"80,287.00",,"25,279.96",STG
5771,Queens University...,PoC19A Effective ...,2008,"81,960.00",,"9,440.13",STG
5772,Fable Multimedia ...,SMNI08-31-iCanDoM...,2008,"25,480.00",,0,STG
5774,Katch UP!,SMNI07-035-Traini...,2008,"45,000.00",,"30,854.27",STG
5794,University of Uls...,PoC6A Integrated ...,2008,"78,511.00",,"9,902.49",STG
5796,University of Uls...,PoC7A Intestinal ...,2008,"70,340.00",,0,STG
5808,University of Uls...,POC 11A 3D Woven ...,2008,"76,734.00",,"8,126.03",STG
5812,Envirowise 09/10,Envirowise 09/10,2009,"640,000.00",,"368,279.31",STG
5820,Almac Sciences Li...,Almac Sciences Li...,2009,"40,000.00",,"10,000.00",STG
5823,Queens University...,PoC12A Turbocharg...,2008,"71,331.00",,0,STG
5824,Windell Ltd Compe...,Windell Ltd,2008,"196,920.00",,"82,165.97",STG
825,Queens University...,A Prototype Organ...,2008,"65,289.00",,"5,626.81",STG
5827,Queens University...,PoC13A MUSA: A Mu...,2008,"76,374.00",,"21,420.67",STG
5828,Queen's Universit...,PoC14A Hydrophobi...,2008,"76,064.00",,"13,875.91",STG
5830,Queens University...,Polymeric Micropr...,2008,"73,817.00",,"9,163.99",STG
5833,Queens University...,PoC15A A Sustaina...,2008,"81,973.00",,"9,626.59",STG
5837,Queens University...,PoC 23A A Synthet...,2008,"80,122.00",,"16,191.21",STG
5838,Queens University...,PoC18A Schottky D...,2008,"81,776.00",,"7,647.38",STG
5839,Queens University...,A Novel Pre-Fille...,2008,"80,416.00",,"14,042.82",STG
5849,Queen's Universit...,Biosettler Protot...,2008,"81,979.00",,"27,914.45",STG
5851,Queens University...,PoC38A Pain free ...,2008,"80,217.00",,0,STG
5852,Queens University...,PoC 35A:Developme...,2008,"76,996.00",,"27,811.74",STG
5853,Queens University...,PoC 26A Signature...,2008,"78,819.00",,"8,996.91",STG
5854,Queens University...,POC34A - WIMAX Th...,2008,"81,468.00",,"13,254.92",STG
5855,Queen's Universit...,PoC 48A - Homochi...,2008,"76,632.00",,"5,477.53",STG
5856,Queens University...,PoC27A: Developme...,2008,"78,746.00",,"6,983.86",STG
858,Queens University...,PoC 44A Saturn - ...,2008,"70,863.00",,0,STG
5861,Queens University...,PoC28A Photodynam...,2008,"74,319.00",,"6,693.75",STG
5862,Queens University...,PoC 46A Exploitin...,2008,"79,532.00",,"24,572.70",STG
5865,Queens University...,POC33A Microwave ...,2009,"81,862.00",,"17,393.30",STG
5868,Queens University...,POC47A An Improve...,2009,"71,663.00",,"6,316.03",STG
5882,Queens University...,PoC29A Rapid dete...,2008,"80,360.00",,"22,442.95",STG
5883,Queens University...,PoC40A Infection ...,2008,"81,223.00",,"18,390.61",STG
5885,Rapid Internation...,Rapid Internation...,2008,"15,000.00",,"9,161.62",STG
5888,Queens University...,PoC 42A Generatio...,2008,"73,348.00",,"14,561.84",STG
5890,Inspecvision Limi...,Inspecvision Limi...,2008,"194,681.00",,"23,615.41",STG
5898,Intune Networks B...,Intune Networks L...,2008,"250,000.00",,0,STG
5902,Intune Networks B...,Intune Networks L...,2008,"250,000.00",,0,STG
5916,Audio Processing ...,RD1208040 APT LTD...,2009,"263,628.00",,"73,064.45",STG
5924,Cunningham Covers...,Cunningham Covers...,2009,"29,506.00",,"3,952.25",STG
5942,Electronic & Secu...,Electronic & Secu...,2009,"20,800.00",,0,STG
51,Kingspan Renewabl...,Kingspan Renewabl...,2008,"205,986.00",,"39,986.93",STG
5953,Nifty Nosh RD0309...,RD0309136 - Thin ...,2009,"34,480.00",,"15,739.04",STG
5970,Mivan Ltd,Project 1/II: Miv...,2008,"57,874.00",,"23,726.73",STG
5974,Moyfab Engineerin...,Moyfab Engineerin...,2008,"198,255.00",,"9,390.40",STG
5977,Traceal,Tracel - Smart Aw...,2008,"45,000.00",,0,STG
5985,Titan IC Systems ...,smn107-0420Regual...,2008,"45,000.00",,"25,201.94",STG
6006,He-Shi Enterprise...,He-Shi Enterprise...,2009,"8,625.00",,"2,350.00",STG
6010,Gabriel Bradley,SMN108-022-Task M...,2008,"44,957.25",,0,STG
6015,Crossgar Meats Lt...,Crossgar Meats Lt...,2009,"33,000.00",,"8,250.00",STG
6017,Telestack LTD,Telestack LTD Gra...,2009,"55,724.00",,"39,518.52",STG
6029,Michelin Tyre Plc...,Michelin Tyre Plc...,2009,"610,240.00",,"409,158.56",STG
6039,Northern Engineer...,Northern Engineer...,2008,"45,000.00",,0,STG
6047,Sisaf Ltd,Project 1/I Topic...,2008,"15,000.00",,"9,951.00",STG
6048,Sengenia Ltd,SMN107-013-Fibre ...,2007,"41,770.50",,"33,298.46",STG
6052,Streamon.net Ltd,PROJECT 2/1 Strea...,2008,"10,814.00",,"7,169.50",STG
2,Larsen Manufactur...,Project 4/II Deve...,2008,"91,798.00",,"28,010.94",STG
6078,Copper Industries...,Project 3/I To De...,2008,"8,348.00",,"6,956.52",STG
6083,B & H Materials H...,090102 B & H MATE...,2009,"12,175.00",,"12,175.00",STG
6101,Lynn's Country Fo...,The Finnebrogue V...,2009,"14,220.00",,"5,369.00",STG
6227,Northern Ireland ...,NI & ROI Autumn C...,2010,"1,336,589.00",,0,STG
6238,General Cabins an...,Project 1/I Desig...,2008,"12,977.00",,"9,040.89",STG
6244,Audio Processing ...,Project 6/I Broad...,2008,"14,998.00",,"3,163.77",STG
6258,Wrightbus Ltd,Project 7/II Micr...,2008,"76,512.00",,"14,089.68",STG
6264,MSO Cleland Ltd,Project 4/1 Brand...,2008,"12,560.00",,"4,742.59",STG
6271,COMPETE 1/I - FOI...,F O I S LTD,2008,"8,717.00",,"4,288.09",STG
6284,Munster Simms Eng...,Project 10/II Int...,2008,"167,293.00",,"4,318.23",STG
6288,BMI Trailers Ltd,Project 2/II Fast...,2008,"129,718.00",,"6,625.61",STG
6464,Precision pProces...,09/BIA/02 Precisi...,2009,"24,000.00",,"9,000.00",STG
6474,Seagoe Technologi...,Project 2/I Devel...,2008,"14,302.00",,"11,808.00",STG
6478,CK International ...,Project 1/II Deve...,2008,"169,562.00",,"9,398.17",STG
6485,Trade Mouldings L...,RD0109071 - Curve...,2009,"37,557.00",,"27,489.15",STG
6488,Advanced Sensors ...,RD0209096 - Water...,2009,"124,351.00",,"61,302.60",STG
6498,Biocolor Ltd,Project RD1208007...,2009,"39,375.00",,"8,481.14",STG
6501,Biocolor Ltd,RD1208006 - Mamma...,2009,"39,375.00",,"7,282.12",STG
6503,Eyespyfx,RD1208039 - icyUC...,2009,"33,413.00",,"4,476.60",STG
6506,Lucid Interactive...,RD1208041 - Lucid...,2009,"106,979.00",,"25,431.37",STG
6527,Belfast Aircraft ...,RD0309157 - Knowl...,2009,"69,991.00",,"9,076.00",STG
6552,Industrial Resear...,RD0109084-Tooth B...,2009,"112,185.00",,"31,564.10",STG
6557,Soltex Global Ltd...,RD0109091,2009,"18,208.00",,"4,791.18",STG
6581,Sharman D Neill L...,RD0209114-Matrix ...,2009,"10,400.00",,"4,621.99",STG
6587,Delta Print and P...,RD0309135 - Barri...,2009,"23,682.00",,"14,338.89",STG
6600,EG. Information C...,RD0109062 - Devel...,2009,"9,540.00",,"8,593.55",STG
6605,Mr Brian and Ms J...,LoO 09/0005 Mr Br...,2009,"10,725.00",,"1,590.00",STG
6606,Global Vetting Lt...,LoO 09/0488 Globa...,2009,"15,395.00",,"8,038.00",STG
6609,Three Software Lt...,RD0109089 Three S...,2009,"39,842.00",,"25,593.44",STG
11,Opt to Vote,RD0109060 - PI/PV...,2009,"20,738.00",,"13,340.01",STG
6617,Biomass CHP LTD R...,BIOMASS CHP LTD R...,2009,"8,105.00",,"3,720.59",STG
6618,Datos Professiona...,RD0109088 - Seaso...,2009,"41,039.00",,"8,209.78",STG
6619,Kelvatek Limited,05/06/09 Kelvatek...,2009,"70,748.00",,"9,524.60",STG
6636,Robert Patterson ...,RD0509211 - Stora...,2009,"38,400.00",,"1,922.11",STG
6640,09/10 NISP,09/10 NISP,2007,"356,014.00",,"96,990.74",STG
6646,Digestors Silos ...,RD0409169 - Devel...,2009,"55,424.00",,"4,221.70",STG
6649,CDE Ireland Ltd,09/ 101052421 CDE...,2009,"15,750.00",,"15,750.00",STG
6659,Randox Laboratori...,RD1208030 - The p...,2009,"461,300.00",,"29,377.97",STG
6662,Randox Laboratori...,RD1208031 - The D...,2009,"1,756,800.00",,"173,743.53",STG
6885,Arcatech Ltd,Project 1/I Devel...,2008,"15,000.00",,"6,893.50",STG
6888,Nacco Materials H...,09/07/2009 Nacco ...,2009,"650,044.00",,"75,335.08",STG
6890,Heartsine Technol...,16/06/2009 Hearts...,2009,"34,170.00",,"2,267.58",STG
