,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S10247,ESR,Tietotekniikkaa liiketoiminnan tukena,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.5.2008,30.6.2011,Lahden tiede- ja yrityspuisto Oy,112 788,80 386,153 182,109 175,535 446,209 511
S10273,ESR,Kolumbus - Loimaan seutukunnan rakennetyöttömyyshanke,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.10.2008,30.9.2011,Loimaan Seudun Työkeskuksen Tuki ry.,73 940,27 026,64 697,23 648,447 000,68 358
S10317,ESR,Alkavien yrittäjien neuvonta Kanta-Hämeessä,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.4.2008,28.2.2010,Hämeen työ- ja elinkeinokeskus,140 827,130 927,211 241,196 391,352 068,327 318
S10324,ESR,HoivaRekry,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.4.2008,31.12.2010,Helsingin yliopiston Koulutus- ja kehittämiskeskus Palmenia,107 994,27 058,119 591,24 450,427 894,85 340
S10338,ESR,Muutosvoimaa vanhustyön osaamiseen,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.2.2008,31.12.2010,Laurea - ammattikorkeakoulu,218 960,59 752,197 040,53 777,855 296,160 069
S10358,ESR,YTYÄ,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.1.2008,31.12.2010,"Tampereen yliopisto, opettajankoulutus, luokanopettajakoulutus",185 290,80 612,174 615,75 968,753 515,218 658
S10364,ESR,"Arbetsprocesser, distansarbete och kvalitet - utvecklande av den kommunala förvaltningen i Åboland",Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.11.2008,31.10.2011,Väståbolands stad,162 794,18 866,142 445,16 508,495 500,47 169
S10069,ESR,NUORTEN TUETUT OPINPOLUT -OHJELMA / KANTA-HÄME 2008-2011,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.8.2008,30.6.2011,Sosiaalikehitys Oy,157 800,76 783,195 800,95 273,856 500,212 846
S10076,ESR,Yritysten ensiaskeleet Turun seudulla III,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.7.2008,31.12.2011,Turun seudun kehittämiskeskus,55 000,22 848,48 125,19 992,192 500,57 488
S10099,ESR,Palvelujärjestelmien kehittäminen työvoiman saatavuuden turvaamiseksi,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.5.2008,31.12.2013,Varsinais-Suomen TE-keskus,204 079,54 646,306 118,81 969,1 339 610,136 615
S10116,ESR,Työnäky,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.4.2008,31.12.2010,Päijät-Hämeen koulutuskonserni / Koulutuskeskus Salpaus,88 693,50 332,90 986,52 406,365 854,125 109
S10117,ESR,TEOT - Työelämäosaamisella oppimistuloksiin,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.2.2008,31.8.2010,Etelä-Karjalan koulutuskuntayhtymä,191 579,55 839,196 626,57 310,593 500,175 814
S10017,ESR,Tervetuloa Saloon! - palvelu muuttajille ja työnhakijoille,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,3.4.2008,31.3.2011,"Salon kaupunki, Kehittämis- ja elinkeinotoimi",100 237,38 398,87 709,33 599,281 960,95 997
S10023,ESR,Maahanmuuttajien ohjaus yrittäjyyteen,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2008,31.12.2010,"Cursor Oy, Kotkan-Haminan seudun kehittämisyhtiö ",168 462,77 963,131 538,60 874,553 179,195 871
S10024,ESR,"Monimuotoisempi Kaakkois-Suomi, MOKS II",Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2008,28.2.2010,"Työväen Sivistysliitto, TSL ry",139 548,119 580,189 323,162 233,348 871,281 813
S10025,ESR,Teknologia- ja osaamispohjaisen yritystoiminnan valmennus,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2008,31.12.2010,Lappeenranta Innovation Oy,373 495,142 430,381 105,151 419,967 554,373 236
S10031,ESR,Dynamo,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.4.2008,31.3.2011,Lahden kaupunki nuorisopalvelut,398 040,165 479,324 460,135 214,993 300,407 246
S10034,ESR,Forssan seudun klusteriohjelma,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.4.2008,28.2.2011,Forssan Seudun Kehittämiskeskus Oy,329 120,58 867,350 880,62 759,845 300,224 726
S10036,ESR,Verkostosta Voimaa -projekti,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.4.2008,31.3.2011,Hartolan kunta,176 444,129 928,176 444,129 928,772 770,324 820
S10037,ESR,Luovat alat Kotka-Hamina -ohjelma,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2008,31.12.2011,Cursor Oy,345 843,26 333,294 157,22 397,860 000,60 255
S10040,ESR,Tulevaisuuden innovatiivinen metalliteollisuus (TIME),Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.5.2008,30.4.2012,Lappeenrannan teknillinen yliopisto,228 724,69 645,300 976,91 645,697 698,215 882
S10043,ESR,Digitaaliset sisällöt,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2008,30.10.2011,Kouvola Innovation Oy,491 173,153 550,588 703,197 890,1 227 934,374 598
S10064,ESR,Ohjausta ammattiin,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.8.2008,30.6.2011,Hämeenlinnan seudun koulutuskuntayhtymä / Koulutuskeskus Tavastia,90 161,21 297,101 432,23 960,391 142,83 209
S10013,ESR,Maahanmuuttajaresurssit käyttöön!,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.5.2008,29.2.2012,Lappeenrannan Seudun Yrityspalvelut Oy,235 600,180 932,64 400,49 456,1 113 875,405 678
S10015,ESR,Kunnon kate - yrittäjien työssäjaksaminen kilpailukyvyn parantamiseksi,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,21.4.2008,31.3.2011,Päijät-Hämeen koulutuskonserni-kuntayhtymä / Lahden ammattikorkeakoulu/ Innovaatiokeskus,154 070,51 363,189 502,62 550,385 174,140 708
S10016,ESR,"ALIPI, Alueellinen integraatiopalvelupiste (Regional Integration Service Point)",Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.4.2008,31.3.2011,"Lahden kaupunki, sosiaali- ja terveystoimi",242 972,85 272,133 908,47 627,607 430,214 354
S10679,ESR,Asiantuntijat pk- yritysten tukena,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.6.2008,31.12.2013,Kaakkois-Suomen-Suomen TE-keskus,194 000,14 881,257 000,19 714,1 486 000,34 595
S10680,ESR,Innovaatioyliopiston yrityshautomotoiminnan kehittäminen - START UP CENTER RUOHOLAHTI,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,HSE Pienyrityskeskus,336 602,30 069,130 360,11 645,1 275 796,41 714
S10685,ESR,Raaseporin yrityshautomo,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Raaseporin elinkeinokeskus Oy,64 386,17 086,25 039,6 644,264 150,42 716
S10687,ESR,Innoplaza,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Metropolia Ammattikorkeakoulu Oy,171 411,43 587,171 855,43 589,428 527,112 880
S10698,ESR,Länsi-Uudenmaan tuotanto- ja teknologiahautomo,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Länsi-Uudenmaan Yrityshautomo Oy,163 600,65 387,65 400,26 433,409 000,148 949
S10703,ESR,Silta -maahanmuuttajanuorten tukeminen ja ohjaaminen,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.9.2008,31.12.2010,Vantaan kaupunki,55 199,13 730,41 399,10 297,246 912,24 027
S10704,ESR,Uudenmaan Nuorten Ohjaus UNO,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.1.2009,31.5.2011,Keski-Uudenmaan koulutuskuntayhtymä - Keuda,134 730,11 792,163 270,14 290,672 400,37 849
S10706,ESR,Amiedu Yrityskehittämö,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,"Ami-säätiö, Amiedu",60 525,3 942,38 503,2 508,298 235,11 957
S10708,ESR,Ennakoiva Häme,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.11.2008,31.10.2010,Hämeen työvoima- ja elinkeinokeskus,66 767,31 920,100 151,47 880,291 498,79 800
S10634,ESR,Maaseutuyrityshautomo Uusimaa Nyland,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,ProAgria Uusimaa ry,80 300,3 333,29 975,1 248,200 750,8 934
S10636,ESR,Yhteinen elämä,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.10.2008,31.12.2010,Suomen Kirkon Seurakuntaopiston Säätiö,171 886,45 919,199 354,53 257,765 000,99 176
S10637,ESR,Omalle yrittäjäuralle - Maahanmuuttajien yrittäjyyden edistämisen hanke,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2008,31.12.2010,Diakonia-ammattikorkeakoulu Oy,86 530,15 799,129 795,23 699,216 325,39 498
S10638,ESR,Hyvinvointialan yrityshautomo,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Laurea-ammattikorkeakoulu Oy,84 841,32 625,27 711,10 656,343 921,43 281
S10639,ESR,Travel Park - Matkailualan yrityshautomo,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Haaga Instituutti-säätiö/ Haaga-Perho,177 540,40 018,134 010,30 230,443 850,83 248
S10640,ESR,Monikulttuuriset yrityspalvelut,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Helsingin kaupunki/Talous- ja suunnittelukeskus/Elinkeinopalvelu/NYP yrityspalvelut,245 380,22 260,125 245,11 257,613 450,60 536
S10641,ESR,Työkuntoon,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.12.2008,31.5.2011,Päijät-Hämeen koulutuskonserni/Tuoterengas/Päijät-Hämeen työklinikka,56 492,38 006,64 338,43 285,323 600,96 083
S10645,ESR,Itä-Uudenmaan yrityshautomo,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Kehitysyhtiö Posintra Oy,93 340,11 606,30 835,3 834,386 300,34 991
S10646,ESR,KASVU voimaa kehittyville yrityksille,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.7.2008,31.12.2010,Uudenmaan TE-keskus,686 400,51 363,1 029 600,77 044,3 267 000,128 407
S10647,ESR,YRTY -Yrittämisellä eteenpäin,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Uudenmaan TE-keskus,430 620,138 522,645 930,207 784,1 973 100,346 306
S10648,ESR,Osaamisen ennakoinnilla kasvua,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Uudenmaan TE-keskus,360 000,63 566,540 000,95 350,900 000,158 916
S10651,ESR,Biovoima Innoverkko,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.2.2008,31.12.2010, LAPPEENRANNAN TEKNILLINEN YLIOPISTO,101 890,87 629,108 335,93 172,387 350,198 301
S10655,ESR,Increasing Multicultural Co-working (IMC),Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2008,30.6.2011,"Aalto-korkeakoulusäätiö, Aalto-yliopiston teknillinen korkeakoulu, Koulutuskeskus Dipoli",140 558,21 891,191 463,29 819,632 978,51 710
S10657,ESR,Yrityshautomo Arabus,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,"Helsingin kauppakorkeakoulu, pienyrityskeskus",174 588,5 664,35 216,583,436 470,39 247
S10660,ESR,TULO - Tulevaisuuden logistiikka-,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2008,31.12.2010,TKK Koulutuskeskus Dipoli,163 147,17 270,235 571,24 937,722 423,42 207
S10663,ESR,Menestyvän Bisneksen Villa,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Teknologiakeskus TechVilla Oy,78 244,41 481,58 072,30 787,321 943,91 919
S10666,ESR,"Spinno - START, LAUNCH & GROW",Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Laurea-ammattikorkeakoulu Oy,424 000,51 168,227 700,27 479,1 302 696,109 947
S10667,ESR,Keski-Uudenmaan Yrityspalveluyksikön yrityshautomotoiminta,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Keski-Uudenmaan kehittämiskeskus Oy Forum,229 450,73 422,29 985,9 595,894 286,228 208
S10671,ESR,Bioyrityshautomo,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Helsinki Business And Science Park Oy Ltd  (HBSP),267 200,8 207,292 800,8 994,1 068 750,55 311
S10672,ESR,Työpoolin työvoiman kohdanta,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2008,31.12.2010,Posintra Oy,62 138,31 334,66 242,33 403,265 100,74 570
S10742,ESR,Sukupolvenvaihdosten edistäminen ja nuorten yritysten kehittäminen Kanta-Hämeessä,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.11.2008,31.12.2011,Hämeen Työvoima- ja elinkeinokeskus,97 600,16 705,146 400,25 058,380 000,41 763
S10743,ESR,Sukupolvenvaihdosten edistäminen ja nuorten yritysten kehittäminen Päijät-Hämeessä,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.11.2008,31.12.2011,"Hämeen työvoima- ja elinkeinokeskus, yritysosasto",142 000,26 237,213 000,39 356,571 000,65 593
S10748,ESR,MOMA Monikulttuurisuus on mahdollisuus,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.2.2009,30.6.2011,Turun Aikuiskoulutussäätiö / Turun Aikuiskoulutuskeskus,66 467,5 210,89 952,7 051,246 438,12 261
S10756,ESR,Pienetkin pinnalle - Mikroyritykset hyvinvointiin Varsinais-Suomessa,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,9.2.2009,29.2.2012,Varsinais-Suomen Yrittäjät ry,44 760,13 852,67 140,20 778,317 500,34 630
S10766,ESR,TUTKA,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.2.2009,31.12.2010,Yrityspalvelut HyRi Oy,153 812,5 216,230 718,7 824,384 530,13 040
S10767,ESR,SYMBIO Living Lab,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.9.2009,31.8.2012,HAAGA-HELIA Oy Ab,36 540,0,42 210,0,203 000,0
S10774,ESR,"RYTMI-projekti, Hyvää oloa ja arjen rytmiä heikossa työmarkkina-asemassa olevalle työnhakijalle",Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.10.2008,31.12.2011,"Helsingin yliopisto, Koulutus- ja kehittämiskeskus Palmenia ",69 496,8 617,43 384,5 379,551 688,39 155
S10775,ESR,REKRYTALLI,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.9.2008,31.12.2010,Länsi-Uudenmaan ammattikoulutuskuntayhtymä / Innofocus,370 128,73 336,453 166,88 996,1 253 873,162 332
S10789,ESR,Medios - Osallistuvan median menetelmien ja työkalujen kehittämishanke,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.12.2008,31.3.2011,Metropolia Ammattikorkeakoulu Oy,98 766,12 415,94 348,11 860,530 349,42 788
S10792,ESR,RAKENTAVA YRITTÄJYYS. Yrittäjyyden oppimisen toimintamallin kehittäminen rakennusalalle,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.1.2009,31.12.2011,"Salon seudun koulutuskuntayhtymä, Salon seudun aikuisopisto",36 176,719,19 264,383,125 000,1 102
S10793,ESR,KSAO-Innorail,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2008,31.12.2010,Kouvolan kaupunki / Kouvolan seudun ammattiopisto,72 946,34 168,82 064,38 439,308 350,85 506
S10794,ESR,"ONNI - osaan, opin, onnistun - Maahanmuuttajien osaamisen tunnistaminen ja työllistymisen tukeminen -hanke",Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.1.2009,30.4.2011,Salon seudun koulutuskuntayhtymä/Salon seudun aikuisopisto,24 982,3 881,25 418,3 949,93 556,7 830
S10795,ESR,HOPI- harrastukset opintojen tukena,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2008,31.12.2011,Nuorten Akatemia ry,35 640,16 433,53 460,24 649,237 700,53 211
S10800,ESR,Lean Production Methods - LPM,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.12.2008,31.3.2012,Teknillinen korkeakoulu Lahden keskus,62 391,22 904,65 636,24 095,479 930,46 999
S10818,ESR,OSMOS -osallistava monikulttuurinen sosiaaliohjaus,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2008,31.5.2011,Metropolia ammattikorkeakoulu ,68 025,14 227,77 292,16 165,362 056,32 856
S10824,ESR,VÄYLÄ- työpajakoulu,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.11.2008,31.12.2011,Laptuote-säätiö,104 668,28 308,119 894,32 426,770 577,71 087
