"Koodi","Rahasto","Projektin nimi","Ohjelma / osio","Tl","Viranomainen","Toiminnan tila","Aloituspvm","Päättymispvm","Toteuttajan nimi","Myönnetty,EU-rahoitus","Toteutunut,EU-rahoitus","Myönnetty,valtion,rahoitus","Toteutunut,valtion,rahoitus","Suunniteltu,julkinen,rahoitus,yhteensä","Toteutunut,julkinen,rahoitus,yhteensä"
"A540728","ERDF","Tuotantolaitteiston kehittäminen","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",10/10/08,31/10/10,"KESKI-SUOMEN STUDIO AUDIO OY",1764,949,4236,2279,6000,3228
"A540729","ERDF","Best Line Oy tuotantotilojen laajennus","Itä-Suomi",2,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",13/10/08,30/09/09,"KESKI-SAVON TEOLLISUUSKYLÄ OY",282030,267223,312970,296538,595000,563761
"A540732","ERDF","Huopanankosken koulun lämmitysjärjestelmän muutos, pellettikattila 93 kW.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",09/10/08,31/03/09,"VIITASAAREN KAUPUNKI",1756,1756,2634,2634,4390,4390
"A540733","ERDF","Eläinlaboratorioalan palveluyrityksen käynnistäminen","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/10/08,31/12/10,"MOVET OY",43969,33963,31101,21807,75070,55770
"A540742","ERDF","100 kW:n pellettipoltin.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",08/10/08,30/11/10,"ÄÄNEKOSKEN RK OY",1668,0,2502,0,4170,0
"A540749","ERDF","Kansainvälistymisen kehittäminen Itävallan ja Kroatian alueille.","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",14/10/08,30/06/10,"PROFILE VEHICLES OY",5786,0,3714,0,9500,0
"A540753","ERDF","Kansainvälistymisvalmiuksien parantaminen","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",14/10/08,30/06/09,"SUOMEN TURVALASI OY",8931,6997,13969,10944,22900,17941
"A540756","ERDF","Tuotekehityshanke","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",14/10/08,13/10/10,"SKANVEIR OY",9600,0,14400,0,24000,0
"A540758","ERDF","Kymönkosken koulun lämmitysjärjestelmän muutos, pellettikattila 90 kW.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",09/10/08,31/03/09,"VIITASAAREN KAUPUNKI",1196,1185,1794,1778,14979,14815
"A540759","ERDF","Hakelämpökeskus","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",13/10/08,30/06/10,"KIINTEISTÖ OY TAKALANTIE 3 PUUPPOLAC/O TOMMI MÄKINEN",17968,0,26952,0,44920,0
"A540761","ERDF","Toimitilojen rakentaminen, kone- ja laitehankinnat","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",14/10/08,31/12/15,"STONEL OY",0,0,0,0,0,0
"A540768","ERDF","Lapland Studio Oy:n infrastruktuurin vahvistaminen ja osaamisen kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",15/10/08,30/06/10,"LAPLAND STUDIO OY",74900,0,74900,0,149800,0
"A540769","ERDF","Laiteinvestointi","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",15/10/08,31/12/09,"SELKA-LINE OY",2292,0,3438,0,5730,0
"A540772","ERDF","Biokaasutuslaitteiston valmistustilat.","Pohjois-Suomi",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",15/10/08,31/12/09,"REISJÄRVEN KUNTA",118500,0,118500,0,237000,0
"A540782","ERDF","Tutkimus ruostumattomien terästen särmättävyydestä.","Pohjois-Suomi",2,"Tekes","Toiminnassa",01/08/08,31/12/09,"KEMI-TORNIONLAAKSON KOULUTUSKUNTAYHTYMÄ LAPPIA",110386,42421,76014,29211,186400,71632
"A540803","ERDF","Tuotekehityshanke","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/10/08,30/12/09,"KS-GATE OY",4080,0,6120,0,10200,0
"A540804","ERDF","Kansainvälisen asiakaspohjan laajentaminen.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/10/08,16/10/10,"FINN-JANN HUSKYFARMI OY",20857,5795,4873,1355,25730,7150
"A540805","ERDF","Happy Family Ruka","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/10/08,16/10/10,"HAPPY FAMILY FINLAND OY",97200,58674,97200,39431,223560,113476
"A540815","ERDF","Tuotekehitys ja kansainvälistyminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/10/08,30/08/10,"DIGIFUNDUS OY",25455,0,25455,0,50910,0
"A540818","ERDF","Yrityksen käynnistäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/10/08,31/05/10,"WELLBYTE OY",12350,0,12350,0,24700,0
"A540819","ERDF","Kone- ja laitehankinnat","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/10/08,31/03/10,"VAHTI OY",40500,0,60750,0,101250,0
"A540820","ERDF","Investointihanke","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",17/10/08,01/06/09,"PESUTEKNO OY",15134,15134,9716,9716,24850,24850
"A540823","ERDF","Kansainvälisen markkinoinnin kehittämisohjelma.","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/10/08,31/12/10,"GYMSTICK INTERNATIONAL OY",42640,0,63960,0,106600,0
"A540824","ERDF","Dopamiinianturi","Itä-Suomi",2,"Tekes","Toiminnassa",01/11/08,31/10/10,"KUOPION YLIOPISTO",176198,23939,127802,17363,304000,41302
"A540825","ERDF","Projektinhallinta- ja järjestelmätoimittaja-akatemia","Itä-Suomi",2,"Tekes","Toiminnassa",04/08/08,31/03/10,"SAVONIA-AMMATTIKORKEAKOULUN KUNTAYHTYMÄ",95344,28200,69156,20455,164500,48655
"A540826","ERDF","Prosessi-innovaatioiden tuottamisen teknologiat","Länsi-Suomi",2,"Tekes","Toiminta päättynyt",01/06/08,31/12/08,"TAMPEREEN TEKNILLINEN YLIOPISTOPORIN YKSIKKÖ",63592,63592,80575,80575,144167,144167
"A540834","ERDF","Automaattinen tasohiomakone","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",15/10/08,30/10/09,"JYVÄSKYLÄN TERÄHUOLTO OY",8692,8385,13038,12577,21730,20962
"A540842","ERDF","Laatujärjestelmän rakentaminen ja sertifiointi SFS-EN-ISO 9001 mukaisesti.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/10/08,31/12/09,"OULUN BETONIPORAUS OY",2355,0,2355,0,4710,0
"A540843","ERDF","Jäämaailman avaaminen Napapiirille","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/10/08,30/04/10,"ICE PARK FINLAND OY",6470,780,6470,780,12940,1560
"A540846","ERDF","Marknadsundersökningar inom livsmedelsindustribranschen i Ryssland, Sverige, Norge, Estland och Finland.","Pohjois-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/10/08,19/10/10,"MESMEC OY",12330,0,12330,0,24660,0
"A540852","ERDF","Kiekkotason testauslaitteisto","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",21/10/08,20/10/09,"SELMIC OY",10750,10005,10750,10005,21500,20010
"A540853","ERDF","Seudun matkailun kehittäminen","Itä-Suomi",2,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",21/10/08,31/12/09,"OUTOKUMMUN KAUPUNKI",25081,0,17429,0,42510,0
"A540855","ERDF","Tuotannon kehittämisinvestointi","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",20/10/08,31/12/09,"SEAPACK OY",154228,167687,231342,216276,385570,383963
"A540860","ERDF","Laajennushanke langattomiin tietoliikenneverkkopalvelujen tarjontaan","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",22/10/08,30/04/09,"PALMIONET KY",3480,2961,3480,2771,6960,5732
"A540861","ERDF","Lisätilojen rakentaminen ja konehankinnat.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/11/08,30/06/10,"NURMEKSEN TYÖSTÖ JA TARVIKE OY",182400,54506,182400,54505,364800,109011
"A540862","ERDF","Purunpoistojärjestelmän uusiminen, teollisuushallien kattojej korjaus, lämmitysjärjestelmän muuttaminen kaukolämpöverkostoon.","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",22/10/08,31/10/09,"AARNON PUU OY",5184,6133,7776,6827,12960,12960
"A540873","ERDF","Energiapuukorirakenteet","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",13/10/08,31/12/09,"KULJETUSLIIKE ANO HEIKKILÄ OY",12776,12776,19164,19164,31940,31940
"A540874","ERDF","JOT Asennus Oy:n toiminnan laajentaminen","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/10/08,31/12/10,"JOT ASENNUS OY",61161,61455,49839,0,111000,61455
"A540875","ERDF","Puun NDT","Itä-Suomi",2,"Tekes","Toiminnassa",01/09/08,31/08/11,"KUOPION YLIOPISTO",198687,54892,144113,39814,342800,94706
"A540877","ERDF","Puuntyöstön kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",01/08/08,30/10/10,"KEMINMAAN PUURAKENNE OY",33750,31756,33750,31756,67500,63512
"A540456","ERDF","Kansainvälisen liiketoiminnan kehittäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",19/09/08,31/05/10,"CONLOG OY",20000,0,20000,0,40000,0
"A540458","ERDF","Laatujärjestelmä ISO 9001:2000","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",19/09/08,01/02/10,"AKKUSER OY",2900,0,2900,0,5800,0
"A540462","ERDF","Markkinoinnin, myynnin ja tuotannon kehittäminen.","Pohjois-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",12/06/08,31/12/10,"ISONIEMEN PUUSEPÄNLIIKE OY",11050,0,11050,0,22100,0
"A540465","ERDF","Sukellusrobotti eli ""ROV"" (Remote operate vechile)","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",19/09/08,30/11/08,"ETELÄ-RANNIKON SUKELLUSPALVELU OY",2560,2560,3840,3840,6400,6400
"A540475","ERDF","Tuulivoimalatuotannon laajentaminen","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/09/08,31/10/10,"EKIN MUOVI OY",302499,260386,246501,212185,579471,583042
"A540476","ERDF","Toiminnan laajentaminen","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/09/08,31/08/10,"RST-LAPIT OY",266742,186918,171258,120008,471877,440803
"A540482","ERDF","Toiminnan käynnistäminen","Länsi-Suomi",1,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",22/09/08,31/03/09,"MANUS FACERE FINLAND OY",4356,4345,6644,6627,11000,12893
"A540486","ERDF","Controllertoimintojen kehittäminen ja viennin käynnistämiseen liittyvät toimenpiteet.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/10/08,30/04/10,"FIROTEC OY",14616,0,9384,0,24000,0
"A540492","ERDF","Puutalon CE-merkintä ja tuotesertifikaatin EU-päivitys","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",23/09/08,28/02/10,"LAPPONIA HOUSE OY",8735,17470,8735,0,17470,17470
"A540495","ERDF","Markkinointistrategian luominen ja toteuttaminen sekä ohjelmapalveluinvestointeja","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",23/09/08,01/06/10,"ACTION PARK IVALO OY",45835,44653,45835,0,91670,44653
"A540510","ERDF","Yritys investoi uuteen kalustoon ja hankkii uutta osaamista ulkopuolisen konsultoinnin avulla.","Pohjois-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/09/08,22/09/10,"KIRJAPAINO ANTTI VÄLIKANGAS OY",16400,14338,16400,14337,32800,28675
"A540511","ERDF","Kompostointilaitoksen toiminnan kehittäminen.","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/09/08,30/12/09,"KULJETUS SINKKONEN OY",26920,0,40380,0,67300,0
"A540523","ERDF","Avainhenkilön palkkaaminen liiketoiminnan kehittämiseen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",24/09/08,30/09/09,"CODECRAFT OY",10938,10649,10937,10648,21875,21297
"A540524","ERDF","Ravintolalaivan hankinta","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",24/09/08,30/09/09,"METTI OY",10000,10000,10000,10000,20000,20000
"A540528","ERDF","ERP Lapponia","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",25/09/08,24/09/10,"LAPPONIA HOUSE OY",43375,0,43375,0,86750,0
"A540531","ERDF","Business Intelligence ja DynamicsAX2009","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",25/09/08,31/12/10,"FINN-TACK OY LTD",29092,22421,43638,33631,72730,56052
"A540544","ERDF","Kesäohjelmien kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/09/08,30/09/10,"ÄKÄSKERO NATURE RESORT OY",9510,2447,9510,0,19020,2447
"A540546","ERDF","Toiminnan laajentaminen","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",10/09/08,31/12/09,"KAUNEUTTA SINULLE & LUPA RENTOUTUA OY",4263,0,2737,0,7000,0
"A540550","ERDF","Suojax Oy:n liiketoimintasuunnitelman päivitys ja liiketoiminta-alueiden uudelleen järjestäminen","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",26/09/08,31/12/09,"SUOJAX OY",10400,15158,15600,0,26000,15158
"A540557","ERDF","Uusi Komposiittitehdas","Länsi-Suomi",1,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/10/08,31/12/10,"RUNTECH SYSTEMS OY",417900,369832,577100,0,995000,369832
"A540558","ERDF","Sompio-lehden toiminan ja tuotantoympäristön kehittäminen. Vanhan tuotantoympäristön uusinvestoinnit.","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",29/09/08,31/03/09,"FOURPRESS OY",7820,6292,7820,6291,15640,12583
"A540565","ERDF","Esiselvityshanke.","Itä-Suomi",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",30/09/08,31/08/09,"KAINUUN KESKUSPESULA OY",6060,3106,5940,3044,12000,6150
"A540568","ERDF","Tuotannon laajennus","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",29/09/08,31/12/10,"TEERENPELI YHTIÖT OY",40800,44775,61200,27954,102000,72729
"A540573","ERDF","huoltohalli","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",30/09/08,31/12/09,"PJ-ASENNUS OY",100580,108873,150870,96805,251450,225179
"A540575","ERDF","iGen3- painokone","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",29/09/08,28/09/10,"SOLVER  PALVELUT OY",35328,35328,52992,52992,88320,88320
"A540580","ERDF","Tuotantokapasiteetin lisääminen","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/09/08,31/12/10,"LEIMET OY",99000,0,148500,0,247500,0
"A540582","ERDF","Tehdaslaajennus ja tuotantoteknologian kehittäminen","Etelä-Suomi",1,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",25/09/08,31/07/12,"PEMAMEK OY",118500,296250,177750,0,296250,296250
"A540593","ERDF","Lämmitysjärjestelmä teollisuushalliin, keskuslämmityskontti 250 kW","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",22/09/08,31/05/09,"TEHOVINSSI OY",5840,5840,14160,14160,20000,20000
"A540597","ERDF","Kansainvälisille messuille osallistuminen ja messuesitteet eri kielillä","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/10/08,31/12/09,"OY HONKAMAJAT FINLAND LTD",46250,0,46250,0,92500,0
"A540599","ERDF","Avainhenkilö","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",06/10/08,30/09/10,"PIPE-MODUL OY",23600,20423,5900,0,29500,20423
"A540604","ERDF","Vientivalmiuksien kehittämishanke","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",29/09/08,28/09/10,"SAVATERRA OY",57500,0,57500,0,115000,0
"A540610","ERDF","Kuusamon Hirsitalot Oy:n sähköisen liiketoiminnan kehittämisprojekti.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",02/10/08,05/10/10,"KUUSAMO HIRSITALOT OY",34150,0,34150,0,68300,0
"A540612","ERDF","Savorak -toimintojen kehittäminen","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",02/10/08,31/12/10,"SAVORAK OY",10414,11874,8486,7026,18900,18900
"A540613","ERDF","Kiilauravetokone","Länsi-Suomi",1,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",02/10/08,31/05/09,"PARKANO STEEL OY",11080,11080,16620,16620,27700,27700
"A540615","ERDF","CNC- plasmaleikkauslaiteinvestointi","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",02/10/08,30/06/10,"KETOLAN METALLI OY",10480,6680,15720,10020,26200,16700
"A540624","ERDF","Toiminnan laajentamisinvestointeja","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/04/09,01/04/10,"LAPIN KRASSI OY",23100,0,23100,0,46200,0
"A540626","ERDF","Social engineering ja tietoturvapedagogia","Pohjois-Suomi",2,"Tekes","Toiminnassa",01/06/08,31/12/10,"OULUN YLIOPISTO",144274,74306,144273,33807,288547,108113
"A540628","ERDF","Videran palvelualustan laajennus.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",03/10/08,31/12/11,"VIDERA OY",150000,0,150000,0,300000,0
"A540630","ERDF","Prosessien ja tuotekehityksen kehittäminen","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",02/10/08,31/12/10,"PINTOS OY",14260,0,21390,0,35650,0
"A540631","ERDF","Kansainvälistymishanke","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",03/10/08,30/06/11,"TEKNISERI OY",30465,0,30465,0,60930,0
"A540632","ERDF","Metallityöpajan koneiden nykyaikaistaminen ja päivittäminen.","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",03/10/08,15/02/09,"SUKELLUS VALO OLLILA",3750,3750,3750,3750,7500,7500
"A540636","ERDF","Lähdeveden tuotantolinjan kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",06/10/08,30/11/10,"VEEN WATERS FINLAND OY",12685,0,12685,0,25370,0
"A540641","ERDF","Kehittämisavustus","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/10/08,30/09/10,"VELDON OY",7830,4807,24130,14814,31960,19621
"A540649","ERDF","Energiatehokas lumen teko ja lumetusta säästävä rinteiden kunnostus vinssikoneella.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",07/10/08,30/12/10,"HIIHTOKESKUS HIMOSVUORI OY",32254,18112,93246,52362,125500,70474
"A540650","ERDF","Ohutlevyosien valmistuksen automatisointi","Länsi-Suomi",1,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",10/03/08,31/03/09,"STEELCOMP OY",36935,36935,56335,56335,93270,93270
"A540651","ERDF","Oman vaatemalliston kehittäminen ja kaupallistaminen.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",07/10/08,31/12/09,"TMI VALKYRIAN",5944,3992,3816,1153,9760,5145
"A540654","ERDF","Teräspalvelukeskuksen kone- ja laitehankinnat.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",07/10/08,31/10/10,"KONEKORJAAMO RIIKONEN OY",533941,713242,342809,0,876750,713242
"A540673","ERDF","Silta yrityksen tulevaisuuteen","Itä-Suomi",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",08/10/08,07/10/10,"INFRA SUUNNITTELU OY",29680,0,29680,0,59360,0
"A540682","ERDF","Tuotamntotilainvestointi ja konehankinnat","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",10/10/08,30/09/10,"RAKENNUS JA EKOKOTELO OY",46375,27204,46375,27204,92750,54408
"A540684","ERDF","Tuotannon kehittäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",08/10/08,31/08/09,"RAKENNUS JA ASENNUSPALVELU KUJU OY",20000,20000,20000,20000,40000,40000
"A541129","ERDF","Psykiatristen tautimallien yksikön perustaminen","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",15/11/08,14/11/10,"CEREBRICON OY",150987,0,118153,0,269140,0
"A541132","ERDF","Esiselvitys Suomutunturin alppilajien harjoitttelu- ja kilpailukeskus","Pohjois-Suomi",2,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/11/08,31/12/09,"KEMIJÄRVEN KAUPUNKI",52125,0,52125,0,104250,0
"A541138","ERDF","Rukan Saunamaailma -hanke","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",14/11/08,14/11/10,"TUNTURI-SAUNA OY",237500,93627,237500,93626,566585,223359
