ID,REGION,TITLE,FROM,TO,FUNDING,CURRENCY
10091,Övre Norrland,DINo - Digitala Idéplatser Norr,,,9 820 000,SEK
10100,Övre Norrland,De nordliga kulturtraditionerna - en tillväxtfaktor,,,4 092 631,SEK
10101,Övre Norrland,Plats för hållbar tillväxt,,,7 500 000,SEK
10124,Övre Norrland,Invest in Överkalix,,,2 100 000,SEK
10127,Övre Norrland,Ramprogram för regionala företagsstöd i Västerbottens län,,,75 000 000,SEK
10128,Övre Norrland,Ramprogram för regionalpolitiska företagsstöd 2008,,,25 000 000,SEK
10603,Övre Norrland,Mera skog i norr,,,4 500 000,SEK
10779,Övre Norrland,Industriellt Centrum för datorstödd utveckling,,,3 700 000,SEK
10780,Övre Norrland,Säktekklustret i internationellt säkerhetstekniskt utbyte,,,6 900 000,SEK
10781,Övre Norrland,Nästa Steg,2008-11-01,2011-10-31,2 613 437,SEK
10782,Övre Norrland,Internationalisering av SMF företag i Norrbotten,,,2 700 000,SEK
10783,Övre Norrland,Mötesplats Upplevelseindustrin Piteå,,,3 767 144,SEK
10834,Övre Norrland,City Move Interdesign,,,2 907 000,SEK
10839,Övre Norrland,CIP Västerbotten,,,2 379 668,SEK
10960,Övre Norrland,MCN IO,,,9 451 179,SEK
10961,Övre Norrland,Byggsynkronisering,,,4 000 000,SEK
10979,Övre Norrland,Utvecklingscentrum för värmebehandling,,,3 059 000,SEK
11215,Övre Norrland,TNT - Tänk Nya Tankar,,,7 805 980,SEK
11224,Övre Norrland,Centrum för högpresterande stål - Implementering 2008-2011,,,11 632 000,SEK
11225,Övre Norrland,Invest in Västerbotten,,,13 931 328 ,SEK
11227,Övre Norrland,Ökad tillgänglighet genom strategisk fysisk,,,15 639 000 ,SEK
11232,Övre Norrland,Uppgradering av Hemavan/Tärnaby Airport,,,13 990 000,SEK
11235,Övre Norrland,Utveckling Flyg i norra Norrlands Inland (UFNI),,,615 000,SEK
11238,Övre Norrland,200 år av fred - kreativa näringar i Övre Norrland,,,3 063 397,SEK
11241,Övre Norrland,Invest in Luleå och Piteå,,,7 350 000,SEK
11242,Övre Norrland,"TUUDI, Tillväxt Ur Universitetsdriven Innovation",,,21 000 000,SEK
11245,Övre Norrland,Umevatoriets virutella världar,,,6 270 000,SEK
11247,Övre Norrland,ACANALYS:,,,14 494 741,SEK
11250,Övre Norrland,MemoryLane,,,4 471 012,SEK
11251,Övre Norrland,EntreprenörsCentra,,,1 220 750,SEK
11253,Övre Norrland,Bioenergigårdar i ett nytt landskap,,,13 975 000,SEK
11254,Övre Norrland,DARE - Utvecklingsarena för forskning och entreprenörskap,,,46 893 507,SEK
11256,Övre Norrland,Förstudie - Fjällvägen Saxnäs-Borgafjäll,,,750 000,SEK
11258,Övre Norrland,Gold of Lapland,,,3 800 000,SEK
11264,Övre Norrland,Industriell byggprocessutveckling,,,4 000 000,SEK
11266,Övre Norrland,CMTF,,,28 209 000,SEK
11270,Övre Norrland,GEORANGE,,,11 100 000,SEK
11274,Övre Norrland,"Säkerhet - Nordic Safety and Security, NSS",,,31 000 000,SEK
11276,Övre Norrland,[x]ID2.0 - Interaktionsdesign i extrema miljöer,,,2 024 125,SEK
11430,Övre Norrland,Nyföretagarcentrum Kiruna,,,1 800 000 ,SEK
11580,Övre Norrland,Destination Boden,,,2 000 000,SEK
11582,Övre Norrland,Digital Djurpark,,,3 782 066,SEK
11583,Övre Norrland,Innova,,,10 500 000,SEK
11584,Övre Norrland,Insatser för ett Energieffektivt och Starkt Näringsliv (IESN,,,3 011 375,SEK
11587,Övre Norrland,"Marknadsföring av turismen i Norrbottens län, del I",,,8 400 000,SEK
11588,Övre Norrland,Norrbotniabanan,,,4 297 500,SEK
11590,Övre Norrland,Produktion Botnia,,,11 600 000 ,SEK
11593,Övre Norrland,Vindkraftscentrum i Barentsregionen,,,12 000 000 ,SEK
11595,Övre Norrland,Filmpool Nord Development,,,14 250 000 ,SEK
11596,Övre Norrland,Arena Nöje och Upplevelser,,,2 600 000 ,SEK
11598,Övre Norrland,ESIS,,,14 581 908,SEK
11599,Övre Norrland,Tillväxtprocessen,,,4 866 397,SEK
11755,Övre Norrland,UMIT,,,14 938 500,SEK
11756,Övre Norrland,Flervåningsbyggnader i trä,,,12 285 000,SEK
11758,Övre Norrland,EntreprenörCentrum Norrbotten (2009-2011),,,10 412 500,SEK
11763,Övre Norrland,EntreprenörsCentra,,,2 441 500,SEK
11764,Övre Norrland,SMEAX 1,,,1 093 013,SEK
11765,Övre Norrland,NV Eko - för en hållbar näringslivsutveckling,,,8 888 500,SEK
11766,Övre Norrland,ICT-upplevelse,,,1 980 584,SEK
11767,Övre Norrland,Botniska korridoren - en europeisk transportkorridor,,,938 000,SEK
11768,Övre Norrland,Botnia Samtrans,,,1 462 500,SEK
11769,Övre Norrland,POLCIRKELN LEVERERAR,,,1 400 000,SEK
11770,Övre Norrland,Trevia Lotsen,,,1 550 000,SEK
11816,Övre Norrland,Nya GIRON,,,17 940 000,SEK
11960,Övre Norrland,Is&amp;Snö - Snögaranti och längre vintersäsong,,,8 825 000 ,SEK
11969,Övre Norrland,Välkommen till Piteå - tredje året,,,1 750 000,SEK
11970,Övre Norrland,Havremagasinet med Ryssen kommer!,,,1 052 467,SEK
11974,Övre Norrland,Resurssnål träproduktion,,,5 993 700,SEK
12008,Övre Norrland,Expansion i främmande valutor,,,3 988 000,SEK
12009,Övre Norrland,Leia Accelerator,,,2 851 641,SEK
12010,Övre Norrland,"Process, Energi och Gruv innovation (PEGIN)",,,6 549 000,SEK
12011,Övre Norrland,Lejonströmsbron i Skellefteå,,,6 801 500,SEK
12012,Övre Norrland,Biomedelsdrivna skotrar,,,1 077 322,SEK
12014,Övre Norrland,Danspool i Nord,,,6 034 602 kr,SEK
12015,Övre Norrland,Nya Gällivare,,,11 649 975,SEK
12017,Övre Norrland,Ramprogram för regionala företagsstöd i Norrbottens län 2010,,,25 000 000,SEK
8484,Övre Norrland,Polcirkeln levererar!,,,700 000,SEK
8485,Övre Norrland,Sidan finns inte,,,,SEK
8507,Övre Norrland,Idéum - FocusERA,,,3 600 000,SEK
8508,Övre Norrland,Next Step,2008-01-01,2010-12-31,3 939 450,SEK
8512,Övre Norrland,Wood you,,,3 450 000,SEK
8514,Övre Norrland,KCGEO,,,3 363 292,SEK
8515,Övre Norrland,Tärnaby Hemavan - Världskänd fjälldestination i utveckling,,,3 750 000,SEK
8516,Övre Norrland,Etablering av Solander Science Park,,,5 200 000,SEK
8517,Övre Norrland,Tillväxt i balans,,,1 125 000,SEK
8519,Övre Norrland,Förstudie JEREMIE-fond i Sverige,,,100 000,SEK
8521,Övre Norrland,Nyföretagarcentrum,,,880 000,SEK
8522,Övre Norrland,Sidan finns inte,,,,SEK
8523,Övre Norrland,Marknadsutveckling,,,1 400 000,SEK
8524,Övre Norrland,GUTS - Gällivares utveckling inom turistisk samverkan,,,2 550 000,SEK
8525,Övre Norrland,Globac,,,1 888 250,SEK
8526,Övre Norrland,Entreprenörskap och företagande,,,3 837 100,SEK
8527,Övre Norrland,designLABland,,,3 877 500,SEK
8528,Övre Norrland,Botniska korridoren,,,780 000,SEK
8529,Övre Norrland,Biotech Umeå,,,7 835 700,SEK
8530,Övre Norrland,B.I.C.-Inkubator för unga entreprenörer,,,4 536 987,SEK
8531,Övre Norrland,Utbyggnad för Tillväxt,,,12 700 000,SEK
8533,Övre Norrland,Arctic Steel Circle,,,3 253 250,SEK
8534,Övre Norrland,Center för innovation,,,6 600 000,SEK
8535,Övre Norrland,START - från idé till företag,,,8 700 000,SEK
8537,Övre Norrland,COMPLAB 2010,,,2 200 000,SEK
8539,Övre Norrland,BD Pop,,,6 375 000,SEK
8542,Övre Norrland,Transplantation av humana mesenkymala stamceller,,,9 371 272,SEK
8543,Övre Norrland,Heart of Lapland 2010,,,1 000 000,SEK
8544,Övre Norrland,MOSA,,,4 477 725,SEK
8545,Övre Norrland,Utveckling &amp; tillväxt av SME-företagen i norra Västerbotten,,,5 286 038,SEK
8546,Övre Norrland,Evonet ERT,,,1 945 000,SEK
8547,Övre Norrland,Discover Kiruna Lappland,,,686 090,SEK
8548,Övre Norrland,URTurism,,,4 176 621,SEK
8549,Övre Norrland,4K - KonkurrensKraftiga KransKommuner,,,500 000,SEK
8550,Övre Norrland,Gateway Nord,,,3 231 920,SEK
8554,Övre Norrland,Umeå Biotech Incubator,,,17 242 500,SEK
8557,Övre Norrland,Tillväxtmotor för SMF i Norrbotten,,,3 707 500,SEK
8559,Övre Norrland,Testbed LDB,,,4 234 190,SEK
8560,Övre Norrland,Destinationsutveckling Boden Turism,,,950 000,SEK
8561,Övre Norrland,I2-den Intelligenta Inlandsvägen,,,12 000 000,SEK
8562,Övre Norrland,"Marknadsföring av turismen i Norrbottens län, del II",,,2 500 000,SEK
8563,Övre Norrland,Krenova,,,7 805 980,SEK
8929,Övre Norrland,Entré K,,,2 100 000,SEK
8932,Övre Norrland,Bioteknik - bär,,,662 000,SEK
8933,Övre Norrland,Egenanställning,,,3 072 500,SEK
8934,Övre Norrland,"Akademi Norr - Motorfunktionen, lärcentrum",,,9 312 000,SEK
8937,Övre Norrland,Kajutbyggnad vid Skellefteå hamn,,,14 399 000,SEK
8938,Övre Norrland,Hållbart resande i Umeåregionen,,,6 550 000,SEK
8975,Övre Norrland,EntreprenörCentrum Norrbotten (2008-2009),,,4 531 250,SEK
8976,Övre Norrland,Storprojektet Fyran,,,49 747 999,SEK
8977,Övre Norrland,Trevia Lotsen,,,775 000,SEK
9156,Övre Norrland,Marknadsstyrd flexibel Trämanufakturproduktion,,,6 881 105,SEK
9157,Övre Norrland,Förstudie Behov och kostnader för muddring av Luleå Hamn,2008-03-01,2008-08-01,350 000,SEK
9159,Övre Norrland,Innovationer i Norr,,,5 042 800,SEK
9160,Övre Norrland,TräCentrum Norr,,,9 950 000,SEK
9166,Övre Norrland,Designarena Nord,,,5 500 000,SEK
9326,Övre Norrland,Handslaget etapp 2,,,2 903 000,SEK
9327,Övre Norrland,Informationsprojekt från kust till fjäll,,,1 180 020,SEK
9650,Övre Norrland,Systemutveckling av skogsteknik och skogsskötsel,,,5 000 000,SEK
10017,Mellersta Norrland,Biogaskombinat Fas 1,,,600 000,SEK
10018,Mellersta Norrland,Björntanden-infrastruktur och logistik,,,4 150 000,SEK
10019,Mellersta Norrland,Den digitala turistbyrån,,,364 530,SEK
10020,Mellersta Norrland,"Design för kreativitet, entreprenörskap &amp; företagsutveckling",,,700 050,SEK
10021,Mellersta Norrland,Digital 3D-reklam,,,1 542 700,SEK
10024,Mellersta Norrland,E-länet Bra företagsklimat,,,41 101 700,SEK
10025,Mellersta Norrland,Entréer till Skuleskogens nationalpark,,,8 900 000,SEK
10026,Mellersta Norrland,Samverkan mellan företag inom besöksnäringen efter Kustvägen,,,201 380,SEK
10028,Mellersta Norrland,Hållbar besöksnäring i Västernorrland 2008-2015,,,9 260 404,SEK
10029,Mellersta Norrland,Jämtlandsakademins mentorprogram,,,550 000,SEK
10031,Mellersta Norrland,Kramfors resecentrum,,,18 800 000,SEK
10032,Mellersta Norrland,MediaSense,,,7 331 600,SEK
10033,Mellersta Norrland,Nästa Kramfors,,,4 904 800,SEK
10035,Mellersta Norrland,Paper Four-papperet som kommunicerar med datorer,,,5 869 600,SEK
10036,Mellersta Norrland,Plattform för Social Ekonomi i Mellersta Norrland,,,6 222 370,SEK
10037,Mellersta Norrland,Regional kollektivtrafikanläggning i Birsta handelsområde,,,21 719 014,SEK
10038,Mellersta Norrland,Resecentrum etapp II i Härnösand,,,13 750 000,SEK
10039,Mellersta Norrland,Säkra vägar i ett nytt klimat,,,4 097 950,SEK
10040,Mellersta Norrland,Venture Cup - Förstudie,,,150 000,SEK
10042,Mellersta Norrland,Affärsnytta med IT,,,4 247 375,SEK
10044,Mellersta Norrland,Affärsnytta med IT-aktiviteter Jämtlands län,,,5 436 610,SEK
10051,Mellersta Norrland,Affärsnytta med IT- kommuner och landsting,,,4 940 000,SEK
10052,Mellersta Norrland,Bästa resan,,,22 804 000,SEK
10053,Mellersta Norrland,Center för strategisk nätverksutv &amp; regional konkurrenskraft,,,2 542 116,SEK
10054,Mellersta Norrland,Cleantech demonstration arena,,,2 772 000,SEK
10055,Mellersta Norrland,Energi- och klimatforum,,,1 000 000,SEK
10056,Mellersta Norrland,Engineering Tools for Designing the Fiberbased Materials,,,1 700 000,SEK
10057,Mellersta Norrland,Fjällsjöbanan-Förstudie,,,250 000,SEK
10058,Mellersta Norrland,Förstudie Jamtli satsning på 1970-talsmiljö,,,250 000,SEK
10059,Mellersta Norrland,IISRE,,,400 000,SEK
10060,Mellersta Norrland,Kunskapsdriven näringslivsutveckling,,,8 259 112,SEK
10061,Mellersta Norrland,Offentlig och privat samverkan,,,3 400 000,SEK
10062,Mellersta Norrland,Packaging Mid Sweden,,,3 845 000,SEK
10063,Mellersta Norrland,Rangeringsspår i Härnösands hamn,,,1 250 000,SEK
10064,Mellersta Norrland,Scenkonst i Västernorrland,,,2 707 054,SEK
10065,Mellersta Norrland,Skogen som resurs i hållbar samhällsutveckling,,,2 556 847,SEK
10066,Mellersta Norrland,Skogen som resurs i hållbar samhällsutveckling,,,3 480 770,SEK
10067,Mellersta Norrland,Tekniska hjälpmedel,,,1 700 000,SEK
10068,Mellersta Norrland,Östersund-för spetskompetens I Europa,,,1 100 000,SEK
10070,Mellersta Norrland,Development of BTL,,,6 439 000,SEK
10071,Mellersta Norrland,Sidan finns inte,,,,SEK
10072,Mellersta Norrland,Vintersportcentrum,,,9 940 213,SEK
10073,Mellersta Norrland,Industriell inkjet-paper media for future communication,,,1 700 000,SEK
10074,Mellersta Norrland,Industriutveckling genom ökat materialkunnande,,,1 576 000,SEK
10075,Mellersta Norrland,Norrlandskustens bästa gästhamn,,,3 025 000,SEK
10076,Mellersta Norrland,Skogen som resurs i hållbar samhällsutveckling,,,4 414 558,SEK
10077,Mellersta Norrland,Skogen som resurs:,,,18 099 700,SEK
10078,Mellersta Norrland,Sport- och upplevelseteknologi,,,6 676 403,SEK
10079,Mellersta Norrland,"TIC, TeknikInformationscentrum",,,4 320 220,SEK
10080,Mellersta Norrland,Turism och upplevelser,,,6 000 000,SEK
10085,Mellersta Norrland,ARENA för ungt entreprenörskap,,,22 745 944,SEK
10086,Mellersta Norrland,Förnybar Energi i Västernorrland och Jämtland,,,3 667 262,SEK
10087,Mellersta Norrland,Förstudie Hedenhösland,,,250 000,SEK
10088,Mellersta Norrland,InnovationsAlliansen,,,17 496 687,SEK
10089,Mellersta Norrland,Konst i Världsarvet,,,1 180 000,SEK
10090,Mellersta Norrland,Utställningsbolaget,,,3 500 000,SEK
10895,Mellersta Norrland,Affärsnytta med IT - Aktiviteter Västernorrlands län,,,5 369 711,SEK
10900,Mellersta Norrland,Botniska korridoren - en europeisk transportkorridor,,,679 000,SEK
10907,Mellersta Norrland,Brobyggande stödstrukturer,,,3 200 000,SEK
10918,Mellersta Norrland,Centrum för digital informationsförvaltning,,,3 209 608,SEK
10919,Mellersta Norrland,eAkademin,,,5 735 000,SEK
10920,Mellersta Norrland,Energigrödor från åkermark,,,1 830 000,SEK
10921,Mellersta Norrland,EnergYZer,,,6 000 000,SEK
10922,Mellersta Norrland,Finansiellt Resurscentrum för Jämtland,,,1 306 155,SEK
10923,Mellersta Norrland,Forskning och Utveckling av högfrekventa nätaggregat,,,2 670 000,SEK
10924,Mellersta Norrland,Fortsatt utveckling av Östersunds skidstadion,,,11 500 000,SEK
10931,Mellersta Norrland,GAALTIJE - motor i den samiska turismutvecklingen,,,3 234 650,SEK
10933,Mellersta Norrland,Förstudie: Gastronomy - Jamtland,,,246 900,SEK
10938,Mellersta Norrland,Globala rummet,,,15 827 745,SEK
10940,Mellersta Norrland,Sidan finns inte,,,,SEK
10941,Mellersta Norrland,Industriella IT-system och tjänster,,,6 789 000,SEK
10942,Mellersta Norrland,Industriutveckling genom ökat materielkunnande II,,,1 495 000,SEK
10943,Mellersta Norrland,Infrastrukturprojekt i Funäsdalen,,,10 850 000,SEK
10944,Mellersta Norrland,Knutpunkt Kramfors Sollefteå Flygplats,,,450 000,SEK
10945,Mellersta Norrland,Kombiterminal Brunflo,,,3 100 000,SEK
10946,Mellersta Norrland,Kompetenslänken,,,1 014 510,SEK
10947,Mellersta Norrland,Kreativa Ragundadalen - Allt för byn,,,2 666 790,SEK
10948,Mellersta Norrland,Observatorieprojektet,,,1 000 000,SEK
10949,Mellersta Norrland,Projekt Norrtåg syd,,,2 400 000,SEK
10950,Mellersta Norrland,Ramprojekt för regionalt investeringsstöd,,,19 292 892,SEK
10953,Mellersta Norrland,Safety and Rescue Region,,,3 270 000,SEK
10954,Mellersta Norrland,Steget till eget,,,1 848 960,SEK
10956,Mellersta Norrland,Turismutveckling i Västernorrland,,,3 060 000,SEK
10957,Mellersta Norrland,Utveckling av otraditionell rekryteringsmetod,,,4 716 351,SEK
10968,Mellersta Norrland,Affärsnytta med IT Fibre Network,,,1 000 000,SEK
11194,Mellersta Norrland,Akademi Norr,,,4 995 000,SEK
11196,Mellersta Norrland,Förstudie - Musikteater och Dans för alla,,,42 500,SEK
11197,Mellersta Norrland,Förstudie KNOTT,,,250 000  ,SEK
11198,Mellersta Norrland,"Förstudie Vidareutveckling av Getberget, etapp 1",,,250 000  ,SEK
11199,Mellersta Norrland,Förstudie - Träinkubator,,,60 000,SEK
11201,Mellersta Norrland,Utveckling av Söråkers och Härnösands hamnar,,,250 000,SEK
11205,Mellersta Norrland,Förstudie kommersiell utveckling Hemsö fästning,,,250 000,SEK
11208,Mellersta Norrland,Förstudie för byggande av kanal i Njurunda skärgård,,,250 000,SEK
11410,Mellersta Norrland,Näringslivsutveckling med framtidens bredband,,,38 902 125,SEK
11933,Mellersta Norrland,Kompetensutbyggnad ETH ,,,250 000,SEK
11934,Mellersta Norrland,Renewable Energy and Clean Tech ,,,1 194 960,SEK
11935,Mellersta Norrland,Resurscenter för trycktekniska innovationer,,,10 051 161,SEK
11937,Mellersta Norrland,Kreativ turismutveckling i Ragundadalen,,,3 505 000,SEK
11939,Mellersta Norrland,Alpin nationalarena i Åre,,,10 000 000,SEK
11940,Mellersta Norrland,Lysande Lofsdalen,,,6 090 000 ,SEK
11941,Mellersta Norrland,En skärgård i världsklass,,,15 296 507,SEK
11942,Mellersta Norrland,Förstudie: Vi i Nordingrå - Utvecklad företagsamhet,,,250 000,SEK
11946,Mellersta Norrland,Receptsamling Kooperativa Kvinnliga entreprenörer och eldsjä,,,412 500 ,SEK
11947,Mellersta Norrland,"ARBION, &#034;ARctic BIOenergy Network&#034;",,,160 000 ,SEK
11948,Mellersta Norrland,Förstudie ISDE - Sexdagars Enduro Lag VM i Jämtland 2012 med,,,200 000,SEK
11949,Mellersta Norrland,UNICLEAN,,,1 081 025,SEK
11950,Mellersta Norrland,Förstudie Ådalens industrilandskap,,,250 000,SEK
11951,Mellersta Norrland,Klimatanpassa Sundsvall,,,3 529 333,SEK
8353,Mellersta Norrland,Projekt Ostkustbanan Ådalsbanan,,,2 515 500,SEK
8354,Mellersta Norrland,Projekt löv- och barrskog:,,,2 898 615,SEK
8355,Mellersta Norrland,Utvecklingsinsatser för ökat uttag av skogsbiprodukter,,,2 968 000,SEK
8356,Mellersta Norrland,Arena för marknads- och produktionsutveckling,,,1 090 206,SEK
8357,Mellersta Norrland,Försöksverksamhet etanoltillverkning och projektering,,,27 850 000,SEK
8358,Mellersta Norrland,Ramprojekt för regionalt investeringsstöd och regionalt...,,,11 000 000,SEK
8359,Mellersta Norrland,Arena för miljödriven regional utveckling,,,6 950 990,SEK
8360,Mellersta Norrland,Ökad produktivitet och konkurrenskraft i träbranschen,,,2 203 750,SEK
8361,Mellersta Norrland,Framtid Funäsdalen,,,8 500 000,SEK
8362,Mellersta Norrland,Framtid Ånge- Etablering och Inflyttning,,,4 200 000,SEK
8364,Mellersta Norrland,Stärkt attraktionskraft i Föllinge,,,4 549 870,SEK
8365,Mellersta Norrland,"Program för produkt-, produktions- och marknadsutveckling",,,10 371 250,SEK
8366,Mellersta Norrland,Strategisk besöksnäringsutveckling i Västernorrland,,,11 410 000,SEK
8367,Mellersta Norrland,Turism 2020,,,22 346 218,SEK
8368,Mellersta Norrland,Partnerskapsfonden MittSverige,,,18 000 000,SEK
8369,Mellersta Norrland,Optand Teknikland,,,8 804 255,SEK
8370,Mellersta Norrland,Coaching för företagar- och företagsutveckling,,,2 498 500,SEK
8371,Mellersta Norrland,IMFIND,2007-09-03,2010-08-31,5 161 334,SEK
8372,Mellersta Norrland,Nationellt teknikcentrum med fordonsinriktning,,,3 000 000,SEK
8373,Mellersta Norrland,Kreditgarantiföreningen Jämtlands Län,2007-11-01,2010-10-31,1 200 000,SEK
8374,Mellersta Norrland,Färgfabriken Norr,,,6 851 000,SEK
8375,Mellersta Norrland,Förstudie JEREMIE-fond i Sverige,,,100 000,SEK
8376,Mellersta Norrland,Förstudie avseende energigrödor,,,99 000,SEK
8377,Mellersta Norrland,nYa tag II,,,1 200 000,SEK
8380,Mellersta Norrland,ullFORuM,,,4 100 000,SEK
8381,Mellersta Norrland,XYZAC-RTK,,,2 021 000,SEK
8382,Mellersta Norrland,Midscand,,,3 000 000,SEK
11294,Norra mellansverige,Förstudie- Tillväxt Glaskogen,,,250 000,SEK
11295,Norra mellansverige,Förstudie - Avancerade beslutsstöd i teori och praktik 2008.,,,250 000,SEK
11296,Norra mellansverige,Förstudie - Flood fighting 2008.2,,,42 500,SEK
11297,Norra mellansverige,Förstudie - Utvecklingen av den innovativa,,,250 000,SEK
11298,Norra mellansverige,"Stenegård LLL (Lekande, Läkande, Lärande) 2008.2",,,3 820 000,SEK
11299,Norra mellansverige,Bredband till mindre orter i Nordanstigs kommun,,,1 252 000,SEK
11301,Norra mellansverige,"GEOSUS, Geoenergy research centre: Förberedande projekt 2008",2008-05-01,2008-12-31,1 264 357,SEK
11302,Norra mellansverige,Hälsingland turism framtid och utveckling 2008,2008-03-28,2008-12-31,890 000,SEK
11306,Norra mellansverige,Finskogsturism i Norra Mellansverige förstudie 2008.2,,,250 000,SEK
11307,Norra mellansverige,Förbättring av infrastruktur för rörelsebaserad naturturism,,,5 045 000,SEK
11311,Norra mellansverige,Förstudie - Destination Siljan med Dalhalla som besöksmotor,,,120 850,SEK
11313,Norra mellansverige,Förstudie Ett rörligare Leksand 2008.2,,,125 000,SEK
11314,Norra mellansverige,Förstudie avseende implementering och etablering av,,,250 000,SEK
11315,Norra mellansverige,Fördjupad förstudie Elektrifiering Inlandsbanan,2008-03-28,2009-12-31,990 000,SEK
11317,Norra mellansverige,En destination värd att investera i 2013 Fas 1,,,10 212 000,SEK
11318,Norra mellansverige,Pendlarprojekt Karlstad Hagfors 2008.2,,,1 806 980,SEK
11319,Norra mellansverige,Förstudie Miljökvalitetssäkring,,,175 000,SEK
11320,Norra mellansverige,Genius Loci - platsens talang,,,6 642 324,SEK
11321,Norra mellansverige,Besökscentrum Staberg II,,,2 962 240,SEK
11324,Norra mellansverige,"SWX-Energi; energieffektivisering, hållbar utveckling",,,15 985 913,SEK
11326,Norra mellansverige,Förstudie Vårdtyngdsmätning och vårdplanering,,,85 000,SEK
11328,Norra mellansverige,Västerdalsbanan,,,1 000 000 ,SEK
11329,Norra mellansverige,Öppna Dörrar (Förstudie),,,182 700,SEK
11331,Norra mellansverige,GIS - Arena,,,4 550 760,SEK
11342,Norra mellansverige,&#034;Vi samkör din mat&#034;,2009-01-01,2011-12-31,1 200 000 ,SEK
11343,Norra mellansverige,Förnyelse Rottneros Park Etapp 2 - 3,,,5 156 096  ,SEK
11345,Norra mellansverige,FullKoll,,,18 800 000  ,SEK
11346,Norra mellansverige,UTEV ,,,9 000 000  ,SEK
11347,Norra mellansverige,Förstudie spåranslutning Kroksviks industriområde,,,250 000   ,SEK
11348,Norra mellansverige,Miljöstyrd logistik,,,600 000  ,SEK
11349,Norra mellansverige,Logistikcenter Kalvholmen,2008-11-01,2011-10-31,19 500 000  ,SEK
11350,Norra mellansverige,Öppna Bredbandsnät i Arbrå och Kilafors,,,2 351 225  ,SEK
11351,Norra mellansverige,Bergslagssatsningen - Kultur och Turism 2008-2011,,,11 550 000  ,SEK
11352,Norra mellansverige,W7 Dalarna Entreprenörskap,,,3 150 000  ,SEK
11353,Norra mellansverige,Entré Ludvika,,,7 240 899  ,SEK
11354,Norra mellansverige,Invest In Dalarna Agency,,,3 074 592 ,SEK
11355,Norra mellansverige,KURBITS - Affärsutveckling för besöksnäring,,,2 797 500,SEK
11356,Norra mellansverige,Stärkt konkurrenskraft för stål- och verkstadsindustrin,,,7 894 000,SEK
11374,Norra mellansverige,SLIM II,,,9 470 000 ,SEK
11375,Norra mellansverige,TPP Framtidsfabriken,,,5 560 000  ,SEK
11376,Norra mellansverige,Vind Gävleborg,,,250 000 ,SEK
11390,Norra mellansverige,Sidan finns inte,,,,SEK
11391,Norra mellansverige,Förstudie angående etableringen av ett,,,300 000,SEK
11392,Norra mellansverige,"ALMI Invest Västsverige AB, Värmland",,,23 000 000 ,SEK
11393,Norra mellansverige,Center of Excellence - förstudie,,,100 000  ,SEK
11394,Norra mellansverige,Gävle Hamn - Granudden 1,,,36 977 000,SEK
11395,Norra mellansverige,Företagsutveckling i Dalarnas län 2009-2011,,,10 000 000 ,SEK
11396,Norra mellansverige,Företagsutveckling i Gävleborgs län 2009-2011,,,10 000 000 ,SEK
11397,Norra mellansverige,ALMI Invest Norra Mellansverige,,,52 000 000  ,SEK
11398,Norra mellansverige,Företagsutveckling i Värmlands län 2009-2011,,,10 000 000   ,SEK
11399,Norra mellansverige,Vidareutveckling av High Voltage Valley,,,2 517 500 ,SEK
11400,Norra mellansverige,Ökat tågresande i södra Norrland,,,1 625 528  ,SEK
11403,Norra mellansverige,Botniska korridoren - en europeisk transportkorridor,,,333 000   ,SEK
11404,Norra mellansverige,Dala Sports Academy,,,12 290 000   ,SEK
11405,Norra mellansverige,LINK - Idrottsturism,,,1 340 064   ,SEK
11406,Norra mellansverige,Magasinet - kreativt entreprenörskap,,,1 830 000   ,SEK
11759,Norra mellansverige,Förstudie Bergslagspendeln som motor för regional utveckling,,,295 650,SEK
11760,Norra mellansverige,"Samordnade godstransporter - SamTran, förstudie",,,139 750,SEK
11761,Norra mellansverige,VisitUs,,,4 750 000,SEK
11771,Norra mellansverige,"Grön Station 2, förstudie",,,125 744,SEK
11817,Norra mellansverige,Företagsutveckling i Värmlands län 2008-2010,,,10 000 000   ,SEK
11818,Norra mellansverige,Företagsutveckling i Dalarnas län 2008-2010,,,10 000 000 ,SEK
11819,Norra mellansverige,Företagsutveckling i Gävleborgs län 2008-2010,,,10 000 000 ,SEK
11820,Norra mellansverige,"Hälsingland for Business, H4B",,,7 650 000,SEK
11821,Norra mellansverige,"UTI Edsbyn (Utveckling, tillgänglighet, integrering Edsbyn)",,,1 677 272,SEK
11900,Norra mellansverige,Projektnamn: Dalhalla ,,,950 000,SEK
11905,Norra mellansverige,Destinationsutveckling Älvdalen,,,1 400 000,SEK
11906,Norra mellansverige,Framtidssäker IT-Infrastruktur,,,11 000 000,SEK
11907,Norra mellansverige,Resecentrum Hedemora,,,14 000 000,SEK
11909,Norra mellansverige,Fibernät i Malung-Sälens kommun,,,13 578 807,SEK
11910,Norra mellansverige,GIS-arena Dalarna,,,1 125 000,SEK
11911,Norra mellansverige,Kommun- och destinationsdesign - Fas 1,,,871 750,SEK
11912,Norra mellansverige,Acreo Fiber Optic Center- Etapp 2,,,13 501 178,SEK
11913,Norra mellansverige,ReWin - en innovativ miljö inom återvinning för plattskärmar,,,1 338 200,SEK
11914,Norra mellansverige,InnoWent 2010 Högskolan i Dalarna,,,4 862 375,SEK
