"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
11,"RĪGAS GALERIJA","Aspazijas bulvāris 20, Rīga, LV-1050","RĪGAS GALERIJAS ĀRĒJĀ MĀRKETINGA AKTIVITĀTES - DALĪBA STARPTAUTISKĀS IZSTĀDĒS","Rīga",12/02/2009,,"SIA Rīgas Galerija dibināta 1992.gadā un savā pastāvēšanas laikā sarīkojusi vairāk kā 300 vadošo latviešu mākslinieku personālizstādes, organizējusi ārzemju izstādes Rīgā kopš 1994.gada, piedalās starptautiskajās mākslas izstādēs (ART CHICAGO, ART MOSCOW u.c.) ar Valsts Kultūrkapitāla Fonda finansējumu, organizējusi latviešu mākslas skates Berlīnes un Brēmenes izstāžu zālēs, Eskilstūnas muzejā, izmantojot Rīgas Domes Kultūras pārvaldes finansējumu organizējusi tādas izstādes kā Vilhelms Purvītis un Mākslinieki Skulmes. 20.gs. Tretjakova galerijā Maskavā un LNMM Rīgā, kā arī izdevusi un organizējusi izdošanu šo izstāžu un M. Tabaka, L. Purmale, I. Iltnere, H.Vorkals u.c. katalogus.","39,645.18","19,822.59",0,10,"www.riga-gallery.com / www.rigasgalerija.com"
12,"Uziji","""Uziji"", Skaistkalnes pagasts, Bauskas rajons, LV-3924","SIA ""UZIJI"" ārējā mārketinga aktivitātes","Skaistkalnes pagasts ",30/01/2009,,"SIA ""UZIJI"" dibināts 2006.gadā un tas darbojas kažokādu izstrādājumu ražošanas nozarē. Galvenokārt ražojam izstrādājumus no šinšilādām. Šīs ādas ir pašas mīkstākās un zīdainākās kažokādas pasaulē. To skaits ir diezgan ierobežots, līdz ar to apģērbiem rodas ekskluzivitāte. Ir nepieciešamas īpašas tehnoloģijas, lai veidotu kvalitatīvus izstrādājumus. 2009.gadā SIA ""UZIJI"" plāno piedalīties starptautiskajā kažokādu izstādē Milānā (Itālija), lai iepazīstinātu ar savu produkciju un iegūtu jaunus pasūtījumus Eiropas tirgū.","11,528.00","5,764.00",0,3,"www.duchinchilla.lv"
13,"UZIJI","UZIJI, Skaistkalnes pagasts, Bauskas rajons, LV-3924","SIA ""UZIJI"" ārējā mārketinga aktivitātes","Skaistkalnes pagasts ",17/02/2009,,"2009.gadā SIA ""UZIJI"" plāno piedalīties 12 starptautiskā ādas un kažokādu izstrādē ""LeShow-Moscow 2009"", lai iepazīstinātu ar savu produkciju un iegūtu jaunus klientus gan Austrumeiropas, gan Eiropas (jo šo izstādi apmeklē arī potenciālie pircēji no Eiropas valstīm) tirgos.","11,180.00","5,590.00",0,2,"www.duchinchilla.lv"
14,"Dīlers","Brīvības gatve 214c, Rīga, LV-1039","Dalība starptautiskā izstādē ""NEWCAST""","Rīga",17/02/2009,,"No 2009.gada 23.-25.jūnijam Diseldorfā, Vācijā norisināsies 3.starptautiskā metālliešanas produktu un pakalpojumu izstāde ""NEWCAST"". Tā ir viena no lielākajām nozares izstādēm pasaulē. SIA ""Dīlers"" plāno piedalīties šajā izstādē ar savu stendu. Galvenie dalībnieki ir metālliešanas uzņēmumi, auto daļu piegādātāji, dažādu citu metāla izstrādājumu ražotāji, presformu ražotāji, presformu ražotāji un elektronikas un elektrotehnikas eksperti.
SIA ""Dīlers"" kā alumīnija lietņu ražotāju visvairāk interesē kontakti ar lieliem Rietumeiropas partneriem, kas piedalās šajā pasākumā. SIA ""Dīlers"" produkts, kas tiks prezentēts izstādē, ir alumīnija lietņi, kurus uzņēmums lej no alumīnija metāllūžņiem. Izstādē tiks prezentēti arī 2006. un 2007.gada laikā izveidotie jaunie produkti - alumīnija lietņi ar uzlabotu ķīmisko sastāvu un dizainu.
Šis pasākums ir izdevīgs biznesa attīstībai, jo piedalās nozīmīgi esošie un potenciālie klienti un izmaksas ir salīdzinoši zemas, kā arī ir koncentrēta un saturīga pasākuma programma.","16,370.00","8,185.00",0,19,"www.dilers.lv"
15,"Dīlers","Brīvības gatve 214c, Rīga, LV-1039","Dalība starptautiskā izstādē ''Aluminium China 2009''","Rīga",17/02/2009,,"No 2009.gada 30.jūnija līdz 2.jūlijam Šanhajā, Ķīnā, norisināsies starptautiskā izstāde ''Aluminium China 2009'', kas tiek uzskatīta par pasaules lielāko un nozīmīgāko alumīnija produktu izstādi. SIA ''Dīlers'' plāno piedalīties šajā izstādē ar savu stendu. Organizatori sagaida, ka izstādē piedalīsies vairāk kā 350 uzņēmumi un to apmeklēs vismaz 10 000 apmeklētāji no vairāk kā 90 valstīm. Ņemot vērā strauju tirgus atdzišanu un konkurences saasināšanos Eiropā, SIA ''Dīlers'' vadība saskata augošo Āziju, kā vienu no stratēģiski svarīgākajiem potenciālajiem noieta tirgiem. Līdz šim uzņēmums nav aktīvi strādājis ar šo reģionu, tāpēc dalība izstādē Ķīnā ir ļoti nozīmīga turpmākai uzņēmuma attīstībai. SIA ''Dīlers'' kā alumīnija lietņu ražotāju visvairāk interesē kontakti ar lieliem ražotājiem, kas piedalās šajā pasākumā. Produkts, kas tiks prezentēts izstādē, ir alumīnija lietņi, kurus uzņēmums lej no alumīnija metāllūžņiem. Izstādē tiks prezentēti arī 2006. un 2007.gada laikā izveidotie jaunie produkti - alumīnija lietņi ar uzlabotu ķīmisko sastāvu un dizainu.","31,864.00","15,932.00",0,5,"www.dilers.lv"
16,"Latvijas Informācijas un komunikācijas tehnoloģijas asociācija","Raiņa bulv. 29, Rīga, LV-1459","Seminārs-ekspozīcija ""IKT labākās prakses piemēri un zināšanu apmaiņa - eksporta veicināšanai""","Rīga",17/02/2009,,"Projekta ietvaros plānots organizēt vienas dienas uz eksporta veicināšanu un ārējo tirgu apgūšanu vērstu semināru-ekspozīciju ""IKT labākās prakses piemēri un zināšanu apmaiņa - eksporta veicināšanai"" starptautiskā foruma Baltic IT&T 2009 ietvaros. Starptautiskais forums Baltic IT&T 2009 notiks no 2009.gada 1. līdz 3.aprīlim Rīgā.","12,550.00","9,412.50",0,6,"www.likta.lv"
17,"Transparence","Katlakalna iela 11, Rīga, LV-1073","SIA ""Transparence"" līdzdalība starptautiskās izstādēs","Rīga",17/02/2009,,"Sia ""Transparence"" darbojas stikla izstrādājumu ražošanasnozarē. 
Turpmākajos gados uzņēmums plāno vairākas mārketinga aktivitātes:
1) dalība izstādē ""Glass Industrial Technical Exhibition"", kas no 2009.gada 13. līdz 16. maijam noritēs Šanhajā, Ķīnas Tautas Republikā. Tajā piedalīsies vairāku valstu dalīnieki. Uzņēmums tajā piedalīsies ar visu savu produktu klāstu.
2) dalība izstādē ""Mir stekla"", kas no 2009.gada 8. līdz 11.jūnijam noritēs Maskavā. Plānots, ka tajā piedalīsies vairāku valstu dalībnieki. Uzņēmums pasākumā piedalīsies ar visu savu produktu klāstu.
3) dalība konferencē ""Glass Performance Days"", kas no 2009.gada 12. līdz 15.jūnijam noritēs Tamperē, Somijas Repulikā. Plānots, ka tajā piedalīsies vairāku valstu dalībnieki. Uzņēmums pasākumā piedalīsies ar visu savu produktu klāstu.
4) dalība izstādē ""Vitrum 2009"", kas noritēs no 2009.gada 28. līdz 31.oktobrim Milānā, Itālijas Republikā. Plānots, ka tajā piedalīsies vairāku valstu dalībnieki. Uzņēmums pasākumā piedalīsies ar visu savu produktu klāstu.
5) dalība izstādē ""Okna. Fasady. Krovlia. Dveri - 2009"", kas no 2009.gada 5. līdz 7.novembrim noritēs Sočos, Krievijas Federācijā. Plānots, ka tajā piedalīsies vairāku valstu dalībnieki. Uzņēmums pasākumā piedalīsies ar būvniecībā izmantojamo produktu grupu.
6) dalība izstādē ""Glass World Expo"", kas no 2009.gada 18. līdz 20.janvārim noritēs New Delhi, Indijas Republikā. Plānots, ka tajā piedalīsies vairāku valstu dalībnieki. Uzņēmums pasākumā piedalīsies ar visu savu produktu klāstu.","57,648.14","28,824.07",0,12,"www.transperence.lv"
18,"TVA","Ganību dambis 36-309, Rīga, LV-1005","Dalība 14.starptautiskajā izstādē TRANSRUSSIA 2009","Rīga",17/02/2009,,"2009.gadā SIA ""TVA"" plāno piedalīties 14.starptautiskajā kravu pārvadājumu, transporta un loģistikas izstādē TRANSRUSSIA 2009, 21. - 24.aprīlī, 2009, Maskavā. Šī izstāde tiek organizēta jau kopš 1996.gada un uz doto brīdi ir atzīta par notikumu Nr.1 kravu pārvadājumu industrijā.","18,362.12","9,181.06",0,2,"www.tva.lv"
19,"Inspecta Latvia","Slokas iela 13, Rīga, LV-1048","A/S ""Inspecta Latvia"" dalība izstādē ""electronicAmericas 2009""","Rīga",12/02/2009,,"A/S „Inspecta Latvia” dibināta 1993.gadā, un kopš šī laika stabili ieņēmusi savu vietu atbilstības novērtēšanas tirgū (testēšana, inspekcija, sertifikācija) Latvijā. Savas darbības laikā uzņēmums ir izpildījis pasūtījumus arī ārpus Latvijas (Lietuva, Krievija, Baltkrievija, Somija, Spānija, Vācija), tomēr šī brīža ekonomiskā situācija uzņēmumu spiež meklēt jaunus tirgus. Ņemot vērā mātes uzņēmuma Inspecta OY pozitīvo pieredzi, Dienvidamerikas, un jo īpaši Brazīlijas tirgus, šobrīd ir pievilcīgs ar tajā topošo industriālo objektu daudzumu un vienlaikus ar to, ka tajā trūkst augsti kvalificēta darbaspēka tieši atbilstības novērtēšanas un nesagraujošās testēšanas jomā.
A/S „Inspecta Latvia” ņem vērā arī apstākli, ka šobrīd uz Dienvidameriku tiek pārceltas Eiropas uzņēmumu ražotnes. Šī tendence ir radusies zemāku ražošanas izmaksu dēļ, tomēr vienlaikus šie uzņēmumi vēla darboties ierastajā vidē un sadarboties ar Eiropas uzņēmumiem sev pierastajā darbības stilā. Līdz ar to A/S „Inspecta Latvia” ir nepieciešams būt atpazīstamiem Dienvidamerikas tirgū, vienlaikus uzsverot savu eiropeisko izcelsmi un darbības stilu.
A/S ""Inspecta Latvia"" vēlas izstādē ""electronicAmericas 2009"" interesniem piedāvāt savus pakalpojumus, īpašu uzsvaru liekot uz digitālo radiogrāfiju un metāla sastāva ķīmisko analīzi. Šī mērķa sasniegšanai izstādē piedalīsies uzņēmumu pārstāvji, kuri gan praktiski demonstrēs uzņēmuma aparatūras un intelektuālā potenciāla iespējas, gan veiks mārketinga pasākumus izstādes apmeklētāju informēšanai par A/S ""Inspecta Latvia"", gan arī spēs interesentiem sagatvot konkrētus cenu piedāvājumus pēc attiecīga pieprasījuma, un nodrošinās līgumu sagatavošanu un noslēgšanu.","21,502.30","10,751.15",0,5,"www.inspecta.lv"
20,"Autonams","Skanstes iela 9A, Rīga, LV-1013","SIA ""Autonams"" dalība starptautiskajā tehnoloģiju izstādē CEBIT 2009","Rīga",12/02/2009,,"SIA ""Autonams"" dibināts 1994.gadā  un ir auto aizsardzības sistēmu un maršruta kontroles sistēmu ražotājs. SIA ""Autonams"" regulāri piedalās starptautiskās autoelektronikas izstādēs, tādējādi veicinot produktu un zīmola atpazīstamību, kā arī piesaistot jaunus eksporta partnerus.
Izstādē CeBIT 2009 SIA ""Autonams"" prezentēs 2008.gadā izstrādātos dalītos maršruta kontroles sistēmas produktus, kas ir pilnīgi jauni un inovatīvi produkti šajā produktu grupā pasaulē. Šo produktu izstrādē SIA ""Autonams"" 2008.gadā ir investējis EUR 340,00.
2009.gadā SIA ""Autonams"" plāno piedalīties starptautiskajā tehnoloģiju izstādē CeBIT, Hanoverē, Vācijā no 3.-8.martam. Izstāde CeBIT ir lielākā tehnoloģiju izstāde pasaulē un dalība šajā izstādē palīdzētu atrast jaunus SIA ""Autonams"" produkcijas noieta tirgus pasaulē.
2008.gada martā CeBIT izstādē bija 5845 dalībnieki no 77 valstīm. Izstādi apmeklēja 495 000 interesenti.","33,210.00","16,605.00",0,1,"www.autonams.lv"
21,"Reģionālās attīstības un pašvaldību lietu ministrija","Lāčplēša iela 27, Rīga, LV-1011","IKT nozares uzņēmumu ārējā mārketinga aktivitātes","Rīga",16/02/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Projekts paredz nodrošināt Latvijas Informācijas un komunikāciju tehnoloģiju (turpmāk IKT) nozares uzņēmumu dalību starptautiskajā IKT messē CeBIT. Uzņēmumu dalību CeBITā organizēs Īpašu uzdevumu ministra elektroniskās pārvaldes lietās sekretariāts (turpmāk - ĪUMEPLS). Tiks veidots vienots Latvijas stends, kurā ĪUMEPLS kopā ar 6 uzņēmumiem popularizēs Latvijā realizētos e-pārvaldes risinājumus. Starptautiskā messe notiks Vācijā, Hannoverē no 2009. gada 3. marta līdz 2009. gada 8. martam.","69,231.00","34,615.50",0,2,"www.raplm.gov.lv"
22,"Pildne","Lielirbes iela 17a-20, Rīga, LV-1046","SIA ""Pildne"" ārējā mārketinga aktivitātes","Rīga",17/02/2009,,"Dalība 17.Maskavas starptautiskajā izstādē ""MIBS Spring 2009"" (Moscow International Boat Show) 9-12.aprīlī, 2009, Krokus Expo, Maskavā. Izstādes kopējā platība 20 700m2, 300 dalībnieki no 30 valstīm. SIA ""Pildne"" izstādē prezentēs savu produkciju - ūdens uzpildes risinājumus.
Dalība 16.Maskavas starptautiskajā izstādē ""Autocomlex 2009"" 28.-30.oktobrī, Expo Centr, Maskavā. Izstādē piedalīsies 160 dalībnieki no 15 valstīm.
Dalība 22.starptautiskajā izstādē ""METS 2009"" (Marina Equipment Trade Show) 17.-19.novembrī, 2009, RAI Exhibition Centre Amsterdam, NL. Izstādē 1300 dalībnieki no 100 valstīm","22,737.12","11,368.56",0,11,"www.pildne.com"
23,"Galerija Bastejs","Skultes iela 10, Jūrmala, LV-2010","SIA GALERIJA BASTEJS ārējā mārketinga aktivitātes","Jūrmala ",12/02/2009,,"2009.gadā uzņēmums plāno vairākas mārketinga aktivitātes:
1. dalība starptautiskajā mūsdienu mākslas mesē RED DOT New York 2009, 5.-8.marts 2009.g., ASV, Ņujorka.
2. dalība starptautiskajā mūsdienu mākslas mesē ART&STYILE ST.GALLEN 2009: International Trends in Kunst und Design, 24.-26. aprīlim 2009.g. Šveice, Santgallena (St.Gallen).
3. dalība starptautiskajā mūsdienu mākslas mesē RED DOT Basel 2009, 10.-14.jūnija 2009.g., Šveice, Bāzele.
","43,485.66","21,742.83",0,4,"www.bastejs.lv"
