"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
11,"Asset","Laimdotas iela 25, Lielvārde, Lielvārdes novads, LV-5070","Uzņēmējdarbības paplašināšana ar granulu ražošanu","Daukstu pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Uzsākot uzņēmējdarbību, komersants projekta aktivitātes ietvaros plāno iegādāties un uzstādīt granulu ražošanas līniju, lai ražotu un realizētu tās.","54,500.00","29,975.00",0,8,"-"
12,"Hauzz","Rožu 4, Ķegums, Ķeguma novads, LV-5020","Uzņēmējdarbības paplašināšana ar granulu ražošanu","Daukstu pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Dažādojot uzņēmuma pakalpojumus un produkciju ar jauniem produktiem uzņēmums projekta aktivitātes ietvaros plāno iegādāties un uzstādīt granulu ražošanas līniju.","54,500.00","29,975.00",0,8,"-"
13,"Meliors Krauja","Daugavas iela 31, Krauja, Naujenes pagasts, Daugavpils novads, LV-5451","Frakcionētas kūdras produktu ražotnes izveidošana Daugavpils novadā","Naujenes pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Uzņēmums ir paredzējis veikt frakcionētu kūdras produktu ražotnes izveidošanu Daugavpils novadā. Ražošanas līnija spēs nodrošināt kūdra malšanu, sijāšanu, dažādu kūdras tipu un frakciju maisījumu veidošanu un pakošanu ar jaudu 100m3 produkcijas stundā. Ar jaunās ražotnes palīdzību uzņēmums spēs efektīvāk izmantot tā rīcībā esoši kūdras resursu, nodrošināt gabalkūdras produktu ražošanas bezatlikumu tehnoloģiju. Ar jauno iekārtu palīdzību ražotā produkcija būs ar daudz augstāku pievienoto vērtību nekā līdz šim, palielināsies uzņēmuma eksporta spēja.","231,152.24","124,822.20",0,7,"-"
14,"EcoEpsilon","Dzirnavu iela 92-3, Rīga, LV-1050","Biomēslojumu ražošana, izmantojot digestāta un kūdras maisījumu","Cesvaines lauku teritorija",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Kompānija plāno palaist biomēslojumu ražošanas līniju, izmantojot digestāta (atkritumi no biogāzes mucu ražotnēm) un kūdras maisījumu. Ražošanā digestāts tiks sajaukts ar kūdru noteiktās porcijās, žāvēts, bagātināts ar papildus minerāliem un biopiedevām, fasēts dažādas formas un tilpuma maisos. Safasētais maisos biomēslojums ir paredzēts pārdošanai ne tikai Baltijas valstu reģiona teritorijā, bet arī Eiropas Savienības teritorijā.","288,800.00","141,512.00",0,11,"-"
15,"BERGVAL","Maskavas iela 301-6A, Rīga, LV-4216","Jaunas plastmasas kannas ražotnes izveidošana īpaši atbalstāmajā teritorijā","Ramatas pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „Bergval” speciāli izveidota ar mērķi realizēt ražotnes izveidošanas projektu vienā no īpaši atbalstāmajām teritorijām. Pēc veiktajiem tirgus pētījumiem un vadoties no uzņēmuma dibinātāju pieredzes, tika pieņemts lēmums izveidot ražotni – liela izmēra viegla plastmasas iepakojuma ražošanu sekojošu apsvērumu dēļ:
 -uzņēmuma dibinātājam ir liela pieredze plastmasas iepakojuma tirgū;
 -plastmasas iepakojuma ražotāji koncentrēti lielpilsētās, bet lētākā plastmasas iepakojuma segmenta patērētāji izvietoti tieši reģionos. Līdz ar to ražotājiem jātērē papildus līdzekļi produkcijas piegādei, kas vēl vairāk samazina iepakojuma pieejamību;
 -sakarā ar to, ka ražotni plāno novietot blakus Igaunijas robežai, rodas iespēja eksportēt plastmasas iepakojumu uz Igaunijas uzņēmumiem, kas atrodas blakus robežai;
 -īpaši atbalstāmajās teritorijās pieejami lētāki resursi, gan attiecībā uz darbaspēka izmaksām, gan attiecībā uz telpu nomas izmaksām.
 ","263,150.90","144,732.99",0,5,"-"
16,"RK69 Group","Ezeru iela 20, Jūrmala, LV-2008","SIA ""RK69 Group"" jaunas ražotnes izveide","Kalkūnes pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „RK69 Group” projekta ietvaros plāno veikt uzņēmuma darbības paplašināšanu izveidojot jaunu jumta kores ventilācijas elementu ražotni.
 Projekta ietvaros SIA „RK69 Group” veiks ilgtermiņa ieguldījumus pamatlīdzekļos. Projekta īstenošanas rezultātā tiks izveidotas četras jaunas darba vietas, veicināta uzņēmuma attīstība, kas savukārt pozitīvi ietekmēs attīstību īpaši atbalstāmajā teritorijā.
 ","225,600.00","124,080.00",0,4,"www.rk69.com"
17,"WOODEN WINDOWS LATVIA ","Jelgavas iela 27, Kalnciema lauku teritorija, Jelgavas novads, LV-3016","Koka logu ražotnes paplašināšana","Kalnciema lauku teritorija",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „Wooden Windows Latvia” projekta ietvaros plāno veikt uzņēmuma darbības paplašināšanu un papildināt ražotās produkcijas klāstu, izveidojot uz ārpusi veramo koka logu ražošanas līniju. Projekta ietvaros uzņēmums iegādāsies jaunu uz ārpusi veramo koka logu ražošanas līniju, kas palīdzēs apgūt brīvi pieejamo Eiropas Savienības tirgu, bet it īpaši Ziemeļvalstu tirgu, kurā pieprasījums pēc videi draudzīgiem izstrādājumiem strauji pieaug.
 Projekta īstenošanas rezultātā tiks izveidotas trīs jaunas darba vietas, veicināta uzņēmuma attīstība, kas savukārt, pozitīvi ietekmēs attīstību īpaši atbalstāmajā teritorijā.
 Integrējoties Eiropas Savienības tirgū ar būtiskām cenu atšķirībām, būs iespējams ražot produkciju ar lielu pievienoto vērtību, kas sekmēs produkcijas eksporta attīstību un veicinās ekonomikas stabilitāti, un garantēs attīstību ilgtermiņā.
 ","97,884.30","53,836.36",0,4,"www.wwl.lv"
18,"Media Control","Brīvības iela 47, Rīga, LV-1010","SIA ""Media Control"" ugunsdzēsības aparātu apkopes punkta izveide","Madona",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Uzņēmuma mērķu sasniegšanai tika pieņemts lēmums paplašināt sabiedrības pamatdarbības darbības sfēru un izveidot Ugunsdzēsības aparātu apkopes punktu īpaši atbalstāmajā teritorijā, kur ir viena no SIA „Media Control” filiālēm Latvijā. Projekta ietvaros izveidotajā apkopes punktā tiks nodrošināta  ugunsdzēsības aparātu tehniskā apkope. Lai sabiedrība būtu spējīga paplašināt savu komercdarbību, kā arī veicināt komercdarbības attīstību īpaši atbalstāmajās teritorijās, tādējādi samazinot nelabvēlīgās atšķirības starp reģioniem un reģionu teritorijām, kā arī sekmējot līdzsvarotu valsts attīstību, projekta ietvaros  SIA „Media Control” plāno iegādāties iekārtas, kas nodrošinātu ugunsdzēsības aparātu tehnisko apkopi.","11,765.00","6,470.75",0,6,"www.mediacontrol.lv"
19,"Kadiķis AV","""Dadzīši"", Aronas pagasts, Madonas novads, LV-4837","Konkurētspējīgas kokapstrādes darbgaldu ražotnes izveide SIA ""Kadiķis AV""","Aronas pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis - izaveidot kokurētspējīgu kokapstrādes darbgaldu ražotni Madonas novadā. Projekta ietvaros uzņēmums iegādāsies jaunas darbgaldu ražošanas iekārtas- plazmas griezēju ar CNC vadību un metāla liekšanas darbgaldu. Darbgaldu ražošanai nepieciešamās detaļas tiks projektētas ar personālā datora palīdzību, detaļas modeli digitālā formātā tiks saglabāti un vēlāk būs iespēja izgatavot precīzi tādu pašu detaļu, neprojektējot to vēlreiz. Pēc projekta realizēcijas uzņēmums ražos darbgaldus, kam nepieciešamasprecīzākās izstrādes metodes, būtiskākais ieguvusm būs darbgalda pašizmaksas samazināšanās un koknurētspējas palielināšanās šā'du darbgaldu pašmāju un eksporta tirgos. ","56,660.00","28,330.00",0,12,"www.kadikis.wot.lv"
20,"ROIJLAS","""Jaunceltne 2k-7"", Mucenieki, Ropažu novads, LV-2137","Tekstilizstrādājumu ražošanas iekārtu iegāde SIA ""ROIJLAS"" jaunas ražotnes izveidei","Stende",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „Roijlas” ir jauns uzņēmums, kurš plāno izveidot jaunu tekstilizstrādājumu ražotni īpaši atbalstāmajā teritorijā Stendē.
 Uzņēmuma saimnieciskā darbība tiks attīstīta īpaši atbalstāmajā teritorijā, tādējādi samazinot nelabvēlīgās atšķirības starp reģioniem, kā arī sekmējot līdzsvarotu valsts attīstību. Projekta ietvaros tiks veikti ieguldījumi pamatlīdzekļos. Teritorijas attīstību sekmēs arī izveidotās piecas jaunās darba vietas.
 ","236,000.00","129,800.00",0,5,"-"
21,"DT KOMPĀNIJA","Dzirciema iela 47-56, Rīga, LV-1083","SIA ""DT Kompānija"" higiēnisko priekšmetu ražotnes izveide","Kalnciems",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „DT KOMPĀNIJA” uzsākot jaunu darbības virzienu – higiēnas priekšmetu ražošanu, projekta ietvaros iegādāsies automātisku ražošanas iekārtu komplektu. Projekts tiks realizēts īpaši atbalstāmajā teritorijā Kalnciemā, tādējādi samazinot nelabvēlīgās atšķirības starp reģioniem un sekmējot līdzsvarotu valsts attīstību. Projekta realizācija veicinās efektīvu uzņēmuma saimnieciskās darbības attīstību. Pēc projekta realizācijas tirgū tiks piedāvāta augstas kvalitātes produkcija par konkurētspējīgām cenām.","238,600.00","131,230.00",0,5,"-"
22,"Universal tools","Elizabetes iela 75, Rīga, LV-1050","Alekseja  Ņemčenko izstrādāto vibroterapijas un ārstnieciskās vibromasāžas aparātu ieviešana ražošanā","Balvu pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros A/S Universal Re plāno veikt rūpnieciskās ražošanas ēkas būvniecību, kā arī iegādāties nepieciešamās iekārtas un aprīkojumu, lai ieviestu ražošanā fizioterapeita un zinātņu doktora Alekseja Ņemčenko izstrādātos vibroterapijas un ārstnieciskās vibromasāžas aparātus. Projekta rezultātā tiks uzsākta šo iekārtu ražošana, kas nodrošinās uzņēmuma konkurētspēju un veiksmīgu attīstību.
 Projekta īstenošanas rezultātā tiks veicināta komercdarbības attīstība īpaši atbalstāmajā teritorijā, tādējādi samazinot nelabvēlīgās atšķirības starp reģioniem un reģionu teritorijām, kā arī sekmējot līdzsvarotu valsts attīstību. 
 ","133,852.66","73,618.96",0,6,"-"
23,"Granitex","Juglas iela 5-44, Rīga, LV-1024","Granīta bruģakmens un apdares materiālu ražotnes izveidošana","Ape",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks uzsākta granīta bruģakmens un citu ainavu dizainā un arhitektūrā izmantojamu granīta izstrādājumu ražošana.
Projekta realizācijai ir nepieciešams iegādāties akmens apstrādes iekārtas. Ir nepieciešamas šādas iekārtas: kompresors, pneimatiskais perforators, divas akmens šķelšanas iekārtas un divi konveijeri.","50,108.26","27,559.54",0,6,"-"
24,"Ēku energoaudits","Latgales iela 20, Rēzekne, LV-4601","Uzņēmuma izveide energoaudita un termoaudita pakalpojumu sniegšanai","Maltas pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot jaunu uzņēmumu, kas sniegs kvalitatīvus energoaudita un termoaudita pakalpojumus Latgales reģionā.
Projekta ietvaros tiks iegādāta speciālā programmatūra energoaudita un termoaudita veikšanai, rezultātu analīzei un interpretēšanai. Projekta īstenošana nodrošinās jaunu darba vietu radīšanu.
Projektu paredzēts īstenot 3 mēnešos. Projekta kopējās izmaksas ir 48400.00Ls.
","20,000.00","11,000.00",0,3,"-"
25,"FTO recycling","Kalnciema iela 32a/10, Rīga, LV-1046","Nolietoto riepu pārstrāde","Bārbeles pagasts",30/10/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros uzņēmums plāno izveidot nolietoto riepu otrreizējās pārstrādes ražotni Bauskas rajona Bārbeles pagastā. Tiks iegādāta un uzstādīta ražošanas iekārta – nolietoto riepu smalcinātājs.
Projekta ietvaros veicamo darbību rezultātā no nolietotajām riepām, kas ir videi kaitīgs produkts, tiks saražota gumija (granulas) un metāla korda (stiepi izturīgs tērauds). Gumijas granulas plānots eksportēt uz Vāciju, kur no tām tiks gatavoti dažādi gumijas izstrādājumi. No metāla korda tiks ražoti jauni metāla izstrādājumi.","175,701.00","96,635.55",0,5,"-"
