"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
12,"FE tehnika","Kalnu iela 28, Maltas pagasts, Rēzeknes novads, LV-4630","SIA FE Tehnika uzņēmējdarbības pilnveidošana un dažādošana","Maltas pagasts",04/01/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros SIA ""FE tehnika"" plāno iegādāties iekārtas kurināmā ražošanai, pārstrādājot nopļautās niedres, zarus un koka atlikumus, kuri rodas niedru pļaušanas, krasta tīrīšanas un meža apsaimniekošanas laikā.
Projekta īstenošana nodrošinās jaunu darba vietu radīšanu, uzņēmuma pakalpojuma sniegšanas pilnveidošanu, uzņēmuma konkurētspējas paaugstināšanu, apgrozījuma pieaugumu, kā arī esošo pozīciju nostiprināšanu un jaunu pozīciju iekarošanu tirgū.
Projektu paredzēts īstenot 3 mēnešos. Projekta kopējās izmaksas ir 69 091.00Ls.","49,450.00","27,197.50",0,3,"-"
13,"Tradicija AOL","Rūpniecības iela 20, Ludza, Ludzas novads, LV-5701","Jaunas gatavo ēdienu ražotnes izveide","Ludza",30/12/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros uzņēmums plāno izveidot jaunu un modernu gatavo ēdienu ražotni Ludzas novada Ludzā, Rūpniecības ielā 20.
Gatavo ēdienu ražotnes izveidei ir nepieciešams iegādāties sekojošas tieši ar ražošanu saistītās iekārtas un aprīkojumu:
• Raviolli ar pildījumu ražošanas iekārtu komplektu;
• Pīrādziņu (picu) ražošanas iekārtu un aprīkojumu;
• Krāsni ar aprīkojumu;
• Dozēšanas un pakošanas iekārtu līnija ar transportieru lentēm.
Kopējās projekta investīcijas (bez PVN) ir plānotas Ls 271 985,15 apmērā.
Ņemot vērā, ka šīs iekārtas un aprīkojums pēc uzņēmuma rīcībā esošās informācijas netiek ražots Latvijā, kā arī pie Latvijā esošajiem pārstāvjiem cenas ir salīdzinoši augstas, uzņēmums plāno šīs ražotnei nepieciešamās iekārtas un aprīkojumu iegādāties ārpus Latvijas, potenciāli Lietuvā, šādi ietaupot savus finanšu resursus un iegūstot vēlamo. Attiecīgi arī tiek plānots, ka uzņēmumam neradīsies PVN izmaksu.
Visas projekta izmaksas 271 985,15 LVL apmērā veido projekta atbalstāmās izmaksas un uzņēmums plāno pieprasīt projektam atbalsta intensitāti 55% apmērā, attiecīgi plānotais projekta apjoms veido Ls 149 591,83.
Pirms projekta īstenošanas ir plānots veikt Iepirkuma procedūru.
Visu projektu, ieskaitot Iepirkumu procedūras veikšanu un saskaņošanu ar LIAA, ir plānots īstenot 5 (piecu) mēnešu laikā no Līguma par projekta īstenošanu noslēgšanu.
Plašāka informācija par projektu un tajā paredzēto tālākajās PIV sadaļās.","271,985.15","149,591.83",0,5,"-"
14,"Liepkalni","""Liepkalni"", Naukšēnu pagasts, Naukšēnu novads, LV-4244","Bezalkohola dzērienu ražotnes izveidošana Pļaviņu novadā","Klintaines pagasts",04/01/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros paredzēts veikt esošās maiznīcas darbnīcas paplašināšanu, izveidojot bezalkoholisko dzērienu ražošanas cehu, kas ražos limonādes, kvasu un citus bezalkoholiskos dzērienus. Projekta rezultātā uzņēmuma ražotā produkcija tiks dažādota ar jauniem produktiem.
Projekta ietvaros tiks uzbūvēts ražošanas cehs, iegādāta bezalkoholisko dzērienu ražošanas līnija (sastāvēs no katlu, tvertņu sūkņu un filtru sistēmas), kā arī pildīšanas un mazgāšanas pusautomātiskā sistēma.
","83,170.57","45,743.81",0,10,"http://www.maiznicaliepkalni.lv"
15,"LETE","Mātera iela 28-46, Jelgava, LV-3001","Jaunas saimnieciskās darbības uzsākšana tekstilizstrādājumu apstrādē","Mežvidu pagasts",30/12/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA ""Lete"" plāno izveidot jaunu tekstilizstrādājumu ražotni īpaši atbalstāmajā teritorijā. Uzņēmuma saimnieciskā darbība tiks attīstīta īpaši atbalstāmajā teritorijā, tādējādi samazinot nelabvēlīgās atšķirības starp reģioniem, kā arī sekmējot līdzsvarotu valsts attīstību. Projekta ietvaros tiks veikti ieguldījumi pamatlīdzekļos. Teritorijas attīstību sekmēs arī izveidotās piecas jaunās darba vietas.","224,500.00","123,475.00",0,5,"-"
16,"MS DOLL","Buļļu iela 31a-57, Rīga, LV-1055","Higiēnas papīra izstrādājumu ražotnes izveide īpaši atbalstāmajā teritorijā","Kupravas pagasts",30/12/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „MS DOLL” īstenojot šo projektu, izveidos tualetes papīra un papīra dvieļu ražotni īpaši atbalstāmajā teritorijā, apmierinot esošo pieprasījumu pēc šādas produkcijas Latvijā un kaimiņvalstīs.
Projekta rezultātā īpaši atbalstāmajā teritorijā tiks izvei","268,400.00","147,620.00",0,6,"-"
17,"Paletten Group","Atbrīvošanas aleja 83-1, Rēzekne, LV-4600","Jaunas palešu ražošanas līnijas izveide","Ludza",04/01/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros SIA „Paletten Group” plāno iegādāties jaunu palešu ražošanas iekārtu komplektu – hidraulisku naglošanas automātu un palešu apstrādes līniju. Projekta īstenošana nodrošinās jaunu darba vietu radīšanu, uzņēmuma konkurētspējas paaugstināšan","270,000.00","148,500.00",0,5,"-"
18,"ELINY","F.Trasūna iela 48, Rēzekne, LV-4601","Jauna kokapstrādes uzņēmuma izveide","Vērēmu pagasts",04/01/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros SIA”ELINY” plāno izveidot jaunu kokapstrādes uzņēmumu, kurš ražotu kurināmo – malku un šķeldu, kā arī nodrošinātu produkcijas termisko apstrādi.
Projekta īstenošana nodrošinās jaunu darba vietu radīšanu, uzņēmuma konkurētspējas paaugstin","52,450.00","28,847.50",0,5,"-"
19,"MIVIDA","Brīvības iela 1K, Balvi, Balvu novads, LV-4501","Modernas konfekšu ražotnes izveide Kārsavas novada ""Rasiņās""","Krāslavas novads",30/12/2009,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA ""MIVID"" plāno ieviest projektu Kārsavas novada ""Rasiņās"", kur projekta ietvaros paredzēts izveidot modernu konfekšu ražotni, kas galvenokārt specializēsies un konfekšu ""Gotiņa"" un ledeņu ražošanu.
Projekta ietvaros uzņēmums iegādāsies modernu konfekšu ražošanas un fasēšanas aprīkojuma komplektu, ar kura palīdzību tiks nodrošināts pilns ražošanas process no izejvielu iepirkšanas līdz fasētai produkcijai, kas ir gatava nogādei pie klienta.
Projekta rezultātā tiks izveidotas 18 jaunas darba vietas, tādējādi sekmējot ekonomiski atpalikušā Kārsavas novada attīstību.","264,000.00","145,200.00",0,6,"-"
20,"BIOAGRO BALTIC","Peldu iela 7, Jelgava, LV-3002","Bioloģiskā mēslojuma ražotnes izveide","Lielauces pagasts",04/01/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Ražošanas iekārtu iegāde, rūpnieciskās ražošanas ēkas rekonstrukcija ar mērķi izveidot ražotni, kurā tiktu izmantotas sliekas augu zaļās masas un dzīvnieku mēslu pārstrādei augstvērtīgā bioloģiskā mēslojumā.","78,622.50","42,440.42",0,9,"-"
21,"ELKSNĪTE","Atbrīvošanas aleja 83-1, Rēzekne, LV-4600","Jaunas malkas ražotnes izveide","Ludza",04/01/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot jaunu modernu malkas ražotni, tādējādi dažādojot SIA ”Elksnīte” saimniecisko darbību un palielinot uzņēmuma apgrozījumu.
Projekta ietvaros plānots iegādāties trīs malku skaldītājus, kuras ir automatizētas un aprīkotas ar baļķu ","52,500.00","28,875.00",0,3,"-"
22,"Energoeksperts","Ozolu iela 2, Bēnes pagasts, Auces novads, LV-3711","Jauna produkta - sausas šķeldas ražošana Sabiedrība ar ierobežotu atbildību ""Energoeksperts""","Bēnes pagasts",04/01/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks izveidota sausas koksnes šķeldas sagatavošanas rūpnīca un loģistikas centrs.
Lai nodrošinātu plānoto saimniecisko darbību, komercsabiedrība projekta ietvaros iegādāsies šķeldas žāvēšanas iekārtu, loģistikas IT risinājumu, kā arī vei","165,922.20","91,257.21",0,18,"www.energoeksperts.lv"
