"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
11,"TOP DIVI","Vienības gatve 18a, Rīga, LV-1004","Neelektrisko sadzīves iekārtu ražotnes paplašināšana","Viļāni",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „TOP DIVI” 2008.gadā ir sākusi attīstīt jaunu nozari - neelektrisko sadzīves iekārtu ražošanu.
Projekta ietvaros tiks paplašināta neelektrisko sadzīves iekārtu ražotne īpaši atbalstāmajā teritorijā – Viļānos, tādejādi samazinot nelabvēlīgās atšķirības starp reģioniem, kā arī sekmējot līdzsvarotu valsts attīstību. Īstenojot projektu tiks veikti ilgtermiņa ieguldījumi pamatlīdzekļos.
","38,140.00","20,595.60",0,3,"-"
12,"CITS REPRO","Atlasa iela 8, Rīga, LV-1026","SIA”CITS REPRO” saimnieciskās darbības paplašināšana","Sokolku pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „CITS REPRO” darbība saistīta ar poligrāfiju. Projekta ietvaros tiks iegādāta jauna iekārta - digitālais plakanvirsmas griešanas darbagalds, ar mērķi paplašināt uzņēmuma esošo saimniecisko darbību un piedāvāt klientiem reklāmas materiālu, iepakojuma un paraugu izgatavošanu nelielās tirāžās. Uzņēmuma saimnieciskās darbības paplašināšana tiks attīstīta īpaši atbalstāmajā teritorijā, tādejādi samazinot nelabvēlīgās atšķirības starp reģioniem, kā arī sekmējot līdzsvarotu valsts attīstību. ","231,600.00","122,748.00",0,5,"www.citsrepro.lv"
13,"Baltic Form","Dambja iela 2-45, Jelgava, LV-3001","SIA”BALTIC FORM” ražotnes paplašināšana","Viļānu pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „BALTIC FORM” savu darbību uzsāka 2008.gadā un šobrīd jau ir nostabilizējusies gofrētā kartona kārbu sagatavju ražošanas jomā. Projekta ietvaros uzņēmums iegādāsies jaunas iekārtas ar mērķi paplašināt uzņēmuma saimniecisko darbību. Uzņēmuma saimnieciskā darbība tiks attīstīta īpaši atbalstāmajā teritorijā, tādejādi samazinot nelabvēlīgās atšķirības starp reģioniem, kā arī sekmējot līdzsvarotu valsts attīstību. Projekta īstenošanas rezultātā tiks izveidotas piecas jaunas darba vietas.","225,000.00","121,500.00",0,4,"-"
14,"HANZA DEVELOPMENT","Kr.Valdemāra iela 57/59-17, Rīga, LV-1010","Granulu ražošanas līnijas iegāde","Murmastienes pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Īstenojot projektu SIA „HANZA DEVELOPMENT” ieguldīs līdzekļu komersanta darbības paplašināšanā, izveidojot jaunu struktūrvienību Madonas novadā. Iegādājoties jaunu skaidu granulu ražošanas līniju, tiks izveidota jauna SIA „HANZA DEVELOPMENT” ražotne un sekmēta komersanta saimnieciskās darbības attīstība kurināmā ražošanas jomā, tādējādi radot jaunas darba vietas, nodrošinot komersantam apgrozījuma un peļņas pieaugumu un samazinot nelabvēlīgās atšķirības starp reģioniem un reģionu teritorijām, kā arī sekmējot līdzsvarotu visas valsts attīstību.","245,630.00","122,815.00",0,8,"-"
15,"THERMEKO","Kandavas iela 14b, Rīga, LV-1083","Jauna siltumizolācijas materiāla ražošanas bāzes izveide","Mākoņkalna pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Pašlaik Latvijā, kā arī citur Eiropā tiek uzsākta ilglaicīga atbalsta programma ieguldījumiem daudzdzīvokļu dzīvojamo māju un sabiedrisko ēku renovācijā ar mērķi veikt siltumnoturības un siltināšanas pasākumus.Pārsvarā, izvēloties fasāžu renovācijai nepie","297,347.41","148,673.70",0,8,"-"
16,"Timber Impex","Kurzemes prospekts 10-15, Rīga, LV-1067","SIA TIMBER IMPEX kurināmā ražošanas uzsākšana","Kārsava",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks uzsākta jauna saimnieciskā darbība kurināmā ražošanas jomā Kārsavas novadā. Iegādājoties jaunu specializētu ražošanas līniju, tiks uzsākta augstākās kvalitātes kamīnmalkas un šķeldas ražošana, tādējādi radot jaunas darba vietas, nod","203,000.00","111,650.00",0,6,"-"
17,"VIA-NOX","Dzirciema iela 47-56, Rīga, LV-1083","Jaunas ražotnes izveide","Viļāni",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „VIA-NOX” ir uzņēmums, kurš līdz šim darbojies nozarē, kura šī brīža ekonomiskajos apstākļos nav rentabla. Tāpēc uzņēmums plāno uzsākt jaunu saimnieciskās darbības veidu, kas saistīts ar gofrētā kartona kārbu sagatavju ražošanu. 
Uzņēmuma saimnieciskā","235,000.00","126,900.00",0,4,"-"
18,"Biogas","Dignājas iela 3A-17, Rīga, LV-1004","SIA ""Biogas"" biogāzes ieguves procesa pētniecības un optimizācijas tehnoloģiju izstrādes centra izveide","Murmastienes pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA ""Biogas"" realizējot projektu ""SIA ""Biogas"" biogāzes ieguves procesa pētniecības un optimizācijas tehnoloģiju izstrādes centra izveide"", plāno iegādāties nepieciešamās iekārtas un aprīkojumu izstrādes centra izveidei. Pēc projekta realizācijas SIA ""Bio","285,037.93","150,000.00",0,18,"www.bioenergija.lv"
19,"GD-COMPANY","Madonas iela 19, Murmastienes pagasts, Varakļānu novads, LV-4835","SIA ""GD-company"" brikešu ražotnes izveide","Murmastienes pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir dažādot uzņēmumā ražotās produkcijas sortimentu - uzsākot skaidu brikešu ražošanu, tādējādi paaugstinot uzņēmuma konkurētspēju. Projekta ietvaros tiks iegādātas jaunas un modernas iekārtas - skaidu bunkurs ar dozatoru, automātiskā skaid","43,000.00","23,650.00",0,4,"-"
20,"Latgalija","Komunālā iela 2, Rēzekne, LV-4604","Alumīnija konstrukciju ražotnes izveide","Vērēmu pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros SIA ”Latgalija” plāno izveidot alumīnija konstrukciju ražotni Rēzeknes rajonā, Vērēmu pagastā, s.Stučeva Komunālu ielā nr. 2. Uzņēmuma ražotie produkti būs alumīnija konstrukcijas t.sk. logi. durvis, vitrīnas, fasādes, starpsienas un zie","255,991.72","112,636.35",0,4,"http;//www.latgalija.lv"
21,"Baltic BS Company","""Vētras"", Mārupes novads, LV-2167","Sporta un atpūtas laukumu aprīkojuma ražotnes izveide","Gaigalavas pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA „Baltic BS Company” projekta ietvaros tiks izveidota jauna sporta un atpūtas laukumu aprīkojuma ražotne Gaigalavas pagastā, Rēzeknes novadā. Ražošanas procesa ietvaros galvenokārt tiks pārstrādāts saplāksnis tādos produktos kā skeitparku rampas, slīpu","41,000.00","18,860.00",0,4,"www.sk8.lv"
22,"DIEDZIŅI","Madonas iela 21-46, Rīga, LV-1084","SIA ""DIEDZIŅI"" tualetes piederumu ražotnes izveide Viļakas novada Kupravā","Kupravas pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Uzņēmums SIA ""Diedziņi"" plāno piesaistīt ES līdzfinansējumu, lai īpaši atbalstāmajā teritorijā Viļakas novada Kupravas pagastā izveidotu plastmasas tualetes piederumu ražotni, kurā tiks ražots Latvijā līdz šim nepazīstams zobu diega veids - zobu diegs, ka","216,400.00","119,020.00",0,6,"-"
23,"Vilpe","Mūkusalas iela 41, Rīga, LV-1004","Gumijas jumta blīvslēgu elementu ražotnes izveide īpaši atbalstāmajā teritorijā","Kārsava",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","ntu tiek nodrošināts hermētisks un kvalitatīvs jumtu elementu un aksesuāru pieslēgums ar jumta segumu. Projekta rezultātā jaunajā ražotnē tiks izveidotas 8 jaunas darba vietas, tādējādi mazinot nelabvēlīgas atšķirības starp reģioniem un reģionu teritorijām, kā arī sekmējot līdzsvarotu valsts attīstību.
SIA „VILPE” projekta ietvaros plāno iegādāties gumijas injekcijas aprīkojumu gumijas jumta blīvslēgu elementu ražošanai.
Pēc projektā ietverto ilgtermiņa ieguldījumu veikšanas uzņēmums uzsāks jumta blīvslēgu elementu ražošanu. Pielietojot blīvslēga elementu tiek nodrošināts hermētisks un kvalitatīvs jumtu elementu un aksesuāru pieslēgums ar jumta segumu. Projekta rezultātā jaunajā ražotnē tiks izveidotas 8 jaunas darba vietas, tādējādi mazinot nelabvēlīgas atšķirības starp reģioniem un reģionu teritorijām, kā arī sekmējot līdzsvarotu valsts attīstību.
","253,200.00","139,260.00",0,6,"-"
24,"Baltic Agro Land","Pūces iela 45-12A, Rīga, LV-1082","Ražošanas ēkas celtniecība un apstrādes un pakošanas līnijas iegāde fasētu salātu maisījumu sagatavošanai","Mežvidu pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekts paredz ražotnes būvniecību un iekārtu uzstādīšanu fasētu salātu maisījumu sagatavošanai un uzglabāšanai. Galvenās aktivitātes - ražošanas ēkas ar palīgtelpām būvniecība un aprīkošana ar aukstumsistēmu, zaļumu  ehnoloģiskās apstrādes līnijas iegāde un uzstādīšana. Rezultāts - izveidota jauna ražotne ar lielu kapacitāti, nodrošinot 10 darba vietas, 80 % saražotās produkcijas novirzot eksportam.
Projektu realizē vienā posmā, izmantojot kredītresursus.","167,091.61","91,900.38",0,9,"-"
25,"PARTIKS","Rubeņu ceļš 2, Jelgava, LV-3002","SIA ""PARTIKS"" uzņēmējdarbības attīstība, iegādājoties skaidu briketēšanas iekārtu","Riebiņu pagasts",01/02/2010,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Preiļu rajona Riebiņu novada Rušonas pagasta Vaidaviešos SIA „PARTIKS” ir noslēdzis ilgtermiņa nomas līgumu par nedzīvojamo telpu īri un plāno tur uzsākt un attīstīt savu uzņēmējdarbību. Nomātājās telpās uzņēmumam ir jāveic iekārtošanas un komunikāciju ievilkšanas darbi, kuru izmaksas segs pats uzņēmums. Kopumā šim mērķim ir paredzēts iztērēt aptuveni 5000 latus. Preiļu rajona Vaidavieši ir viena no īpaši atbalstāmajām teritorijām, tāpēc jaundibinātā uzņēmuma devums šim reģionam būs pietiekami nozīmīgs. 
Skaidu brikešu ražošanai uzņēmumam būs nepieciešams nodarbināt vairākus darbiniekus, kas spēs nodrošināt ražošanas procesu. Plānots, ka būs nepieciešams iekārtas operators, palīgstrādnieks un pakotājs, un darbs varētu notikt maiņās, tāpēc būs nepieciešami 6 darbinieki.
Uzņēmums plāno izveidot skaidu briketēšanas ražotni, sākumā iegādājoties vienu hidraulisko skaidu briketēšanas presi, kas paredzēta skaidu brikešu ražošanai no dažādu kokšņu skaidām. Pašlaik uzņēmums jau ir iegādājies auto mašīnu GAZ53, kas ir nepieciešams, lai spētu savākt skaidas un transportēt tos, kā arī aprīkojis uzņēmuma biroju, iegādājoties biroja mēbeles. SIA „PARTIKS” ražotā produkcija būs kvalitatīva, augstvērtīga un konkurētspējīga, tāpēc uzņēmums plāno, ka tas spēs nodrošināt vajadzīgo ražošanas apjomu darbības sākumā ar vienu iekārtu, bet, uzņēmumam attīstoties un paplašinoties, tas plāno iegādāties papildus iekārtas un aprīkojumu skaidu brikešu ražošanai. Par galvenajiem uzņēmuma realizācijas kanāliem tas ir izvēlējies ārvalstu tirgu – Eiropas Savienības, Zviedrijas, Krievijas un citu valstu tirgus, ar kuriem jau šobrīd notiek intensīvas pārrunas, un nelielu daļu saražotās produkcijas realizēt arī te pat, Latvijā. Kā arī uzņēmums ved pārrunas ar Latvijas ražotājiem un pārstrādātājiem. Pašlaik jau ir vienošanas par skaidu briketēšanu ar vienu no koka apstrādes uzņēmumiem, kas atrodas tur pat uz nomātas teritorijas Preiļu rajona, Rušonas pagastā, Riebiņu novadā.
Hidrauliskās skaidu briketēšanas preses iegādes izmaksas ir 250 000 Ls bez pievienotās vērtības nodokļa. Iekārtas iegādei uzņēmums ieplānojis piesaistīt Eiropas Savienības līdzfinansējumu 137 500 Ls apmērā, kā arī veicis pārrunas ar kredītiestādēm un nonācis pie vienošanās par ilgtermiņa aizdevuma saņemšanu iekārtas iegādei. 
SIA „PARTIKS” projektu realizēt ir iecerējis sešu mēnešu laikā pēc līguma noslēgšanas ar Latvijas investīciju un attīstības aģentūru ( turpmāk tekstā – LIAA). Pēc uzņēmuma aplēsēm par ieguldītajiem finanšu līdzekļiem, tas spēs nosegt ilgtermiņa aizņēmumu no kredītiestādes, un ieguldītie līdzekļi atmaksāties 3 līdz 5 gadus ilgā laika posmā.
","277,000.00","116,340.00",0,8,"-"
