"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
11,"Rauko","Amālijas iela 2, Rīga, LV-1002","SIA ''RAUKO'' ārējā mārketinga aktivitātes","Rīga",17/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ''Rauko'' ir dibināta 2007.gadā un tas darbojas mēbeļu ražošanas nozarē. Uzņēmums ražo mēbeles birojiem, mājām, individuālajiem klientiem. 2009.gadā uzņēmums plāno ārējā mārketinga aktivitātes:
1) Tiešā vizīte pie potenciālajiem produkcijas pircējiem Zviedrijā 21.-25.04, 2009. Vizītes laikā ir plānots panākt vienošanos par SIA ''RAUKO'' produkcijas eksportu uz Zviedriju.
2) Atkārtota tiešā vizīte pie potenciālajiem produkcijas pircējiem Dānijā 27.-30.04, 2009. Vizītes laikā ir plānots panākt vienošanos par SIA ''RAUKO'' produkcijas eksportu uz Dāniju.
3) Tiešā vizīte pie potenciālajiem produkcijas pircējiem Vācijā 02.-08.05, 2009. Vizītes laikā ir plānots panākt vienošanos par SIA ''RAUKO'' produkcijas eksportu uz Vāciju.
","13,053.00","6,526.50",0,2,"www.rauko.lv"
12,"Latlaft","Skolas iela 1b-42, Ogre, Ogres novads, Ogres rajons, LV-5001","Dalība izstādē ""Norsk Hytteliv 2009""","Ogre ",23/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""Latlaft"" ir dibināta 2005.gadā, un tā darbojas kokrūpniecības nozarē. Uzņēmums ražo guļbūves no tēstiem baļķiem, koka kolonnas, koka sijas un kopturus guļbūvēm, zāgmateriālus, dārza mēbeles no masīviem baļķiem, veic savu māju montāžu.
2009.gadā uzņēmums plāno ārējā mārketinga aktivitātes:
Dalība koka un brīvdienu māju izstrādē ""Norsk Hytteliv 2009"", no 2009.gada 16. līdz 19.aprīlim, Oslo, Norvēģijā. Izstādē parasti piedalās ap 200 dalībniekiem no dažādām pasaules valstīm. Izstādes komplekss atrodas Norvēģijas galvaspilsētas Oslo tuvumā un to apmeklē ~ 20000 apmeklētāju. 
SIA ""Latlaft"" izstādē prezentēs guļbūves un to celtniecības pakalpojumus.","20,390.00","10,195.00",0,2,"www.latlaft.lv"
13,"Termoline","Ieriķi, Dārdu iela 7, Amatas pagasts, Amatas novads, Cēsu rajons, LV-4139","SIA ""Termoline"" dalība starptautiskajā izstādē ""Koka un brīvdienu mājas""","Amatas pagasts",20/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Uzņēmums piedalīsies starptautiskajā koku un atpūtas māju izstādē ""Norvēģijās koka un atpūtas mājas 2009"", kas norisināsies no 16-19. aprīlim Oslo.","11,487.00","5,743.50",0,1,"www.dores.lv"
14,"Attirance","Maskavas iela 322b, Rīga, LV-1063","SIA ""Attirance"" - ārējā mārketinga aktivitātes","Rīga",20/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.gadā SIA ""Attirance"" plāno dalību 8.starptautiskajā kosmētikas un kosmētikas iekārtu izstādē ""INTERSHARM Professional 2009"", 23.-25.aprīlī, Maskavā. Plānots, ka izstādē būs pārstāvēti vairāk kā 355 zīmoli.","11,050.00","5,525.00",0,2,"www.attirancecosmetics.eu"
15,"SUNGATE","Grēdu iela 4a, Rīga, LV-1019","SIA ""SUNGATE"" dalība starptautiskajā izstādē TRANSRUSSIA 2009","Rīga",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""SUNGATE"" ārējā mārketinga aktivitāte - dalība 14. starptautiskajā kravu pārvadājumu, transporta un loģistikas izstādē un konferencē TRANSRUSSIA 2009, 2009. gada 21.-24. aprīlī, Maskavā","12,374.06","6,187.03",0,1,
16,"Peruza","'Lejasrandoti'', Mucenieki, Ropažu novads, Rīgas rajons, LV-2106","SIA ''Peruza'' ārējo tirgu apguves aktivitātes","Ropažu novads",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ''Peruza'' 2009. un 2010.gadā veiks vairākus pasākumus jaunu produkcijas noieta tirgu meklēšanai un sadarbības partnerattiecību nodibināšanai, īstenojot šādas aktivitātes:
• Piedalīties 6 zivjrūpniecības, pārtikas rūpniecības un iekārtu ražošanas nozaru starptautiskās izstādēs – ‘’Seafood Processing Europe 2009’’ Beļģijā, ‘’World Fishing Exhibition 2009’’ Spānijā, ‘’Agroprodmash 2009’’ Krievijā, ‘’International Boston Seafood Show 2010’’ Amerikas Savienotajās Valstīs, ‘’Seafood Processing Europe 2010’’ Beļģijā, ‘’Agroprodmash 2010’’ Krievijā;
• Piedalīties 8 biedrības ‘’Metāls un inovācijas’’ organizētās kontaktbiržās – izstādes ‘’Anuga FoodTech 2009’’ ietvaros Vācijā, izstādes ‘’Sinaval Eurofishing 2009’’ ietvaros Spānijā, izstādes ‘’Seafood Russia 2009’’ ietvaros Krievijā, izstādes ‘’Polfish 2009’’ ietvaros Polijā, izstādes ‘’WorldFoodTech 2009’’ ietvaros Kazahstānā, izstādes ‘’ProdExpo 2010’’ ietvaros Krievijā, izstādes ‘’Agadir Fish Morocco 2010’’ ietvaros Marokā, izstādes ‘’Seafood Russia 2010’’ Krievijā.
Mārketinga aktivitātes ārvalstu tirgos sekmēs komercsabiedrības izaugsmi un produkcijas eksportspējas palielināšanos.
","49,060.00","24,530.00",0,18,"www.peruza.lv"
17,"Pinus GB","'Jauntīreļi'', Olaines pagasts, Rīgas rajons, LV-2114","SIA ''Pinus GB'' ārējā mārketinga aktivitātes (dalība mēbeļu izstādē Vācijā)","Olaines pagasts ",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ''Pinus GB'' ir dibināts 2006.gadā un tas ir uzņēmums, kas nodarbojas ar koka paneļu un masīvkoka mēbeļu izgatavošanu (ražo galdus, krēslus, kumodes, gultas, dažāda veida korpusa mēbeles utt.). 2008.gada otrajā pusē vairāk kā 90% no uzņēmumā saražotās produkcijas tika eksportēts uz ES valstīm.
Šajā gadā uzņēmums plāno jau otro reizi piedalīties Vācijas M.O.W. mēbeļu izstādē Barntrupā 03.-07.maijā, 2009, kurā katru gadu piedalās ap 500 mēbeļu piegādātāju no 26 valstīm.","18,062.54","9,031.27",0,2,
18,"Severstaļlat","Mednieku iela 10-17, Ogre, Ogres novads, Ogres rajons, LV-5001","AS ''Severstaļlat'' ārējā mārketinga aktivitātes","Ogre ",31/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","AS ''Severstaļlat'' 2009.gadā plāno īstenot ārvalstu tirgu apgūšanas stratēģijas realizēšanu, īstenojot vairākas aktivitātes:
• Piedalīties 4 metālapstrādes un būvniecības nozares starptautiskās izstādēs – ‘’Metalforum 2009’’ Polijā, ‘’Alihankinta 2009’’ Somijā, ‘’Mir Metalla’’ Baltkrievijā, ‘’Elmia Subcontractor 2009’’ Zviedrijā;
• Piedalīties 8 biedrības ‘’Metāls un Inovācijas’’ organizētās kontaktbiržās – izstādes ‘’Wire / Tube Russia 2009’’ ietvaros Krievijā, konferences ‘’Steel Business Briefing Steel markets Europe 2009’’ ietvaros, konferences ‘’14th Galvanizing & Coil Coating Conference’’ ietvaros, konferences ‘’Рынки металлургического сырья 2009’’ ietvaros Ukrainā, konferences ‘’7-й ежегодный семинар ‘’Прогноз цен на металлопрokат, трубы и лом в 2010 году’’. Mockва’’ ietvaros Krievijā, konferences ‘’Pipe and Tube Istanbul 09’’ ietvaros Turcijā, izstādes ‘’Металл-Экспо 2009’’ ietvaros Maskavā, konferences ‘’Steel sucess strategies’’ ietvaros Francijā.
Mārketinga aktivitātes ārvalstu tirgos sekmēs komercsabiedrības izaugsmi un produkcijas eksportspējas palielināšanos.","39,100.00","19,550.00",0,8,"www.ssl.lv"
19,"SKAN TOOLING","Krūzes iela 2c, Rīga, LV-1046","SIA ""SKAN-TOOLING"" dalība starptautiskajā izstādē ""ROSMOULD 2009""","Rīga",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.gadā plānojam paplašināt savu pozīciju Krievijas tirgū un piedalīties 4.starptautiskajā presformu projektēšanas, ražošanas un ekspluatācijas izstādē ""RosMould 2009"", kas notiks 03.06.09. - 05.06.09 Maskavā.","11,037.15","5,518.57",0,4,"www.skantooling.lv"
20,"JZ Microphones","Gaujas iela 30, Mārupes pagasts, Rīgas rajons, LV-2167","JZM dalība Tirdzniecības misijā ASV","Mārupes pagasts ",23/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""JZ Microphones"" plāno piedalīties biedrības ""Latvijas Biznesa klubs"" rīkotajās starptautiskajās tirdzniecības misijās uz ASV.
 ""Latvijas Biznesa klubs"" ir viena no lielākajām biedrībām Latvijā, kas šogad aktivizējusi savas darbības Latvijā ražotās produkcijas eksporta apjomu palielināšanā. Viens no veidiem kā sasniegt augstākminēto mērķi, ir nozaru tirdzniecības misiju rīkošana ārvalstīs, tādējādi palīdzot eksportspējīgākajiem Latvijas uzņēmumiem iegūt jaunus noieta tirgus. Piedaloties tirdzniecības misijās, SIA ""JZ Microphones"" iegūs lielisku iespēju prezentēt uzņēmuma piedāvāto produkciju ātvalstīs, vest pārrunas ar mērķa tirgus pārstāvjiem par uzņēmuma piedāvātās produkcijas noietu - skaņu ierakstu studijām, mazumtirdzniecības ķēdēm, vairumtirgotājiem, lietotājiem - tendenču noteicējiem, un citiem.
 Dalība šādās, tik plāši pārstāvētās tirdzniecības misijās, palīdzēs uzņēmumam ievērojami palielināt eksporta apjomus un iekarot stabilas pozīcijas ASV studijas mikrofonu tirgū.","32,608.00","16,304.00",0,17,"www.jzmic.com"
21,"Sidrabe","Krustpils 17, Rīga, LV-1073","AS ""Sidrabe"" ārējā mārketinga aktivitātes Somijā un ASV","Rīga",31/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","AS ""Sidrabe"" plāno piedalīties:
 1. Starptautiskajā izstādē The Glass Performace Days, Somijā 12.06.-.15.06.2009;
 2. Starptautiskajā izstādē 2009 52nd SVC Annual Technical Confereces Santa Clara Convention Center and Hyatt Regency, Santa Clara, Ca, AS - 09.05.-15.05.2009","24,188.92","12,094.46",0,2,"www.sidrabe.com"
22,"Sidrabe","Krustpils 17, Rīga, LV-1073","AS ""Sidrabe"" ārējā mārketinga aktivitātes Itālijā, Vācijā un Japānā","Rīga",31/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","AS ""Sidrabe"" plāno piedalīties:
 1. Starptautiskajā izstādē HTE-HI. TECH.EXPO 2009 Milan Fair Center, Itālijā -25.11.-27.11.2009;
 2.Starptautiskajā izstādē The 24th European Photovoltaic Solar Energy Conference and Exibition Congress Center and Inetnational Fair , Hamburgā, Vācijā. 21.09.-24.09.2009
 3.Starptautiskajā izstādē Vacuum 2009 Japānā - 16.09.09.-18.09.09.","12,931.60","6,465.80",0,8,"www.sidrabe.com"
23,"Prometāls","Vidzemes iela 5a, Ogre, Ogres novads, Ogres rajons, LV-5001","SIA ''Prometāls'' ārējā mārketinga aktivitāte","Ogre ",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ''Prometāls'' ir dibināta 1997.gadā, ražo metāla konstrukcijas kokapstrādei, mašīnbūvei, enerģētikai. Produkti: lieljaudas šķeldas apkures katli, kuģu durvis - Norvēģijai, auto vedēju platformas - Holande, enerģijas ražošanas iekārtu dzesētājus - Anglijai, industriālie klusinātāji - ASV, industriālie gāzes plūsmas regulēšanas aizbīdņi - Somija, lentas/tuneļa transportierus - Zviedrijai. Vietējā tirgū sniedzam lāzera griešanas, locīšanas un krāsošanas pakalpojumus, kas sastāda 10% no kopējā apgrozījuma.
 2009.g. SIA ''Prometāls'' plāno sekojošo ārējā mārketinga aktivitāti:
 1) dalība starptautiskā mežkopības un kokapstrādes izstādē LIGNA HANNOVER, 18-22.maijā 2009.gadā, Hannoverē, Vācijā. Plānots, ka izstādē piedalīsies vairāk kā 1800 dalībnieki uz vairāk kā 135 000kv.m. platības.","31,931.45","15,965.72",0,1,"www.prometals.lv"
24,"Pinus GB","""Jauntīreļi"", Olaines pagasts, Rīgas rajons, LV-2114","SIA ""Pinus GB"" ārējā mārketinga aktivitātes","Olaines pagasts ",17/03/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Šajā gadā uzņēmums plāno piedalīties Briseles mēbeļu izstādē Beļģijā 01.-04.novembrī, 2009, kurā katru gadu 80 000m2 platībā savu produkciju prezentē ap 300 mēbeļu piegādātāju no Beļģijas, Francijas, Vācijas, utt.","11,590.90","5,795.45",0,7,
25,"Dīlers","Brīvības gatve 214c, Rīga, LV-1039","Dalība starptautiskās izstādēs","Rīga",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ''Dīlers'' plāno piedalīties ar savu stendu divās ārvalstu izstādēs: 1) no 2010. gada 14. līdz 17. aprīlim Itālijā, Breskijā (Brescia) norisināsies starptautiskā alumīnija produktu izstāde METEF; 2) no 2010. gada 19. līdz 21. janvārim Vācijā, Nirnbergā norisināsies starptautiskā metālliešanas produktu izstāde EUROGUSS. Abās izstādēs galvenie dalībnieki ir metālliešanas uzņēmumi, alumīnija produktu ražotāji, tehnoloģiju eksperti un citi sadarbības partneri. Tās ir divas no lielākajām nozares izstādēm pasaulē.
 SIA ''Dīlers'' kā alumīnija lietņu ražotāju visvairāk interesē kontakti ar lieliem Rietumeiropas partneriem, kas piedalās šajā pasākumā. SIA ''Dīlers'' produkts, kas tiks prezentēts izstādē, ir alumīnija lietņi, kurus uzņēmums lej no alumīnija metāllūžņiem. Izstādē tiks prezentēti arī 2006. un 2007. gada laikā izveidotie jaunie produkti - alumīnija lietņi ar uzlabotu ķīmisko sastāvu un dizainu.
 Šis pasākums ir izdevīgs biznesa attīstībai, jo piedalās nozīmīgi esošie un potenciālie klienti un izmaksas ir salīdzinoši zemas, kā arī koncentrēta un saturīga pasākuma programma.","47,285.85","23,642.92",0,10,"www.dilers.lv"
26,"Elipso","Brīvības iela 218, Rīga, LV-1039","SIA ""Elipso"" ārējā mārketinga aktivitātes","Rīga",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""Elipso"" mērķis: 
 -dalība starptautiskajā iepakojuma industrijas - aprīkojuma, iekārtu, materiālu izstādē ""Modernpark"", Zagrebā, Horvātijā, kas norisināsies no 2009.gada 3.-6.jūnijam;
 -dalība starptautiskajā drukas industrijas - aprīkojuma, iekārtu, drukas dizaina, materiālu, produkcijas izstādē ""Printexpo"", Budapeštā, Ungārijā, kas norisināsies no 2009. gada 22. - 25. septembrim.","11,755.20","5,877.60",0,5,
27,"Elva Baltic","Robežu iela 46, Rīga, LV-1004","SIA ""ELVA BALTIC"" dalība tiešajās vizītēs ārvalstīs","Rīga",22/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""Elva Baltic"" ir Microsoft Gold sertificētais partneris, kurš specializēties grāmatvedības un biznesa vadības sistēmas Misrosoft Dynamics TM NAV (iepriekš Microsoft Navision) ieviešanā  un apkalpošanā un savu produktu izstrādē uz minētās platformas. Uzņēmums savu kompetenci apliecinājis jau vairāk kā 180 Latvijā realizētos projektos un šobrīd tiek strauji attīstīts klientu loks arī Lietuvā un Igaunijā, kur SIA ""Elva Baltic"" pārstāv meitas uzņēmumi - ""Elva Baltic"" UAB un ""Elva Baltic"" OU.
 2009.g. un 2010.g. uzņēmums plāno vairākas ārējā mārketinga aktivitātes:
 1)lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu sava jaunā produkta eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties tiešajā vizītē pie potenciālajiem sadarbības partneriem Kanādā.
 2)ai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu sava jaunā produkta eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties tiešajā vizītē pie potenciālajiem sadarbības partneriem Kazahstānā.
 3)ai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu sava jaunā produkta eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties tiešajā vizītē pie potenciālajiem sadarbības partneriem Turcijā.
 4)ai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu sava jaunā produkta eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties tiešajā vizītē pie potenciālajiem sadarbības partneriem ASV.
 5)ai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu sava jaunā produkta eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties tiešajā vizītē pie potenciālajiem sadarbības partneriem Ķīnā.
 6)lai veicinātu uzņēmuma starptautisko atpazīstamību un sekmētu sava jaunā produkta eksporta apjomu pieaugumu, SIA ""ELVA BALTIC"" plāno piedalīties tiešajā vizītē pie potenciālajiem sadarbības partneriem Krievijā.
 ","27,825.54","13,912.77",0,17,"www.elvabaltic.lv"
28,"KVADRA PAK","Vienības gatve 11, Rīga, LV-1004","A/S ''KVADRA PAK'' dalība starptautiskā izstādē","Rīga",06/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","A/S Kvadra Pak ir viens no lielākajiem kartona iepakojuma ražotājiem Baltijas valstīs, kas aktīvi darbojas iepakojuma ražošanas un dizaina izveides jomā jau 15 gadus. Uzņēmums ar katru gadu ir pilnveidojies, iegādājies mūsdienīgas iekārtas, apmācījis darbiniekus un ieguvis plašu pasūtītāju loku.
 2010.gadā uzņēmums plāno šādu ārējā mārketinga aktivitāti:
 * dalība izstādē ISM 2010, 01.-04.februārī, 2010.gadā, Vācijā, Ķelnē (ikgadējā izstāde, norises datumi var tikt vēl precizēti).
 A/S Kvadra Pak izstādē prezentēs savas jaunās ar inovatīvām tehnoloģijām ražotās augstas kvalitātes sarežģītības kartona kārbas pārtikas un nepārtikas precēm.","23,601.16","11,800.58",0,9,"www.kvadrapak.lv"
29,"JUMS","Maskavas iela 433, Rīga, LV-1063","SIA ""JUMS"" dalība starptautiskās izstādēs","Rīga",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""JUMS""nodarbojas ar vīriešu apģērbu ražošanu izmantojot ekskluzīvas kvalitātes materiālus, vairāk nekā 20 gadus. 
 Plānotā projekta ietvaros SIA ""JUMS"" plāno piedalīties starptautiskās izstādēs: 
 1)""CPM Collection Premiere Moscow"" 2009.gada septembrī, Krievijā, Maskavā;
 2)""CPM Collection Premiere Moscow"" 2010.gada februārī, Krievijā, Maskavā.","44,890.28","22,445.14",0,7,
30,"Wooden Windows Latvia","Jelgavas iela 27, Kalnciems, Jelgavas novads, LV-3016","SIA ""Wooden Windows Latvia"" ārējā mārketinga aktivitātes","Kalnciems",03/04/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Lai veicinātu uzņēmuma starptautisko atpazīstamību, SIA ""Wooden Windows Latvia"" 2009.gadā rudenī plāno šādas ārējā mārketinga aktivitātes:
 1)Dalība Krievijas būvniecības un māju dekora izstādē Baltic Build - 2009, kura notiks 09.-12.septembrī, 2009, Sanktpēterburgā, krievijā. izstādē piedalās būvniecības firmas, kā arī uzņēmumi, kuri piedāvā apdari, logus, durvis, būvmateriālus, santehniku, utt.
 2)Dalība Francijas koka māju izstādē Vivons Bois - 2009, kura notiks Bordo, Francijā no 06.-09.novembrī. Izstāde ir veltīta kokapstrādei, konstrukcijām un mājām no kokmateriāla.","37,304.84","18,652.42",0,2,"www.wwl.lv"
