"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
35,"Kurzemes delikateses","""Dēseles dzirnavas"", Embūtes pagasts, Liepājas rajons, LV-3436","""SIA ""Kurzemes delikateses"" bioloģisko delikatešu produktu ražotnes būvniecība""","Embūtes pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekts paredz būvēt bioloģisko delikatešu produktu ražošanas ēku. Ražošanas ēka tiks uzbūvēta atbilstoši visiem būvniecības un pārtikas pārstrādes nozarē paredzētajiem normatīvajiem aktiem, ievērojot labas higiēnas prakses vadlīnijas, paredzot atbilstošas ērtības darbiniekiem un vietu visām nepieciešamājām ražošanas iekārtām un to papildus aprīkojumam, kas tiks iegādātas pēc šī projekta realizācijas.","210,000.00","69,993.00",0.00,19,
36,"Tavai un manai veselībai","Rīgas iela 55a, Gulbene, Gulbenes rajons, LV-4401","Veselības uzlabošanas pakalpojumu sniegšanas paplašināšana SIA ""Tavai un manai veselībai""","Gulbene ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks iegādāta jauna zemūdens masāžas vanna, jauni kardiotrenažieri – elipteris un airēšanas trenažieris. Iegādātās iekārtas uzņēmums uzstādīs tā telpās, kas ir atbilstoši iekārtotas un aprīkotas, lai uzstādītu un izmantotu minētās iekārtas. Projekta aktivitāšu īstenošanai tiks izmantoti uzņēmuma pašu līdzekļi un aizņemtie līdzekļi.
Projekta mērķis ir izveidot augstvērtīgu uzņēmumu, kas spētu nodrošināt augstas kvalitātes veselības uzlabošanas pakalpojumus, iegādājoties zemūdens masāžas vannu, kardiotrenažierus – elipteri un airēšanas trenažieri. Projekta mērķa sasniegšana uzņēmumam nodrošinās lielāku pakalpojumu klāstu un palielinās uzņēmuma apgrozījumu un darba kvalitāti.","10,391.35","4,156.54",0.00,4,
37,"Pajumte EA","Dārza iela 19-10, Alūksne, Alūksnes rajons, LV-4301","Ēkas Pils ielā 24 rekonstrukcija","Alūksne ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir paplašināt pakalpojumu klāstu, piedāvājot ātrās ēdināšanas pakalpojumus un semināru/konferenču organizēšanu, tādējādi palielinot uzņēmuma apgrozījumu. Projekta ietvaros tiks veikti ēkas rekonstrukcijas darbi, izveidojot virtuvi un ēdamzāli un talpas semināru/konferenču organizēšanai. Projekta īstenošanas rezultātā tiks sniegti visa veida ēdināšanas pakalpojumi, kā arī nodrošinātas iespējas Alūksnes pilsētā organizēt seminārus/konferences.","172,310.00","67,200.90",0.00,23,
38,"RĪTS R","Ezera iela 3, Balvi, Balvu rajons, LV-4501","Uzņēmuma darba vides sakārtošana un modernizācija","Balvi ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir nodrošināt biznesa vides sakārtošanu un konkurētspējas paaugstināšanos, rekonstruējot esošo ēku un izbūvējot jaunu piebraucamo ceļu. Projekta ietvaros tiks rekonstruēta ēka un tajā ierīkotas biroja un remontbāzes telpas, uzbūvēts piebraucamais ceļš ar asfaltētu vai bruģētu segumu, atkarībā no tehniskā projekta risinājuma. Tā kā uzņēmuma darbība ir saistīta arī ar elektromontāžas materiālu mazumtirdzniecību, tad projekta īstenošanas laikā, vienlaikus tiks rekonstruēta arī tirdzniecības zāle.","187,550.40","69,393.64",0.00,24,
39,"ETB","Celtnieku 25/27-NT3, Liepāja, LV-3401","Vēja elektrostacijas būvniecība Liepājas rajona Vērgales pagastā ","Vērgales pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt Latvijas un Eiropas kvalitātes standartiem atbilstošas vēja elektroenerģijas ražošanu, uzstādot jaunu vēja elektrostaciju uz izveidojot tai nepieciešamo infrastruktūru, tādējādi paplašinot Uzņēmuma darbības virzienus un attīstot atjaunojamas vēja enerģijas iegūšanu Latvijā. Projekta ietvaros tiks izbūvēta vēja elektrostacija, kā arī tiks izveidota visa nepieciešamā infrastruktūra - piebraucamais ceļš un pieslēgums pie elektrolīnijām.","204,022.78","69,367.74",0.00,22,
40,"ARHEO","Ūdens iela 12-114, Rīga, LV-1007","Kokogļu ražotnes izveide SIA ""ARHEO""","Preiļu novads",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir veicināt uzņēmējdarbības izaugsmi, uzsākot kokogļu ražošanu, tādējādi dažādojot uzņēmuma darbības veidus, ražojot eksportspējīgu produktu un nodrošinot jaunas darba vietas Preiļos. Projekta ietvaros tiks iegādāta kokogļu ražošanas līnija un malkas zāģis -skaldītājs un motorzāģis.","14,834.43","5,697.90",0.00,23,"www.arheogroup.lv"
41,"HOLM","Vidzemes iela 28, Balvi, Balvu rajons, LV-4501","SIA HOLM brikešu ražotnes izveide","Balvi ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir attīstīt jaunu darbības virzienu un uzsākt skaidu brikešu ražošanu, pārstrādājot mazvērtīgo koksni (skaidas) - kokapstrādes ražošanas atkritumus, veicināt uzņēmuma attīstību un tā darbinieku ienākumu palielināšanos, nodrošināt uzņēmumam apgrozījuma un peļņas pieaugumu, jaunu tirgu apguvi un uzņēmējdarbības risku diversifikāciju. Projekta ietvaros tiks iegādāta jauna skaidu brikešu ražošanas iekārta. Projekta īstenošanas rezultātā tiks uzsākta skaidu brikešu ražošana, kas ir efektīgs un ekoloģiski tīrs kurināmā veids. Koksnes skaidu briketes ir mūsdienīgs ar kalorijām bagāts kurināmais, kuru izgatavo no koksnes atliekām ar presēšanas metodi bez saistošo vielu pielikšanas. ","41,440.00","16,576.00",0.00,22,
42,"Specprojekts","Jāņa Zābera iela 8, Madona, Madonas rajons, LV-4801","Biroja ēkas rekonstrukcija","Madona ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir rekonstruēt esošo biroja ēku, palielinot tās platību, lai nodrošinātu uzņēmuma darbības paplašināšanas iespējas un uzlabotu darbinieku darba apstākļus. Projekta ietvaros tiks izstrādāts tehniskais projekts esošās biroja ēkas J.Zābera ielā 8, Madonā rekonstrukcijai un veikti rekonstrukcijas darbi, paplašinot ēkas plātību. Plānots, ka rekonstrukcijas rezultātā tiks iegūta papildus platība, kura tiks izmantota SIA ""Specprojekts"" darba vides sakārtošanai, iekārtojot jaunas darba vietas.","151,628.40","60,651.36",0.00,24,
43,"Alūksnes bruģakmens","""Sauleskalns"", Mārkalnes pagasts, Alūksnes rajons, LV-4351","Bruģakmens ražotnes paplašināšana","Mārkalnes pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir dažādot uzņēmumā ražotās produkcijas sortimentu, līdz ar to paaugstinot uzņēmuma konkurētspēju. Projekta ietvaros tiks iegādāta jauna vibroprese betona izstrādājumu ražošanai un jauna presforma ceļa apmaļu ražošanai. Tiks ražots nestandarta izmēru bruģakmens, ceļa apmales, bruģakmens pēc individuāla pasūtījuma, kā arī keramzīta bloki.","63,311.00","25,324.00",0.00,4,
44,"Elektrolīnijas","Jāņa Zābera iela 8, Madona, Madonas rajons, LV-4801","Inovatīvu tehnoloģiju ieviešana ūdensapgādes sistēmu būvniecībā","Madona ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir inovatīvu tehnoloģiju ieviešana ūdensapgādes sistēmu būvniecībā, sekmējot uzņēmuma konkurētspēju un izaugsmes iespējas. Projekta ietvaros tiks iegādāta jauna, CE marķējumam atbilstoša horizontālās beztranšeju urbšanas iekārta. Ar horizontālās beztranšeju urbšanas iekārtu uzņēmums varēs veikt gan jaunu ūdensapgādes sistēmu būvniecību, gan rekonstrukciju. ","245,298.27","69,983.59",0.00,13,
45,"GTC","A. Čaka 33-403, Rīga, LV-1011","Diožu ekrāna ar vadības sistēmu iegāde","Šķeltovas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir iegādāties diožu ekrānu 8x6 metri un tā vadības sistēmu, ar mērķi uzlabot sniegtā pakalpojuma kvalitāti un dažādošanu, tādejādi paaugstinot apgrozījumu. Projekta īstenošanas rezultātā tiks nodrošināts pasākumu vizuālais attēls. Ekrāns tiks izmantots gan darbam telpās, gan brīvā dabā. Tādejādi palielināsies pasākumu veidotāju iespējas piesaistīt jaunus reklāmdevējus, nodrošināt šovus un video instalācijas.","152,302.54","60,921.01",0.00,4,
46,"JASERS","Burtnieku iela 1, Īslīces pagasts, Bauskas rajons, LV-3914","Sākotnējie ieguldījumi un ražošanas paplašināšana sabiedriskās ēdināšanas komersantam","Bauska ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir palielināt ražošanas jaudu, roku darbu aizstājot ar jaunām iekārtām un paplašināt ražošanu, piedāvājot konditorijas izstrādājumus. Projekta ietvaros tiks iegādāti jauni pamatlīdzekļi - jaunas iekārtas ar lielāku funkcionalitāti un ekonomiskāku enerģijas patēriņu.","3,974.57","1,589.82",0.00,2,
47,"M. Bērziņa zobārstniecības privātprakse","Stabu iela 25/3, Rīga, LV-1011","SIA ""M. Bērziņa zobārstniecības privātprakse""Kuldīgas filiāles modernizācija","Kuldīga ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir veikt Kuldīgas filiāles modernizāciju, ar mērķi paaugstināt darba efektivitāti, nodrošināt jaunu pakalpojumu sniegšanas iespējas un stabilu sniegto pakalpojumu kvalitāti. Projekta gaitā plānots nomainīt vecās esošās zobārstniecības iekārtas un instrumentus, kā arī iegādāties jaunas iekārtas, kuru izmantošana ļaus sniegt papildus pakalpojumus un palielināt apkalpoto pacientu skaitu gadā. Jaunās iekārtas būs atbilstošas normatīvo aktu prasībām, tehnoloģiski modernas, aprīkotas ar pret-AIDS sistēmu, viegli kopjamas dezinficējamas un sterilizējamas.","126,365.99","50,546.39",0.00,9,
48,"Compaqpeat","Arkveida noliktava, Rucavas pagasts, Liepājas rajons, LV-3477","Frēzkūdras ražotnes modernizācija","Rucavas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir veikt frēzkūdras ražotnes modernizāciju, uzstādot jaunu frakcionēšanas, presēšanas/pakošanas līniju. Ražot augstākas pievienotās vērtības produktu - frakcionētu, presētu/pakotu frēzkūdru, paplašinot produkcijas realizācijas iespējas, līdz ar to palielinot uzņēmuma peļņu. projekta ietvaros tiks iegādātas jauna frēazkūdras frakcionēšanas, presēšanas/pakošanas iekārtas un frēzkūdras presēšanas/pakošanas iekārtas.","205,600.00","70,000.00",0.00,11,
49,"GANČEVSKI","""Gančevski"", Līksnas pagasts, Daugavpils rajons, LV-5456","SIA ""STANEKS"" atpūtas kompleksa būvniecība","Līksnas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks veikta pie esošās SIA ""STANEKS"" ēkas jaunas piebūves - atpūtas kompleksa būvniecība, kur būs izvietotas 2 pirtis - krievu un turku, peldbaseins, solārijs, hidromasāžas baseins un palīgtelpas. 
Projekta mērķis ir paplašināt SIA ""STANEKS"" sniegto pakalpojumu klāstu ar klientiem plašākām atpūtas un izklaides iespējām, tādējādi nodrošinot uzņēmuma attīstību un apgrozījuma pieaugumu. Projekta īstenošanas rezultātā tiks paplašināts līdz šim SIA ""STANEKS"" sniegto pakalpojumu klāsts. Papildus tiks piedāvāti:
1) krievu pirts pakalpojumi;
2) turku pirts pakalpojumi;
3) peldbaseins un hidromasāžas baseins;
4) solārijs.","267,045.54","68,497.18",0.00,24,
50,"Konstrukcijas","Tallinas 45-15, Rīga, LV-1012","Lieljaudas mobilās augstspiediena mazgāšanas iekārtas iegāde SIA ""Konstrukcijas"" saimnieciskās darbības paplašināšanai","Ludza ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir iegādāties lieljaudas mobilo augstspiediena ūdens mazgāšanas iekārtu, lai sniegtu kvalitatīvus ēku fasāžu un citu virsmu mazgāšanas un tīrīšanas pakalpojumus. Iekārta ne tikai palīdzēs sagatavot virsmas krāsošanai, tās attīrot un mazgājot, bet arī nodrošinās citu pakalpojumu sniegšanas iespējas. Pakalpojumi var tikt veikti jebkurā Latvijas teritorijā. Tālāki reģioni tiks apkalpoti, ja būs nodrošināti liela apjoma darbi.","84,000.00","31,080.00",0.00,5,"www.konstrukcijas.lv"
51,"Merkūrijs LA","Dzelzceļa iela 8-1, Zilupe, Zilupes novads, Ludzas rajons, LV-5751","Plastmasas iepakojuma ražotnes paplašināšana","Zilupe ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir iegādāties etiķetes iestrādes IML iekārtas, tādējādi palielinot uzņēmuma apgrozījumu un ceļot uzņēmuma ražīgumu uz vienu strādājošo, sākot ražot produkciju ar augstāku pievienoto vērtību. Pēc projektā paredzēto ieguldījumu veikšanas uzņēmums varēs ražot jebkuras konfigurācijas plastmasas iepakojumu.","151,788.84","69,822.86",0.00,16,"www.mla.lv"
52,"Day and Night","Zemitāna iela 2b, Rīga, LV-1012","Rekreatīvās un biznesa atpūtas pakalpojumi viesnīcā ""Day and Night"" Bauskā","Bauska ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks veikti divi iepirkumi - aprīkojuma iegāde semināru pakalpojumu sniegšanai un aprīkojuma iegāde skaistumkopšanas / SPA pakalpojumu sniegšanai. Lai nodrošinātu šo pakalpojumu sniegšanu, uzņēmums veiks arī nepieciešamā personāla atlasi un piesaisti.
Projekta mērķis ir attīstīt un nodrošināt biznesa un atpūtas pakalpojumus viesnīcā ""Day and Night"" Bauskas pilsētā, tādējādi veicinot esošā uzņēmuma pakalpojumu klāsta paplašināšanu un palielinot uzņēmuma apgrozījumu. Projekta mērķis ir nodrošināt jaunu pakalpojumu sniegšanu, ko uzņēmums līdz šim nav sniedzis.
Semināru rīkošanas pakalpojumi:
1) semināru telpu nodrošinājums grupām līdz 40 personām;
2) semināru aprīkojuma (projekti, iekārtas) nodrošinājums.
Skaistumkopšanas / SPA pakalpojumi:
1) ūdens SPA procedūras;
2) kosmetologa pakalpojumi;
3)ārstniecisko un eksotisko masāžu pakalpojumi, u.c.","73,150.00","29,260.00",0.00,5,"www.hoteldayandnight.lv www.dayandnight.lv"
53,"Hobita ala","Parka iela 20, Viesīte, Viesīte ar lauku teritoriju, Jēkabpils rajons, LV-5237","Lāzeru šautuves spēles izveide","Viesīte ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros plānots izveidot lāzeršautuves izklaides pakalpojumu, kura ietvaros nodrošināt lāzeršaušanas izklaides iespēju līdz 10 cilvēkiem vienlaicīgi. Plānots iegādāties aprīkojumu šāda pakalpojuma izveidei. 
Projekta mērķis ir iegādāties aprīkojumu, kas ļautu izveidot lāzeršaušanas spēles izklaides pakalpojumu.
Pēc projekta realizācijas, SIA Hobita ala sniegs izklaides pasākumus piedāvājot lāzeršaušanas spēles iespējas. Pakalpojumus organizēs kā: lāzerspēles klienta laukumā iepriekš vienojoties par spēles organizēšanu; lāzerspēles pasākumu ietvaros vienojoties ar pasākumu organizatoriem.","70,000.00","24,500.00",0.00,5,
54,"Kalnmalas","""Kalnmalas"", Sarkaņu pagasts, Madonas rajons, LV-4870","Četrpusīgās garenfrēzes iegāde SIA ""Kalnmalas"" kokzāģētavas darbības pilnveidošanai","Sarkaņu pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros paredzēts izpētīt tirgū pieejamās garenfrēzmašīnas, izstrādāt uzņēmuma atbilstošākās ēveles tehnisko specifikāciju un ar iepirkuma palīdzību atrast piemērotāko piegādātāju.
Pēc projekta ieviešanas paredzēts iepirkt skaidu presēšanas iekārtu, kas ļautu no ražošanas procesā radītajiem atkritumiem veidot briketes un realizēt to kā universālu siltuma resursu gan savām, gan arī citu uzņēmumu vajadzībām.
Projekta galvenais mērķis ir iegādāties garenfrēzmašīnu, lai palielinātu koka līstu ražošanas jaudas, tādējādi saglabājot vietu Latvijas tirgū, kā arī uzsāktu eksportēt koka gala produktu uz ārvalstīm.","184,210.00","69,999.80",0.00,7,
55,"Pie Aivas","Liepājas iela 54-21, Kuldīga, Kuldīgas rajons, LV-3301","Skaistumkopšanas pakalpojumu paplašināšana","Kuldīga ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir paplašināt skaistumkopšanas piedāvājuma klāstu un apjomu, tādējādi nodrošinot klientu un jaunu darbinieku piesaisti un stabilitāti, palielinot uzņēmuma apgrozījumu un peļņu. Projekta ietvaros tiks iegādāts frizētavai nepieciešamais aprīkojums un projekta īstenošanas rezultātā tiks uzsākta frizieru pakalpojumu sniegšana, kas piedāvās visu iespējamo pakalpojumu klāstu.","20,734.52","7,671.77",0.00,4,
56,"DaJo","Piltenes iela 18-10, Kuldīga, Kuldīgas rajons, LV-3301","Valodu apguves un prezentāciju iekārtu modernizācija","Kuldīga ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir modernizēt valodu apguves un prezentāciju iekārtas, tādējādi paplašinot firmas darbības spektru, nodrošinot klientu un jaunu darbinieku piesaisti un stabilitāti, kā arī palielinot uzņēmuma peļņu un apgrozījumu. Projekta ietvaros plānots iegādāties iekārtas klases iekārtojumam, prezentācijām un mācībām, kā arī klientu servisam. Projekta īstenošanas rezultātā piedāvātie pakalpojumi būtiski atšķirsies no patreiz piedāvātajiem.","17,723.65","6,557.75",0.00,4,
57,"Remarks nekustamie īpašumi","Dārzaugļu iela 1-80, Rīga, LV-1012","Daudzfunkcionāla konferenču un atpūtas centra celtniecība Bauskas pilsētā","Bauska ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks nodrošināta galvenās aktivitātes ieviešana – jauna konferenču un atpūtas kompleksa celtniecība.
Projekta mērķis ir nodrošināt jauna konferenču un atpūtas kompleksa celtniecību , kas veicinātu jaunas atpūtas iespējas reģionā un uzņēmuma apgrozījuma pieaugumu.","261,977.90","69,974.29",0.00,16,"www.remarks.lv"
58,"SORMA","Pils iela 34-1, Alūksne, Alūksnes rajons, LV-4301","Ceļa segas kvalitātes uzlabošana","Alūksne ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks iegādāta jauna mobilā drupināšanas līnija. Līnijas atrašanās vieta būs uzņēmuma telpās un pēc nepieciešamības tā tiks pārvietota pie ceļa, pievestās dabīgās grants drupināšanai un šķirošanai, no kuras tiks izbūvēta ceļa sega. 
Projekta mērķis ir palielināt uzņēmuma konkurētspēju nodrošinot dabīgās grants ceļa būves materiāla 100% izmantošanu ceļa izbūvei to sadrupinot nepieciešamajās frakcijās, kas vienlaicīgi nodrošinās labāku izbūvētās ceļa segas noturību un kvalitāti.
Ieviešot projektu, tiks ražota augsti kvalitatīva drupināta grants, kas tiks izmantota ceļa būvniecībā. Izmantojot drupināšanas līniju, būs papildus iespējams utilizēt, pārstrādāt un pievienot betona būvgružus ceļa būves materiālam. ","208,030.00","69,898.08",0.00,8,"www.sorma.lv"
59,"Gulbenes Baltā Pils","Brīvības iela 12, Gulbene, Gulbenes rajons, LV-4401","Uzņēmuma paplašināšana, piedāvājot jaunu pakalpojumu: masu pasākumu tehniskais nodrošinājums","Gulbene ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Uzņēmums plāno nodrošināt masu pasākumu tehniskā nodrošinājuma pilnu paketi – pasākumiem nepieciešamā aprīkojuma piegādes un uzstādīšanas pakalpojumus.
Projekta mērķis ir paplašināt SIA „Gulbenes Baltā Pils” darbību, ieviešot uzņēmumā jaunu pakalpojumu – masu pasākumu tehnisko nodrošināšanu, kā rezultātā pieaugtu uzņēmuma pievienotā vērtība un konkurētspēja. 
Pašlaik uzņēmums nodarbojas galvenokārt ar teritorijas sakopšanas pakalpojumu sniegšanu un dekoratīvo dārzkopību, līdz ar to masu pasākumu tehniskā nodrošināšana būs pilnīgi jauns pakalpojums uzņēmumā, tomēr organiski papildinās esošo pakalpojumu klāstu.","154,260.22","61,704.08",0.00,13,"WWW.BALTAPILS.LV"
60,"Kavitus","Peldu iela 7, Jelgava, LV-3001","Vēja parka izveide un rekonstrukcija","Salnavas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros SIA ""Kavitus"" plāno iegādāties vertikālos vēja ģeneratorus, kā arī veikt vēja parka akumulatoru stacijas rekonstrukciju. Projekta īstenošanas rezultātā SIA ""Kavitus"" nodarbosies ar dažādu atjaunojamo resursu tehnoloģiju paraugdemonstrējumu atveidošanu, speciālistu apmācību, jaunu atjaunojamo resursu izmantošanas veidu izstrādi, kā arī organizēs starptautiskus seminārus šajā jomā strādājošiem zinātniekiem un speciālistiem. Pie tam uzņēmums paralēli ražos elektroenerģiju un piegādās to vietējiem patērētājiem.","109,470.56","54,735.28",0.00,24,"WWW.KAVITUS.LV"
61,"Smilims","Vanadziņa gatve 4-1, Rīga, LV-1015","Jaunu tehnoloģisko iekārtu iegāde SIA ""Smilims""","Krāslava ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Uzņēmuma SIA „Smilims” galvenais mērķis ir iegādāties jaunas ražošanas iekārtas metāla konstrukciju izgatavošanai un montāžai, tādejādi paaugstinot uzņēmuma saimnieciskās darbības efektivitāti un palielinot visus ar to saistītos rādītājus, nodrošinot patērētāju vajadzībām atbilstošas produkcijas ražošanu.
Projekta ietvaros tiek plānots iegādāties iekārtas dažādu izmēru un konfigurāciju metāla konstrukciju izgatavošanai un montāžai. Plānotās iekārtas ir hidrauliskās giljotīnšķēres, trīs ruļļu hidrauliskās valcēšanas iekārta, lentzāģis, profilu liekšanas darbgalds, stūru fāzēšanas iekārta, metināšanas iekārta un pusautomātiskā metināšanas iekārta. Šīs ražošanas tehnoloģiskās iekārtas būtiski uzlabos uzņēmuma saimnieciskās darbības efektivitāti un pilnībā nodrošinās projekta mērķa sasniegšanu.","63,813.25","25,525.30",0.00,11,
62,"Austronas partneri","""Smeceres krogs"", Mārcienas pagasts, Madonas rajons, LV-4852","Aktīvās atpūtas centra izveide ģimenēm un jauniešiem","Madona ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir piedāvāt aktīvo atpūtu ģimenēm un jauniešiem, pasākumu organizēšanu uzņēmumiem, kā arī dot iespēju nodarboties ar boulingu sportistiem jau profesionālā līmenī, vismaz Latvijas līmenī. Uzņēmums plāno veikt apmācību boulinga spēles apgūšanā ar profesionāla instruktora palīdzību.. Projekta ietvaros tiks iegādātas boulinga zāles iekārtas un aprīkojums. Iekārtas tiks uzstādītas uzņēmuma ilgtermiņā iznomātajās telpās, kas ir pietiekoši plašas un ir piemērotas boulinga zālei. Projekta īstenošanas laikā tiks pieņemti darbā darbinieki un apmācīti darbam ar boulinga iekārtām.","175,000.00","70,000.00",0.00,23,
63,"Smeceres krogs","""Smeceres krogs"", Mārcienas pagasts, Madonas rajons, LV-4852","Attīrīšanas iekārtu jaudas palielināšana","Mārcienas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir palielināt attīrīšanas iekārtu jaudu, tādejādi paverot iespējas palielināt apmeklētāju skaitu un palielināt uzņēmuma apgrozījumu. Projekta ietvaros tiks izbūvētas jaunas attīrīšanas iekārtas uzņēmumam piederošajā teritorijā.","13,300.00","5,320.00",0.00,5,"WWW.SMECERE.LV"
64,"ECMR","Saules iela 17, Rēzekne, LV-4601","SIA ""ECMR"" saražotās produkcijas montāžas pakalpojumu uzsākšana","Ņukšu pagasts",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir nodrošināt gatavās produkcijas montāžu klientu objektos un sniegt teritorijas uzkopšanas, zemes frēzēšanas, stabu un tranšeju rakšanas pakalpojumus. Projekta realizēšanai paredzēts iegādāties hidraulisko spēkstaciju zemes frēzēšanas, urbšanas un tranšeju rakšanas darbu veikšanai. Piesaistīt papildus darbiniekus un veikt nepieciešamo apmācību darbā ar hidraulisko spēkstaciju.","45,330.00","18,132.00",0.00,9,
65,"Olūts","""Līči"", Preiļu pagasts, Preiļu novads, Preiļu rajons, LV-5301","Galdniecības ceha modernizācija","Preiļu pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķi ir uzsākt skaidu brikešu ražošanu kā rezultātā tiks izveidota galdniecība ar bezatkritumu ražošanu, palielināt galdniecības izstrādājumu kvalitāti un apjomus, modernizēt galdniecības iekārtas. Projekta realizācijas rezultātā tiks uzstādīta skaidu nosūkšanas sistēma ar vakuumtipa uzkrājēju un frekvenču pārveidotāju galdniecības cehā, tiks iegādāta jauna skaidu brikešu iekārta, tiks izveidota galdniecības izstrādājumu lakošanas kamera, kā arī iegādāta jauna taisnošanas mašīna un elektrohidrauliskā rāmju prese. Iekārtas tiks uzstādītas uzņēmuma galdniecības ceha telpās, kas ir atbilstošas, lai izvietotu iepriekš minētās iekārtas. ","167,714.00","67,085.60",0.00,6,
