"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
11,"Gulbenes manēža","Brīvības iela 18, Gulbene, Gulbenes rajons, LV-4401","Kinoteātra izveide","Gulbene ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks iegādātas nepieciešamās iekārtas kinofilmu demonstrēšanai: kino skaņas sistēma un kino attēla projekcijas sistēma, kā arī tām nepieciešamie papildinājumi.Projekta mērķis - attīstīt uzņēmumu , dažādojot tā pakalpojumu klāstu, kā rezultātā pieaugtu uzņēmuma konkurētspēja, bet reģiona iedzīvotājiem būtu jaunas darba vietas.","96,876.27","38,750.50",0.00,11,
12,"Maileks","Straupnieki"", Rubas pagasts, Saldus rajons, LV-3892","Kokapstrādes ražotnes attīstība","Gramzdas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks iegādātas jaunas iekārtas, kas nodrošinātu veiksmīgu uzņēmuma attīstību:
1) četrpusējā garenfrēzēšanas iekārta;
2) garenaudzēšanas līnija;
3) asināšans iekārta;
4) skaidu nosūkšanas filtru sistēma ar slūžām un ventilatoriem.Projekta mērķis(-i):
1) palielināt uzņēmuma saražoto masīvkoka līmēto lameļu produkcijas skaitu;
2) palielināt uzņēmuma apgrozījumu;
3) iegādāties jaunas iekārtas;
4) uzlabot MK noteikumos noteiktās darba vides, darba drošības un ugunsdrošības prasības.","155,600.00","62,240.00",0.00,9,
13,"RH Būve","Latgales iela 16, Krāslava, Krāslavas novads, Krāslavas rajons, LV-5601","Modernas bruģa ieklāšanas tehnoloģijas ieviešana uzņēmumā","Krāslava ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis - ieviest uzņēmumā modernu bruģa ieklāšanas tehnoloģiju un līdz ar to arī jaunu tirgū pieprasītu būvniecības pakalpojumu - betona bruģa seguma ieklāšana. Šie pasākumi saistīti ar uzņēmuma konkurētspējas celšanu un apgrozijuma kāpināšanu. Projekta ietvaros tiks iegādāta jauna bruģa ieklāšanas iekārta, ko uz/no objektu nogādās ar citu transportlīdzekli. ","46,672.00","18,668.80",0.00,8,
14,"ZDZ","""Sonāte"", Stāmerienas pagasts, Gulbenes rajons, LV-4406","SIA ""ZDZ"" darbības dažādošana, izveidojot bruģa ražotni","Stāmerienas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta gaitā SIA ""ZDZ"" izveidos bruģa ražotni telpās, kas atrodas nekustamajā īpašumā ""Kalngali"", Stāmerienas pagastā, Gulbenes rajonā. Uzņēmums iegādāsies un uzstādīs sekojošas iekārtas:
1) 1 jaunu betona maisīšanas mezglu;
2) 1 jaunu stacionāro betona formēšanas iekārtu ar automātisko vadību, kas ļauj panākt augstāku darba ražigumu, vienlaikus nodrošinot produkcijas kvalitāti.Projekta mērķis - SIA ""ZDZ"" darbības dažādošana, uzsākot bruģa ražošanu, nolūkā paaugstināt uzņēmuma konkurētspēju bruģēšanas jomā.","262,462.15","69,998.65",0.00,22,
15,"Rezerve","Ēdoles iela 54, Kuldīga, Kuldīgas rajons, LV-3301","Autoservisa modernizācija","Kuldīga ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis - modernizēt autoservisu atbilstoši mūsdienu prasībām, paplašinot sniegto pakalpojumu klāstu un uzlabojot to kvalitāti, tādējādi palielinot uzņēmuma apgrozījumu un konkurētspēju nozarē. Projekta ietvaros tiks modernizēts autoserviss, iegādājoties sekojošas jaunas iekārtas un servisa aprīkojumu: automobiļa diagnostikas līnija MAHA Eurosystem, tiks papildināta ar amortizatoru pārbaudes stendu.","23,567.04","9,426.81",0.00,4,
16,"Ābekoks","Stacijas iela 1b, Viļāni, Viļānu novads, LV-4650","Koka ēku elementu ražotnes attīstīšana","Viļāni",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt kvalitatīvu virpoto baļķu guļbūvju ražošanu ar dažādiem stūru savienojumu leņķiem, kā arī paaugstināt visu ražojumu rentabilitāti un pievienoto vērtību. Projekta ietvaros tiks iegādātas virpošanas-frēzēšanas iekārta, šķērsfrēze, garinātājs, urbšanas mezgls un koksnes žāvēšanas kamera. Jaunās kokapstrādes iekārtas ļaus efektīvi izmantot resursus, ātri un kvalitatīvi izgatavot klienta vēlmēm atbilstošu guļbūvi, saglabājot konkurētspējīgu cenu.",126613.95,50645.58,0,23,
17,"Aster group","Sabiles iela 2, Kandava, Kandavas novads, Tukuma rajons, LV-3120","Inteliģento mobilo monitorēšanas un drošības sistēmu ražošanas centra izeide","Kuldīga ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot jaunu ražotni inteliģento mobilo monitorēšanas un drošības sistēmu izstrādei, kas palīdzēs uzņēmumam pilnveidoties un attīstīties. Projekta īstenošanas rezultātā tiks izveidots ražošanas centrs jauna produkta ražošanai - inteliģentās mobilās monitorēšanas un drošības sistēmas. Šis produkts ir īpaši izstrādātas programmatūras un iekārtu sistēma, kas palīdzēs novērot, filmēt un fotografēt objektus no sarežģītām atrašanās vietām, vai no attāluma. Produkts būs īpašs ar plašajām tā iespējām, kuras varēs attiecīgi pielāgot pasūtītāja prasībām.","159,530.00","63,812.00",0.00,18,
18,"EKOTEC","""Palmas"", Ošupes pagasts, Madonas rajons, LV-4832","SIA ""EKOTEC"" pamtlīdzekļu iegāde","Madona ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt ūdensapgādes urbumu ierīkošanas, inženierģeoloģiskās izpētes, termoauditēšanas un komunikāciju lokācijas pakalpojumu sniegšanu, tādējādi nodrošinot pilnīgu jauno iekārtu noslodzi un pakalpojumu ar augstu pievienoto vērtību tirgus attīstību.","168,945.00","62,509.65",0.00,8,
19,"NSB","Ostas iela 1, Salacgrīva, Salacgrīva ar lauku teritoriju, Limbažu rajons, LV-4033","Paliktņu ražotnes modernizācija","Salacgrīvas lauku teritorija",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir modernizēt paliktņu ražošanu, lai nodrošinātu uzņēmuma rentablu darbu un ilgtspējīgu attīstību, orientējoties uz eksporta tirgiem. Projekta ietvaros tiks iegādāta jauna paliktņu ražošanas līnija, kas automatizētā apstrādes procesā no zāģbaļķiem izgatavos koka paliktņus un savietos tos štābeļos talākai transportēšanai. Līnijas iekārtas tiks uzstādītas uzņēmuma ražotnes telpās.","118,071.07","27,782.12",0.00,24,
20,"Galdniecība A","Aglonas iela 38, Preiļi, Preiļu novads, Preiļu rajons, LV-5301","Kokapstrādes ražotnes modernizēšana SIA ""Galdniecība A""","Preiļu novads",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir modernizēt kokapstrādes ražošanas procesu, paaugstināt uzņēmuma produktivitāti un konkurētspēju darba tirgū. Projekta īstenošanas rezultātā tiks iegādātas un uzstādītas jaunas modernas LR un ES noteiktajām drošības normām atbilstošas, jaudīgas un videi draudzīgas kokapstrādes iekārtas. Jaunās iekārtas nodrošinās ražot produkciju ātrāk, ar lielāku precizitāti, kas ļaus veikt pasūtījumus ātrāk un lielākos apjomos.","77,455.00","30,982.00",0.00,6,
21,"GASTEX","Mēmeles iela 4, Bauska, Bauskas rajons, LV-3901","SIA ""Gastex"" uzņēmējdarbības paplašināšana","Bauska ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir veikt produkcijas/pakalpojumu dažādošanu ar jauniem produktiem, nodrošinot augstas kvalitātes pakalpojumu pazemes cauruļvadu (komunikāciju) projektēšanā un izbūvē. Projekta ietvaros tiks iegādātas beztranšeju cauruļvadu izbūves tehnoloģiskās iekārtas un ar šo pakalpojumu saistītiem projektēšanas darbiem nepieciešamās informāciju tehnoloģijas. Projekta īstenošanas rezultātā tiks uzsākta pazemes cauruļvadu sistēmu projektēšana un izbūve, izmantojot beztranšeju komunikāciju izbūves tehnoloģiju (bez zemes virskārtas degradācijas).","111,393.00","42,329.34",0.00,21,
22,"Jaunlaicenes kokogles","""Galdusalas -1"", Jaunlaicenes pagasts, Alūksnes rajons, LV-4336","Būvju demontāžas atkritumu pārstrādes pakalpojumu attīstības SIA ""Jaunlaicenes kokogles""","Alūksne ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt ēku demontāžas rezultātā iegūto būvgružu pārstrādes pakalpojumu sniegšanu, tādējādi gan apmierinot tirgū esošo pieprasījumu pēc šāda pakalpojuma, gan rezultātā palielinot komercsabiedrības apgrozījumu. Projekta ietvaros tiks iegādāts jauns drupinātājs. Sniedzot pakalpojumu tiks samazināta ietekme uz vidi reģionā, jo veicot drupināšanas darbus no demontāžas darbu atkritumiem tiek radīta iespēja būvgružus atkārtoti pielietot būvniecības darbos - nodrošinot otrreizēju pārstrādi.","242,000.00","70,000.00",0.00,10,
23,"VIRSBŪVE.LV","Peldu iela 7, Jelgava, LV-3002","VB Racējs","Aronas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot zemes darbu veikšanas pakalpojumu uzņēmumu. Projekta īstenošanai tiks iegādāts zemes darbu agregāts ar tam neatņemamām sastāvdaļām specifisku darbu veikšanai. Sākotnējā projekta plānā tiek iekļauti šādi piedāvātie pakalpojumi: stabu ieurbšana, celmu frēzēšana, dziļurbumu veikšana, bluķu šķelšana un zemceļa urbšana.","160,000.00","64,000.00",0.00,24,
24,"AT un Partneri","Kūrmājas prospekts 9, Liepāja, LV-3401","Metāla konstrukciju ražotnes modernizācija","Gaviezes pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir modernizēt metāla konstrukciju ražotni, iegādājoties jaudīgāku ražošanas iekārtu un pielāgojot ražošanas telpu ražošanas vajadzībām. Projekta laikā tiks rekonstruēta ražošanas ēka, tiks rekonstruēta ceha grīda, pielāgota industriālām slodzēm. Tiks iegādāta metāla profilēšanas-locīšanas iekārta, lai optimizētu ražotnes darbu un palielinātu apgrozījumu.","174,077.23","69,630.89",0.00,8,
25,"KONVERT PLAST","Parka iela 25, Valka, Valkas rajons, LV-4701","Triecienizturīgā plastmasas iepakojuma ražotnes izveidošana","Valka ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir ieviest jaunas un ES standartiem atbilstošas plastmasas izstrādājumu ražošanas tehnoloģijas, kas ļaus izveidot jaunu un modernu triecienizturīgā plastmasas iepakojuma ražošanas uzņēmumu, ražot konkurētspējīgu produkciju ar augstu pievienoto vērtību un radīt jaunas labi apmaksātas darba vietas. Projekta ietvaros tiks iegādāta, uzstādīta un nodota ekspluatācijā jauna automātiskā metin''sanas un griešanas iekārata un jauns automātiskais bezčaulas pārtinējs. Ražojot produkciju ar jaunām automātiskām ražošanas iekārtām tirgū tiks piedāvāti produkti ar augstu pievienoto vērtību.","160,000.00","64,000.00",0.00,22,
26,"ARES Capital","Ausekļa iela 20, Krāslava, Krāslavas novads, Krāslavas rajons, LV-5601","SIA ""ARES Capital"" putu-betona celtniecības bloku jaunas ražotnes izveide","Krāslava ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot jaunu un modernu putu-betona celtniecības bloku ražotni Krāslavā. Projekta ietvaros plānots iegādāties jaunu putu-betona celtniecības bloku ražošanas līniju un jaunas iepildīšanas formas betona iepildīšanai un noturēšanai. Uzņēmums ražos putu-betona celtniecības blokus, kas izmantojami ēku būvniecībā kā celtniecības materiāli. Visi produkti būs jauni uzņēmuma saimnieciskajā darbībā.","266,780.40","69,976.49",0.00,7,
27,"Dinamix","Dzirnavu iela 26, Ape, Ape ar lauku teritoriju, Alūksnes rajons, LV-4337","Dolomīta rūpnieciskās spridzināšanas pakalpojumu komercsabiedrības izveide","Apes lauku teritorija",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir rentablas dolomīta rūpnieciskās spridzinššanas pakalpojumu sniegšanas komercsabiedrības izveide. Projekta realizācijas gaitā tiks iegādāta jauna mobila urbšanas iekārta darbam dolomīta karjerā un komercsabiedrība sniegs dolomīta slāņkopas rūpnieciskās spridzināšanas pakalpojumus dolomīta karjeru izstrādātājiem, sadalot dolomīta slāņkopu tās tālākai apstrādei dolomīta drupināšanas iekārtās un nodrošinot dolomīta ražošanu atbilstoši standartu prasībām.","302,205.72","69,507.31",0.00,5,
28,"Karvas projekts","""Imanti"", Alsviķu pagasts, Alūksnes rajons, LV-4333","Projektēšanas biroja filiāles aprīkošana","Alūksne ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Uzņēmuma darbības paplašināšanai nepieciešams izveidot filiāli Alūksnē, iegādāties jaunāku un jaudīgāku biroja tehniku, ar kuru varēs daudz kvalitatīvāk un ātrāk veikt pasūtījumus. Tā kā uzņēmums arhitektūrprojektus galvenokārt izpilda pasūtītājiem no Alūksnes un tam tuvākajiem rajoniem, līdz ar to sekmēs ES pierobežas teritorijas iedzīvotāju dzīves līmeņa celšanos. Projekta ietvaros plānots apgādāt jaunizveidoto biroja filiāli Alūksnē ar nepieciešamajām biroja mēbelēm un iegādāties filiāles aprīkošanai krāsaino A3 formāta lāzerprinteri, portatīvo datoru un trīs dimensiju AUTOCAD datorprogrammu.","6,043.74","2,417.49",0.00,9,
29,"MB Būvtehnika","Biržu iela 3, Madona, Madonas rajons, LV-4801","SIA ""MB Būvtehnika"" darbības uzsākšana ūdensapgādes sistēmu būvdarbu jomā ","Madona ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt darbību ūdensapgādes sistēmu būvniecības jomā, izmantojot cauruļvadu izbūvi ar vidi saudzējošo beztranšejas horizontālās vadāmības urbšanas metodi, tādējādi nodrošinot augstu sniegto pakalpojumu kvalitāti, sekmējot uzņēmuma konkurētspējas palielināšanos, kā arī apgrozījuma pieaugumu. Nodrošināt iespēju piedāvāt kvalitatīvus pakalpojumus ūdensapgādes sistēmu būvdarbu jomā.","224,834.77","66,618.54",0.00,7,
30,"Jaunlaicenes Industrija","""Galdusalas-1"", Jaunlaicenes pagasts, Alūksnes rajons, LV-4336","Būvgružu pārstrādes iekārtas iegāde","Alūksne ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros plānots iegādāties jaunu būvgružu drupināšanas iekārtu. Lai sekmētu reģiona attīstību, projekta īstenošana tiks veikta pilsētā, kur komercsabiedrībai pieejamas telpas un ražošanas laukums. 
Projekta mērķis ir palielināt komercsabiedrības konkurētspēju, paplašinot tās saimniecisko darbību un ražošanas jaudas. Līdz ar šī mērķa īstenošanu tiks sekmēti vairāku citu apakš mērķu sasniegšana:
•darba drošības paaugstināšana, iegādājoties iekārtas, kas atbilst normatīvajos aktos noteikto darba drošību prasībām;
•ražošanas jaudu palielināšana;
•radīta iespēja pakalpojumu sniegt plašākā teritorijā.","242,000.00","70,000.00",0.00,10,"www.j-industija.lv"
31,"Duglāzija","Mednieku iela 9, Kokneses pagasts, Aizkraukles rajons, LV-5113","SIA ""Duglāzija"" ražošanas ēkas rekonstrukcija","Krāslava ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir veikt ražošanas ēkas vienkāršoto rekonstrukciju, uzlabojot darba apstākļus un drošību, optimizējot ražošanas procesus, tādā veidā palielinot produktivitāti un optimizējot izmaksas. Projekta ietvaros tiks veikta pilnīga ražošanas ēkas rekonstrukcija un projekta īstenošanas rezultātā SIA ""Duglāzija"" turpinās ražot esošo produkcijas klāstu- pirmkārt, žāvēto koksni, kas tiek turpmāk izmantota kā izejmateriāls citu produkciju ražošanā; otrkārt, gala produkciju tādu kā vagondēļus, grīdas dēļus, sijas, koka taras sagataves.","174,115.16","69,646.06",0.00,24,
32,"Porta COLOUR","Ozolciema 18-345, Rīga, LV-1058","Metāla izstrādājumu pulverkrāsošanas līnijas izveide","Ģibuļu pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt metāla izstrādājumu pulverkrāsošanu, tādējādi nodrošinot jauna produkta radīšanu. Projekta ietvaros tiks iegādāta jauna metāla izstrādājumu pulverkrāsošanas līnija, iekārta abrazīvai attīrīšanai un veikti ražošanas ēkas rekonstrukcijas darbi. Uzņēmums plāno veikt pulverkrāsošanas darbus ne tikai saistīto uzņēmumu saražotai produkcijai, bet arī piedāvāt pakalpojumu citiem metāla izstrādājumu izgatavošanas uzņēmumiem.","175,000.00","70,000.00",0.00,15,
33,"SanMar būve","Sporta iela 47, Balvi, Balvu rajons, LV-4501","Bruģakmens un betona izstrādājumu ražotnes izveide un attīstība","Balvi ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir uzsākt bruģakmens un betona izstrādājumu ražošanu, tādējādi nodrošinot produkcijas dažādošanu ar jauniem produktiem, ražošanas procesa uzsākšanu un turpmāku attīstību un palielinot uzņēmuma apgrozījumu. Projekta īstenošanas rezultātā tiks uzsākta bruģakmens, ceļu un ietvju apmaļu ražošana. Bruģakmeni un apmales paredzēts izmantot ceļu un ietvju izbūvē un remontdarbos, teritoriju labiekārtošanas pakalpojumu sniegšanai, kā arī plānots saražoto produktu piedāvāt iegādāties ceļu būves un teritoriju labiekārtōšanas uzņēmumiem Latgales reģionā un Latvijā. Produkcijas ražošana tiks veikta ar projekta ietvaros iegādātajām iekārtām.","138,877.00","55,550.80",0.00,22,
34,"ZVZ","""Krācītes"", Skaņkalnes pagasts, Valmieras rajons, LV-4215","Kokapstādes ražotnes SIA ""ZVZ"" konkurētspējas palielināšana","Skaņkalnes pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir optimizēt kokapstrādes ražotni un uzsākt jaunas produkcijas ražošanu, uzstādot jaunas iekārtas. Projekta ietvaros tiek plānots iegādāties jaunas iekārtas, kas papildinās esošās un ļaus uzņēmumam pilnveidot un paplašināt ražošanu. Uzstādot jauno zāģēšanas līniju ar piemērotu skaidu nosūkšanas sistēmu, tiks optimizēts līdzšinējais ražošanas process.  Tādējādi uzņēmums varēs nostiprināt savu pozīciju tirgū. Blakus tam tiks iegādāta jauna apdares materiālu sagatavošanas līnija, pateicoties kam, uzņēmums uzsāks jaunas produkcijas ražošanu.","171,944.75","68,777.90",0.00,13,
