"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO"
"ALCOMACON SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ALEGRÍA PELUQUEROS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ALGAMA DESARROLLO EMPRESARIAL SL,PO","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","7.743,60"
"ALICIA SOLE LOPEZ Y MARINA GIMENEZ","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.700,00"
"ALINIC,S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ALMACEN DE MERCERIA BAZAR-X, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ALMAOPU, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"ALTOSA-MARAFOR SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ALUMICAR SURESTE SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"ALUMINIOS FRANJALU SOCIEDAD LIMITA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ALVAREZ DISE;O, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","15.600,00"
"AMBER ARTESANIA Y CALIDAD S COOP L","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"AMBULANCIAS NICOLAS SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
"AMUSAL - ASOC EMP ECONM SOCIAL REG","Mejorar la empleabilidad de las personas desempleadas","37.924,62"
"AMUSAL - ASOC EMP ECONM SOCIAL REG","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","29.813,28"
"ANAMAR OTON ASESORES SDAD COOPERATI","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ANDREA ESTETICA,SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"ANTONIA MOLINA FERNANDEZ Y MARIA IS","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.700,00"
"APA CENTRO OCUPACIONAL DISMINUIDOS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","37.394,87"
"APANDIS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","26.722,75"
"APARADOS Y BORDADOS DAYFRAN SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"APARTAMENTOS AIXA SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"APCOM, C.E.E.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","26.438,72"
"APCOM, C.E.E.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","34.641,67"
"APLICACIONES ELECTRICAS DE MOLINA S","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.700,00"
"ARADA INGENIERIA AGROINDUSTRIAL, S.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"ARIAL CONSULTORES SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ARIDOS LA SILLA SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.400,00"
"ARISAL ABARAN SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"AROM SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","18.000,00"
"ARQUITECTURA TRABAJOS DE RESTAURACI","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.400,00"
"ARTESANOS SAN RAMON SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
"ASENOVA CONSULTORES Y ASESORES TRIB","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.600,00"
"ASEPREV, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"ASESORAMIENTO INTEGRAL GONZALEZ SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"ASESORES RODRIGUEZ-IMPERIAL ASOCIAD","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.700,00"
"ASESORIA DE EMPRESAS GONZABER SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.700,00"
"ASESORIA EL MIRADOR SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.700,00"
"ASESORIA SANCHEZ CANOVAS SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.600,00"
"ASISTENCIA EN ROBOTICA Y APLICACION","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.600,00"
"ASOC BENIRAM","Favorecer la integración social y laboral de las personas inmigrantes","14.554,00"
"ASOC BENIRAM","Mejorar la empleabilidad de las personas desempleadas","18.781,20"
"ASOC BENIRAM","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.732,40"
"ASOC COLUMBARES DE BENIAJAN-MURCIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","116.433,87"
"ASOC COMERCIANTES PASEO MARITIMO PT","Mejorar la empleabilidad de las personas desempleadas","5.507,12"
"ASOC CONSORCIO ESTACION NAUTICA MAR","Mejorar la empleabilidad de las personas desempleadas","5.838,80"
"ASOC CULTURAL Y SOCIAL BETO DE MOLI","Favorecer la integración social y laboral de las personas inmigrantes","1.210,25"
"ASOC CULTURAL Y SOCIAL BETO DE MOLI","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","12.102,55"
"ASOC DE CARITAS DE CIEZA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","36.807,59"
"ASOC DE CARNICEROS DE LA REGION DE","Mejorar la empleabilidad de las personas desempleadas","38.244,50"
"ASOC DE COMERCIANTES DE MAZARRON Y","Mejorar la empleabilidad de las personas desempleadas","32.076,80"
"ASOC DE DISCAPACITADOS PSIQUICOS DE","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","12.992,80"
"ASOC DE EMPRESARIOS DE TALLERES DE","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","9.949,22"
"ASOC DE FAMILIARES Y AMIGOS DE ENFE","Mejorar la empleabilidad de las personas desempleadas","17.568,40"
"ASOC DE FAMILIAS Y ENFERMOS PSIQUIC","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","20.347,70"
"ASOC DE JOVENES EMPRESARIOS DE CART","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","9.074,89"
"ASOC DE PADRES DE DEFICIENTES DE MA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","22.111,20"
"ASOC DE PADRES DE NIÑOS CON PROBLEM","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","90.793,20"
"ASOC DE PADRES Y PROTECTORES DE MIN","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","26.359,00"
"ASOC DISMINUIDOS DE MAZARRON","Mejorar la empleabilidad de las personas desempleadas","31.674,10"
"ASOC EL CAMINO DE ABARAN","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","58.553,07"
"ASOC EMPRESARIAL CENTRO TECNOLOGICO","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","24.225,67"
"ASOC EMPRESARIAL DE INVESTIACION CE","Mejorar la empleabilidad de las personas desempleadas","30.477,87"
"ASOC INSTITUTO DE DESARROLLO COMUNI","Mejorar la empleabilidad de las personas desempleadas","25.950,53"
"ASOC INTEGRACION COMUNITARIA DE ENF","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","13.117,60"
"ASOC LORQUINA DE PADRES CONTRA LA D","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","14.883,00"
"ASOC MURCIANA DE EMPRESARIOS DE MOV","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","17.034,60"
"ASOC NACIONAL PROBLEMAS CRECIMIENTO","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","14.236,40"
"ASOC NACIONAL PROBLEMAS CRECIMIENTO","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","26.691,79"
"ASOC PARA EL TRATAMIENTO PERSONAS C","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","25.743,83"
"ASOC PARA EL TRATAMIENTO PERSONAS C","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","31.788,15"
"ASOC PARA LA CURA REHABILITACION Y","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","43.707,06"
"ASOC PARA PERSONAS CON SINDROME DE","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","27.000,00"
"ASOC PARA PERSONAS CON SINDROME DE","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","43.211,91"
"ASOC PROMOCION SOC.- CUL ASPROSOCU","Mejorar la empleabilidad de las personas desempleadas","8.194,86"
"ASOC PROMOCION SOC.- CUL ASPROSOCU","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","397.477,99"
"ASOC RASCASA","Favorecer la integración social y laboral de las personas inmigrantes","16.272,03"
"ASOC RASCASA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.808,00"
"ASOC RASCASA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","129.301,12"
"ASOC REGIONAL DE EMPRESAS AGRICOLAS","Mejorar la empleabilidad de las personas desempleadas","18.328,00"
"ASOC REGIONAL DE EMPRESAS AGRICOLAS","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","11.455,00"
"ASOC REGIONAL EMPRESARIAL PARA LA D","Favorecer la integración social y laboral de las personas inmigrantes","30.854,32"
"ASOC REGIONAL EMPRESARIAL PARA LA D","Mejorar la empleabilidad de las personas desempleadas","68.795,72"
"ASOC REGIONAL EMPRESARIAL PARA LA D","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","7.713,58"
"ASOC TRAPEROS DE EMAUS DE LA REGION","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","205.972,97"
"ASOC. MURCIANA DE CONSUMIDORES Y US","Mejorar la empleabilidad de las personas desempleadas","11.393,85"
"ASOC. PARA EL TRATAMIENTO DE PERSON","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","26.357,72"
"ASOC. PARA EL TRATAMIENTO DE PERSON","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","30.570,00"
"ASOC.CANINA COMUD.AUTONOMA","Mejorar la empleabilidad de las personas desempleadas","27.652,60"
"ASOC.CANINA COMUD.AUTONOMA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","7.825,92"
"ASOC.DE DIABETICOS DE LA REGION DE","Mejorar la empleabilidad de las personas desempleadas","19.431,49"
"ASOC.DE FAMILIAS Y ENFERMOS MENTALE","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.894,17"
"ASOC.DE JOVENES EMPRESARIOS DE LA C","Mejorar la empleabilidad de las personas desempleadas","22.523,40"
"ASOC.DE JOVENES EMPRESARIOS DE LA C","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","23.183,08"
"ASOC.EMPRESARIOS DE LA FORMACION R.","Mejorar la empleabilidad de las personas desempleadas","83.763,58"
"ASOC.EMPRESARIOS DE LA FORMACION R.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","18.907,68"
"ASOC.FORMAD.AUTO. Y CENTROS ENSE?AN","Mejorar la empleabilidad de las personas desempleadas","17.111,10"
"ASOC.FORMAD.AUTO. Y CENTROS ENSEÑAN","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","11.721,00"
"ASOC.PADRES PROMETEO","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","11.748,60"
"ASOCIACION AIDEMAR","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","31.847,37"
"ASOCIACION AIDEMAR","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","17.589,64"
"ASOCIACIÓN DE DISCAPACITADOS FISICOS 
DE MOLINA DE SEGURA Y VEGA MEDIA 
(DISMO)","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.781,00"
"ASOCIACION EL BUEN CAMINO","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","12.200,00"
"ASOCIACIÓN MURCIANA CONSEJEROS DE S","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","12.560,15"
"ASOCIACIÓN MURCIANA DE REHABILITACIÓN 
PSICOSOCIAL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","14.379,00"
"ASTUS-PROLAM, C.E.E.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","26.972,57"
"ASTUS-PROLAM, C.E.E.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","55.722,75"
"AUDITORES Y CONTABLES SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.700,00"
"AUTO CENTRO EULOGIO GOMEZ SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"AUTOBUSES VIDAL-CARTAGENA, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"AUTOCRISTALES LUNA NUEVA SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"AUTOESCUELA MOZART SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"AUTOMOCION PAULIN SLUTE,S.L","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.000,00"
"AUTOMOVILES CIUDAD DE MOLINA SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"AUTOMOVILES MIGUEL RUIZ, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.000,00"
"AUTORECAMBIOS A GALLEGO SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"AYUNTAMIENTO DE ABANILLA","Mejorar la empleabilidad de las personas desempleadas","31.800,00"
"AYUNTAMIENTO DE ABARAN","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","14.849,00"
"AYUNTAMIENTO DE ABARAN","Mejorar la empleabilidad de las personas desempleadas","19.185,85"
"AYUNTAMIENTO DE ABARAN","Mejorar la empleabilidad de las personas desempleadas","14.500,00"
"AYUNTAMIENTO DE ABARÁN","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","13.500,00"
"AYUNTAMIENTO DE AGUILAS","Mejorar la empleabilidad de las personas desempleadas","56.000,00"
"AYUNTAMIENTO DE AGUILAS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","15.947,00"
"AYUNTAMIENTO DE ALBUDEITE","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.850,00"
"AYUNTAMIENTO DE ALBUDEITE","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","11.510,00"
"AYUNTAMIENTO DE ALBUDEITE","Mejorar la empleabilidad de las personas desempleadas","15.325,00"
"AYUNTAMIENTO DE ALCANTARILLA","Mejorar la empleabilidad de las personas desempleadas","19.906,22"
"AYUNTAMIENTO DE ALCANTARILLA","Mejorar la empleabilidad de las personas desempleadas","60.600,00"
"AYUNTAMIENTO DE ALEDO","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","5.900,00"
"AYUNTAMIENTO DE ALEDO","Mejorar la empleabilidad de las personas desempleadas","15.910,81"
"AYUNTAMIENTO DE ALGUAZAS","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","26.500,00"
"AYUNTAMIENTO DE ALGUAZAS","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","11.510,00"
"AYUNTAMIENTO DE ALGUAZAS","Mejorar la empleabilidad de las personas desempleadas","9.382,00"
"AYUNTAMIENTO DE ALGUAZAS","Mejorar la empleabilidad de las personas desempleadas","25.712,60"
"AYUNTAMIENTO DE ALHAMA DE MURCIA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","15.450,00"
"AYUNTAMIENTO DE ALHAMA DE MURCIA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","49.500,00"
"AYUNTAMIENTO DE ALHAMA DE MURCIA","Mejorar la empleabilidad de las personas desempleadas","12.619,68"
"AYUNTAMIENTO DE ALHAMA DE MURCIA","Mejorar la empleabilidad de las personas desempleadas","52.000,00"
"AYUNTAMIENTO DE ALHAMA DE MURCIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","5.696,00"
"AYUNTAMIENTO DE ARCHENA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","49.500,00"
"AYUNTAMIENTO DE ARCHENA","Mejorar la empleabilidad de las personas desempleadas","15.637,54"
"AYUNTAMIENTO DE ARCHENA","Mejorar la empleabilidad de las personas desempleadas","23.800,00"
"AYUNTAMIENTO DE BENIEL","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","17.000,00"
"AYUNTAMIENTO DE BENIEL","Mejorar la empleabilidad de las personas desempleadas","15.600,00"
"AYUNTAMIENTO DE BENIEL","Mejorar la empleabilidad de las personas desempleadas","31.708,05"
"AYUNTAMIENTO DE BENIEL","Mejorar la empleabilidad de las personas desempleadas","15.600,00"
"AYUNTAMIENTO DE BLANCA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","11.962,00"
"AYUNTAMIENTO DE BLANCA","Mejorar la empleabilidad de las personas desempleadas","15.300,00"
"AYUNTAMIENTO DE BLANCA","Mejorar la empleabilidad de las personas desempleadas","13.150,56"
"AYUNTAMIENTO DE BLANCA","Mejorar la empleabilidad de las personas desempleadas","15.300,00"
"AYUNTAMIENTO DE BLANCA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","6.711,00"
"AYUNTAMIENTO DE BULLAS","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","20.235,00"
"AYUNTAMIENTO DE BULLAS","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","19.915,74"
"AYUNTAMIENTO DE BULLAS","Mejorar la empleabilidad de las personas desempleadas","7.503,56"
"AYUNTAMIENTO DE BULLAS","Mejorar la empleabilidad de las personas desempleadas","10.396,59"
"AYUNTAMIENTO DE CALASPARRA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","3.200,00"
"AYUNTAMIENTO DE CALASPARRA","Mejorar la empleabilidad de las personas desempleadas","15.284,80"
"AYUNTAMIENTO DE CARAVACA DE LA CRUZ","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","49.500,00"
"AYUNTAMIENTO DE CARAVACA DE LA CRUZ","Mejorar la empleabilidad de las personas desempleadas","65.848,98"
"AYUNTAMIENTO DE CARTAGENA","Mejorar la empleabilidad de las personas desempleadas","70.000,00"
"AYUNTAMIENTO DE CEHEGIN","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","49.500,00"
"AYUNTAMIENTO DE CEHEGIN","Mejorar la empleabilidad de las personas desempleadas","29.000,00"
"AYUNTAMIENTO DE CEUTI","Mejorar la empleabilidad de las personas desempleadas","18.161,35"
"AYUNTAMIENTO DE CEUTI","Mejorar la empleabilidad de las personas desempleadas","25.600,00"
"AYUNTAMIENTO DE CIEZA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","48.233,42"
"AYUNTAMIENTO DE CIEZA","Mejorar la empleabilidad de las personas desempleadas","62.000,00"
"AYUNTAMIENTO DE FORTUNA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","23.020,00"
"AYUNTAMIENTO DE FORTUNA","Mejorar la empleabilidad de las personas desempleadas","21.154,25"
"AYUNTAMIENTO DE FORTUNA","Mejorar la empleabilidad de las personas desempleadas","28.600,00"
"AYUNTAMIENTO DE FUENTE ALAMO DE MUR","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","26.743,00"
"AYUNTAMIENTO DE FUENTE ALAMO DE MUR","Mejorar la empleabilidad de las personas desempleadas","15.686,00"
"AYUNTAMIENTO DE JUMILLA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","44.003,00"
"AYUNTAMIENTO DE JUMILLA","Mejorar la empleabilidad de las personas desempleadas","33.000,00"
"AYUNTAMIENTO DE JUMILLA","Mejorar la empleabilidad de las personas desempleadas","22.411,62"
"AYUNTAMIENTO DE JUMILLA","Mejorar la empleabilidad de las personas desempleadas","33.000,00"
"AYUNTAMIENTO DE LA UNION","Mejorar la empleabilidad de las personas desempleadas","15.287,99"
"AYUNTAMIENTO DE LA UNION","Mejorar la empleabilidad de las personas desempleadas","6.293,00"
"AYUNTAMIENTO DE LAS TORRES DE COTIL","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","28.500,00"
"AYUNTAMIENTO DE LAS TORRES DE COTIL","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","49.500,00"
"AYUNTAMIENTO DE LAS TORRES DE COTIL","Mejorar la empleabilidad de las personas desempleadas","20.730,46"
"AYUNTAMIENTO DE LAS TORRES DE COTIL","Mejorar la empleabilidad de las personas desempleadas","25.000,00"
"AYUNTAMIENTO DE LAS TORRES DE 
COTILLAS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","5.876,00"
"AYUNTAMIENTO DE LIBRILLA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","10.000,00"
"AYUNTAMIENTO DE LIBRILLA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","23.020,00"
"AYUNTAMIENTO DE LIBRILLA","Mejorar la empleabilidad de las personas desempleadas","18.361,20"
"AYUNTAMIENTO DE LORCA","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","12.850,00"
"AYUNTAMIENTO DE LORCA","Mejorar la empleabilidad de las personas desempleadas","33.000,00"
"AYUNTAMIENTO DE LORCA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","16.029,15"
"AYUNTAMIENTO DE LORCA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","12.756,00"
"AYUNTAMIENTO DE LORQUI","Mejorar la empleabilidad de las personas desempleadas","22.016,20"
"AYUNTAMIENTO DE LORQUI","Mejorar la empleabilidad de las personas desempleadas","25.600,00"
"AYUNTAMIENTO DE LOS ALCAZARES","Mejorar la empleabilidad de las personas desempleadas","17.149,60"
"AYUNTAMIENTO DE LOS ALCAZARES","Mejorar la empleabilidad de las personas desempleadas","29.600,00"
"AYUNTAMIENTO DE MAZARRON","Mejorar la empleabilidad de las personas desempleadas","17.149,60"
"AYUNTAMIENTO DE MAZARRON","Mejorar la empleabilidad de las personas desempleadas","62.000,00"
