BENEFICIARIO,TIPO DE OPERACION,GASTO PUBLICO
COMERCIAL INFINITA SA,Mejorar la empleabilidad de las personas desempleadas,"2.776,64"
COMERCIAL INFORMATICA VALENCIANA SL,Mejorar la empleabilidad de las personas desempleadas,"2.022,77"
"COMERCIAL INSTAL.LADORA IBGA,SL",Mejorar la empleabilidad de las personas desempleadas,"406,56"
COMERCIAL INSTALADORA DE ELEVADORES DEL SUR SL,Mejorar la empleabilidad de las personas desempleadas,"100,00"
COMERCIAL INSTALADORA DE SISTEMAS DE AHORRO ENERGETICO,Mejorar la empleabilidad de las personas desempleadas,"2.102,52"
COMERCIAL INSTALADORA SA,Mejorar la empleabilidad de las personas desempleadas,"4.447,96"
COMERCIAL INSULAR DE REPUESTOS PARA VEHICULOS INDUSTRIA,Mejorar la empleabilidad de las personas desempleadas,"470,00"
COMERCIAL INTEGRAL ESPECIALISTAS EN SUMINISTROS S.L.L.,Mejorar la empleabilidad de las personas desempleadas,"1.473,33"
"COMERCIAL INTER DECO FRAGA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"753,78"
COMERCIAL INTERNACIONAL DE CALZADOS SA,Mejorar la empleabilidad de las personas desempleadas,"5.418,74"
COMERCIAL INTERNACIONAL KUBIK EGARENSE SA,Mejorar la empleabilidad de las personas desempleadas,"526,64"
COMERCIAL ISERN LLOVERAS SL,Mejorar la empleabilidad de las personas desempleadas,"1.310,34"
COMERCIAL ISTOYA SL,Mejorar la empleabilidad de las personas desempleadas,"866,71"
COMERCIAL J & E FIGUEIRA RODRIGUEZ,Mejorar la empleabilidad de las personas desempleadas,"566,58"
COMERCIAL J B SA,Mejorar la empleabilidad de las personas desempleadas,"400,02"
COMERCIAL J E VARELA SL,Mejorar la empleabilidad de las personas desempleadas,"8.640,20"
COMERCIAL J HUETE SL,Mejorar la empleabilidad de las personas desempleadas,"292,76"
COMERCIAL J RUBIO HIDALGO SL,Mejorar la empleabilidad de las personas desempleadas,"1.348,13"
"COMERCIAL J. MATARRANZ, SL",Mejorar la empleabilidad de las personas desempleadas,"1.277,30"
"COMERCIAL J.L. SANCHEZ VALLEJO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"481,62"
COMERCIAL JABU SL,Mejorar la empleabilidad de las personas desempleadas,"1.655,88"
"COMERCIAL JACINTO CANALES, SL",Mejorar la empleabilidad de las personas desempleadas,"1.907,53"
COMERCIAL JACINTO PARERA SA,Mejorar la empleabilidad de las personas desempleadas,"7.355,29"
COMERCIAL JAMONERA LA MORALEJA SL,Mejorar la empleabilidad de las personas desempleadas,"306,56"
COMERCIAL JAON SL,Mejorar la empleabilidad de las personas desempleadas,"1.496,57"
"COMERCIAL JAPSA, SA",Mejorar la empleabilidad de las personas desempleadas,"231,40"
"COMERCIAL JARMAR, SL",Mejorar la empleabilidad de las personas desempleadas,"808,93"
COMERCIAL JELU SL,Mejorar la empleabilidad de las personas desempleadas,"481,64"
COMERCIAL JESSEN SL,Mejorar la empleabilidad de las personas desempleadas,"4.930,01"
COMERCIAL JGB SL,Mejorar la empleabilidad de las personas desempleadas,"1.197,00"
COMERCIAL JL NOMBELA SL,Mejorar la empleabilidad de las personas desempleadas,"2.533,46"
COMERCIAL JOCECAN SL,Mejorar la empleabilidad de las personas desempleadas,"5.366,56"
COMERCIAL JOFERAUTO SL,Mejorar la empleabilidad de las personas desempleadas,"2.233,51"
COMERCIAL JOMA SA,Mejorar la empleabilidad de las personas desempleadas,"150,00"
"COMERCIAL JOMAYFER, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.341,88"
"COMERCIAL JOSALO, SL",Mejorar la empleabilidad de las personas desempleadas,"2.192,29"
COMERCIAL JOSANCO SL,Mejorar la empleabilidad de las personas desempleadas,"273,95"
COMERCIAL JOSE CHICA E HIJOS SL,Mejorar la empleabilidad de las personas desempleadas,"813,32"
COMERCIAL JOSE GUTIERREZ SL,Mejorar la empleabilidad de las personas desempleadas,"184,14"
COMERCIAL JOSMA SA,Mejorar la empleabilidad de las personas desempleadas,"710,62"
COMERCIAL JUAN ALVAREZ SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
COMERCIAL JUAN PONS CARDONA SL,Mejorar la empleabilidad de las personas desempleadas,"1.856,61"
COMERCIAL JUANOLA SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
COMERCIAL JUCAMO SL,Mejorar la empleabilidad de las personas desempleadas,"530,12"
COMERCIAL JULIO VALLEJO SL,Mejorar la empleabilidad de las personas desempleadas,"35,52"
COMERCIAL JUSA SA,Mejorar la empleabilidad de las personas desempleadas,"1.666,67"
"COMERCIAL K-1, SA",Mejorar la empleabilidad de las personas desempleadas,"498,09"
COMERCIAL KIN COSMETICS,Mejorar la empleabilidad de las personas desempleadas,"319,68"
COMERCIAL KUBOT SL,Mejorar la empleabilidad de las personas desempleadas,"800,04"
COMERCIAL LA CEPA CB,Mejorar la empleabilidad de las personas desempleadas,"354,15"
COMERCIAL LA FABRICA SA,Mejorar la empleabilidad de las personas desempleadas,"594,93"
COMERCIAL LA MAZADERA SL,Mejorar la empleabilidad de las personas desempleadas,"1.345,59"
"COMERCIAL LA PLANA II, CB",Mejorar la empleabilidad de las personas desempleadas,"1.291,44"
COMERCIAL LA UNIDAD SOCIEDAD LABORAL LIMITADA,Mejorar la empleabilidad de las personas desempleadas,"1.077,33"
COMERCIAL LAGO LUCAS SL,Mejorar la empleabilidad de las personas desempleadas,"1.204,08"
COMERCIAL LAGUN SL,Mejorar la empleabilidad de las personas desempleadas,"1.100,00"
"COMERCIAL LAICREM, SL",Mejorar la empleabilidad de las personas desempleadas,"60,00"
COMERCIAL LAMPISTERIA ELECTRIC 2006 SL,Mejorar la empleabilidad de las personas desempleadas,"496,57"
COMERCIAL LASIERRA SL,Mejorar la empleabilidad de las personas desempleadas,"1.310,34"
"COMERCIAL LAUREL S, SA",Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
"COMERCIAL LEANDRO 2000, S.L.",Mejorar la empleabilidad de las personas desempleadas,"163,17"
COMERCIAL LEDESMA MURIEL SL,Mejorar la empleabilidad de las personas desempleadas,"357,66"
COMERCIAL LEDOSAN SL,Mejorar la empleabilidad de las personas desempleadas,"793,31"
COMERCIAL LILA S 2006 SL,Mejorar la empleabilidad de las personas desempleadas,"389,91"
COMERCIAL LIMO SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
COMERCIAL LIZALDE SA,Mejorar la empleabilidad de las personas desempleadas,"1.623,21"
COMERCIAL LIZALDE SUMINISTROS SL,Mejorar la empleabilidad de las personas desempleadas,"1.048,89"
COMERCIAL LIZARBE MAQUINARIA DE HOSTELERIA SL,Mejorar la empleabilidad de las personas desempleadas,"966,60"
COMERCIAL LIZARRA SL,Mejorar la empleabilidad de las personas desempleadas,"1.425,00"
COMERCIAL LLARAS SL,Mejorar la empleabilidad de las personas desempleadas,"2.479,92"
COMERCIAL LLAURADO SA,Mejorar la empleabilidad de las personas desempleadas,"3.378,20"
COMERCIAL LLENAS SA,Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
COMERCIAL LOBEL SL,Mejorar la empleabilidad de las personas desempleadas,"1.180,50"
COMERCIAL LOBOT SL,Mejorar la empleabilidad de las personas desempleadas,"478,95"
COMERCIAL LOPEZ AROCA SL,Mejorar la empleabilidad de las personas desempleadas,"20,88"
"COMERCIAL LOREN SERRANO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"139,30"
COMERCIAL LORESMA SL,Mejorar la empleabilidad de las personas desempleadas,"733,40"
COMERCIAL LUCENSE GANADERA SA,Mejorar la empleabilidad de las personas desempleadas,"3.604,12"
COMERCIAL LUCENTINA DE VEHICULOS SL,Mejorar la empleabilidad de las personas desempleadas,"6.148,42"
"COMERCIAL LUNAMOVIL COMUNICACIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.166,29"
"COMERCIAL LUNICOLOR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.033,30"
COMERCIAL LUXARIA SL,Mejorar la empleabilidad de las personas desempleadas,"636,53"
COMERCIAL LUXMAN DEL NORTE SL,Mejorar la empleabilidad de las personas desempleadas,"349,95"
COMERCIAL MACOLOSA SL,Mejorar la empleabilidad de las personas desempleadas,"540,65"
"COMERCIAL MACY S CANARIAS, SL",Mejorar la empleabilidad de las personas desempleadas,"1.076,62"
COMERCIAL MADECA SA,Mejorar la empleabilidad de las personas desempleadas,"7.773,71"
COMERCIAL MADRILENA FRIAS SL,Mejorar la empleabilidad de las personas desempleadas,"2.492,53"
"COMERCIAL MAEL, SL",Mejorar la empleabilidad de las personas desempleadas,"212,49"
COMERCIAL MAELEN BALEAR SL,Mejorar la empleabilidad de las personas desempleadas,"486,58"
"COMERCIAL MAHER 2, SL",Mejorar la empleabilidad de las personas desempleadas,"3.489,91"
COMERCIAL MAIN SA,Mejorar la empleabilidad de las personas desempleadas,"1.729,97"
"COMERCIAL MALACITANA DE HOSTELERIA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.248,90"
COMERCIAL MALAGUENA DE ARTICULOS DEPORTIVOS SL,Mejorar la empleabilidad de las personas desempleadas,"86,58"
COMERCIAL MALAGUENA DE AZULEJOS SL,Mejorar la empleabilidad de las personas desempleadas,"349,95"
COMERCIAL MALAGUENA PATRICIA SL,Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
COMERCIAL MANOLO RIVAS SL,Mejorar la empleabilidad de las personas desempleadas,"675,23"
COMERCIAL MAQUINARIA F-3 S.L.,Mejorar la empleabilidad de las personas desempleadas,"560,00"
COMERCIAL MAQUINARIA PREFABRICADOS SL,Mejorar la empleabilidad de las personas desempleadas,"100,00"
COMERCIAL MAQUINARIA Y SISTEMAS DE APLICACION SL,Mejorar la empleabilidad de las personas desempleadas,"1.499,90"
COMERCIAL MAQUI-RENTAL 2005 SL,Mejorar la empleabilidad de las personas desempleadas,"500,00"
COMERCIAL MARBILL SA,Mejorar la empleabilidad de las personas desempleadas,"339,96"
COMERCIAL MARCLA SL,Mejorar la empleabilidad de las personas desempleadas,"1.744,24"
COMERCIAL MARFE DE FARMACIA SL,Mejorar la empleabilidad de las personas desempleadas,"1.503,19"
"COMERCIAL MARI COLOMER, S.L.",Mejorar la empleabilidad de las personas desempleadas,"538,20"
"COMERCIAL MARINA SOL DEL SUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.693,14"
COMERCIAL MARITIMA DEL FINISTERRE SL,Mejorar la empleabilidad de las personas desempleadas,"476,90"
"COMERCIAL MARFEDOLS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"700,00"
COMERCIAL MARLIN SL,Mejorar la empleabilidad de las personas desempleadas,"110,00"
COMERCIAL MARSE SL,Mejorar la empleabilidad de las personas desempleadas,"1.300,00"
COMERCIAL MARTI SA,Mejorar la empleabilidad de las personas desempleadas,"100,00"
COMERCIAL MARTIN TRON SL,Mejorar la empleabilidad de las personas desempleadas,"583,25"
"COMERCIAL MAYORISTA DE BEBIDAS NORTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"413,34"
COMERCIAL MAZCUNAN SL,Mejorar la empleabilidad de las personas desempleadas,"656,61"
COMERCIAL MB 500 SL,Mejorar la empleabilidad de las personas desempleadas,"1.200,06"
COMERCIAL MECANICA TAMEGAR SL,Mejorar la empleabilidad de las personas desempleadas,"600,00"
COMERCIAL MEDICO QUIRURGICA SA,Mejorar la empleabilidad de las personas desempleadas,"495,81"
COMERCIAL MENA SL,Mejorar la empleabilidad de las personas desempleadas,"587,88"
COMERCIAL MENORCA DE ELECTRODOMESTICOS SA,Mejorar la empleabilidad de las personas desempleadas,"1.708,30"
"COMERCIAL MERCERA MORAN, SL",Mejorar la empleabilidad de las personas desempleadas,"4.401,76"
COMERCIAL METABOS SL,Mejorar la empleabilidad de las personas desempleadas,"3.526,71"
COMERCIAL METALL NAUTIC SL,Mejorar la empleabilidad de las personas desempleadas,"200,00"
COMERCIAL MEZQUITA E HIJOS SL,Mejorar la empleabilidad de las personas desempleadas,"573,72"
"COMERCIAL MIBI 2006, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.946,04"
COMERCIAL MICA CANARIAS SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
COMERCIAL MIFER SL,Mejorar la empleabilidad de las personas desempleadas,"1.180,02"
"COMERCIAL MIPER DE HOSTELERIA, SL",Mejorar la empleabilidad de las personas desempleadas,"376,18"
"COMERCIAL MIRALLES, SL",Mejorar la empleabilidad de las personas desempleadas,"871,65"
COMERCIAL MIRASIERRA SA,Mejorar la empleabilidad de las personas desempleadas,"4.666,48"
"COMERCIAL MOBESCA, SL",Mejorar la empleabilidad de las personas desempleadas,"577,58"
COMERCIAL MOLAZU S.L.,Mejorar la empleabilidad de las personas desempleadas,"926,65"
"COMERCIAL MOLI DEL CASTELL, SL",Mejorar la empleabilidad de las personas desempleadas,"764,94"
COMERCIAL MOLL SL,Mejorar la empleabilidad de las personas desempleadas,"868,66"
COMERCIAL MOLLERUSSA SA,Mejorar la empleabilidad de las personas desempleadas,"560,44"
"COMERCIAL MOLTEC, SL",Mejorar la empleabilidad de las personas desempleadas,"278,51"
COMERCIAL MONTE IGUELDO SL,Mejorar la empleabilidad de las personas desempleadas,"2.356,75"
"COMERCIAL MONTEFARRE,S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.156,73"
COMERCIAL MONTOYA SA,Mejorar la empleabilidad de las personas desempleadas,"1.345,77"
COMERCIAL MORERA SL,Mejorar la empleabilidad de las personas desempleadas,"7.979,72"
COMERCIAL MOSA SA,Mejorar la empleabilidad de las personas desempleadas,"349,40"
COMERCIAL MOYANO SL,Mejorar la empleabilidad de las personas desempleadas,"63,33"
"COMERCIAL MULU IMPORT EXPORT, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,"932,90"
COMERCIAL MUNTANE CANARIAS SL,Mejorar la empleabilidad de las personas desempleadas,"383,25"
"COMERCIAL MUNOZ CARPENA, SL",Mejorar la empleabilidad de las personas desempleadas,"626,54"
COMERCIAL MURCIANA DE BEBIDAS SL,Mejorar la empleabilidad de las personas desempleadas,"836,63"
"COMERCIAL MUSA OLESA, SL",Mejorar la empleabilidad de las personas desempleadas,"460,38"
COMERCIAL NARANJO SL,Mejorar la empleabilidad de las personas desempleadas,"59,96"
COMERCIAL NATURAL DERECHO SL,Mejorar la empleabilidad de las personas desempleadas,"2.621,39"
COMERCIAL NAVAL CANARIA SL,Mejorar la empleabilidad de las personas desempleadas,"406,69"
COMERCIAL NEVADO GAVIRA SL,Mejorar la empleabilidad de las personas desempleadas,"1.849,75"
COMERCIAL NICEM EXINTE SA,Mejorar la empleabilidad de las personas desempleadas,"1.427,21"
COMERCIAL NIETO LIZON SL,Mejorar la empleabilidad de las personas desempleadas,"1.899,90"
"COMERCIAL NIM, IMPORTACIO I DISTRIBUCIONS, SL",Mejorar la empleabilidad de las personas desempleadas,"343,29"
"COMERCIAL NOBLE, SL",Mejorar la empleabilidad de las personas desempleadas,"493,33"
COMERCIAL NOEL SL,Mejorar la empleabilidad de las personas desempleadas,"1.696,57"
COMERCIAL NONO SA UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"1.086,58"
"COMERCIAL NORA-MAFARI, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.287,35"
"COMERCIAL NORMASA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.059,99"
COMERCIAL NORPAL PALOMARES SL,Mejorar la empleabilidad de las personas desempleadas,"976,59"
COMERCIAL NOVAFRIGO SL,Mejorar la empleabilidad de las personas desempleadas,"1.550,00"
"COMERCIAL NOVO CAROU, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
COMERCIAL NUEVO PARQUE SL,Mejorar la empleabilidad de las personas desempleadas,"318,72"
COMERCIAL NUTRIGAN SL,Mejorar la empleabilidad de las personas desempleadas,"1.270,22"
COMERCIAL OBLANCA SA,Mejorar la empleabilidad de las personas desempleadas,"982,22"
COMERCIAL OFIMATICA TOLEDANA SCL,Mejorar la empleabilidad de las personas desempleadas,"400,02"
COMERCIAL OJA SL,Mejorar la empleabilidad de las personas desempleadas,"1.209,99"
"COMERCIAL OPERADORA DE SELVA-S ALBER, S.L.",Mejorar la empleabilidad de las personas desempleadas,"49,95"
"COMERCIAL ORGANIZATIVA DE NEGOCIOS PARA ALMACENISTAS, I",Mejorar la empleabilidad de las personas desempleadas,"11,81"
COMERCIAL ORICAIN SL,Mejorar la empleabilidad de las personas desempleadas,"372,50"
"COMERCIAL OROBE, SL",Mejorar la empleabilidad de las personas desempleadas,"1.726,44"
COMERCIAL OSCENSE DEL AUTOMOVIL SA,Mejorar la empleabilidad de las personas desempleadas,"1.796,57"
COMERCIAL OURENSE DE MAQUINARIA S.L,Mejorar la empleabilidad de las personas desempleadas,"517,75"
"COMERCIAL P. PAREDES CARTAGENA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.175,76"
COMERCIAL P.SERRA SL,Mejorar la empleabilidad de las personas desempleadas,"885,38"
"COMERCIAL PALACIOS, SL",Mejorar la empleabilidad de las personas desempleadas,"1.251,12"
"COMERCIAL PALOGO, CB",Mejorar la empleabilidad de las personas desempleadas,"219,88"
COMERCIAL PANIFICADORA ZARAUTZ SL,Mejorar la empleabilidad de las personas desempleadas,"499,90"
"COMERCIAL PAPELERIA E INPRESOS S,L",Mejorar la empleabilidad de las personas desempleadas,"1.899,90"
"COMERCIAL PAPERERA I MATERIALS D OFICINA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.616,27"
"COMERCIAL PAPERERA VALLENCA, SL",Mejorar la empleabilidad de las personas desempleadas,"563,33"
COMERCIAL PARACALZA SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"301,23"
COMERCIAL PARDO LUBRICANTES S.L,Mejorar la empleabilidad de las personas desempleadas,"110,00"
COMERCIAL PASMER SLU,Mejorar la empleabilidad de las personas desempleadas,"1.100,36"
"COMERCIAL PATURUZITO, SL",Mejorar la empleabilidad de las personas desempleadas,"343,29"
COMERCIAL PECUARIA SEGOVIANA SA,Mejorar la empleabilidad de las personas desempleadas,"8.585,48"
COMERCIAL PEDROCCHI SA,Mejorar la empleabilidad de las personas desempleadas,"700,00"
COMERCIAL PELEGRIN Y TARDIO SA,Mejorar la empleabilidad de las personas desempleadas,"956,61"
COMERCIAL PELUQUERA ANGARFER SL,Mejorar la empleabilidad de las personas desempleadas,"748,44"
COMERCIAL PERAL SL,Mejorar la empleabilidad de las personas desempleadas,"1.425,00"
"COMERCIAL PERALBA, SA",Mejorar la empleabilidad de las personas desempleadas,"2.760,05"
"COMERCIAL PERCOFER, SL",Mejorar la empleabilidad de las personas desempleadas,"1.164,50"
COMERCIAL PEREGRIN SA,Mejorar la empleabilidad de las personas desempleadas,"149,95"
"COMERCIAL PEREIRA GIRONA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"426,64"
COMERCIAL PEREZ PAUL SL,Mejorar la empleabilidad de las personas desempleadas,"739,05"
COMERCIAL PERFINUL SA,Mejorar la empleabilidad de las personas desempleadas,"239,97"
"COMERCIAL PERNAS, SL",Mejorar la empleabilidad de las personas desempleadas,"1.121,45"
COMERCIAL PESCAMORE SL,Mejorar la empleabilidad de las personas desempleadas,"189,91"
COMERCIAL PIEDRA TRUJILLO SL,Mejorar la empleabilidad de las personas desempleadas,"5.869,34"
"COMERCIAL PIME TARRAGONA,S.R.L.",Mejorar la empleabilidad de las personas desempleadas,"103,23"
COMERCIAL PINAMAS SL,Mejorar la empleabilidad de las personas desempleadas,"926,11"
COMERCIAL PINILLA SL,Mejorar la empleabilidad de las personas desempleadas,"708,30"
COMERCIAL PIRENAICA SL,Mejorar la empleabilidad de las personas desempleadas,"936,63"
"COMERCIAL PIRENE OLOT, S.L.-EN FORMACION-",Mejorar la empleabilidad de las personas desempleadas,"564,91"
COMERCIAL PISCINA Y FONTANERIA SL,Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
"COMERCIAL PISCINAS IBIZA, SA",Mejorar la empleabilidad de las personas desempleadas,"318,72"
COMERCIAL PJF SL,Mejorar la empleabilidad de las personas desempleadas,"566,66"
"COMERCIAL PLASENCIA, SL",Mejorar la empleabilidad de las personas desempleadas,"5.536,13"
"COMERCIAL PODIUM, SL",Mejorar la empleabilidad de las personas desempleadas,"813,32"
COMERCIAL PONCE SILLAS SL,Mejorar la empleabilidad de las personas desempleadas,"1.257,85"
COMERCIAL POUS SA,Mejorar la empleabilidad de las personas desempleadas,"951,68"
"COMERCIAL PRIEGUENSE DE LA MADERA,S.L.",Mejorar la empleabilidad de las personas desempleadas,"266,68"
COMERCIAL PRIETO CERDAN. SL,Mejorar la empleabilidad de las personas desempleadas,"1.062,21"
COMERCIAL PRODILES SL,Mejorar la empleabilidad de las personas desempleadas,"423,31"
COMERCIAL PROUS SA,Mejorar la empleabilidad de las personas desempleadas,"1.644,98"
"COMERCIAL PUERMA JIMENEZ, SL",Mejorar la empleabilidad de las personas desempleadas,"3.048,83"
"COMERCIAL PUERTAS DICORAN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"815,53"
COMERCIAL PULET SL,Mejorar la empleabilidad de las personas desempleadas,"2.225,15"
COMERCIAL QUEMOIL SA,Mejorar la empleabilidad de las personas desempleadas,"413,15"
"COMERCIAL QUESALIA, S.A.L.",Mejorar la empleabilidad de las personas desempleadas,"160,01"
"COMERCIAL QUESERA CAMPOVERDE, SL",Mejorar la empleabilidad de las personas desempleadas,"379,92"
"COMERCIAL QUEYDO 2000, SL",Mejorar la empleabilidad de las personas desempleadas,"1.899,80"
"COMERCIAL QUIMI SOL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"300,00"
"COMERCIAL QUIMICA GIRONINA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.062,42"
COMERCIAL QUIMICA MASSO SA,Mejorar la empleabilidad de las personas desempleadas,"741,31"
"COMERCIAL QUIMICAS GOMEZ, SL",Mejorar la empleabilidad de las personas desempleadas,"400,00"
COMERCIAL QUIRURGICA FARMACEUTICA SA,Mejorar la empleabilidad de las personas desempleadas,"1.298,56"
COMERCIAL R. I J.VALLS SL,Mejorar la empleabilidad de las personas desempleadas,"400,00"
COMERCIAL RACHID SL,Mejorar la empleabilidad de las personas desempleadas,"113,29"
COMERCIAL RADIAL SA,Mejorar la empleabilidad de las personas desempleadas,"233,20"
COMERCIAL RAFAEL A BURON SL,Mejorar la empleabilidad de las personas desempleadas,"26,64"
COMERCIAL RAFAEL MUNOZ SL,Mejorar la empleabilidad de las personas desempleadas,"270,22"
COMERCIAL RAFAEL RIBAS SL,Mejorar la empleabilidad de las personas desempleadas,"1.689,91"
"COMERCIAL RAFEL CLARISO,SL",Mejorar la empleabilidad de las personas desempleadas,"646,52"
"COMERCIAL RAMIREZ LUQUE, SL",Mejorar la empleabilidad de las personas desempleadas,"1.900,00"
"COMERCIAL RAMOPAL CARRION, S.L.N.E.",Mejorar la empleabilidad de las personas desempleadas,"1.131,10"
COMERCIAL RAYBA SL,Mejorar la empleabilidad de las personas desempleadas,"1.796,67"
"COMERCIAL RED, C.B.",Mejorar la empleabilidad de las personas desempleadas,"833,01"
COMERCIAL REDAMAR SL,Mejorar la empleabilidad de las personas desempleadas,"239,96"
COMERCIAL REDIS SL,Mejorar la empleabilidad de las personas desempleadas,"3.342,73"
"COMERCIAL RENIGALAS, SL",Mejorar la empleabilidad de las personas desempleadas,"900,00"
"COMERCIAL REUS 4 ATRE, SL",Mejorar la empleabilidad de las personas desempleadas,"4.866,08"
